Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
16.0375,17.7263,21.354,16.4377,18.2916,20.5363,16.8965,17.4607,21.3554,18.3055,15.3915,22.0114,14.809,17.0225,21.7736,15.9799,21.0049,17.0425,13.0153,21.2842,14.7012,11.0416,20.9185,12.6628,7.8674,20.9172,12.1318,12.5708,21.2178,16.0242,10.5495,20.8288,15.2075,8.3384,20.0485,15.1719,12.5015,20.1635,18.518,10.7346,19.6168,19.0276,8.9286,18.7295,19.7784,13.9721,12.9188,23.7237,12.3464,13.7639,23.446,9.6469,12.99,23.8394,18.4833,14.1524,23.5004,16.4877,13.0686,23.7858
16.1135,17.755,21.271,16.5009,18.2741,20.4099,16.9677,17.4842,21.2803,18.3917,15.4105,22.0129,14.8882,17.0629,21.7136,15.949,20.7009,16.825,12.9986,21.1936,14.4606,11.0096,20.9235,12.4308,7.8488,21.137,11.9014,12.5534,21.1012,15.7799,10.4949,20.8718,14.9775,8.2382,20.2773,14.966,12.4811,20.0937,18.3165,10.7089,19.5482,18.8413,8.9075,18.6902,19.6192,14.0678,12.9656,23.722,12.425,13.7857,23.4545,9.7225,12.9486,23.8526,18.5647,14.129,23.4655,16.601,13.1377,23.7815
16.1856,17.7872,21.1858,16.5573,18.2717,20.295,17.0399,17.4986,21.2041,18.4341,15.4335,21.9765,14.978,17.106,21.6473,15.935,20.5759,16.602,12.9948,21.0783,14.2187,10.9969,20.9012,12.1853,7.8601,21.2804,11.6545,12.5471,20.9952,15.5312,10.473,20.8729,14.7351,8.1862,20.4379,14.7356,12.4671,19.9934,18.1065,10.6953,19.4758,18.6446,8.8903,18.6393,19.4462,14.1578,13.0061,23.7229,12.505,13.8023,23.4613,9.8267,12.9805,23.9266,18.6402,14.23,23.5026,16.6757,13.1779,23.8053
16.2607,17.8193,21.1044,16.6206,18.2621,20.1807,17.1158,17.5198,21.1367,18.5214,15.4958,21.97,15.062,17.1557,21.5882,15.9376,20.5844,16.3837,13.0076,20.953,13.9786,11.013,20.8692,11.9323,7.8911,21.3521,11.3843,12.5557,20.8772,15.2834,10.4803,20.8408,14.4774,8.1743,20.4896,14.4769,12.4546,19.8919,17.8952,10.6837,19.398,18.4429,8.8691,18.5745,19.2553,14.2491,13.057,23.7254,12.5895,13.8227,23.4691,9.915,12.9616,23.9523,18.7046,14.3095,23.4736,16.7627,13.2826,23.8229
16.3414,17.8383,21.0076,16.6878,18.2565,20.0663,17.1877,17.5357,21.0587,18.5916,15.5396,21.9619,15.1418,17.1924,21.5075,15.9392,20.6544,16.1575,13.0281,20.801,13.7356,11.3348,20.5687,11.9588,7.9475,21.3733,11.0944,12.5693,20.7637,15.0356,10.5032,20.7973,14.2109,8.1886,20.491,14.1888,12.456,19.79,17.6816,10.6676,19.2995,18.2254,8.8487,18.5119,19.0371,14.3387,13.098,23.7257,12.6729,13.8458,23.4753,10.0072,12.9169,23.9513,18.7827,14.3501,23.4689,16.8626,13.2876,23.8224
16.4185,17.8445,20.9036,16.7637,18.2571,19.9608,17.2732,17.5177,20.9403,18.6861,15.6318,21.9746,15.2214,17.213,21.3937,15.9528,20.5097,15.952,13.0706,20.6509,13.5036,11.1112,20.6915,11.4192,8.0346,21.3553,10.7966,12.6048,20.6534,14.7912,10.5442,20.7031,13.9417,8.223,20.4533,13.875,12.4531,19.6801,17.4601,10.6558,19.2184,17.9889,8.8213,18.454,18.7904,14.4326,13.1553,23.7248,12.7537,13.8709,23.4801,10.1074,12.9355,24,18.8416,14.366,23.4675,16.9468,13.3144,23.7956
16.4967,17.851,20.7954,16.8452,18.2528,19.8529,17.3542,17.591,20.8942,18.7625,15.6854,21.9712,15.3058,17.2424,21.3072,15.9632,20.1997,15.7693,13.133,20.5012,13.2666,11.194,20.5413,11.1565,8.1456,21.2908,10.49,12.6493,20.5443,14.5504,10.6057,20.6069,13.6658,8.288,20.3807,13.5431,12.4647,19.5806,17.2348,10.6533,19.1386,17.7469,8.8002,18.3982,18.5323,14.5185,13.2037,23.7257,12.8377,13.8927,23.4822,10.1981,12.9369,24.0249,18.9173,14.4095,23.4553,17.0056,13.4103,23.7948
16.5751,17.8751,20.7101,16.927,18.2354,19.7457,17.4327,17.6193,20.8371,18.8151,15.7071,21.9572,15.3914,17.2641,21.2318,16.0075,20.0228,15.5812,13.2194,20.329,13.0231,11.3147,20.3429,10.8814,8.279,21.1836,10.1721,12.7097,20.4153,14.3098,10.6801,20.4761,13.3878,8.3543,20.2449,13.2255,12.4875,19.4761,17.0129,10.6637,19.061,17.5078,8.7952,18.3416,18.2792,14.6019,13.2534,23.7253,12.9215,13.9143,23.4815,10.3126,12.9141,24.0234,19.0197,14.5963,23.4928,17.1049,13.47,23.7967
16.6501,17.883,20.6205,17.0018,18.2237,19.6387,17.5097,17.6249,20.7599,18.9198,15.7899,21.9681,15.4784,17.2763,21.1702,16.0621,20.0434,15.3414,13.32,20.151,12.7884,11.4422,20.1724,10.6232,8.4441,21.0259,9.8411,12.7861,20.297,14.0714,10.7744,20.3079,13.1098,8.4631,20.0575,12.9015,12.5232,19.3814,16.8009,10.6874,18.9754,17.271,8.8065,18.2799,18.0282,14.6852,13.3055,23.7289,13.0018,13.9361,23.4777,10.413,12.8618,24.0056,19.0601,14.5972,23.4654,17.1463,13.4901,23.7926
16.7235,17.8779,20.5223,17.0793,18.195,19.5321,17.5822,17.6377,20.6794,18.9766,15.8094,21.9537,15.5576,17.2701,21.088,16.1314,19.9039,15.1757,13.4462,19.9617,12.5566,11.6077,19.9578,10.3539,8.6402,20.8234,9.4836,12.884,20.1462,13.8374,10.8915,20.1383,12.8321,8.5846,19.8676,12.5792,12.5704,19.2869,16.5937,10.7249,18.891,17.042,8.8366,18.2041,17.7862,14.7751,13.3628,23.7312,13.0842,13.9652,23.4715,10.4903,12.8283,23.9967,19.1243,14.611,23.4715,17.2656,13.5912,23.7737
16.8018,17.8832,20.426,17.1605,18.1653,19.43,17.6598,17.647,20.6048,19.0473,15.8817,21.9389,15.6375,17.289,21.0029,16.229,19.6125,15.0898,13.5889,19.7634,12.3358,11.8088,19.7207,10.0854,8.8601,20.5741,9.1075,13.003,19.9933,13.6102,11.0323,19.9441,12.5543,8.7238,19.6208,12.2538,12.6416,19.193,16.3945,10.7846,18.7968,16.8161,8.8898,18.1116,17.5508,14.8556,13.4096,23.7339,13.1609,13.9907,23.4627,10.5815,12.7724,23.959,19.2253,14.7295,23.4605,17.3164,13.6929,23.805
16.8776,17.8865,20.3366,17.2467,18.1412,19.3348,17.7363,17.6584,20.5341,19.1175,15.9572,21.9371,15.7166,17.2928,20.9137,16.3326,19.4622,14.9227,13.757,19.5594,12.1247,12.0301,19.4735,9.8267,9.1058,20.2921,8.7349,13.1363,19.8199,13.3858,11.193,19.7307,12.2819,8.905,19.3447,11.9301,12.7217,19.075,16.198,10.8639,18.6876,16.5992,8.9633,17.981,17.3168,14.9349,13.4661,23.7377,13.2352,14.0139,23.4472,10.6737,12.7637,23.9221,19.2677,14.7946,23.4845,17.3757,13.7546,23.8156
16.9578,17.8875,20.2563,17.3356,18.1171,19.2452,17.8149,17.6612,20.467,19.1769,15.993,21.9205,15.7999,17.3032,20.8269,16.4466,19.4737,14.7223,13.9437,19.3449,11.92,12.274,19.2098,9.5811,9.3722,19.9933,8.3811,13.2887,19.6407,13.1668,11.3767,19.5039,12.02,9.1073,19.0529,11.6202,12.8271,18.9636,16.0015,10.9583,18.5646,16.3792,9.0568,17.8515,17.0817,15.012,13.5278,23.7428,13.3173,14.0465,23.4328,10.7815,12.7877,23.9247,19.3314,14.9218,23.5076,17.4869,13.8309,23.8098
17.0393,17.8789,20.1679,17.4304,18.0998,19.1572,17.8934,17.6795,20.4046,19.2391,16.0505,21.9131,15.8756,17.3015,20.7357,16.5886,19.3388,14.5975,14.1553,19.1319,11.7304,12.545,18.9439,9.3571,9.6687,19.6818,8.0641,13.4723,19.4636,12.9643,11.5883,19.27,11.7654,9.3301,18.7947,11.3297,12.9507,18.8319,15.8119,11.075,18.4355,16.156,9.1615,17.7245,16.8397,15.0929,13.5826,23.7447,13.3915,14.0787,23.4199,10.8738,12.787,23.8649,19.4274,15.0112,23.4836,17.5442,13.8717,23.7951
17.1217,17.8865,20.0892,17.5278,18.0968,19.0845,17.9708,17.6988,20.3464,19.309,16.1454,21.9256,15.9555,17.2993,20.648,16.7586,19.1673,14.5338,14.3903,18.908,11.5576,12.8349,18.6651,9.1511,9.9874,19.37,7.7759,13.6723,19.2697,12.7677,11.8177,19.0335,11.5316,9.5794,18.5283,11.0554,13.0958,18.7108,15.6209,11.2109,18.3092,15.9373,9.284,17.6136,16.5996,15.1701,13.6463,23.7511,13.4671,14.107,23.4022,10.9627,12.7503,23.7951,19.4831,15.0642,23.4981,17.6194,14.0062,23.7981
17.2066,17.887,20.0131,17.633,18.085,19.0115,18.0561,17.7237,20.2935,19.3724,16.2204,21.9253,16.036,17.2992,20.5597,16.9489,18.8719,14.4219,14.6444,18.6906,11.3988,13.143,18.3743,8.9627,10.3234,19.0359,7.5092,13.898,19.0951,12.582,12.0745,18.7815,11.3057,9.8452,18.2368,10.7923,13.2637,18.5786,15.4352,11.3669,18.1762,15.7176,9.4191,17.4931,16.3598,15.2403,13.7081,23.7559,13.5398,14.1399,23.3798,11.0617,12.7662,23.7522,19.55,15.1987,23.4873,17.7026,13.9761,23.8098
17.2937,17.8954,19.9428,17.7436,18.0739,18.9453,18.1403,17.7422,20.2406,19.4302,16.2877,21.9174,16.1229,17.3106,20.4817,17.1265,18.8063,14.2885,14.9171,18.4653,11.2483,13.4721,18.0857,8.7963,10.6701,18.6867,7.2683,14.1422,18.8952,12.4048,12.3518,18.5386,11.1036,10.1453,17.9313,10.5484,13.4465,18.4417,15.262,11.546,18.0291,15.5092,9.5869,17.3599,16.1202,15.3121,13.7731,23.7594,13.6134,14.1533,23.338,11.1569,12.7411,23.664,19.6049,15.2408,23.4598,17.7441,14.063,23.7987
17.3847,17.8921,19.8706,17.8549,18.0583,18.8817,18.227,17.7606,20.1944,19.492,16.3552,21.9146,16.206,17.3026,20.3947,17.3433,18.7831,14.2027,15.2145,18.2312,11.117,13.8224,17.7984,8.6416,11.038,18.3141,7.0481,14.4076,18.696,12.2426,12.6529,18.2861,10.9099,10.4693,17.6128,10.3243,13.6424,18.2897,15.0924,11.7436,17.8751,15.3094,9.7737,17.1972,15.888,15.3789,13.8397,23.7639,13.6804,14.6461,23.2823,11.2502,12.7534,23.6029,19.6515,15.3502,23.4652,17.8475,14.2237,23.8422
17.4811,17.8894,19.8011,17.9765,18.0463,18.8247,18.3149,17.7866,20.1514,19.5483,16.4256,21.9093,16.2933,17.3054,20.3173,17.6029,18.5505,14.1492,15.5272,18.0268,10.9984,14.1969,17.5087,8.503,11.4887,18.1305,6.8227,14.6916,18.4982,12.0901,12.9688,18.0493,10.7356,10.8067,17.3153,10.1045,13.8652,18.145,14.9338,11.9633,17.6985,15.1108,9.9934,17.0017,15.6595,15.4447,13.9155,23.7733,13.7521,14.7375,23.2435,11.361,12.7222,23.5347,19.7137,15.3955,23.4627,17.8926,14.2389,23.8004
17.5781,17.9006,19.7394,18.0996,18.0398,18.7719,18.4092,17.8094,20.1074,19.6044,16.4917,21.9038,16.3845,17.2996,20.2354,17.8405,18.4332,14.095,15.8551,17.8127,10.8917,14.5885,17.2288,8.3756,11.9071,17.7676,6.6377,14.9902,18.293,11.9555,13.3086,17.7847,10.5603,11.1618,17.0286,9.8935,14.0992,17.9947,14.7814,12.202,17.5221,14.9208,10.2249,16.7909,15.4327,15.5018,13.9889,23.7814,13.8307,14.7117,23.2122,11.4541,12.7408,23.4604,19.7606,15.505,23.4441,17.9499,14.3343,23.7924
17.6818,17.9138,19.6786,18.2296,18.0359,18.7221,18.5051,17.8391,20.0678,19.6636,16.5727,21.902,16.4819,17.3188,20.1653,18.1095,18.491,14.0401,16.207,17.6063,10.7987,15.0162,16.9375,8.2644,12.3494,17.3558,6.4654,15.3046,18.0975,11.8292,13.6613,17.5408,10.4018,11.5404,16.7637,9.6982,14.3408,17.8415,14.6366,12.4561,17.3422,14.7365,10.4729,16.5807,15.2129,15.554,14.0631,23.7891,13.8988,14.7526,23.1863,11.5741,12.6995,23.3657,19.8338,15.6106,23.4528,18.0051,14.4473,23.8192
17.7871,17.9247,19.6213,18.3609,18.0341,18.6804,18.6028,17.868,20.0356,19.7158,16.6367,21.8982,16.5778,17.3203,20.0852,18.3593,18.2315,13.9877,16.5724,17.4057,10.7163,15.447,16.6739,8.1654,12.8419,17.0128,6.2991,15.6363,17.8958,11.7099,14.0361,17.2994,10.2516,11.9398,16.4869,9.5086,14.6046,17.6927,14.4956,12.7149,17.164,14.5569,10.7367,16.3902,14.9961,15.6053,14.1391,23.7963,13.9674,14.7906,23.1614,11.6856,12.6924,23.2906,19.8628,15.6934,23.4244,18.0284,14.4825,23.7854
17.8938,17.9326,19.5658,18.4945,18.0314,18.6397,18.7,17.8886,19.9986,19.768,16.7094,21.8932,16.6781,17.335,20.0144,18.6322,18.1144,13.9328,16.9516,17.209,10.6402,15.9103,16.4043,8.0826,13.3536,16.6547,6.1421,15.9784,17.7018,11.6049,14.4246,17.0595,10.1112,12.3578,16.2257,9.328,14.8654,17.5492,14.3672,12.9937,16.9829,14.3829,11.0079,16.1846,14.7832,15.6545,14.2174,23.8054,14.0318,14.8365,23.1393,11.8125,12.6761,23.2105,19.9029,15.7679,23.4336,18.1074,14.6167,23.8083
18.0065,17.9459,19.5109,18.6325,18.0381,18.6027,18.801,17.9361,19.9729,19.8256,16.7812,21.8921,16.7819,17.344,19.9404,18.9132,18.0334,13.9339,17.344,17.0313,10.5937,16.392,16.1534,8.0142,13.8957,16.3199,5.9963,16.3342,17.527,11.5137,14.8382,16.8315,9.984,12.7936,15.9655,9.1541,15.1344,17.4157,14.2455,13.279,16.8271,14.2224,11.2998,15.9927,14.578,15.697,14.2984,23.8139,14.0986,14.8901,23.1202,11.9411,12.6954,23.1673,19.9487,15.8284,23.4373,18.1774,14.7156,23.7943
18.1231,17.9593,19.4597,18.7753,18.0477,18.5735,18.902,17.9656,19.9398,19.8781,16.8527,21.8859,16.8874,17.3485,19.8713,19.2013,17.9363,13.9153,17.7459,16.8433,10.5471,16.8923,15.9134,7.9671,14.4556,16.0433,5.8635,16.706,17.3513,11.4305,15.2686,16.6027,9.8665,13.2481,15.7127,8.9882,15.4183,17.2891,14.1275,13.572,16.66,14.0596,11.5924,15.7897,14.3771,15.7429,14.3834,23.8229,14.1552,14.9429,23.107,12.0833,12.6576,23.0834,20.0215,15.8727,23.3701,18.1925,14.7814,23.8108
18.2351,17.9699,19.4103,18.9145,18.0653,18.5418,19.003,17.9989,19.9114,19.9359,16.9381,21.8799,16.9946,17.3587,19.7997,19.5022,17.791,13.885,18.1672,16.6721,10.5262,17.3994,15.6773,7.9329,15.049,15.7261,5.7506,17.0862,17.185,11.356,15.7064,16.3975,9.7578,13.7214,15.4663,8.8337,15.7077,17.1664,14.0186,13.8771,16.5106,13.9036,11.9004,15.608,14.1767,15.7871,14.4743,23.8345,14.2061,15.0222,23.1024,12.223,12.679,23.0346,20.0601,15.9851,23.4013,18.2407,14.8445,23.7823
18.3542,17.9932,19.367,19.0612,18.0873,18.5196,19.1032,18.0382,19.8824,19.9898,17.0069,21.8706,17.1057,17.3743,19.7376,19.7823,17.7492,13.9105,18.5844,16.5008,10.5099,17.9227,15.458,7.9138,15.6632,15.4815,5.6457,17.4767,17.0404,11.3019,16.1572,16.1873,9.6697,14.2333,15.2401,8.7027,16.0096,17.0451,13.9125,14.1902,16.3661,13.7554,12.2111,15.4504,13.9837,15.8276,14.5658,23.8409,14.2528,15.1108,23.1042,12.3747,12.7038,22.9928,20.0881,16.0596,23.3813,18.2633,14.8929,23.7707
18.4698,18.0181,19.3263,19.2024,18.1013,18.4981,19.205,18.0935,19.8615,20.041,17.0917,21.8669,17.2144,17.3869,19.6678,20.082,17.6738,13.9443,19.0109,16.358,10.5202,18.4566,15.2495,7.9168,16.2881,15.2473,5.5598,17.8733,16.8954,11.2577,16.6203,16.0073,9.5984,14.73,15.0255,8.5839,16.3096,16.9315,13.8199,14.5054,16.2286,13.6149,12.5333,15.2949,13.7945,15.8641,14.658,23.8483,14.2901,15.2108,23.108,12.5364,12.7176,22.9465,20.1491,16.1158,23.3617,18.3147,15.1293,23.7925
