Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7697,25.4536,9.0917,0.6702,25.6085,9.0286,-0.7213,25.2553,8.7231,0.7145,25.4025,7.6115,1.3513,25.8983,7.7601,2.0331,26.1663,8.0068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7275,24.4604,9.3935,2.644135,26.292491,8.200992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.267482,19.05193,9.506587,NaN,NaN, NaN ,NaN,NaN,NaN,5.0851,20.9899,8.5988,NaN,NaN, NaN ,NaN,NaN,NaN,1.9755,23.5641,6.803,0.5135,23.6831,10.5025,-0.5073,24.795,9.6988,-3.712627,24.461855,8.793426,5.248546,23.110246,10.763221,2.991887,22.89193,10.763984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4434,24.4557,8.0456,0.4588,24.5252,7.2268,1.76518,23.910224,6.715366,3.1244,23.233,7.1265,NaN,NaN, NaN ,NaN,NaN,NaN,5.7233,20.7658,8.8724,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8465,25.4346,9.1646,0.7383,25.6645,9.129,-0.6486,25.3668,8.8182,0.7429,25.3798,7.7918,1.3793,26.0436,7.9045,2.1246,26.3986,8.1382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7678,24.2724,9.4235,2.72321,26.380511,8.250785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.097436,19.37568,9.371906,NaN,NaN, NaN ,NaN,NaN,NaN,4.9615,21.3406,8.5676,NaN,NaN, NaN ,NaN,NaN,NaN,1.8704,23.8518,6.9729,0.5776,23.6856,10.5156,-0.4656,24.7817,9.7131,NaN,NaN, NaN ,5.32955,23.074438,10.790159,3.057016,22.867051,10.787018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3994,24.6474,8.1089,0.452,24.7571,7.3575,NaN,NaN, NaN ,2.9905,23.526,7.2811,NaN,NaN, NaN ,NaN,NaN,NaN,5.6059,21.1641,8.843,6.413514,20.867852,9.122563,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9157,25.4338,9.2296,0.7982,25.7373,9.2369,-0.582,25.491,8.9171,0.7531,25.6159,7.9479,1.4135,26.0577,8.0708,2.1528,26.4781,8.3138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8727,24.2507,9.5147,2.756901,26.135613,8.457363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.041334,19.717289,9.233848,NaN,NaN, NaN ,NaN,NaN,NaN,4.937,21.6147,8.5361,NaN,NaN, NaN ,NaN,NaN,NaN,1.7557,24.203,7.1854,0.6583,23.6677,10.5297,-0.3138,24.8855,9.7524,NaN,NaN, NaN ,5.422157,23.054581,10.805117,3.124838,22.850013,10.805225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3523,24.8442,8.1779,0.4421,24.9934,7.4826,1.609965,24.299987,7.045026,2.7541,23.9848,7.4682,3.723152,23.018834,7.726955,NaN,NaN,NaN,5.5431,21.5466,8.7777,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.988,25.4057,9.2841,0.8713,25.7427,9.3309,-0.5156,25.6183,9.0261,0.7556,25.8718,8.1112,1.42,26.3897,8.1877,2.1828,26.6202,8.4596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.979,24.3706,9.5,2.821256,26.439157,8.494296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.897064,20.089302,9.015627,NaN,NaN, NaN ,NaN,NaN,NaN,4.7836,21.9979,8.3923,NaN,NaN, NaN ,NaN,NaN,NaN,1.6785,24.5188,7.3951,0.7272,23.6729,10.5371,-0.1735,24.9637,9.7889,NaN,NaN, NaN ,5.496249,23.028839,10.832212,3.192322,22.816463,10.828877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3067,25.0455,8.2558,0.4087,25.0738,7.6362,NaN,NaN, NaN ,2.7508,24.1674,7.5985,NaN,NaN, NaN ,NaN,NaN,NaN,5.4686,21.8359,8.6258,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0596,25.3769,9.3236,0.9354,25.7529,9.4184,-0.4565,25.7413,9.134,0.7758,26.03,8.2723,1.4453,26.5247,8.3623,2.2019,26.746,8.6145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.056,23.947,9.5372,2.911282,26.301011,8.665748,8.536044,28.155129,9.055486,NaN,NaN,NaN,NaN,NaN,NaN,6.760555,20.416165,8.640938,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,1.7069,24.5235,7.3719,0.7983,23.6561,10.545,-0.0383,25.0631,9.864,NaN,NaN, NaN ,5.56934,22.983538,10.85019,3.264011,22.774148,10.847868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2577,25.2663,8.3385,0.4373,25.4254,7.7507,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,5.3789,22.2012,8.404,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1278,25.3592,9.3626,1.002,25.7049,9.4766,-0.4028,25.8782,9.2529,0.7793,26.232,8.4168,1.455,26.7093,8.5215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1296,24.0176,9.4892,3.004084,26.36746,8.642172,8.494846,28.219583,9.025093,NaN,NaN,NaN,NaN,NaN,NaN,6.512411,20.923039,8.347863,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,1.4084,25.2233,7.8206,0.8589,23.6714,10.5649,0.0045,25.0108,9.868,-3.311271,25.1766,9.048384,5.641715,22.957724,10.870402,3.333424,22.759464,10.866839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2088,25.5098,8.4323,0.425,25.6938,7.8845,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1836,25.3665,9.407,1.0607,25.7296,9.5618,-0.3354,25.9483,9.3733,0.7895,26.4428,8.5762,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1927,24.1398,9.5673,3.061945,26.381154,8.805101,8.584584,28.50702,9.020907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,1.346,25.4994,7.9659,0.9271,23.6591,10.5783,0.0467,24.9853,9.8841,NaN,NaN, NaN ,5.744637,22.939766,10.887714,3.403312,22.734911,10.891523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1602,25.7369,8.5367,0.4211,25.9669,8.0225,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2475,25.3807,9.4483,1.1384,25.7201,9.641,-0.2796,26.0594,9.4949,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2721,24.0216,9.5579,3.095597,26.864615,8.815539,8.517416,28.80553,8.980601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,1.2684,25.8368,8.0823,1.0092,23.6212,10.5888,0.1546,24.99,9.9095,NaN,NaN, NaN ,5.8037,22.875146,10.9027,3.46437,22.696074,10.907518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6713,28.1421,7.2965,-1.1191,25.9747,8.6598,0.4194,26.2395,8.161,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1987,25.7152,9.6948,-0.2291,26.002,9.5479,0.8396,26.9811,9.0404,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3391,23.9414,9.6172,3.139805,26.468877,8.927466,8.492128,29.006529,8.923367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,4.9061,28.1565,8.4456,NaN,NaN,NaN,1.21,26.1585,8.1774,1.0884,23.6048,10.5951,0.1836,24.9056,9.9018,NaN,NaN, NaN ,5.86983,22.833661,10.93069,3.539357,22.680885,10.932207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5732,28.4215,7.2913,-1.0814,26.2254,8.8064,0.4173,26.511,8.3062,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.265,25.7421,9.7505,NaN,NaN,NaN,0.84,27.2677,9.1737,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7679,25.6082,8.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4745,24.0307,9.6015,NaN,NaN,NaN,8.527715,29.055727,8.834957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,4.8377,28.172,8.5145,3.250769,27.667797,8.202255,1.1569,26.4828,8.2764,1.1455,23.6085,10.6179,0.2039,24.8883,9.9229,NaN,NaN, NaN ,5.929892,22.779433,10.948545,3.603119,22.651615,10.953303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9775,28.7216,7.8046,7.5177,28.6469,7.2187,-1.0646,26.4549,8.9432,0.424,26.8074,8.4713,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8865,27.2161,9.3211,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2558,28.6131,7.7533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5527,23.944,9.613,NaN,NaN,NaN,8.640027,29.08395,8.765822,6.533957,28.401504,5.847871,NaN,NaN,NaN,NaN,NaN, NaN ,5.7699,28.8497,6.8526,NaN,NaN,NaN,NaN,NaN, NaN ,4.7413,28.5745,8.4578,3.177376,28.133794,8.310601,1.1287,26.838,8.3978,1.2116,23.58,10.6251,0.3683,25.0216,10.0153,NaN,NaN, NaN ,5.99523,22.744245,10.965655,3.674166,22.619818,10.970155,NaN,NaN,NaN,NaN,NaN,NaN,6.68,28.9487,8.8131,6.9762,28.9868,7.7838,7.4967,28.9625,7.1766,-1.0323,26.7139,9.1878,0.4516,27.0947,8.6683,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9357,27.3088,9.4531,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2409,28.9045,7.7201,3.6866,28.1279,7.5715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5706,23.9747,9.6549,NaN,NaN,NaN,8.66643,29.238102,8.699426,6.488076,28.95518,5.810655,NaN,NaN,NaN,NaN,NaN, NaN ,5.7171,29.1347,6.8918,NaN,NaN,NaN,NaN,NaN, NaN ,4.7415,28.4516,8.6099,3.200223,28.378025,8.363944,1.0959,27.1558,8.4936,1.2764,23.5623,10.6434,0.3851,24.9599,10.0109,NaN,NaN, NaN ,6.072114,22.724487,10.98725,3.732847,22.574359,10.990916,NaN,NaN,NaN,NaN,NaN,NaN,6.7162,29.133,8.8211,6.9699,29.2445,7.7583,7.4982,29.2439,7.1367,-0.9758,26.97,9.4241,0.4743,27.3816,8.8761,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9764,27.4578,9.5951,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.267,29.1988,7.7681,3.6381,28.485,7.6176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5962,23.8886,9.6167,NaN,NaN,NaN,8.557161,29.733397,8.675607,6.378775,29.420375,5.724823,6.111799,26.661698,4.380724,NaN,NaN, NaN ,5.696,29.5859,6.8305,NaN,NaN,NaN,NaN,NaN, NaN ,4.7727,28.5042,8.6546,3.206009,28.350899,8.525108,1.0635,27.5152,8.5718,1.3692,23.5535,10.6644,0.4867,24.9338,10.0177,NaN,NaN, NaN ,6.144505,22.708116,11.00531,3.795049,22.536804,11.008836,NaN,NaN,NaN,NaN,NaN,NaN,6.749,29.3154,8.8123,6.9792,29.5006,7.7233,7.4898,29.4816,7.0772,NaN,NaN, NaN ,0.5061,27.6705,9.1107,NaN,NaN, NaN ,NaN,NaN,NaN,2.807109,27.002391,7.341286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9866,27.3174,9.596,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2498,29.4655,7.7671,3.6255,28.7693,7.6687,3.807,28.2566,6.6049,NaN,NaN,NaN,NaN,NaN,NaN,6.6755,23.8753,9.6615,NaN,NaN,NaN,8.682678,29.531576,8.471585,6.352372,29.558923,5.660419,5.907822,27.127912,4.0126,NaN,NaN, NaN ,5.6002,29.7209,6.7706,NaN,NaN,NaN,NaN,NaN, NaN ,4.7943,28.7324,8.6504,3.270519,28.614078,8.563879,1.0499,27.8531,8.6461,1.4256,23.5203,10.6819,0.505,24.7296,10.0373,NaN,NaN, NaN ,6.195522,22.652101,11.01401,3.859884,22.490421,11.023062,NaN,NaN,NaN,NaN,NaN,NaN,6.7847,29.5045,8.7927,6.983,29.7363,7.6753,7.5011,29.7444,7.0191,NaN,NaN, NaN ,0.5156,27.9016,9.3614,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,2.9056,26.8423,6.6113,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.247,29.5938,7.7663,3.6103,28.9986,7.709,3.7325,28.6258,6.5367,NaN,NaN,NaN,NaN,NaN,NaN,6.7466,23.7691,9.678,NaN,NaN,NaN,8.834389,29.585379,8.310845,6.396978,29.772726,5.627977,5.770771,27.952949,3.762514,NaN,NaN, NaN ,5.633,30.2779,6.6826,4.299,28.4246,5.6426,2.7713,26.3331,5.829,4.8115,29.0063,8.7111,3.224142,28.873091,8.628931,1.0428,28.1678,8.732,1.4984,23.5009,10.6948,0.6228,24.8393,10.0276,NaN,NaN, NaN ,6.252053,22.620164,11.03423,3.920126,22.470098,11.047963,NaN,NaN,NaN,NaN,NaN,NaN,6.8203,29.671,8.7549,7.0015,29.9373,7.6187,7.492,29.976,6.9401,NaN,NaN, NaN ,0.5222,28.0189,9.6132,NaN,NaN, NaN ,1.8898,28.4179,7.8978,NaN,NaN, NaN ,2.7153,27.325,6.4357,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2492,29.7663,7.7408,3.6152,29.2118,7.7113,3.6707,28.9809,6.4866,NaN,NaN,NaN,5.1429,28.458,4.0396,6.7936,23.6569,9.6759,NaN,NaN,NaN,8.80055,29.868696,8.259939,6.382169,30.180946,5.5653,5.562828,27.900393,3.552503,3.515588,25.651977,3.078726,5.6113,30.4436,6.6444,4.188,29.0249,5.5104,2.5389,26.8912,5.5626,4.8405,29.055,8.6115,3.248277,29.085682,8.636664,1.0397,28.4712,8.8361,1.5615,23.4664,10.7084,0.6874,24.8542,10.0111,-2.394811,25.663799,9.747036,6.320881,22.590927,11.048438,3.992394,22.438485,11.061943,NaN,NaN,NaN,NaN,NaN,NaN,6.8599,29.8125,8.6873,7.0168,30.1479,7.5419,7.5079,30.1867,6.8583,NaN,NaN, NaN ,0.5179,28.0299,9.8491,1.498014,28.800044,9.306989,1.8551,28.7476,7.9456,2.3635,28.5574,7.037,2.5574,27.8241,6.2759,3.115,26.8552,5.0975,3.6732,26.4042,4.4661,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.265,29.932,7.6855,3.6155,29.4224,7.692,3.6354,29.283,6.4397,4.5466,29.06,4.648,5.0491,29.0548,3.8251,6.8476,23.6577,9.6618,NaN,NaN,NaN,8.828566,30.070106,8.135959,6.424624,30.391784,5.439137,5.331885,29.09044,3.172201,3.223202,26.604085,2.639721,5.6012,30.3793,6.5834,4.1228,29.2829,5.4038,2.414,27.3216,5.2885,4.8261,29.195,8.6006,3.278711,29.28835,8.636967,1.0479,28.7252,8.9113,1.6248,23.4478,10.7286,0.7879,24.8512,10.0123,NaN,NaN, NaN ,6.382664,22.563121,11.061636,4.048932,22.398441,11.080622,NaN,NaN,NaN,NaN,NaN,NaN,6.9007,29.9573,8.6028,7.0301,30.3175,7.4428,7.4922,30.4191,6.7591,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.8423,29.0113,7.9768,2.2824,28.9759,6.9923,2.443,28.3492,6.131,2.8983,27.4,4.7664,3.4082,27.0481,4.0583,3.6054,26.5086,3.1974
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2748,30.0906,7.6134,3.612,29.6353,7.6433,3.6172,29.5701,6.3613,4.4577,29.5124,4.4873,4.9456,29.5039,3.6586,6.9466,23.7018,9.7033,NaN,NaN,NaN,8.825817,29.974797,8.018638,6.466235,30.846413,5.381832,5.269499,29.511491,3.060906,2.848559,27.261212,2.185395,5.6046,30.5597,6.4907,4.0662,29.6176,5.287,2.2812,27.9738,5.0344,4.9778,29.5653,8.5686,3.316767,29.415603,8.585309,1.0619,28.9117,8.9629,1.6716,23.4165,10.7459,0.7827,24.6978,10.0194,NaN,NaN, NaN ,6.427672,22.507362,11.077636,4.106245,22.3617,11.100973,NaN,NaN,NaN,NaN,NaN,NaN,6.9314,30.0898,8.5088,7.0476,30.493,7.3356,7.53,30.6224,6.6449,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.8461,29.2045,7.9879,2.2454,29.2673,6.9543,2.3317,28.7447,5.9897,2.7298,28.17,4.4517,3.1789,27.6821,3.6976,3.3347,27.4629,2.7529
