Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
26.5847,29.2552,11.8442,27.3964,29.4336,10.4772,28.7922,29.2586,9.3249,25.6263,29.4946,10.6188,26.6275,29.5566,10.382,26.0891,29.4512,11.3335,23.5391,29.1255,11.2783,21.3714,28.3041,10.922,20.2471,27.4739,10.3508,21.8188,28.3137,7.9946,22.56,28.629,8.6957,23.5189,29.073,9.3083,25.8474,29.4316,8.1256,25.0916,29.13,6.9514,23.9717,28.8843,6.0229,28.2461,28.6701,4.7745,26.9435,28.6016,3.6025,28.2302,28.3034,2.5419,30.2447,27.5322,2.0651,31.0858,27.14,1.9489,26.0574,27.8696,12.9873,24.169783,28.862872,10.218864,30.129485,29.024515,7.974121,30.945067,27.910325,4.48128,31.841843,26.863222,1.952124,31.169837,27.401622,-1.400003,29.5811,28.2684,4.4895,29.4532,27.7742,2.3386,28.3862,27.9956,0.164,26.9558,28.8115,5.6783,25.672549,28.495321,4.489308,23.6742,28.3362,3.3359,21.0853,26.4184,13.3559,19.9846,27.2094,12.4222,17.870579,25.180138,10.790059,25.64699,26.93821,14.011984,23.598923,26.269108,13.767095,25.0928,28.3755,11.9197,26.8907,29.2601,9.2905,28.5197,29.2377,6.788,29.7446,28.7913,5.948,30.5563,28.4576,5.9762,19.5659,26.555,9.3051,21.3809,27.9354,7.1654,22.8423,28.5554,5.1426,25.1604,28.3812,2.8471,26.5587,28.2696,2.0458,27.5652,27.9351,1.1688,29.0885,27.4432,0.1678,30.0936,27.2741,-0.1416,30.9034,26.9135,-0.6573
26.6579,29.3003,11.9112,27.4893,29.4415,10.5989,28.8964,29.2271,9.5072,25.7169,29.5291,10.6965,26.7201,29.5753,10.4824,26.1692,29.496,11.407,23.6254,29.2127,11.3317,21.4602,28.3658,10.9761,20.3285,27.5133,10.3962,21.9516,28.3155,8.0661,22.6884,28.6328,8.7733,23.6422,29.0737,9.3819,25.99,29.3931,8.2478,25.2589,29.0479,7.0694,24.1556,28.8109,6.1321,28.4538,28.5207,4.985,27.169,28.4008,3.7878,28.4756,28.0452,2.7691,30.4978,27.251,2.3698,31.3442,26.8622,2.2823,26.1205,27.8405,12.9964,24.267278,29.023221,10.344952,30.303406,28.979162,8.183611,31.155341,27.544799,4.761542,32.119621,26.507909,2.387079,31.461233,26.857755,-1.041449,29.7889,28.176,4.7665,29.6734,27.4606,2.5972,28.6715,27.69,0.4065,27.1007,28.7303,5.8481,25.866984,28.379118,4.650257,23.9094,28.1596,3.4664,21.1733,26.5035,13.3933,20.0679,27.2833,12.4628,NaN,NaN, NaN ,25.709134,27.021166,14.053541,23.682812,26.354052,13.817155,25.1738,28.4628,11.9858,26.9887,29.2516,9.438,28.6878,29.1208,6.9772,29.9272,28.6691,6.183,30.7388,28.3341,6.242,19.7052,26.7481,9.3342,21.5288,27.9254,7.2363,23.0346,28.4514,5.2309,25.4061,28.1799,3.0068,26.8127,27.9882,2.2437,27.8356,27.6366,1.4037,29.3779,27.0993,0.4488,30.3846,26.8922,0.1715,31.2077,26.505,-0.3194
26.7401,29.3523,11.9933,27.5767,29.4686,10.722,28.9911,29.2023,9.69,25.7983,29.5452,10.7763,26.8056,29.5842,10.5855,26.2509,29.5424,11.4803,23.7171,29.2961,11.3839,21.5481,28.4242,11.0289,20.4106,27.5778,10.444,22.0888,28.3153,8.1472,22.8018,28.6284,8.856,23.7515,29.0779,9.4579,26.1206,29.3574,8.3745,25.4176,28.9696,7.2072,24.3389,28.7223,6.256,28.6488,28.3719,5.2078,27.3905,28.2014,3.9967,28.7157,27.8117,3.019,30.7376,27.0138,2.6921,31.5791,26.6089,2.6445,26.1608,27.9213,13.0475,24.355323,29.085762,10.376752,NaN,NaN,NaN,31.330523,27.438831,5.09302,32.292752,26.268588,2.783375,31.750412,26.198763,-0.621099,29.9676,27.9883,5.0522,29.9089,27.2794,2.9345,28.9574,27.3885,0.7016,27.301,28.6251,6.066,26.061408,28.240609,4.815902,24.1382,28.0234,3.6283,21.2611,26.5827,13.4486,20.144,27.3643,12.5019,NaN,NaN, NaN ,25.796583,27.124374,14.10371,23.758837,26.430155,13.86089,25.2536,28.5501,12.0549,27.1122,29.2832,9.5717,28.852,29.0606,7.1829,30.0969,28.5675,6.4351,30.9021,28.2227,6.517,19.8173,26.8431,9.3699,21.664,27.9206,7.3058,23.2163,28.3418,5.3334,25.6452,27.9684,3.1881,27.0643,27.736,2.4666,28.0929,27.344,1.6623,29.6494,26.7645,0.7649,30.6613,26.5384,0.52,31.4911,26.1064,0.0584
26.8165,29.4457,12.0798,27.6506,29.4725,10.847,29.0851,29.2156,9.885,25.8864,29.5728,10.855,26.8904,29.6107,10.6915,26.3326,29.582,11.5568,23.7973,29.3587,11.4395,21.637,28.4928,11.0828,20.4943,27.6252,10.5074,22.2198,28.3038,8.2232,22.9175,28.6365,8.9399,23.8589,29.0907,9.5403,26.2469,29.3398,8.5061,25.5648,28.9074,7.3482,24.5092,28.6464,6.3838,28.8356,28.2407,5.4558,27.6045,28.0149,4.226,28.9372,27.5685,3.2865,30.9615,26.7555,3.0435,31.7936,26.3167,3.0329,26.2224,28.1143,13.1843,24.393222,29.110972,10.537468,30.574666,29.023502,8.685001,31.508846,27.178363,5.468518,32.528602,25.908961,3.219199,32.02261,25.746359,-0.177664,30.138,27.7324,5.2967,30.144,27.0961,3.2712,29.1977,26.9769,1.0608,27.4738,28.4709,6.262,26.281418,28.103637,5.013167,24.3517,27.8263,3.7849,21.3696,26.6685,13.497,20.2203,27.4337,12.5456,NaN,NaN, NaN ,25.876221,27.220863,14.158463,23.840517,26.518884,13.916545,25.3344,28.6216,12.1259,27.1866,29.326,9.7098,29.0055,29.0163,7.3957,30.2535,28.47,6.6956,31.0471,28.1208,6.8096,19.9167,26.9208,9.4126,21.7779,27.9194,7.3736,23.4095,28.2354,5.4575,25.8758,27.7514,3.3895,27.3023,27.5009,2.7029,28.3489,27.0566,1.9438,29.9096,26.3965,1.1124,30.9286,26.1645,0.894,31.761,25.7361,0.47
26.8867,29.4867,12.1464,27.7216,29.5033,10.9735,29.1654,29.2331,10.0818,25.9646,29.6094,10.9402,26.9596,29.6222,10.8005,26.4112,29.6411,11.6361,23.8739,29.4129,11.5002,21.727,28.5884,11.1412,20.5844,27.6866,10.5699,22.3418,28.29,8.3121,23.027,28.6646,9.0267,23.9593,29.1115,9.6248,26.3694,29.3214,8.6506,25.7122,28.861,7.4965,24.6683,28.5629,6.5256,29.0168,28.1151,5.7193,27.8087,27.8466,4.47,29.1498,27.3547,3.5842,31.1726,26.4891,3.4231,31.9961,26.0467,3.4524,26.2342,28.0849,13.1602,24.518567,29.122447,10.532299,30.610735,28.991157,8.968393,31.693869,27.078298,5.834845,32.725833,25.486346,3.624901,32.280621,25.267271,0.315861,30.3241,27.6086,5.6221,30.3762,26.8355,3.6205,29.4304,26.6924,1.4065,27.6507,28.4612,6.4977,26.470851,28.000355,5.237337,24.5661,27.638,3.9669,21.4579,26.7147,13.5328,20.3103,27.5216,12.5899,NaN,NaN, NaN ,25.953921,27.313496,14.210156,23.933136,26.624862,13.971676,25.4082,28.6873,12.1845,27.2729,29.3,9.8375,29.1459,28.9618,7.6237,30.4028,28.3969,6.9756,31.1947,28.0257,7.1163,20.0111,26.9669,9.4717,21.9045,27.9169,7.4541,23.5935,28.1287,5.5857,26.0984,27.5528,3.6076,27.5285,27.2675,2.968,28.5836,26.7898,2.2474,30.152,26.0567,1.4905,31.1803,25.8383,1.3035,32.0201,25.3899,0.9196
26.9583,29.5426,12.2237,27.7894,29.5477,11.1006,29.241,29.2764,10.2826,26.0356,29.66,11.0338,27.0285,29.6606,10.9116,26.4822,29.6834,11.7149,23.948,29.4621,11.5647,21.8022,28.6378,11.2014,20.6858,27.7483,10.6353,22.4733,28.3157,8.4078,23.1306,28.6901,9.1129,24.0465,29.1511,9.7066,26.4783,29.3257,8.802,25.8503,28.8269,7.6525,24.8287,28.4939,6.6739,29.1975,28.0215,5.9864,27.9961,27.7078,4.7291,29.3541,27.16,3.897,31.3637,26.289,3.8178,32.184,25.7637,3.8958,26.3408,28.1393,13.1384,24.619848,29.263372,10.670241,30.721825,28.973194,9.260971,31.839138,27.025553,6.154432,32.891059,25.611549,4.186326,32.523513,25.031372,0.776066,30.5182,27.4884,5.9437,30.5561,26.5683,3.9711,29.6545,26.3618,1.7837,27.7815,28.3841,6.7022,26.652688,27.886398,5.462184,24.7747,27.4764,4.1715,21.5396,26.7642,13.5659,20.3962,27.7195,12.6133,18.472559,25.596373,11.25517,26.017835,27.379999,14.255307,24.007293,26.697602,14.024453,25.4795,28.7556,12.2527,27.3854,29.4188,10.0037,29.283,28.9437,7.863,30.5451,28.3392,7.2682,31.3285,27.9796,7.4325,20.1149,27.0034,9.5359,22.041,27.9053,7.551,23.7709,28.0332,5.7279,26.3108,27.36,3.8452,27.7425,27.0527,3.2538,28.8058,26.5268,2.5822,30.3858,25.7667,1.8917,31.4203,25.5645,1.7354,32.255,25.1153,1.383
27.0333,29.5986,12.2945,27.8527,29.6073,11.2275,29.3092,29.3158,10.4849,26.1054,29.7142,11.1198,27.092,29.7049,11.0247,26.5496,29.7554,11.7903,24.0202,29.5135,11.6312,21.8636,28.7078,11.2562,20.7819,27.785,10.705,22.5903,28.2977,8.5058,23.2324,28.7384,9.2086,24.1379,29.1931,9.7941,26.5878,29.3408,8.9504,25.9773,28.8118,7.8206,24.98,28.4347,6.837,29.3418,27.9251,6.2803,28.1814,27.5688,5.0029,29.5429,26.9559,4.2331,31.5512,26.0894,4.2372,32.3572,25.5282,4.36,26.4752,28.2561,13.1584,24.682384,29.220121,10.679747,30.843655,29.106452,9.512261,31.982325,26.919871,6.643794,32.98516,25.273094,4.709685,32.744835,24.728848,1.316923,30.6702,27.3683,6.2778,30.7213,26.4526,4.354,29.8329,25.9229,2.2236,27.948,28.2844,6.9411,26.829153,27.748127,5.699062,24.9796,27.2908,4.3791,21.641,26.846,13.6056,20.4777,27.6544,12.6733,NaN,NaN, NaN ,26.100661,27.48274,14.317423,24.092169,26.791588,14.077417,25.5528,28.8381,12.3154,27.4325,29.4464,10.1515,29.408,28.9351,8.1059,30.6796,28.3094,7.5634,31.4565,27.9448,7.7729,20.2225,27.0468,9.6091,22.1878,27.8812,7.6605,23.948,27.9355,5.8783,26.5166,27.178,4.1067,27.9571,26.8475,3.5703,29.0216,26.2958,2.947,30.6062,25.5009,2.3115,31.6385,25.3167,2.1863,32.4153,24.3011,1.6688
27.0967,29.6663,12.3698,27.9037,29.6548,11.3522,29.3668,29.3812,10.6815,26.1674,29.7807,11.2096,27.149,29.7635,11.1349,26.6132,29.8008,11.8647,24.0954,29.5894,11.7007,21.9301,28.78,11.3111,20.8801,27.8176,10.777,22.7027,28.2924,8.6074,23.3277,28.7799,9.3004,24.2219,29.2363,9.8819,26.6864,29.37,9.1097,26.1023,28.7999,7.9878,25.1225,28.4006,7.0021,29.4857,27.8553,6.5771,28.3549,27.4527,5.288,29.7218,26.7857,4.5861,31.7108,25.8818,4.6759,32.5235,25.3358,4.8512,26.5384,28.3756,13.2713,24.687925,29.398055,10.698932,30.939041,29.21396,9.78251,32.054795,26.907117,6.95749,33.210818,25.029274,5.21898,32.92903,24.316331,1.887177,30.7863,27.3138,6.6517,30.9059,26.1712,4.756,30.0603,25.7716,2.6603,28.0648,28.2215,7.1876,26.962394,27.661317,5.936713,25.1705,27.1533,4.6127,21.7528,26.9219,13.6679,20.5588,27.7206,12.7272,NaN,NaN, NaN ,26.169846,27.556291,14.36617,24.180573,26.861298,14.125914,25.623,28.9167,12.3796,27.4921,29.5157,10.301,29.5196,28.9318,8.3512,30.8008,28.2836,7.8681,31.5662,27.9381,8.1086,20.323,27.0802,9.6982,22.3334,27.8443,7.7792,24.1212,27.8445,6.0449,26.7073,27.0134,4.3809,28.1499,26.6423,3.9062,29.2202,26.051,3.3331,30.8102,25.2422,2.766,31.8272,25.0483,2.6757,32.6409,24.3509,2.4602
27.1657,29.7396,12.435,27.9602,29.7268,11.4755,29.4198,29.4614,10.8782,26.2245,29.8307,11.2947,27.1998,29.8276,11.2403,26.6818,29.8896,11.9458,24.1642,29.6463,11.7574,22.0069,28.8567,11.3779,20.9704,27.8716,10.8448,22.8134,28.3225,8.7043,23.4189,28.8177,9.3893,24.3022,29.3018,9.9697,26.778,29.4013,9.2675,26.2205,28.8117,8.1598,25.2601,28.3696,7.1661,29.6239,27.7941,6.8824,28.5188,27.3329,5.5893,29.8899,26.6292,4.9505,31.863,25.6558,5.1396,32.6669,25.2715,5.3308,26.6245,28.4806,13.2907,24.75427,29.28659,10.759955,30.993123,29.262862,10.062697,32.217251,26.702781,7.342769,33.367789,24.807971,5.645018,33.166376,24.273502,2.526654,30.928,27.2444,7.0192,31.0354,26.1343,5.1888,30.2407,25.5071,3.1069,28.1826,28.161,7.4559,27.124341,27.558407,6.195202,25.3511,27.0319,4.8609,21.8287,26.9931,13.7072,20.6466,27.7915,12.7693,NaN,NaN, NaN ,26.258872,27.655317,14.425675,24.268814,26.963958,14.185117,25.695,28.9818,12.4374,27.5741,29.6266,10.4391,29.6203,28.9554,8.6028,30.9108,28.2861,8.1771,31.676,27.9444,8.4533,20.432,27.1438,9.7856,NaN,NaN, NaN ,24.2872,27.7794,6.216,26.8882,26.8475,4.6748,28.3425,26.453,4.2533,29.4024,25.733,3.7493,30.9914,24.9712,3.2491,31.9865,24.6045,3.2287,32.8106,24.0374,3.0413
27.2197,29.8447,12.5112,28.0043,29.8001,11.5973,29.4622,29.5543,11.0698,26.2784,29.9118,11.3793,27.2482,29.9011,11.3471,26.7396,29.9577,12.0143,24.2354,29.7331,11.8298,22.0863,28.9328,11.4391,21.0449,27.9505,10.9114,22.9156,28.3547,8.8006,23.5049,28.8765,9.4801,24.3751,29.3555,10.0552,26.8653,29.4336,9.4221,26.3267,28.8294,8.3298,25.3898,28.3578,7.341,29.7462,27.7519,7.1958,28.6688,27.2184,5.9034,30.0427,26.4781,5.3263,31.9972,25.5675,5.6069,32.7904,25.0135,5.8613,26.7397,28.2577,13.3376,24.861102,29.507474,10.941652,31.065131,29.435866,10.297375,32.29543,26.660131,7.727396,33.415626,24.82859,6.220682,33.186346,23.461728,3.193726,31.0439,27.186,7.3927,31.1746,26.0664,5.6083,30.422,25.2458,3.6051,28.3119,28.1848,7.6948,27.269184,27.512884,6.45613,25.5141,26.9,5.1093,21.917,27.0613,13.7577,20.7347,27.8848,12.8136,NaN,NaN, NaN ,26.329652,27.699919,14.476821,24.353952,27.053807,14.235425,25.7727,29.056,12.489,27.6544,29.711,10.5783,29.7209,29.0002,8.8565,31.006,28.2927,8.4889,31.7627,27.9756,8.7916,20.5562,27.467,9.8617,NaN,NaN, NaN ,24.4467,27.7214,6.3959,27.0586,26.704,4.9777,28.5836,26.7243,4.5459,29.6661,26.1077,4.0766,31.252,25.2185,3.7016,32.1509,24.2947,3.7993,32.9645,23.7297,3.6459
27.2781,29.9127,12.5821,28.0475,29.8977,11.7091,29.4986,29.6599,11.2542,26.3307,29.9965,11.4622,27.2915,29.9885,11.4498,26.7966,30.0373,12.0887,24.3056,29.8084,11.8957,22.1621,28.9932,11.51,21.1055,28.0105,10.9766,23.006,28.3977,8.9014,23.5916,28.9242,9.5708,24.4428,29.4348,10.1422,26.9415,29.5055,9.5739,26.4193,28.8652,8.5043,25.5048,28.3451,7.509,29.8579,27.7253,7.5162,28.8075,27.1374,6.2243,30.1905,26.329,5.7155,32.2119,26.1084,6.011,32.8824,24.7971,6.3872,26.8879,28.5012,13.4768,24.945952,29.638597,10.922138,31.116807,29.494094,10.54188,32.41714,26.7679,8.232348,33.582489,24.564535,6.847524,33.369587,23.494408,3.818629,31.128,27.1204,7.709,31.2895,25.8501,6.0568,30.5589,25.0433,4.0697,28.3999,28.1658,7.9469,27.408726,27.431459,6.71943,25.6698,26.7983,5.3749,22.0217,27.127,13.7986,20.8211,27.9595,12.868,18.798337,25.702425,11.493419,26.415171,27.795643,14.539593,24.436376,27.130955,14.295647,25.8578,29.1517,12.5391,27.689,29.8697,10.7455,29.8099,29.0544,9.1018,31.0906,28.3209,8.805,31.8544,28.0013,9.1348,20.6613,27.502,9.9667,22.787,28.1511,8.1262,24.6005,27.6678,6.579,27.2168,26.5734,5.2879,28.7441,26.5809,4.9132,29.8299,25.9183,4.5075,31.395,24.924,4.2489,32.3832,24.5606,4.3131,33.0929,23.4422,4.2645
27.3417,29.9923,12.6413,28.0852,29.9882,11.817,29.5311,29.7846,11.4357,26.3822,30.0906,11.5529,27.3309,30.0818,11.5546,26.854,30.1274,12.1623,24.3754,29.9076,11.9614,22.2416,29.081,11.5776,21.1609,28.1077,11.0449,23.0886,28.4445,9,23.6713,29.0038,9.6728,24.506,29.5154,10.2302,27.0135,29.5637,9.7232,26.525,28.9028,8.6752,25.6226,28.3452,7.6844,29.9615,27.7107,7.8386,28.9326,27.0402,6.5573,30.3291,26.2472,6.1167,32.3173,25.7436,6.5454,33.0947,25.3087,6.8432,26.999,28.7486,13.5462,24.927961,29.493961,10.978476,31.173594,29.566973,10.795408,32.535483,26.746456,8.623148,33.701744,24.708314,7.390603,33.521362,23.00572,4.561547,31.2552,27.2015,8.1123,31.3932,25.8601,6.5272,30.7353,24.9099,4.6083,28.5133,28.2033,8.2108,27.514121,27.391786,6.992203,25.8284,26.6992,5.6418,22.0974,27.2135,13.8493,20.9092,28.0255,12.9182,NaN,NaN, NaN ,26.498131,27.860957,14.603224,24.516963,27.199753,14.353781,25.9343,29.2304,12.5839,27.6997,29.9274,10.8678,29.8835,29.1259,9.3515,31.1692,28.3718,9.1181,31.9022,28.0958,9.472,20.7599,27.5687,10.0551,NaN,NaN, NaN ,24.7949,27.9894,6.7351,27.362,26.4592,5.6044,28.8918,26.4609,5.284,29.9712,25.7709,4.9444,31.5189,24.6982,4.7831,32.3894,23.7907,4.9744,33.03,22.747,4.7052
27.4002,30.0813,12.7011,28.1191,30.1021,11.9209,29.5538,29.9164,11.6094,26.4239,30.1968,11.6317,27.3696,30.2015,11.6501,26.909,30.2128,12.2321,24.4475,30.003,12.0253,22.3185,29.1755,11.6473,21.2267,28.2153,11.1079,23.1759,28.5028,9.1029,23.7429,29.0598,9.768,24.5652,29.5996,10.3195,27.07,29.6332,9.8702,26.6045,28.9808,8.8428,25.7267,28.3483,7.8629,30.0446,27.6865,8.1424,29.0495,27.0132,6.8991,30.5122,26.58,6.476,32.4025,25.6675,7.0428,33.1789,25.1936,7.4232,27.0785,28.7568,13.5839,25.026624,29.691817,11.089645,31.214038,29.760902,11.041177,32.525889,26.633047,9.08425,33.771005,24.428237,8.020755,33.517884,22.634078,5.261588,31.2961,27.2245,8.4831,31.4897,25.6859,7.0114,30.8183,24.5548,5.1641,28.5963,28.1448,8.479,27.592197,27.389925,7.273821,25.9597,26.6391,5.9066,22.1835,27.2832,13.8923,20.9984,28.1159,12.9672,NaN,NaN, NaN ,26.577037,27.933349,14.651195,24.604576,27.291429,14.41216,26.0095,29.3151,12.6328,27.7254,30.0424,11.0087,29.9441,29.2053,9.5935,31.2279,28.445,9.4253,31.9634,28.2334,9.8054,20.8565,27.5784,10.136,NaN,NaN, NaN ,24.9223,27.9264,6.9296,27.4898,26.3565,5.9314,29.0207,26.329,5.6786,30.0965,25.5823,5.4202,31.6306,24.5083,5.3508,32.4668,23.6054,5.5347,33.2747,22.8804,5.5395
27.4616,30.1987,12.7707,28.1487,30.2115,12.0183,29.5742,30.0607,11.7765,26.466,30.3092,11.7156,27.4039,30.3232,11.752,26.9638,30.3093,12.2971,24.5155,30.1054,12.0966,22.3938,29.2541,11.714,21.2823,28.3044,11.1692,23.2531,28.5657,9.2068,23.8076,29.1395,9.8648,24.6182,29.6967,10.4083,27.1331,29.7461,10.0161,26.679,29.0261,9.0218,25.8239,28.3697,8.0414,30.1122,27.7287,8.4835,29.1524,26.9984,7.2525,30.6021,26.4806,6.9148,32.463,25.564,7.5711,33.2345,24.9765,8.0299,27.1295,28.6682,13.6453,25.011218,29.81955,11.122178,31.258951,29.941143,11.266297,32.603031,26.684714,9.397687,33.859919,25.167286,8.445582,33.566793,22.454713,5.96089,31.3884,27.2198,8.8411,31.6632,25.7992,7.3156,30.9341,24.3912,5.7313,28.6643,28.2481,8.737,27.690794,27.406683,7.525616,26.0829,26.6006,6.1723,22.2727,27.3787,13.9568,21.089,28.2079,13.0148,NaN,NaN, NaN ,26.669367,28.002754,14.704677,24.683095,27.363987,14.463935,26.0862,29.4004,12.6669,27.7603,30.2115,11.1328,30.0007,29.2963,9.8233,31.2823,28.513,9.7246,32.0042,28.3337,10.1338,20.9368,27.6875,10.2369,23.1113,28.2307,8.5037,25.0349,27.8823,7.1243,27.6181,26.2766,6.2617,29.1206,26.1813,6.1041,30.1925,25.4495,5.9057,31.7166,24.3461,5.9341,32.635,23.8754,6.0986,33.4671,23.2574,6.1543
27.5221,30.2794,12.8276,28.1822,30.3428,12.1196,29.5913,30.217,11.9384,26.5059,30.4267,11.7999,27.435,30.4533,11.8448,27.0188,30.4194,12.3726,24.5806,30.192,12.166,22.4678,29.3306,11.7877,21.3464,28.4087,11.2404,23.3239,28.6323,9.3132,23.8687,29.2119,9.9568,24.6685,29.8042,10.4971,27.1894,29.8644,10.1548,26.7734,29.1637,9.1827,25.9151,28.4043,8.2184,30.2458,28.1133,8.7815,29.2746,27.2887,7.577,30.6717,26.446,7.3571,32.5027,25.4514,8.1023,33.2505,24.8737,8.5997,27.1792,28.7531,13.6211,25.08832,29.941511,11.238417,31.262072,30.115438,11.493231,32.610791,27.074239,9.900636,33.824099,24.724763,9.13488,33.579609,21.812532,6.8209,31.4718,27.6278,9.0123,31.7387,26.0188,7.734,31.0064,24.287,6.266,28.7394,28.39,8.9973,27.775784,27.498935,7.789018,26.1996,26.5701,6.4374,22.3577,27.4668,14.0057,21.1786,28.3061,13.0594,NaN,NaN, NaN ,26.743245,28.072097,14.760606,24.772407,27.452218,14.526889,26.1536,29.4896,12.7131,27.814,30.3963,11.2814,30.046,29.4187,10.0619,31.3276,28.6141,10.0276,32.0324,28.3542,10.4534,21.0139,27.746,10.3312,NaN,NaN, NaN ,25.147,27.8839,7.3167,27.7094,26.1959,6.6146,29.2015,26.0793,6.5441,30.2725,25.3377,6.4025,NaN,NaN,NaN,32.6861,23.6674,6.7582,33.5136,23.1391,6.8689
27.5866,30.369,12.889,28.2118,30.4801,12.2187,29.662,30.3637,12.1022,26.5422,30.5557,11.8947,27.4669,30.5891,11.9409,27.0694,30.5306,12.4388,24.6437,30.2896,12.2399,22.5391,29.4066,11.8646,21.414,28.5062,11.3167,23.4642,29.0055,9.3845,23.9252,29.3069,10.0463,24.7159,29.9224,10.578,27.2346,29.9851,10.2972,26.8473,29.2016,9.3619,25.9974,28.4769,8.3974,30.294,28.1967,9.1048,29.3304,27.2594,7.9646,30.7086,26.3654,7.8146,32.5386,25.3495,8.6525,33.2585,24.876,9.1149,27.3754,29.1958,13.8308,25.08749,30.273043,11.362162,31.260774,30.267601,11.704079,32.643447,27.07058,10.18426,33.836843,24.766022,9.632867,33.655396,21.88831,7.515346,31.5197,27.7061,9.4792,31.7886,25.916,8.2755,31.0272,24.1989,6.7996,28.7985,28.4241,9.2636,27.85383,27.600375,8.051668,26.2948,26.5869,6.7042,22.4273,27.536,14.0585,21.2708,28.387,13.1152,19.002212,26.526603,11.890529,26.841625,28.141406,14.810968,24.855524,27.528709,14.563354,26.2343,29.5959,12.752,27.8201,30.5534,11.4206,30.0812,29.5498,10.2842,31.358,28.7631,10.3103,32.1628,28.846,10.7175,21.0845,27.7745,10.4244,NaN,NaN, NaN ,25.2601,27.8906,7.5138,27.867,26.5909,6.9174,29.2541,25.9762,7.0107,30.3247,25.229,6.9069,NaN,NaN,NaN,32.7124,23.5616,7.4038,33.5354,23.0497,7.5669
27.6456,30.4731,12.9514,28.2401,30.6337,12.3227,29.7025,30.5153,12.2566,26.5765,30.6815,11.9863,27.4961,30.731,12.0514,27.1185,30.652,12.5139,24.7083,30.3919,12.3189,22.6215,29.5035,11.9477,21.4875,28.609,11.4051,23.5294,29.0772,9.5092,23.9809,29.4035,10.1362,24.7535,30.0391,10.662,27.3019,30.0929,10.4351,26.8801,29.3266,9.5219,26.0753,28.5356,8.5853,30.3284,28.284,9.4363,29.3568,27.2306,8.3583,30.725,26.3264,8.2663,NaN,NaN,NaN,NaN,NaN,NaN,27.4791,29.3833,13.9492,25.133261,30.207687,11.411932,31.263485,30.438739,11.934828,32.607735,27.244088,10.596801,33.856248,24.808589,10.272926,33.658673,21.911022,8.262231,31.5364,27.7676,9.775,31.8253,26.0006,8.7399,31.0801,24.1222,7.3538,28.8388,28.6002,9.4973,27.912358,27.607598,8.335794,26.4945,26.4112,6.9663,22.5206,27.5962,14.1123,21.3536,28.5017,13.1745,NaN,NaN, NaN ,26.926173,28.199317,14.864357,24.93597,27.589931,14.616009,26.307,29.6867,12.7949,27.8636,30.7157,11.5614,30.1096,29.6979,10.5092,31.4482,29.2311,10.5633,32.1821,28.9949,11.0092,21.1429,27.9006,10.5257,NaN,NaN, NaN ,25.3641,27.9374,7.7157,27.9246,26.5586,7.2959,29.2773,25.8931,7.475,30.3201,25.1379,7.505,NaN,NaN,NaN,32.7143,23.5877,8.02,33.5252,22.9669,8.2682
