Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
0.44786,17.768,17.169,NaN,NaN, NaN ,0.50636,15.544,20.384,-2.2528,17.352,18.694,0.5478,19.044,13.311,-1.2181,19.351,10.048,-2.3454,19.545,7.4359,-4.6694,20.721,5.7134,NaN,NaN, NaN ,-3.686498,20.221059,9.547247,-5.6735,20.416,8.7369,-3.1154,19.545,13.725,-4.9786,19.713,13.749,NaN,NaN, NaN ,-4.3163,14.507,21.948,NaN,NaN, NaN ,0.31194,14.523,21.838,-1.8641,13.979,22.109,2.0008,17.778,12.108,-0.93071,16.295,19.671,-0.79521,18.336,16.485,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.5737,19.363,15.795,-5.7474,20.298,11.364,-4.6098,20.734,7.3042
0.53037,17.691,17.109,NaN,NaN, NaN ,0.55287,15.578,20.388,-2.1871,17.307,18.617,0.66169,18.873,13.249,-1.0521,19.022,9.9074,-2.1556,19.175,7.2788,-4.4566,20.289,5.5016,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.4929,20.064,8.5128,-3.0057,19.319,13.555,-4.8642,19.471,13.549,NaN,NaN, NaN ,-4.2786,14.535,21.954,NaN,NaN, NaN ,0.35792,14.566,21.844,-1.8132,14.029,22.118,2.1649,17.559,12.059,-0.87235,16.295,19.648,-0.70942,18.228,16.39,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.4905,19.204,15.592,-5.6146,20.033,11.14,-4.4174,20.336,7.0915
0.61398,17.618,17.055,NaN,NaN, NaN ,0.59947,15.609,20.392,-2.118,17.261,18.543,0.78651,18.635,13.122,-0.89135,18.744,9.7818,-1.9491,18.787,7.1337,-4.2256,19.847,5.301,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.3032,19.68,8.3022,-2.8822,19.101,13.4,-4.7463,19.228,13.352,NaN,NaN, NaN ,-4.2218,14.565,21.973,NaN,NaN, NaN ,0.40283,14.611,21.847,-1.7646,14.066,22.131,2.3118,17.327,12.018,-0.8136,16.299,19.626,-0.62109,18.111,16.301,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.4022,19.037,15.399,-5.4662,19.743,10.932,-4.215,19.924,6.8929
0.70071,17.544,17.009,NaN,NaN, NaN ,0.64223,15.637,20.397,-2.0483,17.209,18.469,0.92043,18.542,13.074,-0.69574,18.375,9.6766,-1.7857,18.711,6.9731,-3.9759,19.398,5.1094,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.1026,19.307,8.1061,-2.7511,18.852,13.247,-4.6173,18.985,13.176,NaN,NaN, NaN ,-4.1757,14.6,21.98,NaN,NaN, NaN ,0.44922,14.659,21.851,-1.7143,14.101,22.14,2.4687,17.097,11.995,-0.75412,16.302,19.601,-0.52696,18.005,16.221,NaN,NaN, NaN ,-6.5248,17.946,17.264,-6.3075,18.853,15.215,-5.3036,19.434,10.735,-3.9934,19.493,6.6997
0.7903,17.476,16.967,-4.589188,17.968382,17.819291,0.68603,15.673,20.403,-1.9768,17.159,18.401,1.0626,18.296,12.965,-0.5107,18.075,9.579,-1.4998,17.991,6.899,-3.7147,18.945,4.9338,-1.394014,18.59362,10.48751,NaN,NaN, NaN ,-4.883,18.936,7.9248,-2.6132,18.631,13.115,-4.4735,18.724,13.006,-6.6317,18.682,13.248,-4.131,14.645,22.008,NaN,NaN, NaN ,0.49363,14.71,21.853,-1.6639,14.146,22.148,2.6346,16.862,11.99,-0.69468,16.301,19.578,-0.42833,17.891,16.146,NaN,NaN, NaN ,-6.4572,17.808,17.128,-6.2024,18.656,15.039,-5.1272,19.117,10.546,-3.8384,19.158,6.5002
0.88251,17.404,16.933,NaN,NaN, NaN ,0.73226,15.713,20.407,-1.9045,17.106,18.337,1.2072,18.091,12.908,-0.30534,17.74,9.5025,-1.2488,17.575,6.8141,-3.4825,18.508,4.7361,NaN,NaN, NaN ,-2.695343,18.567211,8.766813,-4.6501,18.55,7.7457,-2.4634,18.393,12.989,-4.3745,18.528,12.849,-6.5122,18.49,13.058,-4.091,14.674,22.016,NaN,NaN, NaN ,0.53929,14.757,21.855,-1.6193,14.2,22.157,2.8047,16.633,11.999,-0.63556,16.304,19.557,-0.32998,17.771,16.08,NaN,NaN, NaN ,-6.3832,17.676,17.004,-6.0892,18.448,14.869,-4.9402,18.789,10.368,-3.5872,18.739,6.3426
0.97579,17.336,16.905,NaN,NaN, NaN ,0.77728,15.746,20.412,-1.831,17.052,18.279,1.333,17.608,12.936,-0.097632,17.412,9.4356,-0.99077,17.144,6.7448,-3.1972,18.048,4.5987,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.4062,18.152,7.5825,-2.3328,18.17,12.872,-4.2286,18.28,12.696,-6.3551,18.209,12.885,-4.0278,14.705,22.055,NaN,NaN, NaN ,0.58535,14.804,21.856,-1.5723,14.245,22.166,2.979,16.408,12.026,-0.57508,16.308,19.537,-0.22693,17.663,16.026,NaN,NaN, NaN ,-6.2958,17.523,16.885,-5.9718,18.228,14.708,-4.7449,18.45,10.197,-3.3177,18.325,6.1983
1.0657,17.262,16.883,NaN,NaN, NaN ,0.82187,15.786,20.416,-1.7577,17.003,18.224,1.516,17.632,12.821,0.12833,17.067,9.3989,-0.72626,16.759,6.6922,-2.8892,17.556,4.4801,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.1345,17.735,7.4376,-2.1733,17.954,12.773,-4.0828,18.003,12.557,-6.189,17.93,12.71,-3.9816,14.748,22.071,NaN,NaN, NaN ,0.63033,14.855,21.857,-1.5255,14.306,22.172,3.1614,16.181,12.062,-0.5146,16.311,19.523,-0.12248,17.543,15.977,NaN,NaN, NaN ,-6.196,17.35,16.768,-5.8482,17.993,14.553,-4.5438,18.123,10.042,-3.0305,17.896,6.0706
1.1624,17.19,16.869,NaN,NaN, NaN ,0.86726,15.829,20.42,-1.6843,16.951,18.175,1.6737,17.358,12.833,0.35926,16.77,9.3833,-0.43893,16.334,6.6739,-2.5931,17.108,4.3907,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.9505,17.433,7.2881,-1.9953,17.734,12.678,-3.9049,17.78,12.435,-6.0164,17.642,12.545,-3.9496,14.823,22.079,NaN,NaN, NaN ,0.67393,14.906,21.858,-1.4799,14.348,22.178,3.3503,15.944,12.116,-0.4537,16.317,19.508,-0.016666,17.415,15.936,NaN,NaN, NaN ,-6.0893,17.165,16.652,-5.7204,17.749,14.406,-4.3294,17.77,9.8989,-2.7322,17.464,5.9585
1.2562,17.116,16.863,-4.151616,17.359416,17.29971,0.91363,15.863,20.423,-1.6117,16.909,18.131,1.8413,17.145,12.821,0.5845,16.454,9.3569,-0.15586,15.954,6.6488,-2.2864,16.65,4.3236,-0.3972,17.125589,10.072517,NaN,NaN, NaN ,-3.6628,17.018,7.1753,-1.8344,17.514,12.596,-3.7062,17.526,12.321,-5.8436,17.376,12.388,-3.9083,14.873,22.093,NaN,NaN, NaN ,0.71977,14.964,21.859,-1.4367,14.411,22.182,3.5383,15.708,12.189,-0.39404,16.32,19.497,0.091068,17.298,15.905,NaN,NaN, NaN ,-5.9812,16.978,16.539,-5.58,17.499,14.266,-4.1806,17.507,9.7494,-2.4209,17.02,5.8708
1.3501,17.047,16.862,NaN,NaN, NaN ,0.95986,15.908,20.428,-1.5374,16.866,18.094,2.0048,16.962,12.863,0.83771,16.099,9.3821,0.14481,15.541,6.6385,-1.9104,16.109,4.2642,NaN,NaN, NaN ,-1.513959,16.815689,8.309324,-3.3928,16.618,7.0762,-1.6484,17.26,12.525,-3.4094,17.084,12.206,-5.6592,17.08,12.253,-3.861,14.916,22.111,NaN,NaN, NaN ,0.76227,15.007,21.858,-1.3934,14.458,22.188,3.7328,15.512,12.279,-0.33408,16.325,19.488,0.20518,17.203,15.884,NaN,NaN, NaN ,-5.8665,16.783,16.432,-5.4325,17.254,14.134,-3.9452,17.15,9.6337,-2.1018,16.571,5.8047
1.4419,16.98,16.869,NaN,NaN, NaN ,1.0069,15.951,20.432,-1.4643,16.822,18.059,2.1791,16.739,12.884,1.0826,15.8,9.3995,0.47499,15.104,6.6985,-1.5378,15.58,4.2382,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0917,16.202,7.0062,-1.5169,17.033,12.47,-3.3518,17.02,12.12,-5.4731,16.798,12.118,-3.8008,14.98,22.144,NaN,NaN, NaN ,0.80614,15.07,21.859,-1.3516,14.521,22.192,3.9219,15.338,12.386,-0.27338,16.339,19.481,0.31656,17.1,15.873,NaN,NaN, NaN ,-5.7457,16.589,16.332,-5.2826,17.011,14.011,-3.7014,16.81,9.5364,-1.7748,16.115,5.7658
1.5367,16.921,16.886,NaN,NaN, NaN ,1.0541,15.993,20.436,-1.389,16.782,18.032,2.3538,16.539,12.917,1.3404,15.483,9.4499,0.78464,14.708,6.7511,-1.1472,15.056,4.2351,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.783,15.779,6.9597,-1.2956,16.811,12.423,-3.1786,16.756,12.04,-5.289,16.538,12,-3.7596,15.014,22.149,NaN,NaN, NaN ,0.84936,15.118,21.857,-1.3102,14.581,22.195,4.1147,15.138,12.508,-0.21254,16.353,19.479,0.42811,16.99,15.868,NaN,NaN, NaN ,-5.6156,16.391,16.241,-5.1305,16.767,13.903,-3.4519,16.479,9.4584,-1.4338,15.648,5.7411
1.6298,16.864,16.902,NaN,NaN, NaN ,1.0994,16.041,20.442,-1.3124,16.741,18.008,2.5297,16.356,12.974,1.5923,15.183,9.5047,1.1083,14.318,6.8308,-0.78422,14.521,4.2806,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.4673,15.359,6.9318,-1.1344,16.585,12.39,-2.9806,16.512,11.973,-5.0827,16.248,11.894,-3.7322,15.099,22.158,NaN,NaN, NaN ,0.89248,15.167,21.858,-1.2686,14.633,22.197,4.3106,14.935,12.65,-0.15001,16.368,19.48,0.54013,16.893,15.875,NaN,NaN, NaN ,-5.482,16.201,16.166,-4.9707,16.522,13.807,-3.195,16.149,9.3943,-1.0921,15.212,5.7495
1.7246,16.818,16.931,-3.678279,16.809397,16.956915,1.146,16.083,20.444,-1.2403,16.703,17.99,2.7086,16.18,13.056,1.8482,14.941,9.5902,1.4281,13.967,6.9311,-0.4046,14.044,4.338,0.76836,15.664798,10.112706,NaN,NaN, NaN ,-2.1449,14.957,6.9307,-0.97686,16.364,12.38,-2.7522,16.258,11.923,-4.8606,15.916,11.753,-3.6938,15.17,22.174,NaN,NaN, NaN ,0.93731,15.224,21.857,-1.2266,14.694,22.2,4.5074,14.767,12.802,-0.089198,16.383,19.481,0.65832,16.808,15.887,NaN,NaN, NaN ,-5.3476,16.015,16.106,-4.8041,16.278,13.728,-2.9347,15.817,9.3515,-0.74572,14.771,5.778
1.8186,16.774,16.963,NaN,NaN, NaN ,1.1953,16.125,20.449,-1.1672,16.667,17.979,2.8851,16.023,13.15,2.1109,14.596,9.6647,1.7628,13.59,7.0781,-0.021939,13.59,4.4138,NaN,NaN, NaN ,-0.076102,14.958082,8.343344,-1.8169,14.547,6.9532,-0.75777,16.124,12.384,-2.5693,16.012,11.891,-4.6529,15.648,11.688,-3.6507,15.215,22.181,NaN,NaN, NaN ,0.97846,15.275,21.857,-1.1864,14.743,22.202,4.7059,14.595,12.97,-0.027797,16.404,19.486,0.77231,16.722,15.91,NaN,NaN, NaN ,-5.2129,15.83,16.061,-4.6901,16.1,13.638,-2.6701,15.489,9.3361,-0.39661,14.334,5.8358
1.9162,16.731,17,NaN,NaN, NaN ,1.2411,16.179,20.456,-1.0933,16.634,17.971,3.065,15.867,13.251,2.382,14.322,9.8105,2.0856,13.233,7.2134,0.37373,13.05,4.5323,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.5004,14.17,7.0027,-0.55045,15.896,12.41,-2.344,15.745,11.874,-4.4712,15.492,11.703,-3.6034,15.282,22.189,NaN,NaN, NaN ,1.0257,15.332,21.856,-1.1437,14.81,22.205,4.9064,14.44,13.15,0.032338,16.418,19.49,0.88826,16.633,15.939,NaN,NaN, NaN ,-5.076,15.659,16.031,-4.5171,15.876,13.591,-2.4039,15.167,9.3401,-0.045137,13.908,5.9214
2.0079,16.697,17.044,NaN,NaN, NaN ,1.2918,16.22,20.46,-1.0194,16.563,17.967,3.2425,15.727,13.363,2.6432,14.109,9.9646,2.441,12.848,7.3898,0.75229,12.628,4.6699,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.185,13.811,7.0698,-0.37065,15.717,12.448,-2.1118,15.493,11.877,-4.2556,15.21,11.625,-3.5603,15.331,22.203,NaN,NaN, NaN ,1.0674,15.38,21.854,-1.1015,14.875,22.208,5.1049,14.304,13.341,0.093175,16.44,19.499,1.0018,16.565,15.98,-6.0515,15.023,18.738,-4.9867,15.547,15.983,-4.3434,15.66,13.562,-2.1361,14.84,9.3634,0.30483,13.488,6.0306
2.0995,16.672,17.096,NaN,NaN, NaN ,1.3414,16.272,20.468,-0.94699,16.546,17.968,3.4203,15.599,13.491,2.9062,13.966,10.141,2.7463,12.557,7.5754,1.1612,12.106,4.8466,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.86176,13.432,7.1585,-0.18362,15.527,12.501,-1.9112,15.233,11.898,-4.0662,14.99,11.639,-3.5115,15.388,22.211,NaN,NaN, NaN ,1.1112,15.436,21.854,-1.0568,14.926,22.21,5.2999,14.184,13.545,0.15275,16.463,19.51,1.1179,16.501,16.027,-5.9666,14.991,18.737,-4.8499,15.402,15.977,-4.1649,15.432,13.553,-1.8719,14.527,9.4118,0.65494,13.09,6.1662
2.1878,16.649,17.152,-3.091171,16.117256,16.840335,1.391,16.313,20.472,-0.87547,16.542,17.973,3.5976,15.487,13.632,3.2093,14.427,10.195,3.0727,12.195,7.7977,1.5372,11.661,5.0416,2.067697,14.359636,10.656847,NaN,NaN, NaN ,-0.54791,13.081,7.2768,0.011585,15.346,12.564,-1.751,15.028,11.92,-3.8642,14.744,11.661,-3.4574,15.455,22.214,NaN,NaN, NaN ,1.1573,15.483,21.853,-1.0141,14.997,22.212,5.4914,14.073,13.76,0.21216,16.49,19.522,1.2325,16.443,16.079,-5.8803,14.945,18.74,-4.7157,15.274,15.98,-3.9815,15.2,13.564,-1.6019,14.208,9.482,1.001,12.707,6.3275
2.2757,16.631,17.214,NaN,NaN, NaN ,1.4404,16.364,20.479,-0.80848,16.514,17.979,3.7708,15.389,13.778,3.4192,13.431,10.476,3.3832,11.982,8.0234,1.892,11.354,5.2488,NaN,NaN, NaN ,1.348616,13.432006,8.897056,-0.22512,12.74,7.4299,0.17641,15.193,12.633,-1.4477,14.744,12.005,-3.6532,14.547,11.701,-3.4096,15.513,22.224,NaN,NaN, NaN ,1.2025,15.538,21.853,-0.96873,15.056,22.213,5.6811,14.013,13.982,0.27354,16.516,19.535,1.3416,16.397,16.142,-5.7888,14.928,18.742,-4.5867,15.159,15.992,-3.7934,14.983,13.596,-1.3346,13.909,9.5765,1.346,12.337,6.5134
2.3616,16.617,17.278,NaN,NaN, NaN ,1.4905,16.411,20.488,-0.73976,16.504,17.99,3.944,15.313,13.937,3.6783,13.235,10.696,3.6963,11.682,8.2765,2.2856,10.868,5.5132,NaN,NaN, NaN ,NaN,NaN, NaN ,0.088281,12.397,7.5996,0.41091,14.961,12.736,-1.3404,14.654,12.081,-3.435,14.327,11.765,-3.369,15.565,22.227,NaN,NaN, NaN ,1.2501,15.591,21.854,-0.92247,15.107,22.215,5.8672,13.97,14.213,0.33387,16.548,19.551,1.4509,16.352,16.206,-5.7006,14.901,18.752,-4.4545,15.051,16.016,-3.6049,14.781,13.64,-1.0659,13.62,9.6915,1.6879,11.986,6.7253
2.4459,16.614,17.346,NaN,NaN, NaN ,1.5431,16.46,20.492,-0.67347,16.5,18.007,4.1203,15.24,14.099,3.9263,13.006,10.928,4.0056,11.371,8.5649,2.6125,10.634,5.7632,NaN,NaN, NaN ,NaN,NaN, NaN ,0.39912,12.05,7.7922,0.60045,14.858,12.849,-1.2476,14.634,12.153,-3.2101,14.115,11.844,-3.3154,15.623,22.229,NaN,NaN, NaN ,1.294,15.644,21.855,-0.87689,15.176,22.219,6.0462,13.943,14.449,0.3935,16.578,19.567,1.5559,16.329,16.281,-5.6111,14.881,18.768,-4.3177,14.94,16.05,-3.4225,14.604,13.697,-0.80156,13.341,9.8283,2.0261,11.652,6.9592
2.526,16.616,17.418,NaN,NaN, NaN ,1.5974,16.507,20.5,-0.60775,16.498,18.025,4.2804,15.216,14.282,4.1703,12.906,11.155,4.3025,11.681,8.7894,3.0246,10.203,6.0953,NaN,NaN, NaN ,NaN,NaN, NaN ,0.70306,11.729,8.0054,0.70704,14.596,12.937,-0.89167,14.366,12.283,-2.9862,13.883,11.939,-3.2599,15.648,22.228,NaN,NaN, NaN ,1.3422,15.699,21.858,-0.82992,15.238,22.222,6.2217,13.936,14.691,0.45446,16.61,19.584,1.6569,16.301,16.359,-5.5155,14.832,18.787,-4.1791,14.842,16.094,-3.2422,14.439,13.764,-0.53331,13.065,9.987,2.3604,11.329,7.215
2.6001,16.629,17.49,-2.529552,15.795172,17.042857,1.6487,16.549,20.507,-0.54445,16.475,18.047,4.4416,15.2,14.46,4.4072,12.763,11.42,4.613,10.843,9.1844,3.3323,9.8945,6.3903,3.146185,13.835747,11.558089,NaN,NaN, NaN ,1.0078,11.428,8.2376,0.96477,14.543,13.122,-0.73387,14.157,12.409,-2.7607,13.643,12.049,-3.1977,15.704,22.229,NaN,NaN, NaN ,1.3887,15.743,21.86,-0.78085,15.289,22.225,6.3948,13.953,14.938,0.51366,16.644,19.604,1.7559,16.296,16.44,-5.4171,14.801,18.821,-4.0375,14.744,16.146,-3.0591,14.283,13.847,-0.2726,12.804,10.159,2.6789,11.027,7.4951
2.6744,16.649,17.568,NaN,NaN, NaN ,1.697,16.603,20.517,-0.48142,16.513,18.072,4.5966,15.203,14.648,4.6364,12.515,11.695,4.8777,10.678,9.5038,3.7213,9.6258,6.7646,NaN,NaN, NaN ,2.680292,12.498348,9.912882,1.3158,11.116,8.4916,1.1663,14.398,13.272,-0.54842,14.143,12.534,-2.5552,13.429,12.162,-3.1398,15.763,22.231,NaN,NaN, NaN ,1.4374,15.796,21.863,-0.73188,15.357,22.228,6.5615,14.005,15.19,0.57219,16.68,19.625,1.854,16.297,16.524,-5.3135,14.762,18.858,-3.8988,14.65,16.208,-2.8753,14.13,13.94,-0.018381,12.594,10.34,2.9981,10.743,7.7966
