Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
6.597,20.884,17.572,1.2874,21.09,18.949,6.8552,18.082,20.532,4.0417,20.189,19.148,6.3662,22.963,13.914,4.495,23.727,10.81,3.3019,24.377,8.2834,0.93337,25.986,6.8066,3.73,24.073,11.938,2.103,24.717,10.562,-0.08006,25.075,9.7781,2.6907,23.236,14.538,0.79721,23.366,14.644,-1.3647,23.327,15.04,2.0524,16.777,22.095,-2.1017,16.956,21.522,6.692,16.977,21.997,4.5338,16.383,22.268,NaN,NaN, NaN ,5.3597,18.966,19.926,5.29,21.588,17.039,-1.3157,18.933,20.045,-0.71077,21.082,18.439,-0.73108,22.649,16.682,-0.096926,24.453,12.379,0.96009,25.629,8.3843
6.6812,20.814,17.499,1.3465,21.036,18.815,6.9084,18.103,20.53,4.1036,20.155,19.069,6.4773,22.77,13.781,4.6437,23.389,10.622,3.4691,24.005,8.0672,1.0934,25.516,6.5226,3.862,23.807,11.738,2.2428,24.385,10.319,0.062752,24.679,9.5002,2.7924,23.031,14.347,0.90168,23.164,14.421,-1.2637,23.106,14.794,2.1097,16.796,22.094,-2.041,16.913,21.459,6.7466,17.008,21.994,4.5906,16.417,22.267,NaN,NaN, NaN ,5.4196,18.952,19.893,5.3693,21.487,16.927,-1.2624,18.898,19.953,-0.65494,21.03,18.301,-0.65572,22.514,16.472,0.024738,24.167,12.118,1.1263,25.228,8.1012
6.7653,20.746,17.431,1.4094,20.982,18.688,6.9619,18.127,20.528,4.167,20.109,18.983,6.5925,22.487,13.66,4.7914,23.151,10.445,3.6528,23.618,7.8674,1.267,25.046,6.2632,4.0217,23.476,11.553,2.3951,24.042,10.09,0.23048,24.27,9.2377,2.8998,22.845,14.171,1.0161,22.951,14.212,-1.1587,22.89,14.564,2.1636,16.815,22.093,-1.9525,16.878,21.391,6.7984,17.037,21.992,4.6491,16.44,22.266,NaN,NaN, NaN ,5.4775,18.944,19.868,5.4548,21.389,16.822,-1.2203,18.874,19.877,-0.59742,20.981,18.167,-0.56655,22.355,16.266,0.16034,23.859,11.876,1.2974,24.821,7.8454
6.8506,20.68,17.37,1.4786,20.922,18.568,7.0124,18.147,20.527,4.2349,20.08,18.906,6.7254,22.314,13.545,4.9685,22.807,10.293,3.8463,23.251,7.6851,1.4572,24.582,6.027,4.1829,23.161,11.376,2.5584,23.707,9.8825,0.40144,23.893,8.9969,3.0382,22.639,14.003,1.1382,22.729,14.019,-1.032,22.673,14.342,2.2151,16.84,22.094,-1.8811,16.833,21.336,6.8525,17.075,21.987,4.7073,16.457,22.263,NaN,NaN, NaN ,5.5373,18.948,19.848,5.5473,21.286,16.721,-1.1771,18.862,19.812,-0.53441,20.916,18.032,-0.46552,22.181,16.067,0.30954,23.559,11.648,1.4784,24.426,7.618
6.9368,20.609,17.311,1.5553,20.853,18.449,7.0651,18.174,20.527,4.2993,20.03,18.825,6.8743,22.19,13.435,5.1558,22.455,10.15,4.0626,22.859,7.5209,1.6668,24.118,5.801,4.3406,22.899,11.208,2.7283,23.365,9.6854,0.59775,23.463,8.7814,3.1462,22.438,13.842,1.2782,22.495,13.838,-0.88273,22.434,14.131,2.2759,16.86,22.089,-1.8038,16.81,21.288,6.9057,17.107,21.985,4.7642,16.483,22.261,NaN,NaN, NaN ,5.5942,18.945,19.821,5.643,21.181,16.627,-1.127,18.848,19.753,-0.45905,20.827,17.89,-0.3547,22.004,15.877,0.47271,23.252,11.434,1.6776,24.005,7.3913
7.0275,20.531,17.259,1.6335,20.785,18.336,7.1162,18.199,20.522,4.3665,19.983,18.748,7.0241,21.984,13.349,5.3421,22.171,10.012,4.282,22.466,7.3662,1.897,23.661,5.5892,4.5197,22.59,11.056,2.9238,23.025,9.5072,0.80223,23.069,8.5679,3.3038,22.231,13.69,1.4212,22.285,13.662,-0.72844,22.208,13.935,2.3536,16.821,22.094,-1.728,16.766,21.236,6.9592,17.143,21.983,4.8224,16.522,22.259,NaN,NaN, NaN ,5.6547,18.945,19.798,5.7452,21.082,16.54,-1.0648,18.825,19.688,-0.37031,20.72,17.746,-0.23649,21.835,15.7,0.64894,22.943,11.233,1.8949,23.581,7.1862
7.1225,20.453,17.212,1.7167,20.696,18.221,7.1708,18.222,20.516,4.4353,19.941,18.674,7.1831,21.782,13.262,5.5343,21.932,9.8893,4.514,22.08,7.2282,2.1476,23.201,5.3888,4.7126,22.266,10.918,3.1266,22.681,9.3383,1.0238,22.709,8.3768,3.463,22.025,13.556,1.568,22.067,13.493,-0.56341,21.974,13.743,2.3917,16.932,22.097,-1.6392,16.747,21.194,7.0092,17.185,21.979,4.8801,16.546,22.257,NaN,NaN, NaN ,5.7173,18.943,19.77,5.8522,20.97,16.456,-0.98798,18.78,19.608,-0.26978,20.591,17.596,-0.11549,21.664,15.528,0.83005,22.636,11.034,2.1305,23.145,6.987
7.2201,20.383,17.17,1.8035,20.61,18.104,7.2189,18.254,20.518,4.5093,19.901,18.607,7.3513,21.606,13.236,5.7544,21.553,9.7933,4.7619,21.692,7.1108,2.416,22.741,5.2044,4.9081,21.976,10.793,3.3451,22.335,9.1824,1.2643,22.336,8.1897,3.5857,21.801,13.422,1.7285,21.849,13.331,-0.4194,21.757,13.55,2.4455,16.951,22.102,-1.5639,16.715,21.149,7.0615,17.228,21.974,4.9345,16.578,22.253,NaN,NaN, NaN ,5.7794,18.945,19.746,5.9607,20.867,16.384,-0.90055,18.695,19.51,-0.16372,20.449,17.446,0.014833,21.475,15.356,1.0213,22.321,10.845,2.3814,22.729,6.8016
7.3206,20.308,17.133,1.8965,20.512,17.989,7.2705,18.278,20.516,4.5807,19.863,18.542,7.5195,21.369,13.138,5.9689,21.311,9.6976,5.0263,21.295,7.0056,2.707,22.288,5.0392,5.1094,21.704,10.677,3.5692,22.002,9.0416,1.512,21.981,8.0108,3.7363,21.6,13.299,1.9099,21.611,13.178,-0.24963,21.542,13.367,2.4981,16.988,22.094,-1.48,16.706,21.118,7.1124,17.27,21.971,4.9885,16.62,22.252,NaN,NaN, NaN ,5.8444,18.949,19.72,6.073,20.764,16.318,-0.80282,18.595,19.404,-0.051477,20.307,17.301,0.15348,21.276,15.184,1.2273,22.004,10.666,2.6466,22.326,6.6369
7.421,20.243,17.106,1.9921,20.403,17.871,7.3215,18.311,20.518,4.6549,19.826,18.477,7.576,21.524,13.055,6.2074,20.938,9.632,5.2999,20.895,6.9187,3.0142,21.839,4.8873,5.3291,21.4,10.579,3.8089,21.674,8.9063,1.7658,21.616,7.842,3.9541,21.408,13.175,2.0831,21.395,13.024,-0.083515,21.318,13.185,2.5551,17.013,22.106,-1.4004,16.661,21.084,7.1621,17.31,21.968,5.0411,16.652,22.25,9.2265,20.001,12.133,5.908,18.951,19.697,6.1869,20.652,16.256,-0.69698,18.485,19.298,0.063443,20.167,17.159,0.2986,21.073,15.015,1.4442,21.693,10.491,2.9287,21.92,6.4802
7.5229,20.18,17.084,2.0906,20.288,17.753,7.3727,18.343,20.515,4.7294,19.781,18.417,7.8413,20.685,13.072,6.4455,20.616,9.5712,5.5773,20.494,6.8481,3.335,21.398,4.7468,5.5509,21.125,10.489,4.0632,21.339,8.7875,2.0472,21.267,7.6827,4.1331,21.239,13.068,2.2173,21.175,12.883,0.070976,21.064,13.006,2.6058,17.058,22.111,-1.3197,16.666,21.063,7.2151,17.355,21.963,5.0927,16.705,22.249,9.4923,19.578,12.183,5.9735,18.954,19.676,6.306,20.558,16.202,-0.58841,18.384,19.199,0.18032,20.026,17.021,0.44799,20.868,14.851,1.6675,21.385,10.328,3.2287,21.523,6.339
7.6285,20.117,17.065,2.1916,20.181,17.643,7.4267,18.374,20.515,4.8075,19.742,18.36,8.0481,20.691,13.038,6.6713,20.651,9.4854,5.8787,20.098,6.7941,3.6785,20.943,4.6214,5.7772,20.851,10.408,4.3191,21.015,8.6796,2.3204,20.913,7.5407,4.3067,21,12.961,2.4546,20.983,12.744,0.26529,20.848,12.833,2.6628,17.104,22.112,-1.2451,16.636,21.039,7.2657,17.396,21.958,5.1447,16.74,22.247,9.697,19.364,12.223,6.0394,18.964,19.657,6.4238,20.457,16.154,-0.48227,18.286,19.112,0.2999,19.869,16.878,0.59769,20.669,14.69,1.9014,21.1,10.172,3.5434,21.126,6.2084
7.7291,20.058,17.052,2.2929,20.077,17.537,7.48,18.408,20.512,4.8851,19.704,18.305,8.2419,20.558,13.021,6.9379,20.068,9.4844,6.1812,19.707,6.756,4.0313,20.498,4.5128,6.0234,20.546,10.348,4.5908,20.685,8.5878,2.6271,20.56,7.4144,4.5024,20.813,12.865,2.6673,20.752,12.615,0.42981,20.62,12.665,2.7063,17.108,22.112,-1.1555,16.629,21.019,7.3152,17.438,21.955,5.1942,16.797,22.246,9.9055,19.151,12.274,6.1054,18.973,19.64,6.5443,20.352,16.115,-0.38422,18.209,19.042,0.42335,19.709,16.742,0.7523,20.472,14.533,2.1494,20.809,10.026,3.8643,20.727,6.0942
7.8315,20.004,17.044,2.3946,19.981,17.441,7.5303,18.448,20.516,4.961,19.666,18.255,8.3855,20.289,13.016,7.1908,19.779,9.4708,6.4975,19.337,6.7362,4.4006,20.039,4.4217,6.2696,20.287,10.304,4.872,20.365,8.5075,2.9248,20.216,7.296,4.6879,20.6,12.777,2.7732,20.602,12.496,0.63683,20.37,12.504,2.7438,17.215,22.123,-1.0632,16.632,21.009,7.3649,17.488,21.951,5.2447,16.829,22.246,10.113,18.934,12.341,6.1731,18.981,19.624,6.6673,20.256,16.08,-0.2931,18.135,18.976,0.55108,19.546,16.613,0.9115,20.279,14.383,2.4019,20.533,9.8934,4.1982,20.312,5.9984
7.9346,19.947,17.041,2.4968,19.896,17.348,7.5833,18.49,20.515,5.0421,19.633,18.205,8.6125,20.182,13.026,7.4613,19.492,9.4675,6.8208,18.943,6.7372,4.7696,19.586,4.3527,6.5137,20.016,10.266,5.1532,20.035,8.4392,3.2376,19.841,7.1932,4.8898,20.405,12.693,3.0578,20.342,12.374,0.83495,20.161,12.344,2.8111,17.202,22.128,-0.97597,16.649,21.001,7.414,17.528,21.945,5.294,16.889,22.245,10.327,18.741,12.419,6.2407,18.989,19.609,6.7902,20.158,16.052,-0.20214,18.076,18.916,0.68312,19.381,16.491,1.0737,20.081,14.237,2.6544,20.256,9.7641,4.5367,19.905,5.9179
8.0381,19.89,17.041,2.601,19.81,17.262,7.6367,18.522,20.511,5.1207,19.587,18.159,8.7932,19.934,13.051,7.7343,19.154,9.4842,7.1523,18.575,6.7526,5.1512,19.128,4.3052,6.7657,19.762,10.247,5.4474,19.709,8.3829,3.56,19.47,7.1039,5.0757,20.222,12.62,3.2424,20.118,12.265,1.055,19.915,12.198,2.8601,17.252,22.133,-0.90043,16.632,20.976,7.465,17.585,21.941,5.3433,16.929,22.245,10.535,18.547,12.512,6.3081,19.005,19.598,6.9115,20.068,16.034,-0.10778,18.005,18.856,0.81749,19.227,16.38,1.2414,19.883,14.102,2.9143,19.974,9.6484,4.8916,19.492,5.8579
8.1417,19.833,17.046,2.7092,19.721,17.183,7.6898,18.567,20.513,5.2002,19.558,18.123,8.9831,19.76,13.086,8.0078,18.879,9.5246,7.4929,18.207,6.7839,5.5229,18.694,4.2734,7.0285,19.469,10.244,5.7452,19.385,8.3496,3.8897,19.108,7.0328,5.2674,20.018,12.563,3.507,19.86,12.175,1.2628,19.672,12.064,2.9081,17.305,22.138,-0.80751,16.643,20.968,7.5145,17.628,21.935,5.392,16.991,22.244,10.745,18.378,12.618,6.3744,19.015,19.587,7.0341,19.971,16.019,-0.00418,17.932,18.801,0.95028,19.083,16.28,1.4124,19.695,13.979,3.1796,19.69,9.5476,5.2495,19.08,5.8159
8.2456,19.778,17.055,2.8281,19.62,17.11,7.7438,18.614,20.513,5.2821,19.523,18.088,9.1738,19.593,13.13,8.2814,18.608,9.5694,7.8331,17.853,6.8368,6.0053,18.124,4.2842,7.2803,19.236,10.244,6.0458,19.061,8.3314,4.2151,18.762,6.9849,5.4776,19.824,12.519,3.7169,19.665,12.095,1.4546,19.442,11.939,2.9522,17.351,22.145,-0.73456,16.666,20.952,7.5663,17.676,21.929,5.4397,17.032,22.242,10.954,18.21,12.74,6.445,19.028,19.578,7.161,19.89,16.012,0.10476,17.865,18.753,1.0812,18.956,16.195,1.587,19.491,13.864,3.4569,19.408,9.4688,5.607,18.691,5.7977
8.348,19.731,17.069,2.95,19.51,17.044,7.7999,18.647,20.51,5.3652,19.484,18.051,9.3623,19.429,13.177,8.564,18.237,9.6345,8.1793,17.506,6.9088,6.3282,17.739,4.304,7.5295,18.97,10.24,6.345,18.746,8.3298,4.552,18.404,6.9545,5.6478,19.663,12.486,3.906,19.479,12.02,1.6889,19.2,11.83,3.008,17.414,22.149,-0.65074,16.677,20.942,7.6162,17.725,21.923,5.4892,17.093,22.24,11.162,18.042,12.871,6.5154,19.043,19.57,7.2841,19.802,16.011,0.2141,17.797,18.711,1.2138,18.828,16.119,1.7634,19.287,13.765,3.7356,19.112,9.4051,5.9698,18.292,5.7969
8.452,19.687,17.09,3.0772,19.394,16.988,7.857,18.695,20.509,5.4453,19.452,18.026,9.5541,19.282,13.244,8.8334,18.085,9.7082,8.515,17.176,7,6.7314,17.298,4.3559,7.782,18.763,10.274,6.6512,18.438,8.3451,4.8876,18.053,6.9455,5.8659,19.432,12.463,4.1102,19.264,11.963,1.9007,18.973,11.739,3.0563,17.465,22.155,-0.55921,16.679,20.925,7.6671,17.77,21.917,5.5364,17.151,22.238,11.371,17.898,13.011,6.5855,19.059,19.565,7.4047,19.718,16.019,0.32547,17.735,18.672,1.3502,18.69,16.054,1.9457,19.086,13.681,4.0135,18.821,9.3594,6.332,17.905,5.8218
8.5527,19.654,17.113,3.206,19.279,16.942,7.9059,18.738,20.51,5.5237,19.412,17.996,9.7421,19.14,13.322,9.1031,17.878,9.7953,8.8519,16.829,7.1108,7.1292,16.79,4.4423,8.0443,18.495,10.325,6.9481,18.131,8.3717,5.2254,17.689,6.9518,6.0722,19.234,12.459,4.3061,19.031,11.917,2.1204,18.733,11.666,3.0944,17.536,22.161,-0.49557,16.689,20.907,7.7171,17.818,21.911,5.5858,17.194,22.237,11.581,17.761,13.161,6.6565,19.075,19.56,7.533,19.651,16.03,0.43579,17.681,18.64,1.4952,18.545,15.997,2.1323,18.895,13.612,4.2878,18.526,9.3278,6.6947,17.506,5.8671
8.6546,19.62,17.142,3.3344,19.168,16.906,7.9635,18.786,20.51,5.6078,19.387,17.977,9.9319,19.003,13.401,9.3741,17.6,9.8886,9.1876,16.508,7.2435,7.4931,16.359,4.5326,8.2149,18.636,10.363,7.2501,17.843,8.4304,5.5537,17.361,6.9878,6.2823,19.024,12.469,4.5546,18.807,11.907,2.3561,18.52,11.615,3.1551,17.601,22.162,-0.4032,16.712,20.9,7.769,17.868,21.907,5.6334,17.258,22.235,11.787,17.642,13.32,6.7261,19.092,19.556,7.6572,19.579,16.05,0.53965,17.628,18.615,1.6481,18.398,15.949,2.3194,18.709,13.558,4.5667,18.234,9.3276,7.0501,17.137,5.9417
8.7536,19.594,17.174,3.4625,19.073,16.88,8.0199,18.817,20.507,5.6845,19.349,17.955,10.119,18.891,13.505,9.6323,17.249,9.9835,9.5137,16.205,7.3971,7.8797,15.974,4.6531,8.4771,18.509,10.453,7.5439,17.571,8.5077,5.8867,17.042,7.0447,6.4896,18.848,12.494,4.7939,18.482,11.885,2.5901,18.29,11.587,3.2066,17.648,22.169,-0.32287,16.752,20.898,7.822,17.912,21.902,5.6813,17.316,22.233,11.992,17.547,13.485,6.7969,19.109,19.553,7.7814,19.52,16.074,0.64169,17.582,18.596,1.8077,18.252,15.913,2.5105,18.517,13.519,4.8438,17.953,9.3466,7.4042,16.778,6.0347
8.8534,19.571,17.21,3.5897,18.984,16.861,8.0781,18.86,20.507,5.7667,19.315,17.94,10.303,18.79,13.613,9.9027,17.163,10.163,9.8396,15.925,7.5634,8.2709,15.55,4.807,8.7313,18.361,10.553,7.8421,17.242,8.5824,6.1955,16.698,7.1169,6.694,18.658,12.53,4.8573,18.503,11.886,2.8213,18.069,11.575,3.259,17.711,22.176,-0.25221,16.761,20.883,7.8759,17.972,21.897,5.7307,17.361,22.233,12.194,17.463,13.66,6.869,19.128,19.552,7.9023,19.458,16.106,0.74311,17.541,18.587,1.9642,18.12,15.891,2.7044,18.315,13.499,5.1199,17.676,9.383,7.7524,16.423,6.1461
8.9514,19.558,17.253,3.7107,18.9,16.854,8.1349,18.906,20.508,5.8398,19.295,17.929,10.487,18.699,13.73,10.161,16.935,10.299,10.149,15.596,7.7554,8.627,15.224,4.9684,8.9646,18.074,10.65,8.1278,16.982,8.6905,6.5204,16.403,7.2222,6.8974,18.498,12.576,5.1819,18.215,11.934,3.0603,17.87,11.58,3.3139,17.763,22.181,-0.18036,16.798,20.873,7.9259,18.021,21.893,5.7783,17.423,22.229,12.392,17.382,13.842,6.9395,19.152,19.554,8.022,19.409,16.145,0.84849,17.508,18.586,2.1147,18.004,15.883,2.9046,18.119,13.497,5.3889,17.392,9.4295,8.0934,16.084,6.2861
9.0464,19.549,17.297,3.835,18.836,16.858,8.1954,18.947,20.508,5.9175,19.266,17.925,10.667,18.619,13.853,10.41,16.761,10.493,10.457,15.355,7.9548,8.9845,14.796,5.1646,9.2129,17.935,10.777,8.4117,16.738,8.8137,6.8346,16.085,7.3423,7.1214,18.337,12.645,5.3623,18.087,11.967,3.3353,17.722,11.615,3.3666,17.806,22.179,-0.10454,16.811,20.875,7.9813,18.072,21.888,5.8301,17.477,22.229,12.588,17.313,14.033,7.0099,19.173,19.556,8.145,19.368,16.187,0.95353,17.473,18.583,2.2578,17.905,15.885,3.1012,17.926,13.511,5.657,17.138,9.5016,8.428,15.757,6.443
9.1414,19.543,17.342,3.9572,18.767,16.87,8.2597,18.982,20.505,5.993,19.226,17.914,10.843,18.553,13.983,10.651,16.515,10.654,10.759,15.104,8.173,9.3478,14.374,5.3881,9.4438,17.724,10.91,8.7059,16.451,8.9728,7.1458,15.785,7.486,7.3085,18.185,12.714,5.5061,17.912,12.017,3.575,17.509,11.663,3.4264,17.871,22.183,-0.027738,16.837,20.874,8.0319,18.122,21.885,5.8847,17.539,22.229,12.777,17.29,14.223,7.0798,19.199,19.561,8.256,19.338,16.239,1.0552,17.451,18.583,2.398,17.807,15.898,3.2943,17.743,13.539,5.9203,16.889,9.5935,8.759,15.452,6.6212
9.2323,19.544,17.392,4.0826,18.708,16.893,8.3159,19.036,20.507,6.0792,19.23,17.919,11.014,18.502,14.121,10.907,16.439,10.839,11.056,14.84,8.4159,9.6941,14.035,5.6211,9.6763,17.554,11.061,8.9672,16.29,9.1487,7.4468,15.478,7.6398,7.4805,18.046,12.796,5.7971,17.64,12.106,3.7542,17.229,11.714,3.4831,17.909,22.182,0.034495,16.869,20.87,8.0872,18.177,21.88,5.9351,17.598,22.227,12.963,17.262,14.423,7.1498,19.222,19.567,8.3704,19.305,16.29,1.1559,17.432,18.59,2.5405,17.71,15.922,3.4833,17.581,13.582,6.1862,16.641,9.7029,9.083,15.149,6.8174
9.3177,19.55,17.446,4.2088,18.646,16.924,8.3751,19.073,20.511,6.1468,19.195,17.923,11.184,18.471,14.268,11.137,16.313,11.032,11.354,14.691,8.6571,10.045,13.719,5.8738,9.9038,17.393,11.23,9.2496,16.007,9.3373,7.7399,15.192,7.8151,7.6898,17.914,12.902,6.0401,17.499,12.206,3.9692,16.967,11.779,3.5411,17.954,22.175,0.1101,16.894,20.871,8.1413,18.217,21.876,5.9895,17.647,22.225,13.142,17.25,14.628,7.2197,19.246,19.576,8.4787,19.289,16.35,1.256,17.411,18.602,2.6879,17.614,15.955,3.6696,17.433,13.637,6.4399,16.407,9.8271,9.3981,14.854,7.0367
9.4016,19.56,17.502,4.3322,18.587,16.962,8.4297,19.13,20.515,6.2175,19.198,17.934,11.346,18.453,14.415,11.362,16.158,11.248,11.636,14.446,8.9307,10.363,13.503,6.1435,10.128,17.282,11.402,9.5009,15.865,9.5274,8.0283,14.905,8.0052,7.8807,17.752,13.023,6.2028,17.454,12.277,4.1711,16.79,11.856,3.6119,18.008,22.179,0.17862,16.923,20.881,8.1954,18.266,21.874,6.0436,17.714,22.223,13.315,17.267,14.833,7.2905,19.27,19.584,8.5841,19.284,16.413,1.3595,17.368,18.62,2.8383,17.515,15.999,3.8552,17.296,13.702,6.6942,16.168,9.9682,9.7098,14.578,7.2698
9.4818,19.584,17.561,4.4472,18.531,17.008,8.4941,19.172,20.517,6.2815,19.17,17.947,11.499,18.462,14.569,11.578,16.076,11.466,11.919,14.268,9.2059,10.713,13.215,6.445,10.346,17.164,11.586,9.7561,15.7,9.7383,8.3201,14.636,8.2177,7.9387,17.236,12.955,6.4248,17.066,12.407,4.3912,16.602,11.961,3.6713,18.059,22.177,0.24323,16.952,20.886,8.2504,18.309,21.871,6.1016,17.773,22.222,13.487,17.313,15.042,7.3619,19.297,19.595,8.6855,19.287,16.479,1.464,17.335,18.653,2.9865,17.42,16.052,4.0385,17.161,13.779,6.9467,15.958,10.13,10.006,14.311,7.5232
9.5599,19.612,17.619,4.5643,18.483,17.061,8.5585,19.208,20.513,6.3506,19.178,17.966,11.649,18.484,14.725,11.803,16.022,11.698,12.198,14.143,9.4931,10.983,12.925,6.7305,10.557,17.084,11.775,10.015,15.521,9.957,8.5988,14.393,8.4479,8.1855,17.421,13.237,6.5634,16.968,12.483,4.5966,16.344,12.062,3.7374,18.097,22.171,0.31142,16.985,20.898,8.3041,18.356,21.868,6.1587,17.821,22.221,13.65,17.388,15.254,7.4297,19.328,19.609,8.7799,19.29,16.547,1.5702,17.305,18.687,3.1357,17.334,16.107,4.2232,17.032,13.866,7.1942,15.745,10.302,10.301,14.066,7.792
9.6352,19.647,17.679,4.6828,18.437,17.116,8.6176,19.256,20.517,6.4243,19.2,17.986,11.795,18.52,14.878,12.122,16.359,11.893,12.474,14.056,9.8368,11.337,12.662,7.0766,10.764,16.99,11.978,10.184,15.792,10.146,8.8783,14.144,8.695,8.4284,17.44,13.429,6.9147,16.663,12.729,4.7941,16.193,12.176,3.8003,18.135,22.165,0.37573,17.021,20.91,8.3614,18.402,21.869,6.2153,17.88,22.218,13.808,17.472,15.463,7.4955,19.363,19.626,8.8743,19.308,16.617,1.6702,17.257,18.726,3.2792,17.258,16.172,4.4099,16.899,13.963,7.4278,15.562,10.479,10.593,13.838,8.0747
9.7054,19.69,17.739,4.7929,18.402,17.174,8.6807,19.296,20.519,6.4965,19.208,18.014,11.932,18.571,15.034,12.207,15.854,12.186,12.728,13.915,10.098,11.609,12.504,7.4125,10.963,16.942,12.182,10.423,15.655,10.391,9.0795,14.484,8.8904,8.598,17.377,13.571,7.0102,16.767,12.805,5.0055,16.012,12.304,3.8743,18.197,22.172,0.44423,17.05,20.924,8.4171,18.449,21.865,6.2743,17.929,22.217,13.956,17.575,15.67,7.5607,19.398,19.641,8.9636,19.348,16.691,1.7772,17.222,18.766,3.4166,17.189,16.24,4.585,16.787,14.065,7.6918,15.317,10.683,10.876,13.604,8.3782
9.7722,19.739,17.798,4.9055,18.378,17.237,8.7438,19.34,20.525,6.551,19.209,18.03,12.062,18.638,15.19,12.389,15.824,12.405,12.981,13.825,10.417,11.884,12.293,7.7749,11.159,16.901,12.397,10.658,15.56,10.639,9.3482,14.301,9.1604,8.7697,17.369,13.724,7.1451,16.757,12.924,5.1988,15.908,12.44,3.9383,18.24,22.167,0.51178,17.095,20.944,8.477,18.49,21.864,6.3346,17.983,22.215,14.094,17.702,15.878,7.6233,19.432,19.656,9.0464,19.383,16.763,1.8803,17.196,18.811,3.5545,17.145,16.313,4.7589,16.689,14.173,7.8298,15.707,10.836,11.156,13.419,8.6861
9.8357,19.796,17.859,5.0083,18.376,17.297,8.8097,19.375,20.529,6.6186,19.27,18.062,12.186,18.724,15.344,12.589,15.889,12.649,13.223,13.768,10.746,12.171,12.051,8.1449,11.344,16.861,12.62,10.889,15.451,10.895,9.6119,14.145,9.446,8.9286,17.348,13.876,7.3506,16.675,13.079,5.3982,15.781,12.588,4.0073,18.276,22.16,0.57461,17.136,20.958,8.5367,18.525,21.864,6.3991,18.027,22.216,14.227,17.845,16.083,7.6877,19.47,19.672,9.1276,19.437,16.837,1.9895,17.073,18.862,3.685,17.094,16.39,4.9289,16.603,14.29,8.0549,15.596,11.051,11.437,13.23,9.0117
9.8936,19.855,17.918,5.1098,18.366,17.36,8.8755,19.417,20.529,6.6739,19.275,18.078,12.299,18.822,15.495,12.95,16.183,12.862,13.472,13.771,11.072,12.436,12.24,8.5006,11.525,16.857,12.832,11.11,15.383,11.158,9.8715,14.001,9.7423,9.0737,17.462,14.024,7.5777,16.523,13.277,5.596,15.651,12.743,4.0747,18.327,22.162,0.63568,17.16,20.968,8.5978,18.573,21.865,6.4562,18.087,22.215,14.348,17.999,16.282,7.751,19.51,19.689,9.2021,19.496,16.91,2.0072,17.362,18.886,3.8147,17.061,16.467,5.097,16.524,14.412,8.2805,15.475,11.28,11.633,13.65,9.2771
9.9475,19.921,17.973,5.2098,18.379,17.423,8.9453,19.442,20.527,6.7278,19.314,18.105,12.405,18.937,15.645,13.047,17.032,13.042,13.712,13.75,11.402,12.689,12.272,8.8705,11.701,16.891,13.054,11.329,15.333,11.418,10.129,13.858,10.052,9.2376,18.233,14.113,7.7208,16.519,13.415,5.802,15.498,12.906,4.1519,18.368,22.157,0.71183,17.207,20.981,8.658,18.613,21.866,6.5179,18.135,22.216,14.462,18.174,16.476,7.8151,19.55,19.704,9.2694,19.558,16.981,2.094,17.35,18.924,3.9397,17.017,16.552,5.2637,16.454,14.541,8.4957,15.391,11.505,11.893,13.519,9.6241
9.9988,19.995,18.027,5.3009,18.416,17.482,9.0098,19.486,20.527,6.7876,19.35,18.127,12.506,19.058,15.791,13.143,16.19,13.341,13.943,13.802,11.74,12.995,11.675,9.3276,11.865,16.906,13.27,11.534,15.3,11.689,10.37,13.781,10.357,9.3993,18.124,14.275,7.8741,16.5,13.577,5.9822,15.401,13.072,4.214,18.397,22.154,0.77642,17.239,20.996,8.7204,18.645,21.864,6.5819,18.184,22.215,14.566,18.368,16.662,7.8788,19.593,19.717,9.3344,19.641,17.051,2.1766,17.394,18.948,4.0605,16.989,16.641,5.416,16.406,14.671,8.7051,15.307,11.746,12.141,13.413,9.9715
