Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
19.28023,17.887744,18.156307,13.960725,16.709366,19.276156,19.834,16.727,21.89,16.784,17.299,19.951,18.922,17.987,13.926,17.357,16.961,10.599,16.388,16.079,8.0212,13.893,16.262,5.9987,16.398,17.555,11.573,14.845,16.822,9.9841,12.815,15.924,9.1577,15.128,17.365,14.241,13.267,16.769,14.228,11.304,15.95,14.581,15.71,14.245,23.839,11.994,12.656,23.204,19.972,15.766,23.412,18.16,14.641,23.783,20.593,16.868,13.143,18.274984,16.972272,21.182411,17.850964,17.978895,17.303213,11.973598,14.250921,21.259002,12.067622,15.850854,18.831603,11.854001,16.30868,16.43689,12.626604,16.53255,11.734721,13.84962,16.404788,7.628778
19.439125,17.945869,18.133425,14.12976,16.765561,19.157368,19.894,16.794,21.876,16.89,17.303,19.88,19.206,17.888,13.91,17.76,16.776,10.559,16.886,15.84,7.9689,14.453,15.952,5.8679,16.771,17.37,11.489,15.276,16.584,9.8658,13.282,15.665,8.9888,15.413,17.235,14.123,13.561,16.608,14.067,11.601,15.753,14.382,15.755,14.318,23.843,12.133,12.665,23.153,20.018,15.849,23.402,18.201,14.73,23.783,20.863,16.735,13.213,18.366117,17.120172,21.170588,18.05215,18.020992,17.238116,NaN,NaN, NaN ,12.274186,15.798579,18.656185,12.107538,16.228833,16.260945,13.022432,16.420693,11.55184,14.371205,16.168953,7.493052
19.597554,17.996825,18.136026,14.258243,16.685558,19.042661,19.943,16.885,21.878,16.999,17.315,19.811,19.495,17.796,13.909,18.176,16.609,10.533,17.397,15.604,7.9357,15.049,15.647,5.7523,17.146,17.214,11.415,15.714,16.35,9.761,13.762,15.407,8.8325,15.702,17.111,14.014,13.866,16.459,13.911,11.906,15.573,14.182,15.801,14.421,23.853,NaN,NaN, NaN ,20.061,15.95,23.397,18.241,14.817,23.781,21.207,16.64,13.287,18.435313,17.113181,21.138612,18.242391,17.975859,17.217437,NaN,NaN, NaN ,12.481985,15.663886,18.488484,12.360006,16.090522,16.055424,13.404903,16.122458,11.380575,14.902885,15.911216,7.353095
19.745788,17.932778,18.143546,14.403041,16.588116,18.915921,19.998,16.955,21.868,17.106,17.311,19.744,19.786,17.717,13.916,18.593,16.443,10.521,17.92,15.386,7.9189,15.658,15.402,5.6528,17.519,16.995,11.329,16.166,16.158,9.6712,14.264,15.163,8.6935,16.003,16.988,13.91,14.178,16.312,13.76,12.217,15.407,13.988,15.842,14.518,23.863,NaN,NaN, NaN ,20.103,16.04,23.392,18.28,14.916,23.778,21.533,16.571,13.377,18.513568,17.130241,21.104557,18.397069,17.8724,17.169951,12.437768,14.32645,20.943184,12.690302,15.437105,18.332158,12.627575,15.820407,15.877952,13.810517,15.857258,11.224557,15.413957,15.612346,7.251613
19.89651,17.95537,18.146579,14.546265,16.545408,18.803491,20.055,17.031,21.864,17.219,17.332,19.677,20.081,17.644,13.935,19.02,16.294,10.527,18.451,15.183,7.9218,16.286,15.166,5.5657,17.92,16.843,11.281,16.634,15.957,9.5996,14.772,14.934,8.5736,16.306,16.876,13.816,14.495,16.18,13.618,12.54,15.251,13.798,15.879,14.603,23.87,12.579,12.763,23.047,20.156,16.095,23.375,18.317,15.013,23.774,21.89,16.422,13.484,18.594548,17.182792,21.079941,18.59537,17.850274,17.137524,NaN,NaN, NaN ,12.903367,15.342984,18.174869,12.913421,15.658906,15.701297,14.233546,15.648266,11.083954,15.976431,15.359563,7.159094
20.051747,17.968401,18.155667,14.705577,16.471701,18.692384,20.104,17.126,21.866,17.328,17.339,19.616,20.381,17.574,13.965,19.449,16.153,10.547,18.991,14.991,7.9452,16.927,14.936,5.5029,18.323,16.708,11.252,17.105,15.769,9.5413,15.288,14.712,8.4724,16.615,16.762,13.732,14.822,16.053,13.487,12.873,15.089,13.621,15.918,14.703,23.879,NaN,NaN, NaN ,20.198,16.2,23.362,18.358,15.101,23.769,22.229,16.368,13.593,18.679372,17.246102,21.064716,18.779523,17.821061,17.110366,NaN,NaN, NaN ,13.105514,15.241145,18.027082,13.198219,15.510871,15.531972,14.663782,15.431299,10.954656,16.545772,15.109671,7.090243
20.206149,17.983969,18.163286,14.886212,16.418086,18.584975,20.156,17.196,21.855,17.443,17.352,19.554,20.678,17.516,14.009,19.882,16.029,10.582,19.532,14.821,7.983,17.572,14.714,5.4664,18.725,16.568,11.239,17.59,15.588,9.5052,15.814,14.497,8.3902,16.933,16.665,13.661,15.156,15.926,13.369,13.215,14.94,13.455,15.961,14.782,23.876,NaN,NaN, NaN ,20.241,16.31,23.352,18.392,15.202,23.763,22.56,16.313,13.72,18.754105,17.287034,21.034076,18.967477,17.790021,17.094432,12.956159,13.838932,20.641246,13.318174,15.137084,17.884078,13.472157,15.371056,15.375561,15.096336,15.251749,10.851623,17.123745,14.914674,7.052575
20.358745,18.0304,18.186765,15.063254,16.337996,18.488691,20.213,17.283,21.848,17.558,17.364,19.5,20.975,17.468,14.061,20.316,15.917,10.634,20.079,14.666,8.0472,18.21,14.534,5.4548,19.131,16.43,11.244,18.072,15.421,9.4857,16.35,14.293,8.3322,17.255,16.562,13.603,15.497,15.792,13.264,13.568,14.779,13.297,15.994,14.876,23.886,13.066,12.845,22.928,20.281,16.376,23.344,18.429,15.297,23.758,22.886,16.281,13.855,18.832849,17.344202,21.014003,19.159614,17.783566,17.080121,NaN,NaN, NaN ,13.537558,15.045049,17.760685,13.754336,15.263459,15.229785,15.536042,15.088577,10.755071,17.700495,14.694318,7.026358
20.511774,18.051147,18.207507,15.250201,16.285255,18.407507,20.26,17.372,21.84,17.675,17.382,19.449,21.271,17.426,14.126,20.753,15.823,10.705,20.618,14.52,8.129,18.856,14.343,5.478,19.523,16.307,11.255,18.56,15.253,9.4918,16.893,14.105,8.301,17.584,16.465,13.559,15.843,15.673,13.175,13.932,14.622,13.157,16.034,14.984,23.892,NaN,NaN, NaN ,20.327,16.461,23.321,18.465,15.393,23.752,23.208,16.285,14,18.916824,17.401866,20.999102,19.348723,17.775703,17.078873,NaN,NaN, NaN ,13.757958,14.936118,17.667336,14.014837,15.137129,15.100045,15.963352,14.932284,10.668972,18.279769,14.53003,7.026604
20.648362,18.083956,18.238799,15.444836,16.232846,18.347286,20.317,17.474,21.841,17.789,17.403,19.402,21.562,17.406,14.204,21.184,15.745,10.791,21.158,14.398,8.2313,19.496,14.174,5.5272,19.931,16.208,11.294,19.041,15.111,9.5196,17.423,13.942,8.2918,17.915,16.373,13.534,16.195,15.545,13.106,14.295,14.485,13.043,16.07,15.081,23.891,NaN,NaN, NaN ,20.38,16.551,23.32,18.499,15.499,23.745,23.527,16.283,14.158,18.98708,17.466975,20.982818,19.539098,17.773594,17.080298,NaN,NaN, NaN ,13.99718,14.841052,17.581641,14.301468,15.046362,14.999936,16.410844,14.803225,10.602916,18.851459,14.34131,7.052179
20.804024,18.117596,18.269475,15.644132,16.169469,18.287139,20.369,17.532,21.816,17.905,17.417,19.36,21.855,17.392,14.293,21.607,15.665,10.897,21.698,14.298,8.3553,20.132,14.013,5.6024,20.328,16.124,11.349,19.522,14.976,9.5665,17.964,13.775,8.3054,18.247,16.288,13.531,16.55,15.43,13.065,14.67,14.33,12.96,16.108,15.186,23.898,NaN,NaN, NaN ,20.409,16.63,23.297,18.534,15.595,23.739,23.839,16.301,14.33,19.071359,17.529105,20.962503,19.730445,17.786157,17.094939,NaN,NaN, NaN ,14.246123,14.747322,17.51658,14.616104,14.911646,14.921977,16.851182,14.659948,10.571972,19.425859,14.211561,7.107654
20.941324,18.163506,18.307375,15.846399,16.115875,18.251194,20.414,17.622,21.813,18.02,17.437,19.325,22.139,17.391,14.398,22.027,15.625,11.019,22.221,14.221,8.4989,20.754,13.849,5.708,20.719,16.044,11.424,19.992,14.868,9.6357,18.502,13.616,8.3433,18.581,16.216,13.544,16.909,15.316,13.049,15.056,14.182,12.905,16.142,15.289,23.895,NaN,NaN, NaN ,20.451,16.758,23.289,18.569,15.692,23.731,24.139,16.333,14.505,19.146001,17.603218,20.953573,19.913145,17.810496,17.119022,NaN,NaN, NaN ,NaN,NaN, NaN ,14.952261,14.79231,14.878692,17.303772,14.544385,10.570511,20.009199,14.073322,7.192621
21.079489,18.218273,18.350119,16.036366,16.058301,18.219043,20.456,17.709,21.81,18.135,17.46,19.291,22.418,17.402,14.511,22.424,15.536,11.164,22.733,14.142,8.6656,21.364,13.69,5.8427,21.105,15.987,11.522,20.449,14.778,9.7282,19.023,13.479,8.4059,18.911,16.147,13.576,17.271,15.21,13.055,15.442,14.035,12.886,16.186,15.414,23.903,13.832144,13.206454,22.981778,20.499,16.829,23.275,18.601,15.79,23.723,24.435,16.367,14.692,19.226671,17.673709,20.936721,20.091978,17.810976,17.143516,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,17.749672,14.411523,10.611798,20.566404,13.934872,7.30293
21.213763,18.280159,18.400344,16.244768,16.047713,18.204935,20.507,17.777,21.793,18.246,17.482,19.269,22.688,17.428,14.636,22.836,15.567,11.318,23.231,14.086,8.8556,21.955,13.571,6.0043,21.487,15.926,11.633,20.9,14.687,9.8434,19.535,13.365,8.4944,19.241,16.089,13.626,17.631,15.106,13.082,15.834,13.865,12.892,16.222,15.512,23.896,NaN,NaN, NaN ,20.537,16.935,23.262,18.635,15.905,23.714,24.716,16.417,14.884,19.301716,17.734504,20.929273,20.265297,17.849054,17.18239,NaN,NaN, NaN ,NaN,NaN, NaN ,15.644983,14.464782,14.859429,18.200105,14.289234,10.674076,21.08216,13.799079,7.434717
21.341634,18.333715,18.451206,16.437042,16.000296,18.203013,20.555,17.881,21.789,18.357,17.525,19.246,22.949,17.466,14.77,23.224,15.575,11.482,23.713,14.047,9.0661,22.53,13.466,6.1924,21.852,15.894,11.768,21.342,14.61,9.9843,20.046,13.264,8.6121,19.556,16.048,13.693,17.988,15.009,13.133,16.24,13.701,12.929,16.269,15.613,23.893,NaN,NaN, NaN ,20.584,17.03,23.235,18.673,15.999,23.704,24.991,16.501,15.091,19.37796,17.801698,20.915494,20.431004,17.880739,17.225369,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.694144,14.381535,10.718908,21.623267,13.712271,7.599294
21.46128,18.3957,18.500462,16.652467,15.995825,18.21748,20.607,17.959,21.772,18.458,17.545,19.234,23.198,17.528,14.911,23.583,15.54,11.678,24.179,14.017,9.2942,23.086,13.376,6.4078,22.215,15.868,11.918,21.771,14.559,10.142,20.541,13.157,8.76,19.87,16.015,13.774,18.345,14.927,13.203,16.642,13.541,12.99,16.318,15.718,23.882,NaN,NaN, NaN ,20.623,17.134,23.232,18.707,16.092,23.693,25.252,16.592,15.301,19.44953,17.884331,20.912736,20.59594,17.925069,17.264306,NaN,NaN, NaN ,15.576114,14.353703,17.501559,NaN,NaN, NaN ,19.123219,14.27295,10.820138,22.143867,13.634946,7.773179
21.581087,18.478143,18.564169,NaN,NaN, NaN ,20.657,18.062,21.767,18.562,17.601,19.225,23.434,17.607,15.06,23.94,15.571,11.883,24.637,14.025,9.544,23.632,13.284,6.6504,22.564,15.883,12.079,22.191,14.511,10.322,21.047,13.045,8.9306,20.181,15.982,13.872,18.694,14.854,13.291,17.077,13.74,13.041,16.371,15.826,23.875,NaN,NaN, NaN ,20.666,17.208,23.218,18.744,16.199,23.681,25.496,16.721,15.519,19.527798,17.964116,20.917485,20.744396,17.981444,17.328464,NaN,NaN, NaN ,NaN,NaN, NaN ,16.7268,14.326308,14.977155,19.54716,14.169574,10.943325,22.653726,13.588097,7.973416
21.681474,18.564025,18.621888,NaN,NaN, NaN ,20.71,18.156,21.764,18.653,17.635,19.22,23.656,17.696,15.215,24.298,15.633,12.089,25.083,14.039,9.8123,24.17,13.245,6.9119,22.896,15.885,12.257,22.595,14.489,10.514,21.57,13.252,9.0857,20.476,15.961,13.98,19.032,14.786,13.394,17.462,13.611,13.142,16.422,15.92,23.858,NaN,NaN, NaN ,20.703,17.278,23.204,18.785,16.306,23.668,25.723,16.873,15.742,19.595693,18.048954,20.918558,20.886054,18.043886,17.382645,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.976472,14.078289,11.094979,23.153981,13.519497,8.198338
21.778478,18.670164,18.685506,17.25881,15.99775,18.310424,20.762,18.238,21.746,18.745,17.693,19.219,23.862,17.806,15.376,24.634,15.704,12.311,25.51,14.058,10.097,24.695,13.161,7.1978,23.224,15.915,12.44,22.995,14.48,10.726,22.041,13.199,9.2993,20.765,15.971,14.102,19.365,14.74,13.511,17.832,13.542,13.255,16.48,16.018,23.842,NaN,NaN, NaN ,20.745,17.368,23.186,18.821,16.397,23.654,25.935,17.037,15.969,19.664955,18.139685,20.918692,21.021544,18.127395,17.447871,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,20.384041,14.065241,11.25325,23.635015,13.46385,8.443052
21.867481,18.771657,18.748117,17.456059,16.07983,18.348296,20.819,18.335,21.735,18.83,17.758,19.228,24.054,17.933,15.539,24.948,15.782,12.545,25.927,14.119,10.399,25.214,13.127,7.504,23.534,15.964,12.64,23.379,14.49,10.954,22.498,13.179,9.5349,21.038,15.946,14.235,19.684,14.708,13.64,18.192,13.458,13.378,16.542,16.111,23.823,NaN,NaN, NaN ,20.791,17.493,23.173,18.862,16.506,23.639,26.126,17.221,16.199,19.735146,18.217506,20.914479,21.13838,18.224853,17.520552,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,20.791309,13.950752,11.455261,24.111335,13.454807,8.71201
21.945789,18.882972,18.809264,NaN,NaN, NaN ,20.867,18.419,21.735,18.905,17.833,19.236,24.229,18.078,15.706,25.248,15.886,12.789,26.331,14.21,10.712,25.725,13.113,7.8306,23.838,16.046,12.849,23.752,14.511,11.192,22.949,13.15,9.7879,21.292,15.982,14.367,20.003,14.682,13.775,18.541,13.371,13.518,16.606,16.202,23.805,NaN,NaN, NaN ,20.829,17.562,23.159,18.904,16.614,23.622,26.301,17.431,16.432,19.798248,18.315644,20.921881,21.249643,18.327115,17.592144,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,21.180813,13.947799,11.655545,24.628859,13.667007,8.965089
22.023341,19.020028,18.880041,NaN,NaN, NaN ,20.915,18.505,21.727,18.976,17.883,19.246,24.391,18.236,15.874,25.541,16.004,13.033,26.715,14.313,11.04,26.216,13.075,8.1838,24.126,16.134,13.062,24.119,14.571,11.448,23.395,13.147,10.056,21.541,16.043,14.506,20.297,14.678,13.919,18.881,13.347,13.662,16.672,16.294,23.785,NaN,NaN, NaN ,20.878,17.641,23.14,18.947,16.71,23.607,26.458,17.661,16.67,19.855181,18.410951,20.926963,21.358391,18.43305,17.660273,NaN,NaN, NaN ,16.91234,14.205475,18.025137,18.179783,14.021361,15.451813,21.559006,13.893615,11.8685,25.082404,13.673139,9.28341
22.080423,19.131214,18.933815,NaN,NaN, NaN ,20.967,18.613,21.726,19.039,17.982,19.255,24.533,18.413,16.041,25.811,16.132,13.285,27.087,14.438,11.382,26.698,13.108,8.5545,24.398,16.224,13.28,24.47,14.635,11.712,23.826,13.056,10.36,21.776,16.05,14.656,20.599,14.934,14.05,19.217,13.298,13.814,16.737,16.383,23.768,NaN,NaN, NaN ,20.92,17.737,23.128,18.989,16.807,23.588,26.592,17.902,16.901,19.915154,18.510448,20.930443,21.443451,18.563422,17.7352,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,21.929698,13.935171,12.085521,25.524887,13.671165,9.603693
22.131623,19.260255,18.997555,NaN,NaN, NaN ,21.02,18.69,21.699,NaN,NaN, NaN ,24.661,18.594,16.208,26.076,16.281,13.538,27.436,14.575,11.727,27.153,13.124,8.9436,24.635,16.304,13.508,24.878,15.016,11.951,24.236,13.182,10.652,22.012,16.113,14.807,20.875,14.951,14.209,19.543,13.335,13.968,16.802,16.47,23.752,NaN,NaN, NaN ,20.96,17.847,23.112,19.033,16.919,23.572,26.707,18.158,17.134,19.972508,18.602743,20.937185,21.525386,18.696422,17.811118,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.290052,14.001363,12.317533,25.95744,13.729255,9.943673
22.17657,19.397182,19.0543,NaN,NaN, NaN ,21.085,18.759,21.674,19.132,18.248,19.271,24.775,18.797,16.377,26.312,16.451,13.799,27.775,14.744,12.075,27.594,13.196,9.3469,24.868,16.43,13.735,25.2,15.101,12.231,24.642,13.181,10.973,22.211,16.471,14.938,21.139,14.972,14.376,19.886,13.135,14.133,16.873,16.54,23.721,NaN,NaN, NaN ,21.006,17.918,23.094,19.075,17.021,23.553,26.805,18.426,17.368,20.022869,18.701202,20.933256,21.590429,18.828062,17.87897,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.62612,13.933548,12.567472,26.353045,13.837933,10.287162
22.217314,19.52155,19.105738,NaN,NaN, NaN ,21.139,18.863,21.671,NaN,NaN, NaN ,24.871,19,16.542,26.52,16.621,14.057,28.081,14.909,12.431,28.016,13.283,9.7573,25.151,16.836,13.941,25.499,15.217,12.517,25.022,13.284,11.294,22.406,16.556,15.096,21.386,15.037,14.544,20.167,13.3,14.319,16.937,16.645,23.71,NaN,NaN, NaN ,21.057,17.979,23.067,19.121,17.116,23.531,26.88,18.701,17.594,20.077881,18.77993,20.920874,21.660046,19.063564,17.948844,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.957846,14.029371,12.809631,26.734015,13.924666,10.647211
22.246403,19.649682,19.15476,NaN,NaN, NaN ,21.189,18.968,21.646,NaN,NaN, NaN ,24.964,19.172,16.707,26.726,16.8,14.312,28.374,15.11,12.786,28.419,13.385,10.179,25.354,17.014,14.172,25.782,15.385,12.795,25.39,13.25,11.651,22.584,16.657,15.252,21.62,15.09,14.713,20.485,13.109,14.491,17.011,16.736,23.698,NaN,NaN, NaN ,21.1,18.084,23.051,19.171,17.23,23.512,26.937,18.986,17.819,20.125761,18.882305,20.919981,21.6972,19.202137,18.015481,NaN,NaN, NaN ,NaN,NaN, NaN ,19.483452,13.688446,16.154983,23.264833,14.394032,12.994835,27.113269,14.067733,11.019831
22.269126,19.772984,19.204715,NaN,NaN, NaN ,21.246,19.049,21.627,NaN,NaN, NaN ,25.029,19.559,16.86,26.909,17.026,14.562,28.637,15.32,13.136,28.8,13.538,10.595,25.539,17.189,14.397,26.045,15.532,13.078,25.721,13.436,11.966,22.745,16.852,15.394,21.839,15.206,14.877,NaN,NaN, NaN ,17.078,16.836,23.685,NaN,NaN, NaN ,21.154,18.181,23.029,19.221,17.324,23.49,26.976,19.277,18.038,20.174587,18.992808,20.915546,21.730066,19.384302,18.080015,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.461009,14.168381,11.390422
22.290469,20.048656,19.244778,NaN,NaN, NaN ,21.299,19.157,21.599,NaN,NaN, NaN ,25.08,19.78,17.018,27.103,17.484,14.791,28.888,15.56,13.481,29.155,13.673,11.022,25.706,17.387,14.622,26.288,15.714,13.353,26.044,13.531,12.304,22.89,16.949,15.55,22.039,15.321,15.036,NaN,NaN, NaN ,17.147,16.932,23.671,NaN,NaN, NaN ,21.206,18.242,23.006,19.271,17.437,23.468,26.992,19.562,18.252,20.223471,19.081435,20.89704,21.75876,19.564003,18.1414,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.763823,14.360732,11.754907
22.288555,20.160357,19.27979,NaN,NaN, NaN ,21.354,19.254,21.576,NaN,NaN, NaN ,25.116,20.016,17.172,27.243,17.73,15.032,29.102,15.807,13.823,29.486,13.868,11.44,25.856,17.569,14.842,26.512,15.903,13.623,NaN,NaN, NaN ,23.019,17.151,15.686,22.22,15.489,15.195,NaN,NaN, NaN ,17.217,17.025,23.654,NaN,NaN, NaN ,21.254,18.342,22.986,19.322,17.535,23.448,26.995,19.855,18.462,20.273856,19.26976,20.876715,21.766477,19.73969,18.199126,NaN,NaN, NaN ,18.446985,14.34993,18.611815,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.284574,20.320363,19.319729,18.784397,16.675428,18.958376,21.412,19.346,21.551,NaN,NaN, NaN ,25.141,20.265,17.319,27.366,17.971,15.273,29.301,16.073,14.154,29.784,14.071,11.85,25.987,17.775,15.05,26.714,16.096,13.892,NaN,NaN, NaN ,23.134,17.323,15.824,22.384,15.646,15.356,21.353,13.414,15.331,17.28,17.121,23.638,NaN,NaN, NaN ,21.317,18.425,22.965,19.379,17.636,23.426,26.98,20.155,18.659,20.315115,19.383756,20.852294,21.773988,19.915221,18.259528,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,24.21568,14.244518,14.108589,NaN,NaN, NaN 
22.281746,20.472897,19.349526,NaN,NaN, NaN ,21.466,19.443,21.522,NaN,NaN, NaN ,25.148,20.501,17.459,27.471,18.223,15.504,29.47,16.35,14.481,30.051,14.271,12.261,26.097,17.989,15.259,26.896,16.285,14.154,NaN,NaN, NaN ,23.234,17.512,15.952,NaN,NaN, NaN ,21.629,13.684,15.465,17.351,17.214,23.626,15.462656,13.994654,22.969882,21.378,18.545,22.949,19.438,17.736,23.406,26.951,20.446,18.85,20.355675,19.478497,20.839912,21.756249,20.096557,18.32443,NaN,NaN, NaN ,18.691777,14.635816,18.878631,20.340297,14.245863,16.963003,NaN,NaN, NaN ,28.582452,14.82206,12.849796
22.270034,20.623792,19.386941,NaN,NaN, NaN ,21.515,19.549,21.51,NaN,NaN, NaN ,25.143,20.757,17.589,27.554,18.479,15.731,29.62,16.632,14.798,30.294,14.509,12.66,26.192,18.215,15.451,27.048,16.53,14.417,NaN,NaN, NaN ,23.318,17.709,16.081,NaN,NaN, NaN ,21.825,13.835,15.623,17.421,17.296,23.612,NaN,NaN, NaN ,21.438,18.625,22.924,19.501,17.817,23.384,26.912,20.739,19.026,20.393276,19.605885,20.823855,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,24.6371,14.676633,14.623207,NaN,NaN, NaN 
22.256969,20.829877,19.411133,NaN,NaN, NaN ,21.573,19.631,21.478,NaN,NaN, NaN ,25.128,21.011,17.713,27.622,18.748,15.944,29.743,16.927,15.108,30.428,14.513,13.068,26.267,18.446,15.645,27.189,16.722,14.662,NaN,NaN, NaN ,23.387,17.905,16.213,22.756,16.034,15.909,21.982,13.987,15.782,17.484,17.384,23.589,NaN,NaN, NaN ,21.509,18.689,22.901,19.569,17.903,23.365,26.848,20.899,19.192,20.434134,19.718066,20.80016,NaN,NaN, NaN ,17.010625,14.754471,21.172801,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.23312,20.993285,19.436831,NaN,NaN, NaN ,21.627,19.751,21.454,NaN,NaN, NaN ,25.107,21.268,17.828,27.667,19.013,16.149,29.84,17.217,15.406,30.618,14.777,13.438,26.319,18.692,15.83,27.301,16.973,14.902,27.46,14.526,14.258,23.445,17.978,16.364,NaN,NaN, NaN ,22.102,14.143,15.937,17.552,17.472,23.576,NaN,NaN, NaN ,21.571,18.775,22.878,19.637,17.984,23.346,26.793,21.468,19.323,20.472181,19.836119,20.786256,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,29.166347,15.561773,13.890583
22.199687,21.176941,19.460239,NaN,NaN, NaN ,21.687,19.803,21.416,NaN,NaN, NaN ,25.07,21.527,17.94,27.692,19.305,16.334,29.925,17.499,15.695,30.779,15.041,13.799,26.357,18.966,16.006,NaN,NaN, NaN ,27.595,14.808,14.56,23.483,18.109,16.517,NaN,NaN, NaN ,22.207,14.286,16.107,17.616,17.553,23.555,NaN,NaN, NaN ,21.642,18.851,22.851,19.71,18.059,23.323,26.732,21.76,19.454,20.515111,19.956283,20.766863,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.172045,21.306014,19.493568,NaN,NaN, NaN ,21.737,19.893,21.39,NaN,NaN, NaN ,25.027,21.811,18.044,27.699,19.575,16.506,29.938,17.613,15.979,30.907,15.323,14.151,NaN,NaN, NaN ,NaN,NaN, NaN ,27.702,15.053,14.84,23.49,18.366,16.632,23.02,16.606,16.268,22.314,14.472,16.257,17.682,17.634,23.536,NaN,NaN, NaN ,21.712,18.921,22.837,19.784,18.138,23.302,26.661,22.036,19.573,20.548097,20.083859,20.755176,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,21.109962,15.22545,17.581151,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,21.788,19.934,21.382,NaN,NaN, NaN ,24.977,22.083,18.146,27.691,19.861,16.658,29.983,18.29,16.203,31.009,15.618,14.488,NaN,NaN, NaN ,27.492,17.715,15.594,27.794,15.278,15.126,23.527,18.692,16.723,NaN,NaN, NaN ,22.402,14.695,16.385,17.748,17.716,23.52,NaN,NaN, NaN ,21.786,18.98,22.812,19.862,18.207,23.281,NaN,NaN, NaN ,20.585669,20.190869,20.736475,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,19.255848,18.14133,19.365309,21.846,19.998,21.351,NaN,NaN, NaN ,24.92,22.359,18.244,NaN,NaN, NaN ,29.979,18.595,16.428,31.071,15.906,14.815,26.357,19.72,16.456,NaN,NaN, NaN ,27.822,15.551,15.419,23.553,19.067,16.816,NaN,NaN, NaN ,22.437,14.829,16.529,17.815,17.812,23.5,NaN,NaN, NaN ,21.849,19.076,22.789,19.936,18.282,23.259,NaN,NaN, NaN ,20.623322,20.307308,20.724762,NaN,NaN, NaN ,17.308749,15.610759,21.333119,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
