Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,19.741,27.45,18.7106,20.1308,29.1133,17.8386,NaN,NaN,NaN,19.0268,27.1525,19.0055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1682,28.869,18.981,16.0159,29.1873,19.0238,14.6462,29.2715,19.2933,16.7634,31.4611,16.7454,15.0371,31.1222,16.7564,15.4151,31.773,15.4926,17.5672,32.3269,15.1091,15.9051,32.1212,13.5063,16.2997,32.386,12.7144,19.712,23.437,19.4853,16.8875,26.151,19.4137,20.3435,30.9414,17.0766,17.9777,32.4093,14.5076,16.5082,32.5623,12.0389,13.7172,32.2225,11.033,13.6193,30.7452,13.5945,16.4409,30.4894,17.6285,14.6918,30.1509,17.7314,12.5534,29.6326,18.0134,13.5281,24.0188,20.4896,10.4784,23.8957,20.4508,19.406,22.1708,20.9921,17.1417,21.7493,21.1897,18.2209,24.4491,19.2963,18.6066,28.3637,18.6981,18.4788,30.9282,17.6237,18.6588,31.7478,16.4966,19.1376,31.907,15.7344,NaN,NaN,NaN,NaN,NaN,NaN,13.2308,29.3977,19.674,13.3356,30.3226,16.9958,13.7838,30.7564,15.8997,13.8316,30.8435,14.763,13.9783,31.152,13.1417,14.2234,31.4512,12.2801,14.1489,31.8106,11.4659
NaN,NaN,NaN,19.7971,27.4946,18.6129,20.1456,29.1289,17.6817,NaN,NaN,NaN,19.0907,27.1931,18.9274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1927,28.9162,18.8525,16.0197,29.2649,18.9129,14.6482,29.325,19.1684,16.7305,31.5717,16.5663,14.9897,31.3082,16.6145,15.3559,32.0039,15.3541,17.5403,32.4048,14.9167,15.8125,32.4273,13.3656,16.2085,32.705,12.5759,19.7814,23.4512,19.4735,16.9597,26.1522,19.3536,20.3083,30.9613,16.8657,17.9556,32.5005,14.3443,16.443,32.858,11.8964,13.4753,32.7407,10.8507,13.4193,31.2317,13.4603,16.4052,30.5477,17.4679,14.7147,30.3596,17.5742,12.5149,29.8479,17.9209,13.5767,23.7858,20.2984,10.5376,23.8606,20.442,19.5005,22.1826,21.0105,17.2182,21.7361,21.2102,18.2885,24.4683,19.2753,18.6486,28.4307,18.5895,18.4555,30.9797,17.4297,18.6333,31.7691,16.2795,19.1097,31.9293,15.5273,NaN,NaN,NaN,NaN,NaN,NaN,13.2283,29.3553,19.5019,13.2573,30.6088,16.9262,13.6612,31.1052,15.8127,13.6556,31.2811,14.6548,13.777,31.6509,13.0149,14.016,32.0542,12.152,13.9732,32.4762,11.3448
NaN,NaN,NaN,19.8368,27.4982,18.513,20.1536,29.1098,17.497,NaN,NaN,NaN,19.1516,27.2045,18.8255,19.2169,25.8902,19.1504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8452,27.1678,20.0114,NaN,NaN,NaN,17.1937,28.8976,18.6897,16.0205,29.3252,18.7861,14.6422,29.3737,19.0422,16.7055,31.6363,16.3639,14.9593,31.4529,16.4531,15.3211,32.1907,15.2061,17.5175,32.4853,14.7259,15.7536,32.6741,13.2147,16.1504,32.9745,12.4264,19.8489,23.4706,19.4645,17.0248,26.1528,19.296,20.2812,30.974,16.61,17.9172,32.5343,14.1058,16.3912,33.0948,11.742,13.4475,33.2929,10.6115,13.2549,31.6986,13.3339,16.3572,30.6084,17.2726,14.6695,30.4834,17.4146,12.4632,29.9999,17.771,13.5156,23.5328,20.2315,10.5997,23.8047,20.4274,19.5877,22.1567,20.9679,17.2501,21.8419,21.1922,18.3433,24.4412,19.2447,18.6811,28.4392,18.4524,18.4287,31.0071,17.2177,18.6127,31.8091,16.0672,19.0824,31.952,15.3153,NaN,NaN,NaN,13.0628,27.7189,20.4828,13.2105,29.3129,19.2803,13.1946,30.8799,16.8468,13.551,31.4439,15.7246,13.5145,31.7026,14.5515,13.6281,32.1342,12.8976,13.8655,32.6503,12.0334,13.8609,33.1113,11.2225
NaN,NaN,NaN,19.8833,27.4924,18.3889,20.1881,29.2027,17.3615,18.517,26.4976,19.1527,19.2089,27.2115,18.7128,19.2786,25.9683,19.1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8684,27.1684,19.9043,NaN,NaN,NaN,17.2104,28.9185,18.5462,16.0171,29.3671,18.647,14.6362,29.4522,18.9005,16.6827,31.7116,16.1659,14.9272,31.589,16.2863,15.3004,32.3421,15.0318,17.4997,32.5378,14.5076,15.7172,32.8836,13.0415,16.1178,33.1943,12.2556,19.9207,23.4875,19.454,17.096,26.157,19.2339,20.2505,30.9147,16.3397,17.8914,32.577,13.8796,16.3622,33.2972,11.5682,13.488,34.0207,10.5402,13.1344,32.1472,13.2041,16.323,30.6826,17.085,14.6428,30.5606,17.2297,12.422,30.1009,17.6076,13.6357,23.9854,20.3998,10.6633,23.7871,20.4046,19.6567,22.2327,20.9835,17.3723,21.76,21.1466,18.4132,24.4748,19.2304,18.708,28.4269,18.2989,18.4025,30.9934,16.994,18.5807,31.819,15.8186,19.0571,31.9659,15.0758,NaN,NaN,NaN,13.0826,27.7728,20.3488,13.1739,29.2885,19.0363,13.1454,31.093,16.7492,13.4792,31.7704,15.6376,13.4165,32.1099,14.4454,13.5338,32.6119,12.7749,13.7918,33.2022,11.9202,13.8404,33.6797,11.1112
20.088,25.5818,19.0346,19.9276,27.4745,18.2433,20.1982,29.1516,17.1435,18.5827,26.4727,19.0592,19.2738,27.291,18.6266,19.3425,26.0002,19.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9083,27.2027,19.821,NaN,NaN,NaN,17.2342,28.9986,18.4321,16.0093,29.4298,18.5005,14.6289,29.519,18.751,16.6485,31.7502,15.9404,14.9058,31.7042,16.1089,15.286,32.4647,14.8299,17.4869,32.5657,14.2766,15.7038,33.0902,12.849,16.105,33.3531,12.063,19.9839,23.4972,19.4419,17.1541,26.1607,19.1808,20.1945,30.8599,16.0993,17.8739,32.5962,13.6418,16.3457,33.4592,11.3781,13.4747,34.4741,10.4202,13.0606,32.605,13.0643,16.2899,30.6668,16.8594,14.6007,30.6045,17.0429,12.3885,30.1669,17.4308,13.64,23.8849,20.4084,10.7215,23.6947,20.388,19.7243,22.2545,20.9371,17.425,21.8427,21.1808,18.4741,24.47,19.2023,18.7346,28.4226,18.1394,18.3743,30.9825,16.7524,18.5597,31.8107,15.5713,19.0288,31.9458,14.8283,NaN,NaN,NaN,13.0671,27.7654,20.146,13.1426,29.2738,18.7933,13.1106,31.2286,16.6058,13.4399,32.0413,15.5297,13.3672,32.4675,14.3204,13.4855,33.0673,12.6536,13.7867,33.6838,11.8043,13.8885,34.185,11.0068
20.1257,25.6794,19.0098,19.9617,27.4653,18.0936,20.1958,29.1053,16.9319,18.6458,26.4923,18.9848,19.3161,27.2791,18.4941,19.3987,26.0113,18.9862,17.1421,25.3668,19.7061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9265,27.186,19.6957,16.0267,27.0936,19.3883,17.2381,28.9804,18.25,15.9973,29.4409,18.3162,14.6218,29.5753,18.5757,16.6289,31.7881,15.7082,14.8811,31.7876,15.8993,15.2761,32.5634,14.6117,17.474,32.5855,14.0303,15.7095,33.2799,12.6541,16.1065,33.4793,11.8477,20.054,23.5067,19.4282,17.2173,26.1766,19.1246,20.1557,30.787,15.8394,17.8626,32.5767,13.3877,16.3544,33.5953,11.1693,13.5773,34.8642,10.3046,13.0308,33.0161,12.9083,16.2648,30.6353,16.6144,14.5476,30.6286,16.8365,12.3553,30.2291,17.2537,13.5448,23.65,20.3347,10.7859,23.6244,20.3624,19.7886,22.2348,20.9435,17.5014,21.8996,21.1765,18.5611,24.5521,19.2251,18.7573,28.397,17.9715,18.3508,30.9392,16.5018,18.5357,31.771,15.3104,19.0046,31.9048,14.5641,NaN,NaN,NaN,13.0686,27.7475,19.9123,13.1286,29.281,18.5622,13.0841,31.3168,16.4168,13.4242,32.2393,15.377,13.358,32.7558,14.1612,13.4891,33.4678,12.5151,13.8389,34.0874,11.6894,13.9867,34.6227,10.8976
20.1944,25.6601,18.9035,20.0014,27.4207,17.9183,20.1947,29.0478,16.7113,18.6988,26.4992,18.8844,19.3602,27.2637,18.3577,19.4571,26.0182,18.9093,17.2108,25.3754,19.6638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9372,27.2094,19.5947,16.0545,27.0219,19.2469,17.2386,28.9804,18.0831,15.9841,29.4522,18.1223,14.6057,29.5782,18.3616,16.6092,31.787,15.4488,14.8633,31.8456,15.6549,15.2791,32.6595,14.3817,17.4741,32.5822,13.7696,15.7318,33.4095,12.4358,16.1233,33.5645,11.617,20.1149,23.5177,19.4165,17.2849,26.1732,19.0599,20.1195,30.7212,15.5774,17.8562,32.5255,13.1142,16.3789,33.6873,10.9372,13.7012,35.2298,10.1766,13.0456,33.373,12.7491,16.3081,30.657,16.3884,14.5205,30.6383,16.6155,12.3293,30.266,17.0551,13.6908,23.4726,20.2439,10.8528,23.5839,20.3333,19.8552,22.2695,20.9526,17.5883,21.7485,21.1331,18.6311,24.5693,19.1975,18.7782,28.3646,17.8071,18.3197,30.8564,16.2276,18.5155,31.728,15.0389,18.9828,31.8323,14.2964,12.0717,25.6061,20.2614,13.0604,27.7159,19.6702,13.1146,29.2626,18.3365,13.0623,31.3613,16.1928,13.4225,32.3424,15.1496,13.3733,32.9655,13.9665,13.5338,33.7838,12.3563,13.9435,34.4347,11.5619,14.1203,35.0185,10.7666
20.2279,25.6724,18.8292,20.0336,27.3646,17.7498,20.1879,28.9597,16.4848,18.7499,26.4795,18.7748,19.3998,27.2113,18.2035,19.509,26.0353,18.8253,17.2603,25.3716,19.6084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9492,27.259,19.5051,16.0789,27.0856,19.1943,17.2453,28.958,17.9026,15.9728,29.4354,17.9225,14.5813,29.5585,18.1329,16.5951,31.7647,15.1593,14.8484,31.8602,15.381,15.2979,32.7418,14.1506,17.4778,32.543,13.4972,15.7672,33.4921,12.2042,16.1639,33.6425,11.3806,20.1785,23.5301,19.4048,17.3491,26.157,18.9815,20.0794,30.6218,15.3125,17.8526,32.4633,12.8308,16.4161,33.7322,10.6891,13.8477,35.469,10.0191,13.0864,33.6491,12.5716,16.2877,30.5833,16.1371,14.5024,30.5885,16.3677,12.3008,30.3071,16.8447,13.8375,23.6078,20.2835,10.9221,23.5145,20.3107,19.945,22.3937,20.9305,17.6753,21.8999,21.1221,18.6931,24.5683,19.1701,18.8038,28.3191,17.6313,18.2944,30.7901,15.9792,18.5015,31.6698,14.761,18.9651,31.7471,14.0144,12.1197,25.5695,20.1707,13.0664,27.672,19.4237,13.0969,29.2681,18.1149,13.048,31.3811,15.9394,13.4228,32.3987,14.8737,13.4148,33.1327,13.7575,13.6017,34.0375,12.1877,14.0452,34.6406,11.4066,14.2738,35.2296,10.613
20.2735,25.654,18.7501,20.0713,27.3099,17.5882,20.1898,28.8802,16.2691,18.8401,26.5735,18.7108,19.449,27.181,18.0621,19.589,26.1017,18.7731,17.3211,25.3871,19.5725,NaN,NaN,NaN,NaN,NaN,NaN,13.9912,27.587,19.5905,14.9722,27.2987,19.416,16.1212,27.1365,19.1203,17.2463,28.9436,17.7062,15.9665,29.4281,17.7104,14.5551,29.5488,17.8979,16.5807,31.6732,14.8561,14.8442,31.8488,15.0923,15.3322,32.7912,13.909,17.4863,32.4691,13.214,15.815,33.5299,11.9527,16.2219,33.6901,11.137,20.2493,23.5474,19.3909,17.4148,26.1843,18.921,20.0508,30.5166,15.0435,17.8579,32.3779,12.5517,16.4603,33.7086,10.429,13.9987,35.6398,9.8069,13.1464,33.8567,12.3699,16.2677,30.5533,15.8745,14.4784,30.5815,16.1118,12.2829,30.3467,16.6059,13.8264,23.5828,20.2544,10.9919,23.4157,20.2708,20.0227,22.3191,20.9186,17.7172,21.8306,21.1069,18.7544,24.5764,19.133,18.8334,28.2781,17.4588,18.2759,30.7114,15.7106,18.493,31.5883,14.4803,18.9572,31.6565,13.7347,12.1627,25.5119,20.0495,13.0733,27.6136,19.1941,13.0649,29.2836,17.9046,13.0369,31.3891,15.6609,13.4323,32.4163,14.5841,13.4586,33.2349,13.5229,13.6847,34.2031,11.9857,14.176,34.8799,11.2179,14.4017,35.3689,10.4113
20.3342,25.6465,18.6676,20.1129,27.2527,17.4286,20.2009,28.783,16.0526,18.8835,26.5635,18.6176,19.4953,27.1502,17.9235,19.6437,26.081,18.6716,17.3744,25.4142,19.5376,NaN,NaN,NaN,NaN,NaN,NaN,13.9712,27.5662,19.3921,15.0088,27.3002,19.3324,16.1723,27.169,19.0461,17.2541,28.9026,17.5048,15.9561,29.4039,17.4842,14.5319,29.5009,17.6342,16.5673,31.5797,14.5435,14.8512,31.8131,14.7968,15.3675,32.7736,13.6397,17.5049,32.394,12.9313,15.8667,33.5144,11.6863,16.2874,33.677,10.8809,20.3166,23.5684,19.3798,17.4901,26.2054,18.8496,20.0288,30.4024,14.786,17.8692,32.2609,12.2577,16.5121,33.6519,10.151,14.1473,35.7312,9.5469,13.2231,33.9858,12.1382,16.2439,30.4934,15.6095,14.459,30.5608,15.8411,12.2657,30.3802,16.3513,13.8692,23.445,20.1922,11.0699,23.3143,20.2252,20.0716,22.3185,20.8871,17.8117,21.84,21.07,18.8149,24.5809,19.1007,18.8601,28.2131,17.2677,18.262,30.6211,15.4405,18.4906,31.4809,14.1936,18.9552,31.5463,13.4562,12.1972,25.4586,19.9263,13.0716,27.5816,18.9808,13.0428,29.3146,17.696,13.0288,31.3849,15.3668,13.4497,32.4479,14.3122,13.5021,33.308,13.2611,13.7764,34.3009,11.7386,14.2856,34.9639,10.9318,14.5307,35.4268,10.1422
20.3994,25.6287,18.5839,20.157,27.2103,17.2934,20.2239,28.6987,15.8489,18.944,26.5423,18.4995,19.5547,27.1037,17.782,19.7043,26.0764,18.5842,17.4311,25.4388,19.501,NaN,NaN,NaN,NaN,NaN,NaN,13.9646,27.5449,19.1809,15.0548,27.4119,19.269,16.2169,27.2069,18.973,17.2651,28.8541,17.2879,15.9426,29.3185,17.2151,14.5135,29.4438,17.352,16.5816,31.4832,14.2522,14.8586,31.7553,14.5102,15.3997,32.7258,13.3473,17.5322,32.2806,12.6451,15.9313,33.4774,11.4098,16.3391,33.5911,10.5878,20.3739,23.5755,19.3667,17.556,26.1642,18.7195,20.0181,30.2555,14.5174,17.9002,32.137,11.9721,16.5761,33.5397,9.8633,14.291,35.7346,9.2532,13.2988,34.0215,11.8498,16.2477,30.4235,15.337,14.4558,30.5201,15.5634,12.2566,30.3934,16.0787,14.1036,23.6634,20.2064,11.1324,23.2448,20.1886,20.1322,22.281,20.8968,17.8883,21.9409,21.0964,18.8806,24.5929,19.0608,18.9029,28.1566,17.0978,18.2607,30.5166,15.1725,18.4958,31.3677,13.9149,18.9681,31.4026,13.1737,12.2353,25.4197,19.7998,13.053,27.5535,18.7817,13.0137,29.3459,17.474,13.025,31.3836,15.0858,13.4694,32.463,14.0325,13.5487,33.3161,12.9692,13.8703,34.3124,11.4428,14.3901,34.899,10.6269,14.6494,35.4025,9.8431
20.4628,25.6169,18.5107,20.2102,27.1585,17.1566,20.2522,28.6,15.6562,18.9984,26.5428,18.392,19.6163,27.073,17.647,19.7675,26.0798,18.5012,17.4877,25.4533,19.454,15.168,25.0927,19.8395,NaN,NaN,NaN,13.9822,27.4998,18.9668,15.0702,27.4729,19.1284,16.2649,27.2481,18.8881,17.277,28.7956,17.0685,15.9335,29.2702,16.971,14.5008,29.4001,17.0879,16.6072,31.398,13.9803,14.8893,31.6875,14.2218,15.4331,32.6107,13.025,17.5706,32.1539,12.352,16.0102,33.3926,11.1157,16.3985,33.4616,10.284,20.4366,23.5921,19.3536,17.6138,26.14,18.6411,20.0211,30.1484,14.2771,17.9342,31.9959,11.6839,16.6314,33.4001,9.5616,14.4201,35.6468,8.9245,13.3799,33.9876,11.5274,16.2471,30.34,15.0659,14.457,30.4712,15.2835,12.26,30.3718,15.7948,14.2211,23.6029,20.1705,11.2144,23.1588,20.1328,20.2367,22.4369,20.8962,17.9721,21.9285,21.0796,18.9444,24.5944,19.0223,18.945,28.0922,16.9246,18.2705,30.4062,14.9103,18.5152,31.2398,13.6384,18.9901,31.268,12.9014,12.2688,25.3746,19.6567,13.031,27.5328,18.6011,12.9969,29.3619,17.2358,13.0411,31.3602,14.8075,13.5031,32.4029,13.7221,13.6032,33.2591,12.6468,13.9587,34.2746,11.1399,14.4896,34.8189,10.305,14.7729,35.3296,9.516
20.5303,25.6116,18.4351,20.2689,27.1049,17.0247,20.2913,28.4947,15.4665,19.0598,26.5308,18.2858,19.672,27.0471,17.5262,19.8282,26.078,18.4196,17.5348,25.4856,19.3995,15.2074,25.1172,19.8263,NaN,NaN,NaN,14.0044,27.4671,18.7499,15.0932,27.4578,18.9302,16.3306,27.2896,18.7839,17.3023,28.7514,16.8783,15.938,29.171,16.7097,14.5038,29.3483,16.823,16.6467,31.3154,13.7143,14.9208,31.5827,13.9242,15.4788,32.4565,12.6864,17.627,32.0056,12.0614,16.0933,33.2601,10.8074,16.4855,33.3123,9.9628,20.5001,23.599,19.3411,17.6783,26.1261,18.5257,20.0339,29.984,14.0227,17.9883,31.8121,11.3923,16.7164,33.2157,9.2452,14.5326,35.4829,8.5704,13.4522,33.8555,11.1703,16.2703,30.2374,14.7987,14.4746,30.3968,15.0105,12.2718,30.3184,15.5096,14.1998,23.464,20.1111,11.2921,23.0749,20.0893,20.2614,22.3767,20.8697,18.0183,21.9197,21.063,19.0109,24.6124,18.9738,18.9891,28.0262,16.7509,18.2928,30.2854,14.651,18.5489,31.0846,13.3622,19.0257,31.0943,12.6282,12.3113,25.3268,19.5075,13.0202,27.534,18.4482,12.9981,29.3247,16.9736,13.0755,31.2917,14.5135,13.5467,32.2995,13.3872,13.6579,33.1458,12.3028,14.0395,34.1509,10.7913,14.5936,34.7198,9.9842,14.8942,35.2129,9.1711
20.5933,25.6001,18.3593,20.3303,27.0549,16.8957,20.3409,28.3873,15.2815,19.1193,26.5093,18.1692,19.7342,27.0085,17.4038,19.8983,26.0618,18.3297,17.6009,25.6325,19.4116,15.2437,25.1817,19.8284,NaN,NaN,NaN,14.0248,27.4311,18.5344,15.1181,27.4268,18.7281,16.3829,27.332,18.6714,17.3317,28.6613,16.6626,15.9602,29.0804,16.4642,14.5222,29.2723,16.5693,16.6958,31.2008,13.4516,14.9617,31.4564,13.6164,15.5364,32.3032,12.3639,17.6925,31.8429,11.771,16.1717,33.0502,10.458,16.5928,33.1235,9.6441,20.563,23.6236,19.3306,17.75,26.1203,18.4166,20.0603,29.9368,13.7735,18.0477,31.6183,11.0997,16.8088,32.9604,8.9152,14.6299,35.2501,8.1873,13.5247,33.6476,10.7904,16.3701,30.2217,14.5528,14.5064,30.3025,14.739,12.2999,30.252,15.2306,14.2151,23.4185,20.0696,11.3742,22.9921,20.0383,20.3267,22.4201,20.8767,18.097,21.8996,21.0283,19.0793,24.6308,18.927,19.0405,27.9508,16.5806,18.3283,30.1589,14.4038,18.5913,30.9389,13.0946,19.0754,30.9166,12.3591,12.3566,25.2829,19.369,13.0265,27.543,18.2908,13.0132,29.2429,16.7058,13.1213,31.1948,14.2045,13.5993,32.1373,13.0484,13.7193,32.9623,11.94,14.117,33.9586,10.4192,14.6883,34.5198,9.6196,14.9982,34.987,8.7975
20.6598,25.5903,18.2839,20.3941,26.9895,16.7709,20.3955,28.2766,15.1096,19.1853,26.4909,18.0629,19.8003,26.9575,17.2707,19.9571,26.0399,18.2403,17.6612,25.6613,19.3309,15.2955,25.2373,19.8122,13.7928,25.0253,19.7212,14.0572,27.3463,18.3144,15.1444,27.3595,18.5173,16.4219,27.3029,18.4934,17.3763,28.5822,16.4527,15.9978,29.0056,16.2386,14.5555,29.1998,16.3292,16.745,31.0502,13.1676,15.0161,31.3286,13.3254,15.6097,32.1517,12.0552,17.7563,31.6316,11.4788,16.2502,32.8046,10.1141,16.6933,32.8702,9.3098,20.6265,23.6461,19.3133,17.8219,26.0931,18.2693,20.1274,29.8573,13.5492,18.128,31.3823,10.8094,16.912,32.6947,8.587,14.723,34.9377,7.7665,13.5945,33.3685,10.3888,16.3318,30.0171,14.3096,14.5476,30.186,14.4788,12.4086,30.2284,14.957,14.2148,23.3846,20.0694,11.4571,22.9155,19.9806,20.4012,22.5052,20.8663,18.1729,21.9667,21.0375,19.1396,24.6238,18.8802,19.0991,27.8718,16.4151,18.3744,30.0209,14.1639,18.65,30.7618,12.8344,19.1349,30.7155,12.0963,12.3974,25.2181,19.2193,13.061,27.5197,18.1107,13.0506,29.1356,16.4397,13.1697,31.0713,13.9091,13.6683,31.9897,12.7262,13.7895,32.7345,11.5675,14.194,33.6647,10.0037,14.7755,34.2392,9.1962,15.0877,34.692,8.398
20.7229,25.5714,18.214,20.4619,26.9218,16.6416,20.4597,28.1445,14.9389,19.2572,26.4644,17.9508,19.8661,26.9108,17.1488,20.0182,26.0321,18.1573,17.7081,25.6448,19.2381,15.3518,25.2975,19.7465,13.8434,25.0268,19.6055,14.097,27.2934,18.1217,15.1862,27.3043,18.3199,16.4592,27.2331,18.2945,17.4311,28.4876,16.2479,16.0539,28.9311,16.0305,14.6076,29.1037,16.0965,16.8145,30.8683,12.8858,15.085,31.1747,13.0372,15.6863,31.9605,11.7453,17.835,31.3826,11.1794,16.3398,32.5128,9.7719,16.7863,32.5597,8.9686,20.6889,23.662,19.2986,17.8796,26.0066,18.1329,20.1867,29.6804,13.3267,18.22,31.1415,10.5228,17.0399,32.3718,8.2546,14.8221,34.5551,7.3324,13.6798,33.063,9.9908,16.4526,29.9334,14.0541,14.6047,30.0624,14.2211,12.3913,30.0738,14.7008,14.2619,23.2505,20.0334,11.5307,22.8579,19.9156,20.4948,22.5306,20.8549,18.2552,22.0103,21.0244,19.207,24.6712,18.8309,19.1619,27.7864,16.2538,18.4343,29.8658,13.9279,18.7203,30.5778,12.5802,19.2089,30.5114,11.8431,12.4461,25.1455,19.0718,13.11,27.4509,17.8892,13.0974,29.0395,16.1864,13.2303,30.9296,13.6214,13.737,31.8111,12.4088,13.8676,32.4832,11.2094,14.2736,33.3259,9.5897,14.8621,33.9114,8.791,15.1914,34.3484,7.9921
20.7862,25.554,18.1434,20.5325,26.849,16.523,20.538,28.0236,14.7789,19.3267,26.4375,17.8302,19.9335,26.8487,17.0276,20.0874,25.9996,18.0525,17.7706,25.67,19.1692,15.4052,25.336,19.65,13.9024,25.003,19.4796,14.1415,27.2189,17.9263,15.2315,27.2257,18.1151,16.503,27.1599,18.0941,17.4945,28.4147,16.0659,16.1184,28.8725,15.8372,14.6716,29.0285,15.8799,16.8974,30.6762,12.6147,15.1681,30.9719,12.756,15.7732,31.7017,11.4247,17.9281,31.1156,10.8933,16.4401,32.187,9.4322,16.8999,32.2117,8.6265,20.7485,23.6897,19.2865,17.954,25.999,18.0591,20.2228,29.3231,13.1439,18.3283,30.859,10.2476,17.1581,32.0311,7.9201,14.9329,34.1431,6.9169,13.7716,32.7249,9.6151,16.5013,29.7981,13.8509,14.6768,29.9231,13.9728,12.4218,29.9034,14.444,14.427,23.3236,19.9857,11.6218,22.7843,19.8414,20.5272,22.4688,20.8086,18.3198,22.0405,21.0416,19.2674,24.6754,18.7566,19.2319,27.7025,16.0997,18.5075,29.7049,13.7041,18.8063,30.3826,12.3298,19.3053,30.2779,11.5928,12.4971,25.0693,18.9359,13.1693,27.3377,17.64,13.1612,28.9343,15.9459,13.3078,30.7789,13.3364,13.8195,31.5988,12.088,13.9531,32.2235,10.8633,14.3657,32.9747,9.2042,14.9606,33.5372,8.3851,15.2879,33.925,7.5647
20.8482,25.5372,18.0808,20.608,26.7786,16.4092,20.6203,27.8892,14.6298,19.3947,26.4212,17.7324,20.0065,26.7845,16.9097,20.1536,25.9626,17.9549,17.8271,25.7121,19.0903,15.4558,25.312,19.507,13.9604,24.9434,19.3265,14.19,27.1549,17.737,15.2813,27.1491,17.9167,16.55,27.0937,17.9118,17.5751,28.3343,15.8977,16.1927,28.79,15.6421,14.7415,28.9452,15.673,16.9913,30.4589,12.3529,15.2629,30.7775,12.4808,15.8762,31.4173,11.1041,18.0377,30.8591,10.6196,16.553,31.8342,9.0904,17.0306,31.8325,8.2963,20.8065,23.7097,19.2698,18.0208,25.9639,17.9646,20.3338,29.3644,12.9223,18.4516,30.5711,9.9759,17.3052,31.6345,7.5769,15.0861,33.7753,6.5215,13.8896,32.3724,9.2412,16.5851,29.5187,13.5498,14.7637,29.7718,13.7309,12.5088,29.7344,14.1906,14.5526,23.4018,19.9752,11.6946,22.7372,19.7755,20.6106,22.6206,20.8345,18.3716,22.0119,20.9778,19.3298,24.6639,18.6991,19.3112,27.623,15.9544,18.5987,29.5281,13.4856,18.9066,30.1528,12.0918,19.4119,30.0401,11.3597,12.5564,24.9768,18.8035,13.2475,27.2135,17.3885,13.2357,28.8414,15.7164,13.4023,30.5799,13.0509,13.9124,31.348,11.762,14.057,31.9155,10.5109,14.4777,32.6125,8.8317,15.0637,33.1025,7.983,15.4034,33.5057,7.1538
