Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sj19R_X,Sj19R_Y,Sj19R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,23.4077,30.0999,11.9836,24.1785,29.7803,10.0245,21.7583,30.2903,12.8024,22.6571,30.2879,12.1618,22.3164,30.3923,13.4909,19.8674,29.697,13.9958,17.8895,28.3368,14.2349,16.8722,27.1566,14.1218,17.53,27.5779,11.1769,18.4013,28.2499,11.5426,19.3377,29.0512,11.9092,20.9211,29.6446,9.796,19.8609,28.8185,8.8565,18.6056,28.1163,8.3416,21.9164,29.0463,5.5359,20.3449,28.6547,4.8951,21.481,28.6327,3.7179,23.6579,28.7996,4.4267,23.0569,28.0698,2.2847,23.8711,27.7508,1.8913,22.6135,29.5209,15.5528,20.5268,29.581,12.8741,24.5667,29.5235,7.8993,24.334432,28.279228,4.2936,24.376215,28.027448,1.486534,22.951533,28.096038,-1.378848,23.090239,28.907397,4.757693,22.2235,28.2993,2.7947,20.759,27.3336,1.1897,20.9555,29.0048,6.8719,19.29,28.2656,6.2257,17.3439,27.3834,5.8852,16.7824,27.655,16.2305,16.7997,27.7363,16.3065,NaN,NaN, NaN ,22.50878286,28.62228275,17.04556093,20.602087,27.6358288,17.27119451,26.411,28.2137,7.8812,25.2594,29.1766,7.9168,21.4653,29.608,14.6056,22.3989,29.92,10.7099,22.8184,29.619,7.383,23.7205,29.3553,6.1836,24.5396,28.9575,5.9063,15.9691,26.2959,13.5394,16.8446,27.0585,10.6256,17.2691,27.5603,7.9906,18.5378,27.9323,4.8787,19.5364,28.0291,3.6257,20.3341,27.6261,2.3873,21.3646,27.7581,0.9159,22.2458,27.9091,0.2037,22.9579,27.8735,-0.5104
NaN,NaN,NaN,23.5593,30.1005,12.0517,24.4147,29.7427,10.1397,21.8801,30.2782,12.7974,22.8059,30.2868,12.1976,22.4112,30.4147,13.503,19.964,29.709,13.9678,17.9634,28.4136,14.205,16.9624,27.356,14.0965,17.7894,27.472,11.1602,18.6129,28.1877,11.5432,19.5355,28.9962,11.8997,21.1884,29.5274,9.8187,20.1862,28.6521,8.8633,18.9529,27.9081,8.3331,22.3307,28.8742,5.6082,20.7827,28.438,4.9218,21.9463,28.3911,3.7759,24.1167,28.5835,4.5626,23.6002,27.8108,2.4232,24.3912,27.4717,2.0468,22.6477,29.5704,15.5486,20.6487,29.5754,12.8448,24.8915,29.4389,8.0421,24.806089,28.092845,4.473635,24.961991,27.799014,1.692114,23.613417,27.962657,-1.257278,23.524131,28.728074,4.868904,22.7458,28.0256,2.8965,21.37,26.9921,1.2818,21.3275,28.8386,6.9075,19.6813,27.9896,6.1989,17.7847,27.0494,5.8156,16.8324,27.7386,16.22,16.8487,27.8108,16.2861,NaN,NaN, NaN ,22.53528037,28.69994345,17.03840331,20.61695627,27.7385429,17.2619237,26.823,27.9767,8.1538,25.5891,29.0814,8.096,21.5297,29.6448,14.5989,22.6046,29.8774,10.7507,23.1652,29.5019,7.4642,24.1074,29.2049,6.3045,24.9412,28.8107,6.0622,16.1852,26.2452,13.545,17.1386,26.8758,10.592,17.6362,27.3277,7.9559,18.9795,27.6816,4.8641,20.0127,27.7656,3.641,20.8725,27.3173,2.4322,21.9476,27.4363,1.0017,22.9202,27.5337,0.3145,23.65,27.4778,-0.3712
NaN,NaN,NaN,23.7037,30.0939,12.1307,24.6408,29.7153,10.2749,21.9927,30.2948,12.8088,22.9394,30.2873,12.243,22.4982,30.4432,13.5222,20.0662,29.7183,13.954,18.078,28.4519,14.1863,NaN,NaN,NaN,17.9922,27.6432,11.1381,18.8243,28.1254,11.5437,19.728,28.9419,11.9024,21.4505,29.4144,9.8639,20.5004,28.49,8.9021,19.3001,27.7167,8.3549,22.7412,28.6879,5.7032,21.2114,28.2129,4.982,22.4512,28.1407,3.8837,24.5699,28.3812,4.7263,24.1116,27.5708,2.5974,25.0055,27.3176,2.2666,22.6829,29.6423,15.5456,20.7665,29.5782,12.8228,25.2043,29.3651,8.2152,25.257131,27.913556,4.675184,25.538433,27.585065,1.928038,24.269287,27.521726,-1.042341,23.962253,28.528368,5.015087,23.2699,27.7727,3.0385,21.9473,26.7446,1.4197,21.6983,28.6877,6.971,20.0803,27.7728,6.2676,18.2318,26.7748,5.8412,16.8801,27.7564,16.1639,16.9029,27.8733,16.2627,NaN,NaN, NaN ,22.55588448,28.77439576,17.02048305,20.62994021,27.85095653,17.25235214,27.1553,27.9318,8.4199,25.8997,29.0245,8.2938,21.5944,29.6949,14.5981,22.8041,29.8472,10.8056,23.5029,29.3919,7.5713,24.4889,29.0682,6.45,25.3303,28.6743,6.2474,NaN,NaN, NaN ,NaN,NaN, NaN ,18.0194,27.0854,7.9556,19.4324,27.4344,4.8928,20.49,27.4972,3.6945,21.3919,27.0709,2.5247,22.5318,27.1064,1.1293,23.5058,27.1859,0.4712,24.2772,27.0756,-0.1881
NaN,NaN,NaN,23.8378,30.1152,12.2198,24.8509,29.7009,10.4264,22.0978,30.3213,12.8238,23.0626,30.2953,12.2933,22.5801,30.4733,13.5476,20.1555,29.8922,13.9411,NaN,NaN,NaN,17.2809,27.3092,14.0454,18.2241,27.5915,11.1558,19.0084,28.0769,11.5503,19.9032,28.9037,11.9338,21.7073,29.3297,9.9378,20.7974,28.3637,8.9704,19.633,27.5573,8.4004,23.1355,28.531,5.8322,21.6526,27.9801,5.0743,22.9228,27.9208,4.0274,24.9983,28.2181,4.9258,24.6533,27.284,2.8086,25.4854,26.9924,2.5198,22.7152,29.7108,15.5461,20.8688,29.5918,12.8143,25.5056,29.3102,8.4034,25.70205,27.753607,4.907253,26.082607,27.321817,2.219197,24.865113,27.545809,-0.891778,24.389609,28.368758,5.194887,23.7841,27.4868,3.2215,NaN,NaN, NaN ,22.0613,28.5223,7.0638,20.5039,27.5737,6.3394,18.6513,26.5136,5.8722,16.9302,27.8401,16.1534,16.9657,27.9357,16.2615,NaN,NaN, NaN ,22.57919996,28.84115417,17.00147981,20.63302753,27.92088847,17.23261173,27.4676,27.9401,8.7086,26.2069,28.9876,8.517,21.6573,29.7489,14.6023,22.9917,29.8395,10.8798,23.8292,29.2839,7.6982,24.8587,28.9557,6.6267,25.7099,28.5621,6.4597,NaN,NaN, NaN ,17.650641,26.56364,10.576512,18.3968,26.866,7.9797,NaN,NaN,NaN,20.9898,27.2199,3.7859,21.907,26.8259,2.653,23.2427,26.503,1.3076,24.1292,26.8214,0.6766,24.8335,26.662,0.0398
NaN,NaN,NaN,23.9608,30.1494,12.3143,25.0478,29.7049,10.5907,22.1944,30.3367,12.8462,23.1821,30.3219,12.3533,22.6607,30.5271,13.5796,20.2384,29.9185,13.9406,NaN,NaN,NaN,NaN,NaN,NaN,18.4505,27.5212,11.1892,19.2246,28.0027,11.6046,20.095,28.8775,11.9749,21.947,29.2532,10.023,21.0819,28.2644,9.0582,19.947,27.4267,8.4721,23.5229,28.3699,5.9911,22.0815,27.7626,5.2069,23.3805,27.699,4.1895,25.4287,28.0521,5.1596,25.1675,27.0402,3.0693,25.707,26.6718,2.8723,22.7529,29.7797,15.5401,20.9654,29.6119,12.8148,25.7867,29.2902,8.6199,26.130027,27.618643,5.179377,26.627838,27.118866,2.550087,25.5098,26.674941,-0.492634,24.804914,28.195363,5.400678,24.2658,27.2582,3.4359,NaN,NaN, NaN ,22.4183,28.3739,7.189,20.8749,27.3697,6.4133,19.101,26.231,5.951,16.9829,27.8436,16.1509,16.9986,27.7927,16.3133,NaN,NaN, NaN ,22.60429685,28.93227898,16.99000956,20.65677691,28.01508875,17.23070439,27.6847,28.0405,8.9741,26.4951,28.9898,8.765,21.7207,29.8161,14.6131,23.1654,29.8374,10.9646,24.1404,29.1941,7.8546,25.2089,28.8562,6.8262,26.076,28.4735,6.7036,NaN,NaN, NaN ,NaN,NaN, NaN ,18.7619,26.6975,8.0361,NaN,NaN,NaN,21.4926,26.9279,3.9222,22.4494,26.52,2.8222,NaN,NaN,NaN,24.6856,26.4961,0.9214,25.5048,26.3632,0.3186
NaN,NaN,NaN,24.0687,30.1955,12.4131,25.2231,29.74,10.7708,22.2863,30.3793,12.8786,23.285,30.3639,12.4226,22.7296,30.5837,13.613,20.3109,29.9499,13.9454,NaN,NaN,NaN,NaN,NaN,NaN,18.6578,27.4518,11.2348,19.4406,27.9284,11.6588,20.2644,28.8652,12.0307,22.1611,29.1918,10.1197,21.3491,28.1932,9.1588,20.2398,27.3182,8.5565,23.9063,28.194,6.1771,22.5026,27.5061,5.3714,23.7994,28.1163,4.3203,25.8375,27.913,5.4169,25.6686,26.8368,3.3561,26.5391,26.5483,3.1465,22.7881,29.8521,15.5404,21.0571,29.6342,12.8213,26.0536,29.3003,8.8528,26.546288,27.505529,5.485861,27.163714,26.915608,2.924199,26.149746,26.776379,-0.225185,25.190146,28.043956,5.628365,24.7244,27.9014,3.5699,23.444713,26.479654,1.868026,22.756,28.2283,7.3378,21.2768,27.1431,6.535,19.5269,26.027,6.0762,17.0882,27.8506,16.146,NaN,NaN,NaN,NaN,NaN, NaN ,22.62784811,29.00589229,16.97781527,20.67387839,28.11289997,17.22038382,27.9585,28.0801,9.3021,26.7569,29.0109,9.0331,21.7782,29.8815,14.6237,23.3276,29.8537,11.062,24.4387,29.1291,8.0343,25.5428,28.7605,7.0509,26.4209,28.4143,6.9698,NaN,NaN, NaN ,NaN,NaN, NaN ,19.1224,26.5219,8.1124,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,25.2883,26.115,1.2232,26.1093,26.0487,0.6482
NaN,NaN,NaN,24.165,30.2595,12.5164,25.379,29.7956,10.96,22.3607,30.421,12.9156,23.3786,30.4154,12.4959,22.7895,30.6402,13.6492,20.352,30.0053,13.9472,NaN,NaN,NaN,NaN,NaN,NaN,18.8584,27.4486,11.279,19.6566,27.8539,11.713,20.4197,28.8691,12.0893,22.3775,29.1901,10.2377,21.5945,28.1415,9.2785,20.5221,27.2265,8.6638,24.2739,28.0564,6.4006,22.914,27.3441,5.5617,24.2461,27.9405,4.5538,26.2343,27.7879,5.7006,26.1558,26.6566,3.6799,27.0383,26.369,3.5124,22.8291,29.9358,15.538,21.133,29.6613,12.8427,26.2941,29.3203,9.0969,26.94594,27.40442,5.811762,27.671077,26.699368,3.330105,26.805945,26.343964,0.236776,25.567334,27.894342,5.890044,25.2067,27.6673,3.8554,NaN,NaN, NaN ,23.0875,28.1024,7.5183,21.6559,26.9955,6.7035,19.9283,25.7305,6.21,17.1434,27.7739,16.1516,NaN,NaN,NaN,NaN,NaN, NaN ,22.64603181,29.07807599,16.96362055,20.7006452,28.21569538,17.20207507,28.2094,28.1611,9.6586,27.0051,29.055,9.3134,21.8325,29.9503,14.6435,23.4669,29.8813,11.1698,24.7165,29.0725,8.2337,25.861,28.6947,7.2977,26.7492,28.3772,7.2619,NaN,NaN, NaN ,NaN,NaN, NaN ,19.4355,26.3641,8.2077,21.1941,26.966,5.2906,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.244,30.3333,12.6238,25.5157,29.8625,11.1568,22.4267,30.4766,12.9621,23.4531,30.4754,12.5761,22.8443,30.7067,13.6884,20.3897,30.0702,13.9437,NaN,NaN,NaN,NaN,NaN,NaN,19.0499,27.3948,11.3473,19.8187,27.8537,11.7596,20.5637,28.8928,12.1553,22.5612,29.1687,10.361,21.8435,28.0869,9.3985,20.8001,27.13,8.7812,24.6171,28.5163,6.5692,23.2953,27.7444,5.7091,24.6955,27.7868,4.8207,26.6174,27.7162,6.0142,26.6386,26.4751,4.0319,27.532,26.2134,3.9156,22.8678,30.0163,15.534,21.1953,29.7013,12.8659,26.5156,29.3727,9.3648,27.319929,27.348869,6.164035,28.1877,26.622446,3.759901,27.423124,25.899586,0.645107,25.941393,27.797397,6.18406,25.6958,27.3889,4.192,NaN,NaN, NaN ,23.404,27.9996,7.7159,21.952,26.9142,6.8659,20.3313,25.5291,6.3932,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.67602574,29.1571236,16.94459324,20.72566257,28.32536823,17.19546264,28.4276,28.2661,10.0231,27.2184,29.1327,9.6113,21.8806,30.0256,14.6636,23.5944,29.9332,11.2909,24.9819,29.0554,8.4475,26.1611,28.6563,7.5704,27.0554,28.3667,7.5717,NaN,NaN, NaN ,NaN,NaN, NaN ,19.6896,26.6087,8.283,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.3078,30.4246,12.7369,25.6251,29.9576,11.3616,22.4874,30.5419,13.0127,23.5171,30.5416,12.6534,22.8938,30.787,13.7289,20.4178,30.1646,13.9431,NaN,NaN,NaN,NaN,NaN,NaN,19.2373,27.3876,11.4153,19.9369,28.19,11.7608,20.6639,29.1516,12.1907,22.736,29.1972,10.4849,22.0564,28.06,9.5398,21.0663,27.0422,8.919,24.9623,28.4463,6.8331,23.6993,27.6094,5.944,25.126,27.5983,5.1274,26.9831,27.6464,6.3534,27.1239,26.3343,4.4273,28.0075,26.114,4.3366,22.9064,30.0989,15.5318,21.2497,29.7521,12.8969,26.7133,29.4537,9.6413,27.683153,27.299647,6.540792,28.683625,26.51359,4.237165,28.041497,25.648209,1.15992,26.321432,28.430537,6.408886,26.1601,27.2393,4.5447,NaN,NaN, NaN ,23.7028,27.9252,7.921,22.2893,26.7976,7.0629,20.7076,25.3837,6.5608,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.70320161,29.24632328,16.926175,20.75374099,28.41739123,17.18612235,28.6223,28.4156,10.4095,27.4109,29.2297,9.916,21.9242,30.1015,14.6864,23.6993,29.9907,11.4158,25.2239,29.0632,8.6751,26.4421,28.6427,7.8603,27.3436,28.3951,7.9067,NaN,NaN, NaN ,NaN,NaN, NaN ,19.9867,26.5645,8.3959,NaN,NaN,NaN,23.374214,26.370573,4.702049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.3601,30.506,12.848,25.7178,30.0586,11.5669,22.542,30.6071,13.063,23.5715,30.6201,12.7406,22.9345,30.861,13.7726,20.4545,30.2745,13.9448,NaN,NaN,NaN,NaN,NaN,NaN,19.413,27.3845,11.5062,20.0025,28.2798,11.9008,20.773,29.1869,12.2434,22.884,29.2564,10.6003,22.2271,28.1247,9.6638,21.3311,26.9832,9.0621,25.2984,28.3856,7.1157,24.1002,27.4456,6.221,25.5527,27.456,5.4616,27.3326,27.6177,6.7187,27.5736,26.23,4.8369,28.4789,26.0284,4.7995,22.9415,30.1794,15.529,21.2955,29.8062,12.9307,26.8866,29.5563,9.9228,28.031529,27.309565,6.941191,29.168658,26.465497,4.744405,28.695219,25.418678,1.67729,26.664744,28.332844,6.756125,26.6203,27.0978,4.9303,25.692487,25.647211,3.221864,23.993,27.8897,8.1426,22.6268,26.6885,7.2673,21.0826,25.3117,6.7161,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.73182966,29.32976869,16.90968933,20.78342958,28.50046185,17.1694386,28.7865,28.5957,10.8105,27.5754,29.3753,10.2387,21.9604,30.1829,14.7095,23.7924,30.0666,11.5445,25.4561,29.1024,8.9108,26.7085,28.6602,8.1659,27.6121,28.4441,8.2503,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4028,30.6089,12.9601,25.7891,30.1875,11.7798,22.5811,30.6749,13.1177,23.614,30.699,12.8319,22.9739,30.9532,13.8162,20.4937,30.3618,13.9507,NaN,NaN,NaN,NaN,NaN,NaN,19.6094,27.3331,11.5881,NaN,NaN, NaN ,20.8634,29.2281,12.2844,22.9857,29.287,10.7109,22.4358,28.5178,9.7607,21.5192,26.9971,9.2041,25.6158,28.3404,7.4192,24.4867,27.2893,6.5209,25.9661,27.3441,5.8142,27.6614,27.6134,7.0943,27.9441,27.3906,5.1284,28.9248,25.9831,5.2849,22.9765,30.2571,15.521,21.3287,29.8794,12.9743,27.0363,29.6799,10.2038,28.353503,27.335277,7.34916,29.637917,26.458925,5.276095,29.374197,25.385265,2.23835,26.997893,28.310693,7.116229,27.0628,26.9869,5.346,NaN,NaN, NaN ,24.2519,28.3842,8.3087,22.9624,26.5991,7.4863,21.3935,25.7418,6.8604,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.76032799,29.41441663,16.8954778,20.82150573,28.60410509,17.15873145,28.9181,28.8067,11.2087,27.7143,29.5264,10.5583,21.9939,30.2688,14.7304,23.868,30.1707,11.683,25.6642,29.1597,9.154,26.9509,28.7174,8.4865,27.8579,28.5219,8.6081,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4299,30.724,13.0702,25.8382,30.3289,11.984,22.6146,30.7605,13.1746,23.6432,30.7972,12.9269,23.0057,31.0437,13.8582,20.5318,30.4527,13.9583,NaN,NaN,NaN,NaN,NaN,NaN,19.7959,27.2986,11.6956,20.3008,28.1976,12.0582,20.942,29.2992,12.3275,23.1279,29.6878,10.77,22.6373,28.5283,9.9165,21.7832,26.9486,9.3588,25.9168,28.34,7.7216,24.8533,27.2413,6.8139,26.3668,27.2804,6.1898,27.9661,27.6531,7.4938,28.4704,26.8876,5.6524,29.362,25.9691,5.7969,23.0129,30.3416,15.5154,21.3507,29.9609,13.0109,27.161,29.8271,10.4947,28.655698,27.407306,7.788881,30.076997,26.528267,5.807861,29.970439,25.183978,2.914567,27.313784,28.335237,7.48806,27.4962,26.9161,5.7843,NaN,NaN, NaN ,24.5109,28.3554,8.5471,23.2979,26.5846,7.6936,21.7773,25.6145,7.0721,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.79477659,29.52133473,16.88070044,20.85784544,28.70284972,17.14316923,29.0075,29.0339,11.6058,27.8229,29.7161,10.884,22.028,30.3634,14.7485,23.9242,30.2856,11.8149,25.8525,29.2317,9.3971,27.1757,28.7874,8.8127,28.0748,28.6377,8.9766,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4446,30.842,13.1757,25.8659,30.4809,12.1854,22.6356,30.842,13.2275,23.6596,30.8979,13.0139,23.0298,31.1409,13.9013,20.5786,30.5275,13.9769,NaN,NaN,NaN,NaN,NaN,NaN,19.9817,27.3296,11.7879,20.4733,28.2375,12.0602,21.0037,29.3691,12.3771,23.2286,29.7727,10.8642,22.8231,28.5194,10.0659,NaN,NaN,NaN,26.1969,28.3544,8.0375,25.2072,27.1652,7.1319,NaN,NaN,NaN,28.2615,27.722,7.9116,28.8814,26.8594,6.1653,NaN,NaN,NaN,23.0508,30.416,15.501,21.3671,30.0363,13.0403,27.2585,29.9924,10.7851,28.937261,27.511554,8.235692,30.487956,26.540613,6.398371,30.535931,24.944205,3.542912,27.604111,28.407876,7.878975,27.9057,26.9323,6.2281,NaN,NaN, NaN ,24.7477,28.389,8.7787,23.6056,26.4712,7.9395,22.1625,25.3595,7.3185,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.81576467,29.57478805,16.85705573,20.8894771,28.80274571,17.12371004,29.0682,29.2877,12.0075,27.9043,29.9128,11.2071,22.0589,30.4574,14.7626,23.9618,30.4025,11.9438,26.0177,29.3321,9.6483,27.4196,29.4307,9.0855,28.2698,28.7775,9.3469,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,25.190945,26.183731,6.001968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4469,30.9562,13.2764,25.8746,30.6457,12.3807,22.6483,30.9433,13.2778,23.6654,31.0057,13.0989,23.0509,31.2368,13.9362,20.6261,30.6128,13.9931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,23.3234,29.86,10.9661,22.9969,28.5579,10.1989,NaN,NaN,NaN,26.4563,28.4348,8.3521,NaN,NaN,NaN,NaN,NaN,NaN,28.5061,27.8105,8.3344,29.2701,26.9712,6.6561,30.2088,26.7539,6.8058,23.0866,30.5069,15.4896,21.3472,30.4187,13.0561,27.3371,30.1943,11.0717,29.180738,27.642788,8.685633,30.876538,26.671306,6.99917,31.058325,25.088267,4.12872,27.872096,28.456121,8.268083,28.2851,26.9659,6.6895,NaN,NaN, NaN ,24.9687,28.4064,9.0231,23.8993,26.9682,8.0982,22.544,25.2356,7.5877,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.86081791,29.66896541,16.83401842,20.93025941,28.90593531,17.10707383,29.0955,29.5534,12.397,27.9629,30.1319,11.5191,22.0884,30.5509,14.767,23.9839,30.5432,12.0719,26.1776,29.857,9.8577,27.5999,29.528,9.4225,28.438,28.9452,9.7244,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4417,31.0897,13.3683,25.8676,30.8291,12.5685,22.6549,31.0423,13.3263,23.6566,31.1244,13.1716,23.0646,31.3469,13.9669,20.6721,30.6711,14.0069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,23.4123,29.9603,11.068,23.147,28.608,10.3377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.7545,27.9623,8.7559,29.6344,27.0637,7.1693,30.5323,26.9421,7.3387,23.1263,30.5912,15.4737,21.3408,30.5479,13.0711,27.3886,30.3921,11.3465,29.401643,27.802277,9.132645,31.226591,26.74034,7.619366,31.564568,24.912835,4.822794,28.109131,28.49461,8.670146,NaN,NaN, NaN ,NaN,NaN, NaN ,25.1756,28.4791,9.2615,24.1715,26.9304,8.3649,22.9189,25.1789,7.8518,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.90749973,29.75638361,16.80505549,20.96991946,28.99902533,17.08477052,29.0943,29.8519,12.7807,27.9949,30.3769,11.8369,22.1195,30.6549,14.7657,23.9921,30.698,12.1867,26.3103,29.9793,10.1069,27.7566,29.678,9.755,28.5841,29.1439,10.0989,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,24.4198,31.2296,13.45,25.8442,31.0287,12.7449,22.669,31.2888,13.3551,23.6369,31.2685,13.2435,23.0679,31.4484,13.9891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,23.4824,30.0733,11.1818,23.2881,28.6961,10.4557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.9521,28.1018,9.1836,29.9463,27.1749,7.6895,30.8669,27.1496,7.9307,23.1664,30.6884,15.4575,21.3267,30.6387,13.084,27.4225,30.622,11.6174,29.600614,28.027464,9.599818,31.527636,26.881478,8.236645,32.071802,25.025089,5.470051,28.325853,28.677414,9.047072,NaN,NaN, NaN ,NaN,NaN, NaN ,25.3668,28.5821,9.4993,24.4434,26.891,8.6316,23.243,25.3007,8.0598,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN, NaN ,22.95431364,29.8251378,16.77220056,21.01304839,29.09104122,17.06932536,29.0607,30.1576,13.1318,28.0093,30.6251,12.131,22.1474,30.7542,14.7578,24.0083,30.8661,12.297,26.4207,30.1278,10.3483,27.8914,29.8384,10.0811,28.6961,29.3643,10.4661,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,26.336156,25.737821,7.195545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
