Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
11.152,24.616,12.926,NaN,NaN, NaN ,NaN,NaN,NaN,10.817,23.105,14.43,8.0806,23.61,12.832,13.836,25.004,11.756,15.097,21.793,10.196,16.483,19.277,9.6797,15.814,16.329,8.4265,13.819,22.058,10.053,13.984,20.056,9.333,13.195,17.552,8.8246,11.224,22.507,10.479,10.011,21.061,9.8718,8.5734,19.506,9.5461,6.0528,21.932,16.34,2.6098,21.352,15.523,10.637,22.04,15.75,8.4723,21.619,16.169,15.82,24.916,12.872,9.5516,23.411,13.855,10.494,24.606,12.294,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.355,19.187,9.2753,14.795,17.473,8.7963
11.172,24.677,12.975,NaN,NaN, NaN ,NaN,NaN,NaN,10.892,23.089,14.4,8.1278,23.654,12.864,13.852,25.181,11.815,15.119,22.004,10.246,16.5,19.465,9.8009,15.835,16.495,8.6264,13.829,22.259,10.141,14.014,20.292,9.4814,13.196,17.706,8.9711,11.247,22.672,10.562,10.037,21.218,9.9677,8.6139,19.664,9.6465,6.124,21.917,16.323,2.6646,21.392,15.517,10.715,22.027,15.731,8.5491,21.603,16.153,15.841,25.097,12.918,9.6121,23.441,13.841,10.519,24.727,12.348,NaN,NaN, NaN ,6.32184,20.921189,12.246206,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.2,24.757,13.028,NaN,NaN, NaN ,NaN,NaN,NaN,10.961,23.105,14.392,8.1724,23.701,12.895,13.867,25.375,11.873,15.096,22.199,10.329,16.501,19.684,9.911,15.826,16.642,8.8158,13.829,22.451,10.222,14.03,20.54,9.6023,13.19,17.874,9.1608,11.262,22.861,10.643,10.057,21.388,10.061,8.6474,19.805,9.7554,6.1956,21.912,16.311,2.7203,21.435,15.51,10.794,22.013,15.713,8.6283,21.587,16.133,15.863,25.27,12.953,9.6745,23.47,13.827,10.545,24.846,12.404,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.234,24.855,13.082,NaN,NaN, NaN ,NaN,NaN,NaN,11.029,23.118,14.377,8.2187,23.76,12.929,13.877,25.565,11.927,15.097,22.372,10.362,16.485,19.883,9.9973,15.792,16.846,8.9862,13.813,22.661,10.296,14.068,20.65,9.7212,13.153,18.049,9.3553,11.271,23.049,10.723,10.07,21.562,10.151,8.6544,20.037,9.8579,6.2673,21.903,16.288,2.7752,21.472,15.503,10.872,22.005,15.699,8.7051,21.57,16.117,15.886,25.445,12.982,9.736,23.496,13.815,10.57,24.957,12.462,4.437231,21.303071,13.972211,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,14.784,18.027,9.3364
11.258,25.031,13.13,NaN,NaN, NaN ,NaN,NaN,NaN,11.107,23.101,14.346,8.2615,23.827,12.959,13.89,25.752,11.982,15.075,22.615,10.377,16.433,20.026,10.077,15.747,17.06,9.1376,13.789,22.857,10.34,13.979,20.898,9.7961,13.127,18.225,9.5133,11.272,23.235,10.807,10.073,21.748,10.245,8.6669,20.204,9.9623,6.3391,21.908,16.275,2.8302,21.515,15.497,10.951,21.984,15.681,8.7812,21.556,16.099,15.912,25.614,12.996,9.7975,23.522,13.803,10.597,25.07,12.522,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.293,25.119,13.184,NaN,NaN, NaN ,NaN,NaN,NaN,11.182,23.129,14.336,8.3087,23.895,12.99,13.9,25.943,12.034,15.052,22.847,10.356,16.396,20.12,10.112,15.67,17.264,9.2741,13.751,23.102,10.389,13.964,21.154,9.9175,13.07,18.397,9.6812,11.265,23.442,10.886,10.064,21.953,10.334,8.665,20.383,10.063,6.4087,21.896,16.255,2.8858,21.555,15.489,11.029,21.968,15.661,8.858,21.536,16.079,15.944,25.776,12.996,9.86,23.549,13.789,10.626,25.183,12.581,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.332,25.179,13.249,NaN,NaN, NaN ,NaN,NaN,NaN,11.259,23.127,14.318,8.3512,23.979,13.021,13.908,26.131,12.087,15,23.088,10.342,16.34,20.279,10.124,15.59,17.454,9.3925,13.704,23.299,10.427,13.923,21.317,9.9861,12.992,18.646,9.8541,11.255,23.625,10.97,10.049,22.155,10.423,8.6532,20.566,10.171,6.4824,21.881,16.239,2.9431,21.598,15.483,11.107,21.956,15.647,8.9343,21.521,16.062,15.979,25.937,12.979,9.9241,23.561,13.776,10.657,25.289,12.635,NaN,NaN, NaN ,6.648618,21.468749,12.574844,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.371,25.247,13.315,7.291641,23.438447,12.907245,NaN,NaN,NaN,11.332,23.13,14.302,8.3995,24.047,13.051,13.918,26.307,12.141,14.933,23.388,10.298,16.241,20.619,10.124,15.476,17.646,9.4948,13.647,23.52,10.451,13.858,21.719,10.074,12.93,18.832,9.9926,11.241,23.81,11.052,10.022,22.374,10.513,8.6485,20.582,10.29,6.5499,21.886,16.22,3.0006,21.639,15.476,11.186,21.935,15.626,9.0133,21.499,16.042,16.015,26.107,12.951,9.9871,23.593,13.774,10.688,25.392,12.684,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
11.415,25.312,13.375,NaN,NaN, NaN ,NaN,NaN,NaN,11.405,23.127,14.275,8.4487,24.114,13.082,13.927,26.481,12.192,14.854,23.598,10.272,16.137,20.845,10.09,15.358,17.874,9.591,13.579,23.754,10.466,NaN,NaN, NaN ,12.838,19.015,10.122,11.219,24.008,11.137,9.9939,22.573,10.606,8.6029,20.868,10.394,6.622,21.874,16.202,3.0581,21.683,15.469,11.264,21.916,15.608,9.0893,21.48,16.022,16.051,26.261,12.91,10.053,23.619,13.776,10.724,25.49,12.737,4.711824,21.621472,14.037678,NaN,NaN, NaN ,NaN,NaN, NaN ,11.130448,20.684802,10.259619,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.486,23.125,14.257,8.5053,24.168,13.114,13.937,26.664,12.237,NaN,NaN, NaN ,16.069,20.878,10.06,15.244,18.173,9.6579,13.485,23.939,10.493,NaN,NaN, NaN ,12.742,19.235,10.22,11.193,24.221,11.215,9.9537,22.798,10.694,8.6012,21.015,10.504,6.698,21.86,16.184,3.117,21.728,15.463,11.344,21.899,15.591,9.1671,21.458,16.002,16.086,26.414,12.855,10.122,23.64,13.779,10.758,25.588,12.802,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,14.259464,19.097159,10.118727
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.561,23.131,14.243,8.5678,24.21,13.146,13.948,26.826,12.27,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.622,19.437,10.304,11.168,24.401,11.297,9.9089,23.01,10.783,8.5583,21.197,10.611,6.7701,21.836,16.165,3.1759,21.769,15.457,11.424,21.884,15.573,9.2437,21.435,15.981,16.117,26.567,12.789,10.195,23.662,13.786,10.798,25.682,12.876,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.962677,21.059679,10.432869,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.638,23.134,14.224,8.6313,24.263,13.182,13.956,26.979,12.307,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.463,19.567,10.409,11.135,24.61,11.37,9.8617,23.222,10.869,8.4923,21.422,10.718,6.8393,21.826,16.142,3.2353,21.815,15.454,11.503,21.867,15.558,9.3197,21.416,15.962,16.145,26.724,12.714,10.266,23.684,13.788,10.835,25.773,12.944,NaN,NaN, NaN ,6.804402,21.879832,12.860923,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.72,23.135,14.212,8.693,24.314,13.219,13.963,27.125,12.349,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.383,19.751,10.464,11.097,24.807,11.439,9.8075,23.433,10.954,8.4237,21.68,10.811,6.9135,21.811,16.123,3.295,21.858,15.451,11.583,21.848,15.541,9.3959,21.388,15.941,16.165,26.882,12.625,10.336,23.709,13.79,10.878,25.858,13.011,4.937711,22.011334,14.125574,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.805,23.142,14.215,8.7552,24.362,13.256,13.977,27.266,12.386,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.309,20.002,10.479,11.057,25.012,11.501,9.7497,23.652,11.036,8.3518,21.963,10.894,6.983,21.804,16.099,3.3564,21.903,15.448,11.663,21.824,15.526,9.4735,21.366,15.92,16.181,27.044,12.525,10.407,23.727,13.79,10.92,25.947,13.072,NaN,NaN, NaN ,NaN,NaN, NaN ,8.1016,22.573,11.86,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.894,23.152,14.213,8.8168,24.411,13.297,13.988,27.422,12.417,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.147,20.388,10.48,11.009,25.223,11.556,9.6872,23.865,11.114,8.3031,22.147,10.987,7.0573,21.775,16.077,3.4174,21.946,15.447,11.743,21.8,15.512,9.5502,21.342,15.9,16.192,27.182,12.416,10.475,23.744,13.789,10.967,26.019,13.131,NaN,NaN, NaN ,NaN,NaN, NaN ,8.0708,22.765,11.937,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,11.951,23.158,14.187,8.8774,24.468,13.338,13.997,27.579,12.447,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,12.012,20.595,10.481,10.959,25.429,11.611,9.6238,24.077,11.188,8.2431,22.368,11.082,7.1276,21.757,16.055,3.4789,21.989,15.448,11.824,21.774,15.497,9.627,21.321,15.879,16.19,27.329,12.3,10.544,23.761,13.793,11.013,26.106,13.19,NaN,NaN, NaN ,NaN,NaN, NaN ,8.04,22.943,12.015,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.026,23.14,14.176,8.9364,24.517,13.379,14.001,27.696,12.46,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.91,25.643,11.659,9.5612,24.281,11.255,8.1878,22.58,11.168,7.1997,21.74,16.037,3.5387,22.032,15.449,11.904,21.749,15.482,9.7028,21.293,15.857,16.184,27.48,12.181,10.608,23.785,13.801,11.064,26.18,13.245,5.126731,22.419426,14.161179,6.889546,22.900616,13.072509,8.0152,23.13,12.091,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.118,23.146,14.188,9.0005,24.56,13.429,14.009,27.822,12.468,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.857,25.833,11.705,9.4919,24.507,11.321,8.1317,22.798,11.243,7.2722,21.723,16.007,3.5991,22.071,15.452,11.983,21.724,15.468,9.779,21.268,15.837,16.177,27.643,12.056,10.673,23.804,13.808,NaN,NaN, NaN ,NaN,NaN, NaN ,6.876381,23.117079,13.140604,7.9834,23.312,12.162,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.187,23.11,14.17,9.0716,24.608,13.491,14.016,27.938,12.469,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.803,26.032,11.756,9.4249,24.716,11.385,8.0645,23.015,11.311,7.3423,21.697,15.986,3.6585,22.11,15.455,12.063,21.698,15.454,9.8555,21.244,15.817,16.162,27.786,11.927,10.735,23.816,13.821,NaN,NaN, NaN ,NaN,NaN, NaN ,6.883097,23.330207,13.189547,7.9515,23.504,12.233,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,7.641584,24.549208,13.710003,NaN,NaN,NaN,12.271,23.144,14.183,9.143,24.662,13.556,14.023,28.047,12.462,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.746,26.24,11.805,9.356,24.939,11.444,7.9985,23.226,11.375,7.4153,21.686,15.963,3.7176,22.144,15.459,12.144,21.668,15.44,9.9311,21.211,15.794,16.123,27.931,11.797,10.796,23.838,13.837,NaN,NaN, NaN ,NaN,NaN, NaN ,6.886226,23.387478,13.235792,7.9247,23.682,12.301,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.351,23.145,14.171,9.2109,24.704,13.617,14.034,28.162,12.445,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.692,26.441,11.852,9.2849,25.164,11.496,7.9284,23.435,11.427,7.4903,21.652,15.934,3.7772,22.179,15.465,12.223,21.635,15.425,10.01,21.187,15.775,16.089,28.062,11.659,10.858,23.841,13.85,NaN,NaN, NaN ,5.231497,22.833378,14.198015,NaN,NaN, NaN ,7.8961,23.86,12.364,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.423,23.085,14.15,9.2807,24.747,13.675,14.059,28.289,12.421,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.638,26.612,11.892,9.2116,25.381,11.549,7.8492,23.646,11.47,7.5629,21.627,15.906,3.8365,22.214,15.471,12.3,21.611,15.412,10.084,21.151,15.751,16.044,28.199,11.522,10.924,23.868,13.877,NaN,NaN, NaN ,NaN,NaN, NaN ,6.837504,23.694512,13.356524,7.8726,24.04,12.425,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.498,23.098,14.153,9.3506,24.783,13.737,14.061,28.383,12.385,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.717,27.117,10.2,NaN,NaN, NaN ,NaN,NaN, NaN ,10.591,26.766,11.928,9.1345,25.597,11.605,7.7556,23.898,11.509,7.6364,21.591,15.881,3.8959,22.239,15.478,12.38,21.589,15.397,10.159,21.126,15.73,15.995,28.315,11.388,10.983,23.839,13.88,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.8451,24.213,12.481,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.564,23.047,14.139,9.4219,24.824,13.8,14.066,28.472,12.344,12.49,27.509,9.2552,NaN,NaN, NaN ,NaN,NaN, NaN ,11.59,27.33,10.213,NaN,NaN, NaN ,NaN,NaN, NaN ,10.547,26.918,11.983,9.0559,25.819,11.659,7.6489,24.156,11.544,7.7058,21.59,15.859,3.9552,22.265,15.486,12.458,21.558,15.382,10.235,21.089,15.705,15.938,28.451,11.252,11.053,23.853,13.902,NaN,NaN, NaN ,NaN,NaN, NaN ,6.808004,24.010871,13.440424,7.8191,24.383,12.532,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.643,22.968,14.089,9.4973,24.864,13.864,14.071,28.556,12.295,12.346,27.862,9.2167,12.721,25.459,7.8105,NaN,NaN, NaN ,11.466,27.578,10.22,NaN,NaN, NaN ,NaN,NaN, NaN ,10.538,27.165,12.034,8.976,25.906,11.728,7.5308,24.422,11.577,7.7743,21.55,15.829,4.0123,22.283,15.493,12.534,21.526,15.367,10.308,21.063,15.682,15.878,28.577,11.129,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.7867,24.545,12.573,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.734,23.039,14.117,9.5742,24.913,13.933,14.073,28.633,12.238,12.191,28.056,9.1979,12.404,25.815,7.6462,NaN,NaN, NaN ,11.359,27.812,10.235,10.757,26.032,9.2803,NaN,NaN, NaN ,10.504,27.323,12.08,8.9115,26.232,11.776,7.4051,24.68,11.623,7.8501,21.538,15.811,4.0724,22.297,15.501,12.61,21.499,15.351,10.384,21.027,15.657,15.815,28.707,11.003,NaN,NaN, NaN ,NaN,NaN, NaN ,5.307925,23.479633,14.405813,NaN,NaN, NaN ,7.7515,24.718,12.601,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,7.857764,25.411159,14.257461,NaN,NaN,NaN,12.78,23.012,14.108,9.671,25.002,14.015,14.07,28.708,12.177,12.05,28.26,9.1764,12.103,26.155,7.4731,10.564,23.629,7.3642,11.261,28.049,10.241,10.554,26.409,9.1926,NaN,NaN, NaN ,10.471,27.469,12.118,8.8324,26.452,11.836,7.2749,24.953,11.675,7.9219,21.471,15.775,4.13,22.31,15.511,12.686,21.471,15.334,10.457,20.996,15.634,15.757,28.762,10.882,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,6.784029,24.39483,13.591469,7.7085,24.885,12.625,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.853,22.965,14.085,9.7518,25.038,14.068,14.067,28.774,12.107,11.942,28.256,9.1782,11.802,26.504,7.3123,10.177,24.012,7.1333,11.195,28.223,10.266,10.347,26.67,9.1854,9.2981,24.645,9.1979,10.442,27.611,12.147,8.7531,26.654,11.89,7.1394,25.224,11.736,7.9958,21.449,15.746,4.1887,22.323,15.522,12.758,21.443,15.318,10.53,20.957,15.607,15.704,28.856,10.757,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.6547,25.066,12.648,8.867454,25.61967,10.498487,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.915,22.905,14.044,9.7882,24.911,14.045,14.059,28.835,12.031,11.816,28.526,9.1492,11.508,26.855,7.157,9.7797,24.43,6.9052,11.1,28.395,10.253,10.16,26.902,9.1517,9.0353,24.948,9.0935,10.413,27.739,12.166,8.6804,26.844,11.937,7.0035,25.504,11.808,8.0696,21.414,15.719,4.2472,22.323,15.532,12.832,21.415,15.302,10.603,20.923,15.583,15.639,28.926,10.643,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.5839,25.264,12.677,NaN,NaN, NaN ,9.9218,24.875,8.1488
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,12.989,22.944,14.07,9.9214,25.007,14.093,14.046,28.897,11.951,11.716,28.725,9.1137,11.213,27.219,7.0079,9.3814,24.841,6.6926,11.035,28.591,10.251,9.9819,27.175,9.1084,8.8078,25.079,8.9875,10.385,27.856,12.173,8.6119,27.024,11.979,6.8812,25.764,11.887,8.1371,21.375,15.692,4.3083,22.322,15.541,12.906,21.386,15.285,10.677,20.881,15.557,15.581,29.005,10.526,NaN,NaN, NaN ,NaN,NaN, NaN ,5.369684,24.033359,14.773815,NaN,NaN, NaN ,7.496,25.474,12.724,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,13.05,22.937,14.063,9.9997,25.004,14.112,14.033,28.952,11.865,11.63,28.901,9.0774,10.931,27.54,6.8779,8.9767,25.256,6.4921,10.963,28.742,10.224,9.8335,27.36,9.0628,8.5146,25.564,8.8786,10.357,27.969,12.17,8.5535,27.19,12.017,6.7708,26.014,11.97,8.2158,21.324,15.668,4.3674,22.313,15.552,12.976,21.357,15.27,10.75,20.848,15.533,15.525,29.073,10.408,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.3966,25.689,12.795,8.2473,26.456,10.416,NaN,NaN, NaN 
13.013,26.256,13.41,NaN,NaN, NaN ,NaN,NaN,NaN,13.139,22.857,14.03,10.081,25.007,14.129,14.017,29.007,11.773,11.55,29.063,9.0299,10.663,27.851,6.7602,8.5633,25.727,6.3063,10.899,28.889,10.186,9.6479,27.599,9.0078,8.2421,25.941,8.7788,10.33,28.07,12.158,8.5079,27.352,12.054,6.6748,26.244,12.05,8.2781,21.31,15.636,4.4272,22.302,15.562,13.048,21.336,15.253,10.823,20.809,15.506,15.446,29.214,10.312,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,6.689103,25.094789,13.90531,7.2811,25.904,12.889,8.0734,26.719,10.401,8.9496,25.952,7.6404
13.054,26.205,13.342,NaN,NaN, NaN ,NaN,NaN,NaN,13.215,22.86,14.029,10.16,24.991,14.126,13.997,29.052,11.677,11.476,29.198,8.9726,10.418,28.154,6.6563,8.1566,26.206,6.1392,10.847,29.029,10.137,9.4831,27.837,8.9477,7.9763,26.059,8.7091,10.3,28.165,12.133,8.4653,27.516,12.08,6.5948,26.452,12.123,8.3483,21.275,15.606,4.4875,22.281,15.572,13.118,21.303,15.236,10.893,20.778,15.482,15.365,29.333,10.247,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,7.1691,26.128,13.006,7.916,26.979,10.388,NaN,NaN, NaN 
13.106,26.175,13.278,NaN,NaN, NaN ,NaN,NaN,NaN,13.285,22.8,14.004,10.233,24.971,14.114,13.977,29.094,11.572,11.407,29.323,8.9038,10.206,28.21,6.5882,7.7571,26.331,6.0408,10.799,29.137,10.071,9.3284,28.082,8.8842,7.7216,26.41,8.6145,10.273,28.251,12.1,8.4226,27.647,12.091,6.5262,26.64,12.186,8.4154,21.226,15.58,4.5469,22.262,15.582,13.187,21.276,15.217,10.965,20.74,15.457,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,6.627442,25.406232,14.184469,7.066,26.37,13.129,7.7747,27.219,10.374,NaN,NaN, NaN 
13.151,26.123,13.205,NaN,NaN, NaN ,10.944683,29.331371,9.340173,13.294,22.715,13.99,10.311,24.961,14.101,13.951,29.115,11.455,11.346,29.427,8.8242,10.007,28.503,6.4965,7.3725,26.916,5.9137,10.76,29.242,9.9945,9.1876,28.319,8.8165,7.4789,26.755,8.5284,10.245,28.321,12.055,8.3807,27.757,12.086,6.4671,26.801,12.236,8.4881,21.194,15.554,4.6122,22.233,15.591,13.258,21.252,15.201,11.033,20.709,15.433,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,5.584949,24.006753,15.11138,NaN,NaN, NaN ,6.9713,26.625,13.247,7.6488,27.448,10.354,8.0096,27.104,7.2553
13.204,26.138,13.167,NaN,NaN, NaN ,NaN,NaN,NaN,13.437,22.757,13.98,10.383,24.943,14.077,13.925,29.137,11.336,11.288,29.523,8.7355,9.8178,28.817,6.4052,7.0359,27.464,5.8208,10.718,29.316,9.8996,9.0598,28.541,8.7454,7.2479,27.093,8.4452,10.219,28.382,11.999,8.3425,27.858,12.072,6.4135,26.949,12.279,8.5621,21.151,15.521,4.6751,22.2,15.599,13.327,21.223,15.183,11.105,20.677,15.411,NaN,NaN, NaN ,NaN,NaN, NaN ,12.101,26.965,13.218,NaN,NaN, NaN ,NaN,NaN, NaN ,6.9004,26.863,13.375,7.5335,27.665,10.331,7.7212,27.517,7.1547
13.256,26.139,13.115,8.504241,25.690974,14.777522,NaN,NaN,NaN,13.502,22.744,13.967,10.454,24.91,14.045,13.895,29.145,11.21,11.229,29.597,8.6428,9.6607,29.045,6.3246,6.7439,28.025,5.7468,10.672,29.409,9.8077,8.9429,28.752,8.6693,7.0317,27.429,8.3643,10.19,28.432,11.929,8.3054,27.94,12.043,6.3628,27.083,12.312,8.6383,21.068,15.493,4.7376,22.161,15.606,13.395,21.197,15.164,11.175,20.648,15.386,NaN,NaN, NaN ,NaN,NaN, NaN ,12.137,26.976,13.151,NaN,NaN, NaN ,6.610787,25.804106,14.553216,6.8563,27.078,13.527,7.4244,27.868,10.3,7.4504,27.936,7.066
13.307,26.129,13.046,NaN,NaN, NaN ,10.788482,29.856914,9.123921,13.568,22.733,13.957,10.525,24.883,14.005,13.865,29.145,11.072,11.169,29.664,8.5365,9.5164,29.264,6.2436,6.493,28.555,5.673,10.638,29.465,9.7123,8.8399,28.948,8.5898,6.8342,27.758,8.2825,10.161,28.466,11.847,8.2689,28.027,12.007,6.3154,27.222,12.332,8.7034,21.059,15.467,4.8012,22.117,15.61,13.466,21.17,15.145,11.246,20.615,15.363,NaN,NaN, NaN ,NaN,NaN, NaN ,12.178,26.974,13.072,NaN,NaN, NaN ,NaN,NaN, NaN ,6.8329,27.286,13.674,7.3197,28.058,10.263,7.2103,28.364,6.9899
