shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
9.8298,26.6932,20.117,6.7696,28.9681,19.4929,11.6138,32.2624,17.8642,7.7608,26.022,12.7774,NaN,NaN,NaN,4.3092,29.4942,17.2882,3.8083,27.4484,20.6528,0.8414,27.0335,20.6786,9.500908,25.669207,21.782427,7.210417,25.385057,21.98824
9.8699,26.6728,20.1366,6.8679,29.1146,19.6611,11.6172,32.3257,17.7976,7.3233,26.5246,12.553,6.1543,28.1305,14.5943,4.206,29.7621,17.3772,3.8393,27.4903,20.7131,0.8676,27.0879,20.7074,9.548013,25.642213,21.801549,7.251756,25.365942,22.007591
9.9118,26.6474,20.1552,6.9127,29.1346,19.7012,11.5883,32.4085,17.6853,6.8973,27.0126,12.3393,5.8773,28.5718,14.5079,4.118,30.0416,17.4687,3.8171,27.5011,20.8117,0.8991,27.1238,20.7372,9.590644,25.636392,21.821613,7.298477,25.346268,22.040617
9.9545,26.6389,20.174,6.9885,29.1932,19.6831,11.5584,32.4569,17.601,6.4617,27.5785,12.1372,5.6218,28.9636,14.4289,4.038,30.2883,17.5502,3.847,27.5799,20.7457,0.9319,27.1547,20.7665,9.63669,25.606806,21.844307,7.33624,25.313024,22.059541
9.9953,26.608,20.1916,7.0482,29.2222,19.7021,11.5363,32.4354,17.4968,6.0341,28.1347,11.9481,5.3929,29.775,14.328,3.9688,30.512,17.6173,3.8985,27.4516,20.7104,0.9629,27.1871,20.7973,9.684712,25.601457,21.859392,7.38372,25.296737,22.082966
10.0374,26.5861,20.2079,7.1231,29.1454,19.7416,11.5193,32.6153,17.3696,5.6615,29.4275,11.712,5.1601,30.1289,14.2686,3.9011,30.7242,17.6821,3.9295,27.2849,20.74,1.0599,27.1041,20.8389,9.720031,25.583704,21.882753,7.429285,25.278593,22.109734
10.0795,26.5661,20.2274,7.1852,29.11,19.7414,11.4931,32.7119,17.2317,5.2303,30.0528,11.5538,4.9453,30.4876,14.1986,3.8395,30.9186,17.738,3.8982,27.3541,20.8438,1.0317,27.1956,20.8621,9.767328,25.566826,21.894507,7.468223,25.257181,22.129107
10.1154,26.5307,20.2431,7.2485,29.2699,19.757,11.3782,32.3728,17.0988,4.9261,30.6476,11.4181,4.7437,30.851,14.1198,3.7806,31.1019,17.789,3.9394,27.1596,20.7764,1.0612,27.2009,20.9026,9.807937,25.552171,21.912221,7.514179,25.237196,22.15006
10.1599,26.5125,20.2598,7.3125,29.1529,19.7672,11.4049,32.5684,16.9584,4.5996,31.2677,11.287,4.5482,31.2023,14.0326,3.7262,31.2661,17.8307,3.9924,27.1431,20.7971,1.1134,27.2078,20.9372,9.849089,25.531773,21.930646,7.555137,25.229283,22.175774
10.2012,26.5003,20.2776,7.3698,29.147,19.7592,11.3952,32.7469,16.768,4.3253,31.8751,11.1564,4.3708,31.5461,13.9315,3.6795,31.4172,17.864,4.0518,27.128,20.8165,1.1453,27.149,20.9569,9.894861,25.520529,21.950666,7.601939,25.213616,22.191949
10.2458,26.4802,20.2924,7.4247,29.1513,19.7496,11.3114,32.724,16.6106,4.1031,32.4684,11.0249,4.2011,31.8799,13.819,3.6309,31.5616,17.8858,4.0449,27.1954,20.9193,1.1836,27.1296,20.9909,9.930332,25.488983,21.963287,7.648379,25.205006,22.205943
10.2844,26.4546,20.3071,7.48,29.1267,19.7237,11.2376,32.6539,16.4603,3.9075,33.0104,10.8903,4.0478,32.2109,13.7013,3.5804,31.7081,17.8845,4.0234,27.184,20.9536,1.2166,27.0843,21.0178,9.97241,25.47409,21.97719,7.685737,25.179958,22.225044
10.3286,26.4249,20.3197,7.5254,29.1195,19.7072,11.1868,32.5577,16.2873,3.8231,33.5624,10.7445,3.9085,32.5473,13.582,3.5303,31.8447,17.8583,4.0809,26.8874,20.9544,1.2554,27.0163,21.0402,10.015834,25.487811,21.993784,7.737108,25.177209,22.245918
10.3686,26.4059,20.3301,7.5823,29.1036,19.6746,11.1109,32.6551,16.0939,3.747,34.0296,10.6065,3.7799,32.8665,13.4523,3.4808,31.9589,17.8043,4.1474,27.0157,20.971,1.2891,26.9616,21.0674,10.067556,25.483271,22.007003,7.784343,25.145059,22.25488
10.4126,26.3991,20.3426,7.6292,29.0809,19.6413,11.0614,32.6681,15.8777,3.7109,34.4349,10.4652,3.6835,33.1439,13.3202,3.4364,32.0262,17.7217,4.2108,27.325,20.9691,1.3283,26.8795,21.0888,10.11286,25.453407,22.01821,7.828552,25.140539,22.274959
10.4549,26.3788,20.3543,7.6799,29.0507,19.6063,11.0812,32.7152,15.8128,3.6921,34.7832,10.3246,3.6053,33.4077,13.1762,3.3939,32.0611,17.6189,4.2126,27.2715,20.9919,1.358,26.8206,21.1111,10.155997,25.436517,22.030418,7.882699,25.131744,22.29445
10.4932,26.3698,20.3651,7.7238,29.0309,19.5783,11.0003,32.3303,15.4328,3.697,35.0759,10.1859,3.551,33.6589,13.0211,3.3388,32.0652,17.4938,4.4415,27.1383,21.0586,1.3962,26.7361,21.1279,10.20783,25.434964,22.040461,7.929099,25.119082,22.304476
10.5297,26.3488,20.3762,7.7697,29.0062,19.541,10.96,32.3381,15.3018,3.7226,35.3087,10.0371,3.5123,33.8646,12.8508,3.2963,32.0158,17.3532,4.317,26.6622,20.964,1.4348,26.667,21.1445,10.241954,25.441522,22.06474,7.963069,25.074421,22.310518
10.575,26.3244,20.3825,7.8187,28.9828,19.5077,10.8778,32.2439,15.1243,3.7605,35.4526,9.8652,3.4933,34.0148,12.6708,3.2491,32.1054,17.1896,4.4932,27.3518,21.0975,1.4701,26.6099,21.1479,10.283877,25.418013,22.067765,8.019615,25.073974,22.328574
10.6099,26.3123,20.3947,7.8529,28.9601,19.4508,10.8241,32.0404,14.8853,3.8117,35.5454,9.6647,3.4876,34.1446,12.4767,3.2018,32.0185,17.0136,4.5281,27.2981,21.097,1.5196,26.5099,21.1639,10.329819,25.404174,22.078649,8.063805,25.051826,22.342406
10.6447,26.2939,20.4084,7.87,28.8669,19.3904,10.7495,31.9241,14.7165,3.875,35.5804,9.4301,3.4943,34.2388,12.2651,3.1513,31.9838,16.8211,4.5818,26.6708,21.0882,1.5584,26.4388,21.174,10.368609,25.394719,22.089804,8.113996,25.035032,22.347988
10.6839,26.282,20.414,7.951,28.9156,19.3623,10.6638,31.9245,14.524,3.9513,35.5744,9.1692,3.5158,34.2958,12.0373,3.1007,31.9485,16.6192,4.6115,26.957,21.0968,1.6105,26.3317,21.1769,10.413302,25.393241,22.101652,8.165745,25.021947,22.361304
10.7255,26.2558,20.4204,7.9789,28.8995,19.2571,10.6375,31.6518,14.3894,4.0424,35.5096,8.8856,3.5455,34.3015,11.7908,3.0559,31.9112,16.4083,4.6504,26.9277,21.1029,1.6518,26.2447,21.1793,10.454134,25.379396,22.1118,8.213358,25.011461,22.37752
10.7592,26.2355,20.4312,8.0263,28.7893,19.2153,10.5902,31.5469,14.222,4.1336,35.3852,8.5881,3.5795,34.2534,11.5382,3.0135,31.8796,16.2054,4.5245,26.5876,21.0642,1.6986,26.1402,21.1689,10.492542,25.374188,22.123673,8.254778,24.996265,22.39182
10.7973,26.2281,20.4427,8.0707,28.7454,19.1865,10.5774,31.4296,14.0202,4.2259,35.2188,8.2784,3.6144,34.1516,11.2604,2.9831,31.831,15.9978,4.6137,26.3984,21.0625,1.7484,26.0495,21.1705,10.542346,25.365982,22.129822,8.299721,24.97721,22.399226
10.833,26.2166,20.4513,8.1114,28.684,19.1463,10.5702,31.1898,13.891,4.3167,34.9831,7.9637,3.6501,33.983,10.969,2.9576,31.7818,15.7968,4.6145,26.3488,21.0882,1.7912,25.9643,21.1577,10.576763,25.347713,22.137413,8.342688,24.968362,22.405335
10.8721,26.2108,20.4593,8.1501,28.6326,19.101,10.5643,30.8829,13.704,4.4094,34.6901,7.6386,3.6916,33.7449,10.6647,2.9376,31.6986,15.5905,4.7881,26.9741,21.1244,1.8358,25.8936,21.1474,10.612427,25.350853,22.148093,8.389651,24.948223,22.415581
10.9051,26.1892,20.4671,8.187,28.5884,19.0449,10.566,30.7875,13.615,4.4973,34.3547,7.3145,3.7379,33.4712,10.3579,2.9329,31.6136,15.3823,4.7253,26.756,21.0833,1.885,25.8202,21.1312,10.650783,25.354998,22.153615,8.436618,24.949857,22.429627
10.941,26.1714,20.4732,8.2282,28.5336,18.9899,10.5667,30.6779,13.4409,4.5914,33.977,6.9897,3.7889,33.1724,10.0549,2.9345,31.4995,15.1749,4.8619,26.8937,21.1335,1.9324,25.7385,21.1137,10.685059,25.333639,22.158625,8.479107,24.938888,22.435867
10.9766,26.1691,20.4782,8.2652,28.4648,18.9258,10.5804,30.6724,13.3353,4.689,33.5658,6.6758,3.8536,32.8396,9.7617,2.9457,31.3696,14.9645,4.8027,26.6674,21.0938,1.9769,25.6714,21.0935,10.723106,25.334447,22.167615,8.520818,24.928834,22.446031
11.0098,26.1513,20.4847,8.2999,28.397,18.8682,10.6351,30.4215,13.2421,4.787,33.1274,6.3769,3.9292,32.4963,9.4838,2.968,31.2424,14.7631,4.8441,26.6385,21.0983,2.0204,25.6035,21.0696,10.760942,25.334558,22.174644,8.563479,24.924099,22.447302
11.0443,26.1422,20.4884,8.3419,28.3337,18.8038,10.6808,30.0847,13.1412,4.8936,32.6719,6.0996,4.0145,32.148,9.2267,3.0014,31.0812,14.5689,4.9236,26.4703,21.1133,2.0765,25.5237,21.0557,10.802082,25.329062,22.17763,8.607771,24.918785,22.458583
11.0773,26.1322,20.4922,8.378,28.2592,18.7402,10.7397,29.8713,13.0497,5.0111,32.1956,5.8498,4.1044,31.7715,8.9882,3.0411,30.9299,14.3886,4.9269,26.3423,21.1156,2.1267,25.4502,21.0315,10.837706,25.339984,22.180393,8.649713,24.916998,22.465613
11.1103,26.1325,20.4997,8.4145,28.1905,18.6786,10.8147,29.701,12.9852,5.1349,31.7282,5.6335,4.212,31.384,8.7721,3.098,30.7254,14.2095,4.935,26.2598,21.112,2.1756,25.3881,21.0166,10.873673,25.36054,22.185742,8.688175,24.91974,22.47235
11.1406,26.1338,20.4991,8.4557,28.1168,18.6137,10.9695,29.6837,12.858,5.2667,31.2605,5.4435,4.3233,30.9849,8.5737,3.165,30.5047,14.0169,5.0187,26.3109,21.1167,2.2239,25.3306,20.9997,10.918547,25.364951,22.187789,8.732129,24.912838,22.478774
11.1708,26.1285,20.5,8.4962,28.0634,18.5579,10.9876,29.4515,12.8149,5.4115,30.7993,5.2771,4.4483,30.5798,8.3953,3.2237,30.2769,13.8338,5.0669,26.283,21.1161,2.2765,25.2656,20.983,10.952619,25.364448,22.186097,8.773254,24.902254,22.482787
11.2065,26.1361,20.5067,8.1944,28.1783,18.4822,11.1619,29.1504,12.7207,5.568,30.3465,5.126,4.5868,30.1766,8.2355,3.3422,29.9727,13.6608,5.1189,26.4146,21.1116,2.3303,25.1962,20.9648,10.982811,25.366776,22.183463,8.814445,24.898148,22.482432
11.2421,26.1362,20.5044,8.5754,27.9964,18.4313,11.2257,28.8365,12.7061,5.7428,29.8941,4.9929,4.7338,29.7706,8.0873,3.4371,29.7115,13.4979,5.1581,26.3829,21.1139,2.3856,25.1349,20.9545,11.022719,25.366029,22.179655,8.849275,24.893581,22.485187
11.2714,26.146,20.509,8.6339,27.9755,18.3684,11.3495,28.7118,12.6651,5.9322,29.4567,4.8695,4.9041,29.3564,7.9521,3.5427,29.4349,13.3434,5.1545,25.9045,21.138,2.4453,25.0655,20.9465,11.06302,25.37812,22.172942,8.898625,24.897708,22.485702
11.3073,26.1484,20.5075,8.712,28.0385,18.3429,11.4932,28.4273,12.6214,6.1464,29.0272,4.7582,5.0671,29.0504,7.8179,3.6544,29.1553,13.1972,5.1955,26.1324,21.1349,2.4995,25.0067,20.9416,11.093486,25.391409,22.170384,8.929793,24.896606,22.49009
11.3413,26.1522,20.5077,8.7526,27.8137,18.2752,11.6113,28.1914,12.6072,6.375,28.5989,4.6527,5.2613,28.6131,7.7019,3.7671,28.8773,13.0557,5.2319,26.1201,21.1417,2.5555,24.9621,20.9436,11.129771,25.387586,22.164928,8.97257,24.902485,22.491786
11.375,26.1618,20.5065,8.781,27.6529,18.2146,11.7429,27.9972,12.5959,6.6234,28.1697,4.5537,5.4514,28.2709,7.5853,3.8892,28.6117,12.9183,5.2974,26.3241,21.142,2.6129,24.9154,20.9468,11.162138,25.414566,22.162619,9.006534,24.916736,22.488565
11.4064,26.1526,20.5046,8.8343,27.5858,18.165,11.8872,27.7966,12.5919,6.8822,27.7397,4.4638,5.688,27.8581,7.4836,4.0229,28.3443,12.7848,5.3121,26.2254,21.156,2.6717,24.8656,20.9522,11.188165,25.431635,22.160474,9.042629,24.924518,22.491678
11.4456,26.1814,20.5059,8.8859,27.5157,18.1163,12.0341,27.5762,12.5912,7.1636,27.315,4.3835,5.9055,27.5001,7.3768,4.1591,28.0781,12.6538,5.3476,26.1222,21.1728,2.7305,24.821,20.9596,11.222112,25.44933,22.150086,9.079693,24.946534,22.490193
11.4748,26.1737,20.5032,8.9398,27.4566,18.0731,12.1775,27.411,12.6096,7.4621,26.8784,4.3124,6.1449,27.1231,7.2835,4.3017,27.8157,12.5208,5.3699,26.2639,21.1794,2.7891,24.7636,20.9656,11.251962,25.464216,22.148147,9.112706,24.937734,22.484626
11.5103,26.1977,20.5047,8.9944,27.3786,18.0303,12.3336,27.1789,12.6169,7.7635,26.4595,4.2571,6.395,26.7585,7.2026,4.4507,27.5646,12.3961,5.4158,26.3467,21.1881,2.8461,24.7303,20.9799,11.283862,25.484883,22.139551,9.146768,24.953408,22.481149
11.5423,26.1985,20.5021,9.0481,27.3096,17.9933,12.4888,26.9852,12.6334,8.0787,26.0379,4.2216,6.6523,26.3795,7.1251,4.6047,27.3083,12.2706,5.4433,26.3672,21.1985,2.9056,24.718,20.9964,11.321644,25.486159,22.131474,9.180449,25.001237,22.484946
11.5787,26.2111,20.5004,9.1087,27.2324,17.9565,12.6691,26.7867,12.6645,8.3927,25.6083,4.1933,6.916,26.0253,7.0665,4.7617,27.0439,12.1503,5.4705,26.3766,21.207,2.9618,24.6866,21.0105,11.34776,25.505585,22.129738,9.217397,25.00585,22.471646
11.6089,26.2293,20.4993,9.1635,27.1741,17.9234,12.7905,26.6489,12.7304,8.7237,25.1744,4.1899,7.1853,25.6674,7.018,4.9224,26.7852,12.034,5.5024,26.3874,21.2131,3.0176,24.6661,21.0206,11.384642,25.533648,22.120395,9.243755,25.015273,22.464783
11.6445,26.2379,20.4971,9.2215,27.1036,17.8936,12.9555,26.6594,12.768,9.0571,24.7537,4.2067,7.466,25.3282,6.9886,5.0947,26.5257,11.9324,5.5325,26.3962,21.2127,3.072,24.6465,21.0352,11.415037,25.562626,22.119644,9.274178,25.036468,22.458452
11.6815,26.2613,20.4973,9.2757,27.0424,17.8646,13.1064,26.5033,12.8472,9.388,24.3354,4.2401,7.7579,24.9979,6.9754,5.2703,26.2751,11.8424,5.5621,26.4132,21.2164,3.1238,24.6354,21.0464,11.446681,25.583824,22.112653,9.309224,25.06508,22.456463
11.7106,26.2768,20.4897,9.3343,26.9825,17.8542,13.2661,26.1967,12.9464,9.7263,23.9139,4.2943,8.064,24.6963,6.982,5.4641,26.0415,11.7727,5.5935,26.4288,21.214,3.177,24.62,21.053,11.489867,25.604973,22.098318,9.339681,25.090507,22.445459
11.7494,26.293,20.4901,9.3998,26.9498,17.8154,13.4203,26.0473,13.0045,10.0714,23.509,4.3724,8.3354,24.3384,6.9948,5.6479,25.7887,11.715,5.6259,26.4372,21.2083,3.2302,24.6016,21.0566,11.513326,25.631332,22.097442,9.366777,25.109105,22.437785
11.7853,26.3052,20.4809,9.4451,26.8736,17.8046,13.6087,25.8969,13.083,10.4176,23.0942,4.4645,8.6114,23.9596,7.0137,5.835,25.5205,11.6689,5.6594,26.4484,21.2005,3.2838,24.5886,21.056,11.557324,25.654891,22.087896,9.395383,25.138949,22.432338
11.8214,26.3301,20.4828,9.5265,26.7484,17.798,13.7321,25.7929,13.1658,10.7586,22.7048,4.5817,8.903,23.6645,7.0832,6.0362,25.282,11.6439,5.6942,26.4672,21.1915,3.3405,24.5751,21.0552,11.578309,25.670378,22.082096,9.425212,25.16626,22.422384
11.8579,26.349,20.4799,9.553,26.6618,17.7053,13.903,25.8059,13.2472,11.1012,22.3378,4.7221,9.1942,23.3105,7.1405,6.1661,24.9335,11.6202,5.7294,26.4776,21.1816,3.3927,24.5599,21.0532,11.614886,25.67824,22.06274,9.458605,25.200285,22.418962
11.8892,26.3592,20.4765,9.6203,26.6581,17.7943,14.0789,25.6222,13.3489,11.4345,21.9856,4.8729,9.482,22.9887,7.2344,6.3626,24.6702,11.6359,5.7668,26.4856,21.1678,3.4481,24.541,21.0469,11.645055,25.720842,22.06209,9.48445,25.223829,22.405858
11.9298,26.3834,20.4745,9.652,26.5551,17.7537,14.2211,25.6364,13.464,11.7764,21.639,5.0467,9.7711,22.6752,7.3499,6.5484,24.4269,11.6697,5.8016,26.4922,21.1542,3.5053,24.5206,21.0413,11.6751,25.732343,22.053556,9.516652,25.249799,22.395822
11.9657,26.4118,20.4726,9.6906,26.5974,17.7986,14.3666,25.5441,13.6002,12.116,21.3139,5.2367,10.0588,22.376,7.4821,6.7563,24.1698,11.7051,5.8437,26.5045,21.1464,3.5658,24.508,21.033,11.705691,25.766024,22.05268,9.54877,25.291359,22.387733
12.0075,26.4252,20.4679,9.7678,26.5432,17.7993,14.4589,25.4196,13.7643,12.4347,21.0423,5.4379,10.3351,22.1038,7.6244,6.9548,23.916,11.7618,5.8796,26.5094,21.1333,3.6287,24.4944,21.0229,11.749765,25.797891,22.036308,9.578598,25.325084,22.382685
12.0425,26.4549,20.4626,9.8174,26.6105,17.8026,14.694,25.382,13.8075,12.7319,20.8386,5.6457,10.6174,21.8391,7.7898,7.1535,23.6852,11.833,5.9173,26.5118,21.1192,3.6889,24.4768,21.0131,11.773122,25.816977,22.035893,9.616585,25.361951,22.380941
12.0777,26.4746,20.4661,9.8735,26.4783,17.842,14.8734,25.4157,13.9989,13.0872,20.4289,5.9011,10.8955,21.5758,7.9633,7.3544,23.461,11.9218,5.9545,26.5229,21.1062,3.7501,24.4657,21.0058,11.815843,25.847011,22.025152,9.648027,25.389254,22.359867
12.118,26.5011,20.4601,9.8731,26.3416,17.8178,14.8953,25.5833,14.1026,13.5015,20.6553,6.0884,11.179,21.3231,8.1509,7.5532,23.2465,12.0171,5.9932,26.5354,21.0962,3.8117,24.4497,20.9963,11.847052,25.878554,22.021089,9.68239,25.419512,22.34989
12.156,26.5162,20.4593,9.9885,26.6369,17.9077,15.0591,25.3241,14.2179,13.8216,20.407,6.349,11.4608,21.1022,8.3484,7.7474,23.0396,12.1273,6.0323,26.5454,21.0863,3.8735,24.4357,20.9917,11.88164,25.888231,22.006134,9.716982,25.446176,22.345331
12.2012,26.5353,20.453,9.9748,26.6634,17.9121,15.1659,25.3425,14.4004,14.1352,20.258,6.6121,11.7398,20.8942,8.5604,7.9438,22.8612,12.2459,6.0708,26.5559,21.0756,3.9361,24.4096,20.9834,11.915539,25.920618,22.001808,9.752124,25.475623,22.331403
12.2392,26.553,20.449,10.0658,26.3753,17.9305,15.3218,25.3234,14.5474,14.458,20.0362,6.9028,12.0237,20.6901,8.786,8.1357,22.6928,12.3735,6.1093,26.5691,21.0628,3.9961,24.4058,20.9822,11.953759,25.94008,21.991644,9.789979,25.502911,22.320778
12.276,26.5803,20.448,10.0887,26.3847,17.9487,15.4149,25.3809,14.6837,14.778,19.7847,7.2086,12.2989,20.5031,9.022,8.3251,22.5253,12.5049,6.1504,26.5761,21.0528,4.0548,24.4001,20.9804,11.983519,25.966347,21.985994,9.82482,25.541624,22.31665
12.3132,26.5887,20.4412,10.1336,26.3803,17.9825,15.4994,25.3856,14.7695,15.0893,19.6346,7.5154,12.5748,20.8305,9.2106,8.5248,22.3863,12.6368,6.1931,26.5876,21.0422,4.1131,24.4031,20.9803,12.021752,25.995511,21.977733,9.864715,25.560738,22.304794
12.3579,26.6265,20.4397,10.1692,26.3859,18.0135,15.6228,25.532,14.9821,15.3889,19.5147,7.8305,12.8462,20.6906,9.4672,8.6983,22.2837,12.7728,6.2368,26.5982,21.0343,4.1723,24.4094,20.9843,12.059012,26.017711,21.967931,9.902358,25.603549,22.304358
12.4004,26.6459,20.4354,10.2677,26.4248,18.0336,15.7013,25.6511,15.124,15.692,19.3342,8.1627,13.1083,20.5698,9.7317,8.8757,22.1686,12.9062,6.2795,26.618,21.0288,4.2281,24.4119,20.9843,12.093377,26.019674,21.961113,9.938031,25.617426,22.290898
12.4463,26.6604,20.4258,10.2226,26.4762,18.023,15.7947,25.6864,15.2325,15.9783,19.2254,8.491,13.3574,20.4699,9.9922,9.0673,22.0861,13.0437,6.321,26.6304,21.022,4.281,24.4164,20.9857,12.137721,26.052705,21.947877,9.977977,25.648974,22.286637
12.4852,26.6804,20.4169,10.2085,26.5983,18.0668,15.8799,25.806,15.3813,16.2588,19.1708,8.822,13.6075,20.412,10.2618,9.2403,22.0305,13.1747,6.3661,26.6543,21.0146,4.3343,24.426,20.9887,12.176764,26.081568,21.938579,10.017467,25.674759,22.279624
12.5252,26.6955,20.4124,10.2711,26.8136,18.0082,15.9684,25.8713,15.4963,16.5259,19.0997,9.1596,13.84,20.3219,10.5283,9.3988,21.9896,13.3039,6.4085,26.6636,21.0057,4.3849,24.4404,20.9938,12.219635,26.086366,21.92466,10.061035,25.699454,22.267317
12.5709,26.7195,20.4046,10.2791,26.6259,18.0133,16.0307,26.0288,15.6433,16.7904,19.0301,9.504,14.065,20.2947,10.7997,9.5716,21.963,13.4345,6.4523,26.6789,20.9995,4.4313,24.451,20.9971,12.251246,26.104917,21.921254,10.104062,25.723936,22.257756
12.6104,26.7479,20.3947,10.2747,26.8552,18.035,16.0847,26.1727,15.7661,17.0264,19.0105,9.8392,14.2803,20.248,11.0748,9.7529,22.2257,13.527,6.4955,26.7005,20.9965,4.4733,24.4707,21.0047,12.293879,26.137973,21.909532,10.149628,25.751237,22.243825
12.6551,26.7542,20.3789,10.2751,26.6933,18.065,16.1404,26.3381,15.9096,17.2504,18.9689,10.1807,14.4798,20.2234,11.3353,9.901,22.2461,13.6463,6.5418,26.7201,20.9899,4.5151,24.4853,21.007,12.334098,26.164511,21.904647,10.19464,25.771718,22.236995
12.6967,26.7774,20.362,10.4448,27.3422,18.0623,16.2261,26.384,16.021,17.4586,18.941,10.5244,14.6591,20.2839,11.59,10.04,22.2516,13.7619,6.5869,26.7396,20.9814,4.5558,24.5016,21.0099,12.373927,26.156636,21.888493,10.241708,25.775356,22.228102
12.7352,26.7858,20.3443,10.3733,26.893,18.0586,16.2317,26.9394,16.078,17.6401,18.9567,10.8485,14.8253,20.2692,11.8435,10.164,22.2784,13.8663,6.6321,26.7584,20.9752,4.5983,24.5292,21.0123,12.413736,26.157918,21.869737,10.287017,25.789768,22.210546
12.7777,26.8026,20.3264,10.4471,26.7608,18.1143,NaN,NaN,NaN,17.8048,19.0003,11.1734,14.9725,20.37,12.085,10.2841,22.3403,13.9686,6.678,26.7779,20.9666,4.6375,24.5622,21.0114,12.458703,26.182249,21.858609,10.331486,25.806407,22.202674
12.8214,26.8342,20.3109,10.3443,26.9751,17.9912,NaN,NaN,NaN,17.9521,19.0326,11.4897,15.1147,20.3644,12.3242,10.3515,22.1301,14.0883,6.7256,26.8015,20.9597,4.6771,24.5823,21.0123,12.501736,26.193184,21.853074,10.379208,25.825011,22.188998
12.8591,26.8463,20.2909,10.4067,26.9573,17.9873,NaN,NaN,NaN,18.0799,19.0819,11.8027,15.2313,20.4292,12.5646,10.4874,22.4969,14.1572,6.7743,26.8083,20.9533,4.7132,24.6084,21.0088,12.55434,26.198358,21.836623,10.424886,25.829547,22.180507
12.9064,26.8686,20.2725,10.4705,26.9707,17.9875,NaN,NaN,NaN,18.1934,19.1887,12.0909,15.3282,20.5351,12.7835,10.5761,22.5856,14.2563,6.8111,26.7252,20.9486,4.7482,24.6538,21.004,12.601758,26.209565,21.829215,10.47555,25.826235,22.163279
12.9472,26.8827,20.249,10.41,27.2072,18.0752,NaN,NaN,NaN,18.2802,19.3054,12.3664,15.4157,20.5403,13.0185,10.6529,22.6788,14.3432,6.8574,26.7457,20.9404,4.7804,24.6826,20.9973,12.652858,26.224473,21.819139,10.526515,25.842217,22.157763
12.9894,26.9052,20.2309,10.4052,27.3384,18.0669,NaN,NaN,NaN,18.3657,19.4492,12.6381,15.4743,20.6533,13.2334,10.7224,22.7878,14.4364,6.9175,26.8772,20.9256,4.812,24.7465,20.9894,12.70754,26.229113,21.805687,10.576156,25.832534,22.14043
13.0367,26.9308,20.2101,10.4217,27.3902,18.1064,NaN,NaN,NaN,18.4182,19.5297,12.89,15.5309,20.7395,13.4286,10.771,22.9142,14.5298,6.9646,26.9161,20.9148,4.8411,24.7845,20.9803,12.760333,26.216016,21.782513,10.62176,25.830668,22.13187
13.0843,26.9431,20.1922,10.4005,27.698,18.0962,NaN,NaN,NaN,18.4591,19.6402,13.137,15.5473,20.8724,13.719,10.8103,23.0523,14.6136,7.0119,26.9619,20.9055,4.8699,24.8406,20.9714,12.80511,26.220922,21.781644,10.670336,25.826119,22.116016
13.1314,26.9509,20.1755,10.4311,27.6138,18.1671,NaN,NaN,NaN,18.4698,19.7688,13.3646,15.5705,21.0195,13.905,10.8404,23.1971,14.6987,7.0593,26.9927,20.8973,4.8996,24.8998,20.9542,12.852518,26.219235,21.767628,10.722066,25.830459,22.111009
13.1769,26.9665,20.1527,10.4278,27.7847,18.2214,NaN,NaN,NaN,18.4497,19.8507,13.5818,15.564,21.1908,14.0676,10.8497,23.3542,14.7724,7.113,27.03,20.8843,4.9259,24.9609,20.939,12.902968,26.222656,21.760014,10.775143,25.820337,22.092409
13.2281,26.9764,20.1337,10.447,27.8741,18.2382,NaN,NaN,NaN,18.3974,19.968,13.7768,15.4765,21.3747,14.2566,10.8548,23.5347,14.8478,7.1653,27.0584,20.8755,4.9478,25.024,20.9207,12.953999,26.218537,21.744551,10.825308,25.820286,22.078466
13.277,26.9845,20.1079,10.4437,28.0365,18.2858,NaN,NaN,NaN,18.3201,20.078,13.9619,15.422,21.4992,14.4076,10.8394,23.7272,14.9196,7.2159,27.0971,20.867,4.9742,25.0894,20.907,13.007502,26.221863,21.73449,10.877733,25.815519,22.066177
13.3275,26.9936,20.0925,10.4778,27.9948,18.336,NaN,NaN,NaN,18.2239,20.2607,14.1318,15.3305,21.7293,14.5618,10.8154,23.9282,14.9964,7.2656,27.1312,20.854,4.9963,25.1643,20.8906,13.05841,26.228184,21.723518,10.927594,25.813378,22.052612
13.3855,27.0251,20.0706,10.516,27.9706,18.3885,NaN,NaN,NaN,18.0817,20.3807,14.2753,15.2335,21.9726,14.6921,10.7743,24.1513,15.0729,7.3176,27.1734,20.8421,5.0195,25.2379,20.8744,13.118577,26.218056,21.70855,10.982883,25.801037,22.031793
13.4367,27.0306,20.0512,10.5162,28.3132,18.4132,16.3941,29.6919,17.48,17.9424,20.5577,14.3995,15.0923,22.2623,14.8352,10.7171,24.3902,15.1467,7.3696,27.2078,20.8306,5.0376,25.3126,20.8581,13.173918,26.216458,21.688771,11.035494,25.79989,22.014494
