shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
13.4877,27.0464,20.0327,10.5402,28.2524,18.4659,16.3353,29.8979,17.4735,17.7756,20.7073,14.5026,14.9772,22.3966,14.9512,10.6527,24.6231,15.2217,7.4205,27.2477,20.8192,5.0583,25.3949,20.8424,13.23011,26.212845,21.676497,11.081406,25.799125,22.004743
13.5455,27.0612,20.0131,10.6019,28.3788,18.5085,16.3213,30.0204,17.5688,17.6021,20.9172,14.5705,NaN,NaN,NaN,10.5793,24.8918,15.3055,7.473,27.281,20.8074,5.0776,25.4717,20.8263,13.28649,26.209177,21.667318,11.136341,25.794597,21.989862
13.595,27.0648,19.9935,10.596,28.4771,18.616,16.3108,30.1735,17.6311,17.3881,21.1032,14.5925,NaN,NaN,NaN,10.491,25.1583,15.3944,7.5272,27.3259,20.7963,5.0964,25.5586,20.8089,13.34003,26.193148,21.649826,11.184208,25.777345,21.970859
13.6536,27.0867,19.9803,10.6256,28.2853,18.5546,16.2853,30.45,17.6931,17.1651,21.3063,14.5836,NaN,NaN,NaN,10.3954,25.4146,15.4877,7.5824,27.3572,20.7855,5.1166,25.6513,20.7952,13.394112,26.178532,21.640416,11.235229,25.773418,21.95921
13.7092,27.0946,19.9631,10.7125,28.5079,18.6698,16.2831,30.4309,17.7815,16.9313,21.5599,14.5506,NaN,NaN,NaN,10.299,25.6817,15.5791,7.6346,27.3958,20.7722,5.1348,25.7408,20.7797,13.445617,26.178517,21.630187,11.286915,25.750912,21.940466
13.7603,27.1231,19.9513,10.7045,28.4408,18.6735,16.2861,30.4446,17.7849,16.6745,21.8493,14.4744,NaN,NaN,NaN,10.1798,26.0303,15.6728,7.6859,27.4343,20.7616,5.156,25.8361,20.7675,13.502643,26.187282,21.623212,11.332888,25.750714,21.932528
13.8242,27.1201,19.9362,10.8068,28.6525,18.7068,16.2386,31.0455,17.8386,16.3907,22.0307,14.3615,NaN,NaN,NaN,10.0726,26.3267,15.773,7.7291,27.4727,20.7365,5.1768,25.9342,20.7555,13.565858,26.188379,21.617972,11.384654,25.726485,21.913839
13.8792,27.1347,19.9294,10.7839,28.4736,18.7242,16.2727,31.0984,17.8272,16.089,22.3328,14.2061,NaN,NaN,NaN,9.9599,26.6215,15.8708,7.7837,27.5025,20.723,5.1955,26.025,20.7443,13.625477,26.179496,21.606654,11.432372,25.729497,21.901457
13.9316,27.1363,19.9198,10.9294,28.829,18.9215,16.1963,31.4332,17.9907,15.7652,22.6603,14.0188,NaN,NaN,NaN,9.8365,26.918,15.9804,7.8362,27.3804,20.7303,5.2172,26.1148,20.7332,13.684446,26.142938,21.599013,11.483224,25.718123,21.886885
13.9927,27.1287,19.9159,10.9239,28.6769,18.8975,16.243,31.4483,17.8742,15.4355,22.8914,13.829,NaN,NaN,NaN,9.7162,27.2112,16.0919,7.8614,27.363,20.7241,5.2385,26.2149,20.723,13.742245,26.144571,21.591153,11.53174,25.710533,21.8746
14.0475,27.1266,19.9098,10.9414,28.823,18.8921,16.232,31.603,17.9374,15.0804,23.2456,13.6065,NaN,NaN,NaN,9.6034,27.498,16.2086,7.9481,27.4301,20.7091,5.2629,26.311,20.7131,13.792865,26.127577,21.58296,11.580901,25.712665,21.865076
14.1021,27.1353,19.907,10.9976,28.8192,18.9855,16.2128,32.0714,17.8458,14.6891,23.5645,13.3726,NaN,NaN,NaN,9.4777,27.784,16.3262,8.0116,27.6186,20.687,5.2857,26.4128,20.7052,13.857136,26.119004,21.577263,11.626399,25.698741,21.863782
14.1554,27.1281,19.9006,11.032,28.894,19.0339,16.1577,32.051,17.8807,14.2909,23.8988,13.1445,NaN,NaN,NaN,9.3706,28.0674,16.4427,8.0657,27.6426,20.6762,5.3105,26.4964,20.6937,13.914086,26.107886,21.571196,11.678256,25.688743,21.852417
14.2162,27.1272,19.8987,11.0698,28.854,18.9975,16.1937,32.0227,17.8191,13.866,24.3006,12.9151,NaN,NaN,NaN,9.2664,28.3597,16.549,8.1047,27.4717,20.6672,5.338,26.5913,20.6844,13.971112,26.08738,21.569321,11.721757,25.6765,21.84106
14.2686,27.1078,19.8933,11.111,28.9266,19.0526,16.1909,32.0586,17.7734,13.4215,24.7265,12.6881,NaN,NaN,NaN,9.1583,28.6315,16.6522,8.1598,27.4911,20.6538,5.362,26.6728,20.6772,14.022833,26.062106,21.56128,11.770998,25.669844,21.837785
14.3192,27.0985,19.8906,11.1719,28.9529,19.1275,16.1951,32.2269,17.7112,12.9826,25.158,12.4865,NaN,NaN,NaN,9.0558,28.9159,16.7536,8.2135,27.555,20.707,5.3926,26.7596,20.6711,14.071667,26.058262,21.567394,11.821288,25.660919,21.835238
14.3733,27.0916,19.8884,11.2253,29.1143,19.2408,16.1851,32.2571,17.6463,12.5491,25.6565,12.2907,NaN,NaN,NaN,8.9561,29.2083,16.8501,8.2668,27.4974,20.6209,5.422,26.8346,20.6635,14.128747,26.034097,21.560123,11.867794,25.637926,21.833866
14.4143,27.0755,19.8857,11.2024,29.1283,19.2517,16.1814,32.3821,17.5685,12.1151,26.1258,12.1109,NaN,NaN,NaN,8.8618,29.4892,16.9481,8.3323,27.4869,20.5549,5.4505,26.9071,20.6551,14.174808,26.022377,21.559136,11.916963,25.613554,21.831575
14.4591,27.0471,19.8835,11.3423,29.3442,19.3015,16.1794,32.4773,17.4875,11.6775,26.6404,11.9393,10.6101,28.1526,14.2246,8.7696,29.7754,17.0481,8.3815,27.5168,20.5952,5.4792,26.9654,20.6479,14.217811,25.998959,21.557429,11.96496,25.607739,21.837225
14.5059,27.0267,19.8751,11.3783,29.2123,19.3211,16.1714,32.5569,17.3909,11.2399,27.18,11.7806,10.3573,28.4594,14.1604,8.6862,30.0464,17.1544,8.3871,27.4539,20.5819,5.5142,27.0242,20.6372,14.270166,25.984262,21.555065,12.010874,25.589987,21.834008
14.55,27.0039,19.87,11.462,29.2797,19.3661,16.1576,32.597,17.2913,10.8184,27.717,11.6323,10.0901,28.9194,14.0898,8.6101,30.3037,17.2563,8.3933,27.3389,20.5092,5.5503,27.0788,20.6284,14.315512,25.966286,21.548888,12.062456,25.570808,21.826826
14.598,26.9886,19.8615,11.5007,29.2854,19.362,16.1393,32.7032,17.1799,10.4664,28.9505,11.4354,9.8761,29.7549,14.0026,8.545,30.5462,17.3509,8.4246,27.349,20.5536,5.5934,27.1015,20.6146,14.364826,25.955156,21.547476,12.107132,25.543595,21.824491
14.6445,26.9865,19.8592,11.5754,29.3305,19.393,16.1259,32.7331,17.049,10.0837,29.5565,11.3215,9.624,30.1721,13.9495,8.4885,30.7681,17.434,8.4838,27.3589,20.5387,5.6251,27.1281,20.6085,14.413978,25.944735,21.541241,12.158126,25.545267,21.820981
14.6889,26.9621,19.8482,11.6526,29.38,19.3966,16.1039,32.7572,16.8974,9.7183,30.1617,11.2194,9.4054,30.5694,13.9072,8.4374,30.9723,17.5089,8.5422,27.3869,20.5786,5.6644,27.1433,20.6148,14.461474,25.939085,21.539216,12.200511,25.513012,21.81704
14.7356,26.9452,19.8454,11.7116,29.3963,19.3927,16.1049,32.9508,16.8284,9.379,30.7552,11.1284,9.1984,30.9842,13.8595,8.3907,31.1725,17.5806,8.5747,27.3553,20.5645,5.7081,27.1428,20.6121,14.502121,25.933825,21.540014,12.25188,25.503385,21.816897
14.7827,26.9223,19.8351,11.7714,29.3924,19.3736,16.094,33.5845,17.0852,9.0671,31.4066,11.0475,9.009,31.3758,13.8098,8.3462,31.3517,17.6364,8.6564,27.4644,20.5603,5.7482,27.1573,20.6287,14.546549,25.915258,21.528598,12.301919,25.485207,21.812461
14.8284,26.8932,19.8301,11.8293,29.3969,19.3505,15.9917,32.9097,16.4871,8.8085,32.0415,10.9629,8.8297,31.7411,13.7478,8.3054,31.5175,17.6818,8.6293,27.2113,20.4895,5.7813,27.1436,20.6135,14.593364,25.899723,21.520612,12.343352,25.45958,21.805759
14.8677,26.8785,19.8264,11.9025,29.3934,19.3198,15.8914,32.9977,16.3701,8.5591,32.6854,10.8855,8.6611,32.1323,13.6716,8.2676,31.6684,17.7106,8.6703,27.1883,20.4841,5.8191,27.1212,20.6123,14.639087,25.872324,21.512903,12.390686,25.443465,21.798984
14.9203,26.8653,19.8214,11.9522,29.3894,19.2832,15.9088,33.006,16.1825,8.3856,33.3005,10.7884,8.5115,32.506,13.5857,8.2309,31.7984,17.7169,8.6411,27.2581,20.5147,5.8593,27.0793,20.6151,14.689276,25.87479,21.508041,12.435909,25.441366,21.795914
14.9679,26.8442,19.8133,12.011,29.3706,19.2303,15.857,32.94,15.9768,8.2631,33.8663,10.6835,8.3839,32.8407,13.4881,8.192,31.9068,17.6896,8.8894,27.2748,20.4828,5.8938,27.0531,20.6178,14.735364,25.871388,21.501886,12.484709,25.426179,21.786648
15.0133,26.8293,19.8091,12.0718,29.3585,19.1784,15.7669,32.9522,15.8002,8.1843,34.3904,10.5728,8.2721,33.1847,13.3903,8.1551,31.9953,17.6358,8.8949,27.1718,20.4524,5.9514,26.9671,20.6061,14.785115,25.844567,21.492551,12.528869,25.411391,21.781356
15.0651,26.8042,19.7954,12.1257,29.328,19.1194,15.6928,33.0032,15.584,8.1441,34.8579,10.4507,8.1801,33.4755,13.274,8.1116,32.0587,17.5548,8.9598,27.1751,20.5036,5.99,26.9288,20.6138,14.832837,25.859408,21.494218,12.575048,25.392502,21.77628
15.111,26.7901,19.7897,12.173,29.2868,19.063,15.6602,32.8512,15.4026,8.1319,35.2394,10.3259,8.111,33.737,13.1346,8.0676,32.1132,17.4485,8.9441,27.0035,20.5007,6.0186,26.8668,20.6095,14.872602,25.847795,21.495811,12.622952,25.384836,21.771481
15.1552,26.7746,19.7842,12.2287,29.2856,19.0112,15.6596,32.7596,15.1974,8.1345,35.5781,10.1935,8.0574,33.9994,12.9798,8.0155,32.141,17.3142,9.0316,27.2276,20.5214,6.0684,26.7805,20.5997,14.916619,25.830657,21.485186,12.676612,25.36842,21.755493
15.2006,26.7561,19.7756,12.2798,29.2494,18.9512,15.5756,32.6924,14.9647,8.1493,35.8411,10.0484,8.0213,34.2105,12.8024,7.9606,32.1606,17.1528,8.8799,26.9075,20.4529,6.102,26.7116,20.6067,14.95995,25.814242,21.475076,12.727114,25.344994,21.742784
15.2436,26.747,19.7659,12.3541,29.1959,18.8925,15.5007,32.7023,14.8155,8.1807,36.0365,9.8816,7.9966,34.4035,12.6077,7.9032,32.1597,16.9749,8.962,26.8583,20.4293,6.1384,26.6447,20.5949,15.001726,25.805295,21.469473,12.772805,25.325462,21.731287
15.2863,26.721,19.7541,12.3832,29.1957,18.8326,15.4836,32.6555,14.6193,8.2231,36.1647,9.6817,7.987,34.5636,12.402,7.84,32.1551,16.7685,9.1929,27.3779,20.4599,6.1881,26.5513,20.5713,15.046628,25.791418,21.458966,12.818426,25.313127,21.7243
15.3328,26.716,19.7417,12.4327,29.1922,18.7659,15.4126,32.4912,14.3691,8.2754,36.261,9.4517,7.9889,34.6947,12.178,7.779,32.14,16.5469,9.0438,26.7511,20.3877,6.232,26.4666,20.5473,15.093639,25.789661,21.451025,12.868324,25.295786,21.713736
15.3729,26.6933,19.7322,12.4912,29.2335,18.7363,15.3317,32.5009,14.2279,8.3468,36.3229,9.182,8.0005,34.8159,11.9361,7.7129,32.1198,16.3013,9.2227,26.7127,20.3669,6.282,26.3795,20.5361,15.134678,25.789885,21.445094,12.915297,25.282556,21.696282
15.416,26.6788,19.7202,12.5267,29.1176,18.5961,15.2914,32.3851,14.0255,8.4289,36.3427,8.8834,8.0269,34.8981,11.6692,7.6509,32.1216,16.0487,9.2503,26.7182,20.3826,6.325,26.2708,20.519,15.17313,25.762463,21.430129,12.965355,25.267902,21.685107
15.4535,26.6617,19.7076,12.5835,29.1953,18.5249,15.2592,32.2728,13.8358,8.528,36.3163,8.5616,8.0612,34.9269,11.384,7.593,32.1333,15.7898,9.3293,26.9358,20.3302,6.359,26.1827,20.4937,15.218296,25.751297,21.42048,13.013595,25.257163,21.672973
15.4942,26.6503,19.6951,12.6288,29.0722,18.4724,15.1819,32.2496,13.6716,8.6368,36.251,8.2268,8.1014,34.9085,11.0781,7.5381,32.1279,15.5323,9.3202,26.6626,20.3039,6.4029,26.0933,20.4558,15.256052,25.755936,21.406666,13.058979,25.227608,21.652261
15.5354,26.6476,19.6814,12.6768,29.0344,18.419,15.1824,32.0834,13.5046,8.7507,36.1452,7.8832,8.1506,34.847,10.7505,7.4932,32.1257,15.2768,9.3049,26.4893,20.3303,6.4501,25.9591,20.3998,15.297173,25.74759,21.395128,13.109177,25.215493,21.639197
15.5778,26.6346,19.6682,12.7229,28.9952,18.3674,15.1725,31.9493,13.3477,8.8788,35.9849,7.5326,8.2086,34.7448,10.4106,7.4586,32.1011,15.0147,9.3994,26.6903,20.2632,6.5075,25.9243,20.3726,15.333833,25.729334,21.381319,13.151263,25.195395,21.619922
15.6111,26.6268,19.6591,12.7678,28.9473,18.2998,15.1486,31.868,13.1716,9.0131,35.8091,7.1777,8.2716,34.5831,10.0676,7.4282,32.0634,14.7661,9.4231,26.5852,20.2517,6.5565,25.8566,20.3591,15.380646,25.732635,21.365349,13.198137,25.189466,21.607249
15.6507,26.6068,19.6418,12.8149,28.9062,18.2233,15.1674,31.7103,13.0299,9.1566,35.5889,6.8216,8.3466,34.4163,9.7286,7.4705,32.0567,14.5151,9.3757,26.328,20.2361,6.6065,25.7802,20.3102,15.417795,25.721585,21.344609,13.246361,25.163358,21.587345
15.6929,26.6117,19.6261,12.8604,28.8577,18.1481,15.1719,31.3068,12.9242,9.3073,35.3384,6.465,8.4286,34.2047,9.3898,7.4275,31.9303,14.282,9.3872,26.2595,20.2085,6.6535,25.6868,20.2558,15.451066,25.720402,21.329623,13.282876,25.164205,21.571847
15.7217,26.6013,19.6114,12.9028,28.8155,18.0754,15.2543,31.3319,12.7455,9.4601,35.0702,6.1258,8.519,33.9867,9.0697,7.4306,31.8358,14.0549,9.5146,26.3929,20.1749,6.6763,25.6851,20.1907,15.500074,25.734737,21.312791,13.328869,25.135747,21.547293
15.7601,26.5817,19.5903,12.9441,28.7606,17.9931,15.2667,31.3607,12.5843,9.6188,34.7667,5.7976,8.6186,33.7322,8.7722,7.4709,31.7415,13.8399,9.5959,26.6928,20.1449,6.7484,25.5342,20.131,15.535482,25.727075,21.286012,13.374322,25.130433,21.528886
15.8005,26.5968,19.5744,12.9842,28.704,17.9099,15.309,31.2876,12.5372,9.7742,34.4464,5.5043,8.7183,33.4495,8.4886,7.5079,31.6087,13.6363,9.6331,26.6505,20.1219,6.8065,25.5156,20.0838,15.572231,25.70601,21.262503,13.420798,25.135829,21.506295
15.8342,26.5843,19.5544,13.0287,28.6497,17.8345,15.3778,31.3011,12.3308,9.9243,34.1129,5.243,8.8335,33.1479,8.2343,7.5653,31.4558,13.4398,9.6411,26.1456,20.12,6.8573,25.4516,20.0178,15.612526,25.730602,21.245436,13.467453,25.130888,21.488021
15.8689,26.5927,19.5329,13.0733,28.6032,17.7604,15.4724,30.7499,12.2803,10.0678,33.7888,5.0163,8.9526,32.82,7.9942,7.6355,31.2744,13.2449,9.6819,26.0902,20.0936,6.9066,25.3953,19.9562,15.652754,25.727184,21.214817,13.503367,25.116635,21.463968
15.8974,26.5838,19.5152,13.119,28.5644,17.6756,15.5911,30.8739,12.1388,10.2085,33.4395,4.8085,9.0787,32.4933,7.7803,7.729,31.083,13.0566,9.7196,26.3484,20.0432,6.9585,25.3408,19.8961,15.685777,25.71634,21.191768,13.545824,25.103316,21.435952
15.9359,26.5783,19.494,13.1686,28.5177,17.5999,15.7314,30.504,12.0658,10.3577,33.0895,4.6255,9.2182,32.1576,7.5853,7.8569,30.9146,12.8776,9.7822,26.1697,20.0119,6.9849,25.2154,19.8396,15.719893,25.712574,21.161878,13.588023,25.100266,21.417512
15.9672,26.5955,19.4754,13.2176,28.4691,17.5274,15.8163,30.5269,11.9562,10.5134,32.752,4.4622,9.372,31.8273,7.4094,8.0016,30.7238,12.7013,9.8063,26.0038,19.9843,7.033,25.1562,19.7837,15.752992,25.742636,21.147109,13.625135,25.086248,21.38023
16.0019,26.6089,19.4571,13.268,28.4267,17.4515,15.9775,30.3996,11.8798,10.6932,32.411,4.3056,9.5299,31.5101,7.2488,8.1092,30.5169,12.5324,9.8675,26.2261,19.9382,7.1098,25.1962,19.7225,15.789544,25.727271,21.110621,13.663744,25.08498,21.356286
16.0345,26.6145,19.4359,13.3205,28.3917,17.378,16.1004,30.1549,11.8263,10.8882,32.0505,4.1486,9.7018,31.2085,7.0969,8.209,30.2412,12.3787,9.8705,26.0538,19.9087,7.1607,25.1407,19.6602,15.822635,25.769776,21.094592,13.701321,25.088019,21.326352
16.0702,26.629,19.4137,13.3763,28.4874,17.2988,16.2504,29.8729,11.804,11.102,31.7067,4.0008,9.8841,30.9044,6.9528,8.3435,30.0232,12.212,9.9194,26.1656,19.872,7.2102,25.0826,19.6045,15.855039,25.760104,21.06061,13.743102,25.101158,21.304935
16.0989,26.6225,19.3936,13.4335,28.3066,17.235,16.4163,29.7694,11.7393,11.3334,31.3544,3.8526,10.0911,30.594,6.8084,8.4847,29.8132,12.0911,9.9779,26.1749,19.839,7.2634,25.0372,19.5515,15.890621,25.774369,21.033802,13.782632,25.105067,21.26899
16.1373,26.6422,19.3748,13.4978,28.4321,17.1617,16.5923,29.5182,11.7063,11.5816,30.9896,3.7065,10.3025,30.3091,6.6677,8.6527,29.6792,11.9532,10.016,26.1639,19.8092,7.2886,24.9117,19.5058,15.912662,25.767786,21.005673,13.812424,25.091482,21.233011
16.1666,26.6485,19.3537,13.5509,28.2385,17.1034,16.6726,29.3613,11.6758,11.8492,30.6233,3.562,10.525,30.0166,6.521,8.792,29.386,11.779,10.0295,26.1184,19.7834,7.3702,24.9239,19.4533,15.953683,25.79285,20.976884,13.844851,25.109839,21.207445
16.2024,26.6566,19.3343,13.619,28.5208,16.9488,16.8344,29.3928,11.6977,12.1275,30.2488,3.4228,10.7662,29.7324,6.3849,8.935,29.2173,11.6492,10.0667,26.1417,19.7574,7.4214,24.9189,19.4,15.981287,25.787483,20.951783,13.880889,25.108814,21.166012
16.236,26.6688,19.3137,13.7027,28.4617,16.9917,17.0583,29.1072,11.6117,12.4193,29.8634,3.293,11.0179,29.4357,6.2444,9.0987,29.0198,11.4737,10.0948,26.1176,19.7365,7.4739,24.8882,19.3503,16.005488,25.804985,20.923257,13.909204,25.101328,21.134357
16.2666,26.6901,19.2956,13.7805,28.1381,16.9337,17.1984,28.8811,11.595,12.728,29.4784,3.1777,11.2765,29.1528,6.1165,9.2766,28.8594,11.3172,10.1458,26.1921,19.7035,7.5346,24.8617,19.3073,16.037394,25.818704,20.902143,13.943734,25.120071,21.106033
16.3013,26.7029,19.2825,13.7995,28.1689,16.8519,17.3834,28.6661,11.5685,13.0422,29.0887,3.0703,11.5525,28.8646,5.9867,9.4328,28.6981,11.1671,10.174,26.2043,19.6812,7.5933,24.8349,19.2638,16.065566,25.834413,20.870239,13.966944,25.124246,21.069691
16.3356,26.7355,19.2667,13.8387,28.2956,16.8876,17.5369,28.6922,11.5688,13.3684,28.7113,2.9806,11.8262,28.5899,5.8709,9.6316,28.5596,11.003,10.207,26.2283,19.6532,7.6493,24.8034,19.2173,16.094613,25.855671,20.846924,14.005077,25.139943,21.034299
16.3619,26.7432,19.2466,13.9392,27.9771,16.7298,17.66,28.4117,11.6015,13.7017,28.3328,2.8981,12.1125,28.3023,5.7595,9.7941,28.3749,10.8378,10.2376,26.2413,19.6263,7.7076,24.7823,19.1748,16.123925,25.869672,20.819478,14.030674,25.149973,21.004858
16.3979,26.767,19.2336,14.0091,28.0779,16.6836,17.7328,28.3012,11.5889,14.0449,27.9572,2.8321,12.4053,28.0242,5.6573,9.9744,28.2077,10.6801,10.2691,26.2653,19.5936,7.7665,24.7674,19.1382,16.156732,25.89505,20.795041,14.058494,25.179122,20.975828
16.4299,26.7764,19.2147,14.0617,28.1604,16.626,18.0344,28.2711,11.5962,14.395,27.5875,2.7779,12.7008,27.7433,5.5679,10.1587,28.0211,10.523,10.3019,26.2903,19.5642,7.8272,24.7565,19.096,16.181812,25.913323,20.769065,14.087933,25.201917,20.945607
16.4624,26.8071,19.2012,14.1228,27.8783,16.6156,18.229,27.9352,11.679,14.7584,27.24,2.7447,13.0045,27.4632,5.4847,10.3481,27.8404,10.3776,10.3376,26.4571,19.5286,7.8852,24.7293,19.0522,16.210845,25.940229,20.75395,14.104463,25.224223,20.916968
16.4924,26.8295,19.1892,14.2067,28.0504,16.5298,18.3626,28.1721,11.716,15.1285,26.8734,2.7227,13.3095,27.1835,5.4138,10.5344,27.6503,10.2378,10.3664,26.4727,19.4985,7.94,24.7035,19.0031,16.234012,25.959537,20.730781,14.136642,25.239952,20.881793
16.5237,26.8495,19.1709,14.2443,28.0022,16.5012,18.5239,27.7482,11.7386,15.4973,26.5377,2.7188,13.6197,26.9102,5.3606,10.7263,27.4544,10.1162,10.3943,26.4914,19.4701,7.9987,24.6725,18.9541,16.270288,25.99725,20.705317,14.1657,25.286732,20.862208
16.5581,26.8835,19.1595,14.3235,27.7414,16.4704,18.6001,27.7728,11.7405,15.8679,26.2073,2.729,13.9302,26.6285,5.3192,10.9198,27.2546,10.006,10.4184,26.3947,19.444,8.0582,24.6601,18.9193,16.301615,26.010976,20.68365,14.187416,25.301085,20.831195
16.591,26.9106,19.1457,14.3262,27.7681,16.4074,18.8118,27.7249,11.749,16.2355,25.8863,2.7617,14.2402,26.3438,5.2929,11.1223,27.0341,9.9134,10.4038,26.0614,19.4314,8.123,24.6492,18.8783,16.321825,26.03192,20.66216,14.215376,25.345755,20.807881
16.6233,26.9371,19.1344,14.4342,27.6563,16.3985,18.9806,27.4305,11.9127,16.601,25.5717,2.8083,14.5486,26.0825,5.2917,11.3231,26.8058,9.8347,10.4866,26.4498,19.3753,8.1837,24.6381,18.8398,16.359128,26.068111,20.641768,14.236735,25.368343,20.774915
16.6514,26.9486,19.1216,14.5212,27.682,16.4109,19.1903,27.2844,11.9878,16.9741,25.2566,2.8824,14.8505,25.8099,5.3005,11.5261,26.5828,9.7765,10.5189,26.5518,19.3431,8.2424,24.6219,18.7982,16.39305,26.10992,20.619972,14.266991,25.408741,20.750028
16.6854,26.9746,19.1063,14.6023,27.5044,16.3279,19.1931,27.6487,12.0016,17.3362,24.948,2.9716,15.1553,25.5411,5.3371,11.7315,26.363,9.7342,10.5529,26.5697,19.3134,8.3064,24.6098,18.7651,16.410955,26.124402,20.607257,14.290614,25.446525,20.730989
16.7219,27.0245,19.0957,14.6539,27.9468,16.2888,19.5169,27.2403,12.1834,17.6819,24.6647,3.0782,15.4561,25.27,5.3885,11.9399,26.1347,9.7004,10.5904,26.576,19.2795,8.3679,24.5905,18.7308,16.448426,26.164363,20.5824,14.324841,25.460441,20.698139
16.7596,27.0306,19.0797,14.7013,27.5004,16.3131,19.6235,27.1226,12.2621,18.0203,24.3951,3.2042,15.7527,25.0159,5.4613,12.1421,25.9149,9.6874,10.6274,26.5924,19.2522,8.4316,24.5788,18.701,16.477763,26.203591,20.568307,14.347756,25.504084,20.685458
16.7937,27.0673,19.0693,14.7335,27.5321,16.2893,19.7967,27.0091,12.3222,18.3633,24.1098,3.3515,16.0437,24.7599,5.5415,12.3528,25.6876,9.694,10.6651,26.6031,19.22,8.4948,24.5705,18.6726,16.504465,26.217918,20.548169,14.37171,25.53083,20.656739
16.8253,27.0827,19.0597,14.7636,27.8641,16.2668,19.943,27.0362,12.4759,18.7089,23.8521,3.5184,16.3359,24.5221,5.6494,12.561,25.4801,9.7193,10.703,26.6256,19.1961,8.5624,24.5742,18.6478,16.537313,26.252479,20.527208,14.401594,25.569893,20.639117
16.8607,27.106,19.0489,14.8459,27.3667,16.308,19.9837,27.0301,12.6238,19.0421,23.5944,3.6996,16.6161,24.2889,5.7701,12.7593,25.279,9.7594,10.7431,26.6421,19.1686,8.6233,24.5621,18.627,16.56772,26.273181,20.51006,14.43448,25.612398,20.618721
16.8958,27.1291,19.0375,14.8921,27.4788,16.2871,20.1336,27.2861,12.6385,19.3686,23.3503,3.8961,16.8988,24.0674,5.9143,12.9631,25.0902,9.81,10.7794,26.6636,19.1447,8.6836,24.5414,18.6043,16.597823,26.308034,20.490646,14.462214,25.649028,20.602523
16.9361,27.1692,19.0302,14.9661,27.3686,16.3107,20.1605,26.8842,12.7692,19.6874,23.1333,4.1111,17.1743,23.8414,6.0692,13.1615,24.914,9.8748,10.8167,26.6837,19.1215,8.7437,24.5422,18.5879,16.627871,26.325811,20.479719,14.49621,25.675579,20.577678
16.9691,27.1969,19.0206,14.9715,27.7145,16.2884,20.2961,27.0191,12.9056,20.0181,22.8862,4.3501,17.456,23.624,6.2462,13.3545,24.7543,9.9458,10.8593,26.7006,19.1002,8.8009,24.5485,18.5727,16.661307,26.375154,20.460701,14.534358,25.731619,20.560242
17.0115,27.2235,19.0159,15.0061,27.6445,16.3197,20.5293,27.332,13.0341,20.3252,22.6905,4.5991,17.7257,23.4243,6.4384,13.5499,24.6034,10.0287,10.8987,26.7238,19.0832,8.8562,24.554,18.5661,16.694208,26.388302,20.438685,14.563299,25.756401,20.544603
17.049,27.244,19.0039,15.0153,27.4274,16.3207,20.555,27.1486,13.1887,20.6239,22.5075,4.8646,17.9908,23.2291,6.6418,13.7357,24.4639,10.1245,10.9369,26.7525,19.0674,8.9146,24.5624,18.5588,16.727949,26.419187,20.423756,14.587941,25.778537,20.522487
17.0836,27.2691,18.989,15.0371,27.6106,16.3808,20.7334,27.5029,13.3475,20.9365,22.3092,5.1511,18.2475,23.0813,6.8593,13.9234,24.3465,10.2301,10.9737,26.7697,19.0493,8.9689,24.5729,18.5568,16.755109,26.42257,20.403305,14.631504,25.827058,20.511478
17.1294,27.3017,18.9792,15.0821,27.7631,16.346,20.7953,27.399,13.531,21.2278,22.1586,5.448,18.5002,22.9179,7.0948,14.0998,24.2457,10.3385,11.0148,26.7904,19.033,9.0142,24.592,18.5549,16.790581,26.4739,20.389652,14.672424,25.863622,20.489465
17.1617,27.3129,18.9629,15.0835,27.509,16.4013,20.865,27.5021,13.7408,21.5142,21.9917,5.7604,18.7368,22.7983,7.3411,14.2785,24.1634,10.4529,11.0567,26.8162,19.0213,9.0594,24.6076,18.5569,16.819996,26.487942,20.378567,14.701066,25.88527,20.476112
17.2039,27.3494,18.9601,15.1817,27.4173,16.3674,20.91,27.143,13.9791,21.7882,21.8456,6.0873,18.975,22.675,7.5961,14.4436,24.0988,10.5763,11.0984,26.8401,19.0102,9.1007,24.6181,18.557,16.862124,26.530991,20.354549,14.746281,25.932212,20.460219
17.2404,27.3625,18.9468,15.1136,27.7611,16.3866,20.9868,27.5409,14.1087,22.0416,21.7255,6.4243,19.1954,22.5513,7.861,14.6045,24.0443,10.7007,11.1424,26.8646,19.0007,9.1449,24.6373,18.559,16.883183,26.518372,20.334234,14.777657,25.964186,20.441742
17.2796,27.3856,18.9362,15.1512,27.6326,16.4155,21.0634,27.4083,14.298,22.2795,21.6304,6.7682,19.3985,22.4843,8.1375,14.75,24.0172,10.8196,11.1845,26.8849,18.9871,9.1849,24.6545,18.5601,16.931471,26.567634,20.326658,14.820171,25.98897,20.427141
