Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
4.72625,26.115435,14.398769,-0.349214,25.401335,13.541854,3.6692,25.4892,17.4475,1.5523,25.7542,14.8189,6.8075,24.9717,11.3088,6.683828,23.081051,7.975573,NaN,NaN, NaN ,5.5965,21.3588,2.5679,5.570708,23.702784,8.20955,4.82444476,23.16062936,6.26469374,3.2764,22.2723,4.6213,3.31853,24.636415,9.840054,         NaN,         NaN,         NaN,-0.4601,23.8596,8.4297,-1.227988,24.523806,18.63296,-4.6569,23.4816,17.011,3.33271,24.737465,18.877516,1.169672,24.208804,19.017423,NaN,NaN, NaN ,3.970849,25.88351,13.306538,-3.447324,24.067208,14.975119,-1.873696,24.493508,12.463957,-0.800177,24.389734,10.244328,2.055834,23.481453,6.643165,4.946347,22.044791,3.836375
4.774667,26.083746,14.490775,-0.269577,25.315856,13.565793,3.6962,25.5312,17.4671,1.6024,25.7053,14.8516,6.9218,24.863,11.6129,6.87077,22.937177,8.17387,7.134459,21.654556,5.806589,5.849,21.163,2.7982,5.747369,23.598667,8.405034,5.03017036,22.92042383,6.46615097,3.522,22.0058,4.801,3.477581,24.521471,9.935613,1.83263937,24.20619579,9.13660218,-0.2878,23.67,8.5104,-1.195106,24.514534,18.639688,-4.6139,23.4857,17.0262,3.362698,24.874387,18.909899,1.195151,24.246099,19.044751,2.592589,25.814352,16.488727,4.03243,25.801438,13.389596,-3.348917,24.00409,14.987985,-1.769569,24.42409,12.504202,-0.67418,24.218897,10.302132,2.261324,23.244779,6.782955,5.205329,21.766222,4.050833
4.823976,26.015924,14.548579,-0.211551,25.211604,13.615272,3.7236,25.5682,17.4878,1.6555,25.7374,14.8599,6.9636,24.7397,11.612,7.036921,22.754407,8.416163,7.36584,21.359321,6.070115,6.1493,20.7877,3.0839,5.891383,23.405161,8.589722,5.21684993,22.66369115,6.64521869,3.7565,21.7907,5.001,3.593469,24.337732,10.073453,1.88783298,24.1119355,9.20090837,-0.1214,23.4832,8.6029,-1.188446,24.472663,18.648918,-4.5707,23.4943,17.0464,3.358288,24.784368,18.897788,1.205377,24.239034,19.053157,NaN,NaN, NaN ,4.104896,25.746262,13.467873,-3.25659,24.004023,15.045189,-1.667526,24.189305,12.553227,-0.533483,23.975891,10.373336,2.455514,22.99064,6.937393,5.445392,21.473118,4.32359
4.866899,26.029677,14.630937,-0.128382,25.154461,13.666034,3.7528,25.6194,17.514,1.6176,25.7155,14.8885,7.0785,24.8808,11.9606,7.205047,22.669353,8.636706,7.580448,21.187704,6.344011,6.414,20.478,3.3708,6.050721,23.300064,8.771398,5.40920728,22.49782159,6.85737682,3.9935,21.547,5.2144,3.717251,24.240601,10.200017,1.87668431,25.54102435,9.1371941,0.0434,23.309,8.7017,-1.155745,24.50365,18.671188,-4.5323,23.5046,17.0658,3.386551,24.810824,18.914772,1.227552,24.278312,19.072414,2.65302,25.770067,16.538818,4.165451,25.743525,13.559086,NaN,NaN, NaN ,-1.558651,24.089172,12.622701,-0.39475,23.837446,10.462492,2.643699,22.797081,7.098849,5.696837,21.218001,4.574084
4.912269,26.036777,14.706653,-0.051993,25.10187,13.715274,3.7798,25.6426,17.5329,1.6961,25.7868,14.956,7.1677,24.9118,12.086,7.367186,22.593561,8.864667,7.80165,20.990021,6.646524,6.7211,20.5672,3.6236,6.211761,23.205238,8.980375,5.60655661,22.31659211,7.07333374,4.2284,21.3143,5.4454,3.855303,24.141052,10.351374,         NaN,         NaN,         NaN,0.2053,23.1453,8.8104,-1.116289,24.530315,18.68226,-4.4857,23.5004,17.0824,3.405269,24.857221,18.931865,1.255872,24.32471,19.087285,NaN,NaN, NaN ,4.227736,25.743165,13.639021,-3.105498,23.918872,15.145045,-1.437737,23.980873,12.699439,-0.25586,23.693838,10.555519,2.843259,22.588372,7.27591,5.934711,20.982754,4.838337
4.952683,26.049245,14.789774,0.011872,25.050151,13.779122,3.81,25.6723,17.5537,1.706,25.8362,14.9928,7.2657,25.0111,12.2966,7.539973,22.530997,9.116215,8.007086,20.826815,6.93974,6.9776,20.2926,3.9499,6.360924,23.133895,9.183011,5.80138787,22.16968532,7.30618215,4.4519,21.1083,5.6869,3.970162,24.08709,10.492792,         NaN,         NaN,         NaN,0.3546,22.957,8.9205,-1.078834,24.55382,18.696627,-4.4429,23.5171,17.1057,3.428859,24.893597,18.94528,1.279099,24.358737,19.10458,NaN,NaN, NaN ,4.285107,25.740828,13.738097,-3.040768,23.830245,15.22621,-1.336365,23.870715,12.777327,-0.115127,23.572723,10.662792,3.026159,22.416877,7.4627,6.175578,20.779095,5.13056
4.989787,26.064196,14.875055,0.087441,25.039965,13.840399,3.8383,25.7038,17.5808,1.7197,25.6296,14.9738,7.3482,24.9434,12.4575,7.682764,22.488646,9.356737,8.206818,20.687076,7.254642,7.2155,20.0306,4.2916,6.514223,23.058417,9.404463,5.9897874,22.01514467,7.55203704,4.6714,20.9088,5.9473,4.091432,24.03566,10.654332,         NaN,         NaN,         NaN,0.5133,22.8192,9.0479,-1.045716,24.581772,18.708907,-4.3971,23.5292,17.129,3.448525,24.917243,18.964584,1.302062,24.389136,19.118041,NaN,NaN, NaN ,4.334903,25.76947,13.838162,-2.935103,23.789575,15.256244,-1.219911,23.810228,12.865388,0.026683,23.467172,10.772607,3.212446,22.242253,7.656974,6.410321,20.580888,5.42258
5.021543,26.073094,14.954878,0.161674,24.992934,13.914473,3.8647,25.731,17.5976,1.7608,25.7585,15.019,7.4273,25.164,12.667,7.836685,22.437831,9.624138,8.402968,20.552855,7.589104,7.4514,19.7695,4.6526,6.64773,22.997844,9.623962,6.16613118,21.89861981,7.80845027,4.8866,20.7372,6.2146,4.224137,23.957151,10.813447,         NaN,         NaN,         NaN,0.6719,22.6961,9.1816,-1.005031,24.616448,18.728483,-4.3506,23.5344,17.1554,3.477068,24.958139,18.981298,1.326424,24.441723,19.141246,NaN,NaN, NaN ,4.380774,25.764774,13.926044,-2.897421,23.69433,15.259825,-1.117128,23.729434,12.959136,0.158605,23.353129,10.889062,3.390385,22.120606,7.864969,6.630354,20.381894,5.731421
5.060982,26.107209,15.04048,0.234803,24.968489,13.982995,3.8897,25.7621,17.6213,1.7877,25.9667,15.0875,7.5386,25.0544,12.823,7.980853,22.392311,9.888835,8.588993,20.453366,7.929993,7.6795,19.5434,5.0266,6.793966,22.968344,9.85876,6.33890449,21.78100318,8.05698495,5.0926,20.5507,6.5009,4.339542,23.941143,10.976498,         NaN,         NaN,         NaN,0.8211,22.5971,9.3235,-0.970841,24.646476,18.749268,-4.3081,23.5508,17.1811,3.503312,24.997007,18.995871,1.360651,24.481291,19.15379,2.82091,25.903368,16.652722,4.430351,25.797284,14.020617,NaN,NaN, NaN ,-1.015406,23.662641,13.046054,0.284875,23.264964,11.009767,3.564042,21.975606,8.078966,6.84919,20.202412,6.048679
5.086337,26.146539,15.127145,0.294638,24.943825,14.055777,3.9241,25.7903,17.6357,1.8588,25.8637,15.1611,7.6021,25.0408,13.0279,8.108679,22.38399,10.155916,8.765341,20.321368,8.265627,7.8896,19.3514,5.4073,6.918022,22.943206,10.085204,6.50893355,21.69244976,8.32199258,5.3001,20.3843,6.7922,4.450301,23.952728,11.150435,         NaN,         NaN,         NaN,0.9708,22.5098,9.4656,-0.936097,24.676188,18.759504,-4.2666,23.5632,17.2055,3.525373,25.020581,19.004309,1.380728,24.505622,19.168582,NaN,NaN, NaN ,4.47442,25.844251,14.124696,NaN,NaN, NaN ,-0.916132,23.620745,13.140978,0.41125,23.205384,11.142925,3.740979,21.85311,8.294415,7.040494,20.020648,6.386477
5.108164,26.193621,15.2162,0.354132,24.923623,14.116609,3.9487,25.817,17.6592,1.8896,25.9223,15.1601,7.6475,25.1961,13.2189,8.239621,22.400081,10.424499,8.928579,20.249547,8.613718,8.1079,19.0444,5.8265,NaN,NaN, NaN ,6.66890326,21.92772082,8.55935047,5.4775,20.2387,7.0978,4.573677,23.915547,11.317876,         NaN,         NaN,         NaN,1.1173,22.4315,9.6207,-0.891487,24.690432,18.772709,-4.2238,23.5738,17.2295,3.548812,25.066405,19.028929,1.415301,24.555232,19.180917,2.884492,25.878592,16.705993,4.510289,25.903059,14.223713,NaN,NaN, NaN ,-0.828003,23.582701,13.234778,0.532979,23.136789,11.258316,3.896516,21.767408,8.522897,7.243303,19.888733,6.734003
5.134681,26.218575,15.294651,0.412684,24.95758,14.195815,3.9825,25.8531,17.6765,1.8769,25.9391,15.2444,7.7129,25.2633,13.401,8.380998,22.652979,10.674948,9.089302,20.19329,8.98288,8.2894,18.9389,6.2087,NaN,NaN, NaN ,6.82015843,21.80069716,8.8468794,5.651,20.4832,7.3577,4.651572,23.934455,11.47984,         NaN,         NaN,         NaN,1.2538,22.3694,9.7727,-0.857135,24.737211,18.800725,-4.1853,23.6035,17.2591,3.582147,25.079115,19.037659,1.446163,24.593369,19.197397,NaN,NaN, NaN ,4.550866,25.958506,14.319609,NaN,NaN, NaN ,-0.733077,23.575421,13.328267,0.650101,23.101525,11.400038,4.038493,21.947627,8.72304,7.415036,19.742341,7.09219
5.156525,26.2753,15.376495,0.472861,24.973978,14.263513,4.0132,25.8818,17.6993,1.9051,25.9953,15.246,7.8016,25.287,13.5981,8.49455,22.678918,10.959337,9.236124,20.14703,9.334243,8.4617,18.8127,6.6023,7.261684,23.140831,10.780471,6.96789538,21.78607242,9.1429856,5.8225,20.3672,7.6778,4.749958,23.97445,11.655184,         NaN,         NaN,         NaN,1.3896,22.3107,9.9357,-0.822893,24.765989,18.814603,-4.1441,23.6323,17.2847,3.605517,25.120622,19.053101,1.470189,24.622305,19.212407,NaN,NaN, NaN ,4.579784,26.010466,14.412119,-2.615587,23.771679,15.528951,-0.648883,23.561499,13.417383,0.765748,23.077581,11.526016,4.183909,21.858792,8.962625,7.596176,19.616252,7.45194
5.168277,26.328786,15.447648,0.538505,24.984347,14.323423,4.0458,25.9172,17.7187,1.926,26.0313,15.2802,7.8735,25.3337,13.7689,8.604729,22.707986,11.228547,9.381448,20.474113,9.658363,8.6365,18.5556,7.0455,NaN,NaN, NaN ,7.10677901,21.72346409,9.42843497,5.9814,20.258,8.0051,4.837972,23.975775,11.827368,         NaN,         NaN,         NaN,1.5174,22.2891,10.0955,-0.778248,24.783643,18.829924,-4.1023,23.6644,17.3094,3.634805,25.127341,19.064802,1.504608,24.666329,19.227209,NaN,NaN, NaN ,4.61682,26.096426,14.509517,NaN,NaN, NaN ,-0.582752,23.554335,13.51914,0.870722,23.039646,11.662889,4.334345,21.821105,9.209183,7.768585,19.512216,7.821857
5.186272,26.395506,15.529294,0.570917,25.089949,14.392753,4.0776,25.9436,17.737,1.9587,25.9358,15.2613,7.9086,25.4726,13.9517,8.694945,22.695428,11.505399,9.511618,20.443515,10.037027,8.7949,18.377,7.4778,NaN,NaN, NaN ,7.2315779,21.68017603,9.72600825,6.131,20.1769,8.3304,4.918022,24.012189,11.990119,         NaN,         NaN,         NaN,1.6438,22.2721,10.2617,-0.741753,24.811273,18.841755,-4.0631,23.6953,17.3336,3.664801,25.161513,19.081484,1.53765,24.703528,19.24601,NaN,NaN, NaN ,4.642678,26.166336,14.596909,NaN,NaN, NaN ,-0.524785,23.540086,13.605726,0.976304,23.061918,11.79853,4.463014,21.742931,9.468299,7.883839,19.799554,8.152191
5.199491,26.455888,15.595581,0.615748,25.171156,14.456982,4.1097,25.9603,17.7548,1.9675,26.1337,15.3443,7.9693,25.5843,14.1162,8.788636,22.754756,11.77959,9.628111,20.486669,10.396787,8.929,18.292,7.8994,7.578412,23.141398,11.514553,7.34734115,21.69229742,10.01842111,6.2683,20.1149,8.6664,5.000187,24.069559,12.165737,         NaN,         NaN,         NaN,1.7582,22.2452,10.4296,-0.705947,24.8411,18.861465,-4.029,23.7274,17.3581,3.694267,25.183075,19.097582,1.564699,24.723787,19.253673,NaN,NaN, NaN ,4.66513,26.239079,14.67881,NaN,NaN, NaN ,-0.449231,23.576854,13.690684,1.073975,23.040432,11.935022,4.585534,21.725239,9.723082,8.028049,19.639772,8.540214
5.208653,26.521211,15.665441,0.660936,25.173237,14.526162,4.1464,25.9935,17.7748,1.9878,26.1864,15.3763,8.0108,25.7532,14.2965,8.86788,22.806465,12.044176,9.745544,20.45848,10.777907,9.0492,18.1497,8.3392,NaN,NaN, NaN ,7.4568951,21.67070562,10.31385373,6.3985,20.0398,9.0081,5.074813,24.115623,12.334832,         NaN,         NaN,         NaN,1.8605,22.2399,10.5974,-0.667722,24.884379,18.884344,-3.9983,23.7684,17.3831,3.724867,25.213351,19.108705,1.597143,24.766748,19.269105,NaN,NaN, NaN ,4.686123,26.36745,14.762477,NaN,NaN, NaN ,-0.368596,23.631453,13.779223,1.166782,23.071019,12.071574,4.708007,21.685104,9.975757,8.148451,19.650243,8.926175
5.220594,26.598896,15.724885,0.713323,25.193624,14.600585,4.1785,26.0191,17.7892,1.9752,26.2789,15.4175,8.0487,25.8362,14.4394,8.945478,22.875761,12.310547,9.842263,20.518367,11.132607,9.1734,18.0596,8.7972,NaN,NaN, NaN ,7.55150148,21.64159352,10.61322938,6.5161,20.0148,9.3426,5.143402,24.207514,12.51054,         NaN,         NaN,         NaN,1.9727,22.2469,10.7691,-0.622296,24.900757,18.889927,-3.9631,23.8067,17.3999,3.753224,25.234507,19.129287,1.628037,24.779678,19.279996,NaN,NaN, NaN ,4.700988,26.40741,14.840266,-2.345341,23.903967,15.728479,-0.310143,23.643601,13.863637,1.247096,23.080388,12.202119,4.809976,21.683461,10.226062,8.260687,19.624904,9.322425
5.233983,26.675725,15.785292,0.759797,25.24739,14.681,4.2127,26.0522,17.8044,1.9931,26.3916,15.4273,8.0535,26.0109,14.6076,9.010142,22.974614,12.565213,9.927372,20.533456,11.494961,9.2573,17.8681,9.2391,7.79501,23.206385,12.248104,7.65265602,21.70834709,10.89915958,6.6252,20.0082,9.6843,5.209444,24.529589,12.650294,         NaN,         NaN,         NaN,2.0684,22.2583,10.9443,-0.585775,24.932547,18.9061,-3.9261,23.8505,17.4207,3.791834,25.250005,19.141795,1.662458,24.801851,19.294729,3.113781,26.173777,16.862917,4.721367,26.540907,14.927296,NaN,NaN, NaN ,-0.252017,23.683649,13.960352,1.332821,23.126768,12.328753,4.910894,21.695364,10.484005,8.361738,19.565062,9.717741
5.229119,26.76606,15.839936,0.805898,25.301552,14.748161,4.2509,26.0664,17.815,2.0279,26.3824,15.4623,8.0676,26.1774,14.7518,9.056353,23.082928,12.806697,10.002843,20.598594,11.850784,9.3523,17.7694,9.7037,NaN,NaN, NaN ,7.72100762,21.68941417,11.19207197,6.7249,19.9716,10.0312,5.254549,24.563096,12.815907,         NaN,         NaN,         NaN,2.1556,22.2924,11.1164,-0.552177,24.967358,18.925917,-3.8965,23.8949,17.4368,3.827095,25.262926,19.163858,1.697857,24.838826,19.307823,NaN,NaN, NaN ,4.723252,26.611828,15.000258,NaN,NaN, NaN ,-0.192506,23.807305,14.047122,1.406597,23.196138,12.45182,4.998404,21.696489,10.739876,8.46192,19.485595,10.112017
5.236007,26.892235,15.900057,0.845454,25.372225,14.826995,4.2847,26.0907,17.8281,2.024,26.4147,15.4669,8.1298,26.0736,14.8488,NaN,NaN, NaN ,10.067036,20.704761,12.192546,9.4412,17.6907,10.1597,NaN,NaN, NaN ,7.79129362,21.74587161,11.4770187,6.8029,20.0154,10.3562,5.282437,24.51844,12.963811,         NaN,         NaN,         NaN,2.2364,22.3034,11.2925,-0.520048,24.982988,18.936836,-3.8672,23.9449,17.4559,3.862812,25.290947,19.181418,1.735858,24.850117,19.324243,NaN,NaN, NaN ,4.727131,26.751972,15.076233,NaN,NaN, NaN ,-0.134887,23.830908,14.14817,1.489385,23.25934,12.591032,5.077039,21.750961,11.000427,8.518916,19.53814,10.492631
5.239127,26.979807,15.947678,0.882624,25.43006,14.904714,4.3203,26.1313,17.845,1.9998,26.4091,15.4789,8.1181,26.3365,14.9604,NaN,NaN, NaN ,10.118457,20.751451,12.533805,9.5143,17.686,10.6023,7.927537,23.586787,12.919663,         NaN,         NaN,         NaN,6.877,19.9728,10.7064,5.327751,24.629227,13.118415,         NaN,         NaN,         NaN,2.3113,22.3823,11.4595,-0.483957,25.006664,18.957992,-3.8395,23.999,17.4689,3.903861,25.314163,19.193199,1.769942,24.868618,19.335319,NaN,NaN, NaN ,4.736043,26.868889,15.157467,NaN,NaN, NaN ,-0.073913,23.888978,14.24967,1.532351,23.393966,12.721864,5.142043,21.777672,11.262917,8.589733,19.531551,10.879782
5.235473,27.085703,15.995448,0.910274,25.488419,14.973238,4.3594,26.1558,17.8577,2.059,26.6021,15.5494,8.08,26.7463,15.1417,NaN,NaN, NaN ,10.16565,20.846407,12.872113,NaN,NaN, NaN ,NaN,NaN, NaN ,         NaN,         NaN,         NaN,6.9368,20.0182,11.0375,5.343492,24.700842,13.25999,         NaN,         NaN,         NaN,2.4079,22.4298,11.591,-0.454385,25.035119,18.969539,-3.8112,24.0659,17.4871,3.938414,25.320632,19.2166,1.803363,24.886566,19.354436,NaN,NaN, NaN ,4.728235,27.007959,15.223971,-2.105474,23.825012,16.033386,-0.010598,23.918087,14.350288,1.603364,23.450084,12.864283,5.196524,21.845198,11.515917,8.639861,19.520911,11.262931
5.24129,27.214499,16.048758,0.933863,25.552652,15.053607,4.3943,26.1746,17.8711,2.0319,26.4706,15.5527,8.1294,26.8254,15.2847,NaN,NaN, NaN ,10.197473,20.967415,13.171571,NaN,NaN, NaN ,NaN,NaN, NaN ,         NaN,         NaN,         NaN,6.9835,20.0961,11.3673,5.368429,24.837021,13.40142,         NaN,         NaN,         NaN,2.4575,22.4729,11.8017,-0.417982,25.067329,18.993421,-3.7864,24.1307,17.5016,3.98232,25.351862,19.238088,1.841688,24.902223,19.373273,3.281368,26.448709,16.980547,4.730261,27.125634,15.306008,NaN,NaN, NaN ,0.04634,23.980019,14.455787,1.673332,23.514424,13.000127,5.234557,21.903484,11.763494,8.674493,19.592028,11.650521
