Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
-2.3837,28.357,19.53,NaN,NaN, NaN ,-3.1026,27.57,23.148,-5.336,28.317,20.514,-1.3398,27.254,15.767,-2.3251,26.2,12.364,-2.744416,24.591861,9.772271,NaN,NaN, NaN ,-3.1306,26.52,13.074,-4.513365,26.238236,11.043228,-6.1578,25.932,9.5713,-4.9973,27.503,15.086,-6.842531,27.531677,14.56523,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.4529,26.884,24.449,-5.651,26.612,24.694,-4.2289,28.11,21.993,-3.4614,28.228,18.49,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.96081,27.135645,11.918572,-4.7496,25.58,8.5109
-2.2722,28.294,19.57,NaN,NaN, NaN ,-3.0116,27.614,23.154,-5.2376,28.264,20.527,-1.1782,27.089,15.897,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.9257,26.285,13.215,-4.2423,25.912,11.195,-5.9106,25.496,9.6806,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.3675,26.929,24.446,-5.5611,26.649,24.691,-4.1339,28.108,22.007,-3.3395,28.114,18.537,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.4696,25.067,8.659
-2.1631,28.244,19.62,NaN,NaN, NaN ,-2.9313,27.654,23.157,-5.1368,28.19,20.542,-1.0126,26.928,16.044,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.9838,25.494,11.349,-5.638,25.034,9.8164,NaN,NaN, NaN ,-6.421827,26.807811,14.615418,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.279,26.97,24.442,-5.4697,26.684,24.688,-4.0382,28.118,22.021,-3.2153,28.008,18.59,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.508521,26.244066,12.067982,-4.1706,24.569,8.8323
-2.0515,28.201,19.679,NaN,NaN, NaN ,-2.8328,27.714,23.168,-5.0402,28.152,20.563,-0.83954,26.764,16.194,-1.5748,25.059,12.984,-1.904446,23.332016,10.477967,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.7559,25.165,11.523,-5.3851,24.61,9.9874,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.1863,27.008,24.438,-5.3821,26.733,24.685,-3.9374,28.119,22.041,-3.0906,27.916,18.66,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.8931,24.124,9.0399
-1.9436,28.166,19.746,NaN,NaN, NaN ,-2.7369,27.743,23.172,-4.9404,28.107,20.586,-0.66348,26.619,16.356,NaN,NaN, NaN ,-1.668529,23.171686,10.802812,NaN,NaN, NaN ,-2.3087,25.348,13.623,-3.5081,24.851,11.716,-5.0861,24.147,10.186,NaN,NaN, NaN ,-6.098004,26.408927,14.798545,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0925,27.046,24.435,-5.2889,26.77,24.681,-3.8347,28.131,22.058,-2.9658,27.837,18.735,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.096265,25.611711,12.328361,-3.595,23.698,9.2708
-1.8342,28.123,19.815,NaN,NaN, NaN ,-2.6447,27.772,23.173,NaN,NaN, NaN ,-0.49064,26.507,16.542,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.238,24.467,11.946,-4.8413,23.818,10.417,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0028,27.086,24.431,-5.1995,26.813,24.68,-3.7393,28.152,22.078,-2.837,27.775,18.818,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.2914,23.254,9.533
-1.7307,28.094,19.891,-7.038544,27.949713,19.591316,-2.552,27.772,23.164,NaN,NaN, NaN ,-0.32054,26.409,16.735,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.99663,23.931092,12.101813,-4.5459,23.408,10.663,NaN,NaN, NaN ,-5.667805,25.914176,15.049373,-7.566144,25.905194,14.534258,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.9168,27.121,24.429,-5.1099,26.853,24.678,-3.6511,28.172,22.103,-2.7149,27.715,18.91,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.565482,24.969924,12.639996,-3.0005,22.852,9.8348
-1.6277,28.078,19.974,NaN,NaN, NaN ,-2.4609,27.812,23.17,-4.6785,28.036,20.685,-0.14835,26.335,16.939,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.08416,20.982341,9.027549,-1.6432,24.719,14.298,NaN,NaN, NaN ,-4.301,23.033,10.939,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.8298,27.158,24.427,-5.0208,26.896,24.68,-3.5567,28.182,22.126,-2.5931,27.666,19.006,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.6826,22.438,10.157
-1.5231,28.061,20.062,-6.781623,27.812908,19.640861,-2.3654,27.829,23.166,NaN,NaN, NaN ,0.026635,26.279,17.148,-0.522804,24.495735,14.201724,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.9685,22.658,11.236,NaN,NaN, NaN ,-5.166951,25.50708,15.374627,-7.103975,25.187127,14.799349,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.7399,27.191,24.425,-4.927,26.942,24.679,-3.4589,28.201,22.149,-2.471,27.622,19.107,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.086403,24.323413,13.013884,-2.380715,22.147527,10.503661
-1.4209,28.04,20.149,NaN,NaN, NaN ,-2.2785,27.9,23.203,NaN,NaN, NaN ,0.20373,26.237,17.362,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.7131,22.34,11.577,-3.437672,25.651794,16.178949,NaN,NaN, NaN ,NaN,NaN, NaN ,-7.056561,27.387881,24.503687,NaN,NaN, NaN ,-2.6567,27.229,24.425,-4.8324,26.976,24.68,-3.3657,28.217,22.173,-2.3402,27.609,19.21,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
-1.3189,28.046,20.238,NaN,NaN, NaN ,-2.1802,27.914,23.202,NaN,NaN, NaN ,0.37873,26.231,17.583,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.4303,22.034,11.907,-3.208068,25.532442,16.391584,NaN,NaN, NaN ,-6.984442,25.035269,15.137423,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.5631,27.261,24.428,-4.7411,27.023,24.683,-3.2789,28.235,22.197,-2.2286,27.599,19.32,NaN,NaN, NaN ,NaN,NaN, NaN ,-7.110752,26.181249,16.796249,-4.579413,23.903016,13.55148,NaN,NaN, NaN 
-1.2266,28.05,20.33,-6.400711,27.689661,19.845708,-2.0814,27.927,23.189,NaN,NaN, NaN ,0.56133,26.229,17.807,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.813375,19.549653,10.895256,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.981926,27.38463,24.499077,NaN,NaN, NaN ,-2.4723,27.298,24.427,-4.6449,27.061,24.684,-3.1885,28.251,22.218,-2.1049,27.608,19.427,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
-1.1277,28.064,20.421,NaN,NaN, NaN ,-1.9954,27.936,23.186,-4.29475,28.161942,20.817063,0.73258,26.276,18.031,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.598034,24.649362,15.472207,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.3765,27.315,24.426,-4.5532,27.106,24.688,-3.0973,28.271,22.236,-1.9912,27.609,19.537,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.755819,25.798312,16.977165,NaN,NaN, NaN ,NaN,NaN, NaN 
-1.0364,28.083,20.511,-6.151594,27.617939,19.942095,-1.9055,27.974,23.195,NaN,NaN, NaN ,0.90182,26.33,18.257,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.341335,24.522402,15.680234,-6.806042,27.566335,24.468601,NaN,NaN, NaN ,-2.2858,27.345,24.426,-4.4586,27.143,24.69,-3.0067,28.291,22.257,-1.8826,27.619,19.649,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
-0.94431,28.116,20.602,NaN,NaN, NaN ,-1.8125,27.996,23.215,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.1933,27.368,24.428,-4.3628,27.174,24.692,-2.916,28.311,22.279,-1.7648,27.661,19.757,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.381688,25.685254,17.1824,NaN,NaN, NaN ,NaN,NaN, NaN 
-0.85317,28.154,20.688,-5.910669,27.649872,20.094709,-1.7151,28.013,23.212,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.90608,24.205835,16.056205,-6.637734,27.658373,24.513432,NaN,NaN, NaN ,-2.1006,27.397,24.428,-4.2692,27.226,24.694,-2.827,28.33,22.294,-1.654,27.695,19.866,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
-0.76863,28.206,20.775,NaN,NaN, NaN ,-1.6215,28.043,23.223,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.0041,27.427,24.428,-4.1727,27.259,24.696,-2.7315,28.344,22.303,-1.5333,27.674,19.976,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.978335,25.587642,17.483458,NaN,NaN, NaN ,NaN,NaN, NaN 
-0.68369,28.256,20.857,-5.661446,27.577324,20.19085,-1.5238,28.046,23.212,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.485426,24.228562,16.504176,-6.474661,27.557056,24.510476,NaN,NaN, NaN ,-1.9097,27.435,24.429,-4.0751,27.286,24.696,-2.6371,28.374,22.318,-1.4294,27.757,20.077,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-1.427,28.058,23.219,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.8163,27.466,24.429,-3.9785,27.315,24.698,-2.5387,28.402,22.329,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-1.3211,28.093,23.207,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.992205,24.057455,16.843609,-6.211635,27.616563,24.50933,NaN,NaN, NaN ,-1.721,27.488,24.428,-3.8814,27.336,24.696,-2.4423,28.429,22.333,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2201,28.106,23.202,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.093134,23.899687,17.815181,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.6242,27.501,24.425,-3.7763,27.35,24.694,-2.3401,28.45,22.334,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.95162,19.101079,16.227313
NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1076,28.14,23.195,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.974496,17.558796,16.552398,NaN,NaN, NaN ,0.707981,22.157824,17.333942,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.020972,27.733044,24.494173,NaN,NaN, NaN ,-1.5228,27.516,24.422,-3.6818,27.385,24.691,-2.235,28.475,22.339,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-1.0129,28.147,23.195,-3.562357,28.604908,21.131693,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.418,27.524,24.418,-3.5835,27.402,24.69,-2.135,28.525,22.348,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.752645,22.665086,17.159648,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-0.91232,28.176,23.189,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.57661,24.434008,18.912429,NaN,NaN, NaN ,-0.079756,20.283,17.491,NaN,NaN, NaN ,-2.35493,25.044644,18.310991,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.3148,27.539,24.414,-3.4842,27.414,24.687,-2.0349,28.563,22.347,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-0.80586,28.204,23.187,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.040801,20.408,17.886,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2124,27.553,24.409,-3.3835,27.423,24.684,-1.935,28.6,22.348,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.495957,25.819877,20.24426,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-0.70219,28.25,23.182,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.886297,23.976254,18.042021,-5.637158,27.733144,24.470328,NaN,NaN, NaN ,-1.1131,27.563,24.405,-3.2791,27.424,24.678,-1.8376,28.643,22.347,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-0.60353,28.255,23.17,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.571908,18.613493,19.108057,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.898343,25.245641,18.767312,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.0122,27.565,24.402,-3.179,27.43,24.673,-1.7432,28.675,22.347,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.376939,25.899159,20.506553,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,-0.51428,28.253,23.15,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.586794,26.620627,19.697687,NaN,NaN, NaN ,-3.488483,24.113561,18.361041,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.90911,27.564,24.399,-3.0731,27.429,24.667,-1.6637,28.636,22.35,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
