Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.80691,27.562,24.396,-2.971,27.43,24.66,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.281169,26.326201,20.695881,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.324923,27.016974,19.961894,NaN,NaN, NaN ,-3.332953,24.459305,18.712658,-5.224639,27.756905,24.450754,NaN,NaN, NaN ,-0.71121,27.552,24.392,-2.8658,27.421,24.655,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.788508,25.741879,19.43699,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.61222,27.547,24.389,-2.7652,27.415,24.647,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.078566,19.689196,21.241592,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.974684,24.707912,19.029293,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.50693,27.541,24.388,-2.6637,27.415,24.639,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.644632,25.874495,19.524479,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.39321,27.537,24.386,-2.5601,27.403,24.63,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.728954,23.561758,19.698862,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.28628,27.523,24.384,-2.4576,27.397,24.623,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.476292,26.416855,20.050062,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.249956,22.72382,21.437688,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.72992,22.634,21.197,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.796769,27.870423,24.419876,NaN,NaN, NaN ,-0.17683,27.511,24.386,-2.354,27.387,24.617,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.692945,27.243116,21.036868,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.72196,22.886,21.327,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.069817,27.498,24.389,-2.2547,27.38,24.612,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.810434,21.086738,22.40502,NaN,NaN, NaN ,NaN,NaN, NaN ,0.5839,23.235,21.461,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.031962,27.486,24.395,-2.1511,27.369,24.609,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.505391,27.45377,21.23384,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.42196,23.795,21.696,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.13776,27.469,24.401,-2.0458,27.345,24.604,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.013096,22.809721,22.090413
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.715536,27.363652,21.008409,NaN,NaN, NaN ,2.662879,21.881437,22.67256,NaN,NaN, NaN ,NaN,NaN, NaN ,0.37279,23.842,21.738,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.39842,27.998977,24.394665,NaN,NaN, NaN ,0.24332,27.455,24.41,-1.9409,27.329,24.6,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-4.264263,27.92361,21.457852,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.1892,27.800047,21.071491,NaN,NaN, NaN ,0.36015,24.04,21.811,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.35358,27.447,24.419,-1.8444,27.312,24.599,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.625812,26.378366,21.221005,0.16677,24.78,21.872,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.47532,27.44,24.436,-1.7447,27.292,24.597,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.378804,28.835481,22.618263,-4.101644,28.073668,21.642135,NaN,NaN, NaN ,-0.885749,25.823809,20.606347,1.773622,23.888408,22.304498
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.513245,22.782546,22.590023,NaN,NaN, NaN ,NaN,NaN, NaN ,0.23439,24.98,21.896,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.59222,27.422,24.455,-1.6448,27.276,24.595,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.22205,25.067,21.868,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.979847,27.996138,24.336388,NaN,NaN, NaN ,0.72389,27.42,24.447,-1.5465,27.266,24.593,NaN,NaN, NaN ,NaN,NaN, NaN ,-6.107382,29.05335,22.653512,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.002727,26.704949,20.817969,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.391661,23.892303,22.302511,NaN,NaN, NaN ,NaN,NaN, NaN ,0.19603,25.545,21.874,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.83965,27.395,24.457,-1.4429,27.241,24.59,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.836521,29.029192,21.185379,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.619521,26.753895,20.906177,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.17163,25.889,21.767,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.74325,27.993002,24.320719,NaN,NaN, NaN ,0.96048,27.346,24.462,-1.3409,27.224,24.586,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.894765,29.457615,22.671563,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.0645,27.333,24.467,-1.2385,27.208,24.582,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.566524,28.019616,24.316674,NaN,NaN, NaN ,1.1705,27.314,24.469,-1.1399,27.198,24.577,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.67324,29.825198,22.745069,NaN,NaN, NaN ,-2.856613,30.084777,21.592204,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.0431,32.939,22.709,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.2936,27.272,24.471,-1.04,27.175,24.573,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.905898,30.319425,22.426331,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,1.8406,28.531,23.192,NaN,NaN, NaN ,4.1145,33.066,22.7,2.438587,31.252549,19.646957,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.382719,27.942416,24.253543,NaN,NaN, NaN ,1.4012,27.25,24.473,-0.93871,27.161,24.568,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.473087,30.36782,22.861328,-3.822021,30.64283,22.563423,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.189,33.197,22.677,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.5038,27.229,24.479,-0.84037,27.144,24.563,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,2.0646,28.452,23.19,NaN,NaN, NaN ,4.2613,33.362,22.655,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.219983,28.074129,24.243903,NaN,NaN, NaN ,1.6043,27.207,24.482,-0.74068,27.128,24.558,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,2.1327,28.453,23.195,NaN,NaN, NaN ,4.3235,33.512,22.614,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.9533,31.145,21.569,NaN,NaN, NaN ,NaN,NaN, NaN ,1.7053,27.169,24.487,-0.6445,27.112,24.553,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.900353,31.536199,22.324873,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.3862,33.627,22.555,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.9826,31.504,21.7,NaN,NaN, NaN ,-6.4684,30.087,23.836,1.7952,27.16,24.49,-0.54981,27.093,24.548,NaN,NaN, NaN ,NaN,NaN, NaN ,-5.254775,31.401727,23.388212,-3.666626,31.501498,23.052504,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.4408,33.79,22.514,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.456585,33.655927,20.670078,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0219,31.833,21.782,NaN,NaN, NaN ,-6.3987,30.141,23.823,1.896,27.121,24.492,-0.4524,27.075,24.541,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.817017,31.967291,22.617078,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.4991,33.983,22.482,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.066319,32.934502,22.078686,-3.0378,32.129,21.862,-2.588764,27.806592,24.012796,-6.2638,30.05,23.817,1.9987,27.095,24.492,-0.35568,27.053,24.534,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.5551,34.161,22.453,2.215837,34.325012,19.619363,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0452,32.374,21.969,NaN,NaN, NaN ,-6.1712,29.996,23.798,2.0903,27.078,24.493,-0.25704,27.031,24.527,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.533155,32.242527,23.386653,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,2.6444,28.385,23.234,NaN,NaN, NaN ,4.6106,34.295,22.37,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.155296,33.420585,19.38535,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-3.0254,32.618,22.088,NaN,NaN, NaN ,-6.0953,29.978,23.787,2.1817,27.04,24.491,-0.16293,27.006,24.518,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.668989,32.682256,23.00644,-1.527,32.863,20.544,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.6771,34.45,22.327,NaN,NaN, NaN ,1.438552,33.525058,17.105203,-0.586052,31.449685,15.960696,NaN,NaN, NaN ,0.15849,33.733,19.361,-1.4026,31.778,18.73,NaN,NaN, NaN ,-0.84976,33.568,22.276,-2.9946,32.828,22.183,NaN,NaN, NaN ,-6.0285,29.953,23.76,2.2715,27.032,24.489,-0.073333,26.986,24.512,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.5973,33.287,20.587,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.72,34.614,22.291,2.31325,35.160939,19.497986,NaN,NaN, NaN ,NaN,NaN, NaN ,1.61489,34.81787,20.590047,0.15153,34.029,19.282,-1.5061,32.345,18.568,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.9452,33.016,22.26,NaN,NaN, NaN ,-5.9233,29.846,23.738,2.3647,26.999,24.488,0.015883,26.962,24.505,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,2.937,28.264,23.191,NaN,NaN, NaN ,4.7537,34.761,22.209,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.14086,34.355,19.184,-1.6076,32.933,18.419,0.894996,34.061323,22.280013,NaN,NaN, NaN ,-2.9186,33.198,22.337,NaN,NaN, NaN ,-5.8542,29.811,23.714,2.4512,26.98,24.486,0.10734,26.941,24.498,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.692922,33.03669,16.974406
NaN,NaN, NaN ,NaN,NaN, NaN ,3.0547,28.265,23.227,NaN,NaN, NaN ,4.8011,34.926,22.149,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,1.691977,35.175408,20.39996,0.13629,34.678,19.077,-1.6792,33.405,18.278,NaN,NaN, NaN ,-0.80529,33.98,22.294,-2.8718,33.343,22.369,NaN,NaN, NaN ,-5.7829,29.784,23.689,2.5431,26.96,24.483,0.19542,26.917,24.49,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.6593,34.006,20.544,-0.909379,33.758104,16.744013
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.8415,35.025,22.058,NaN,NaN, NaN ,1.2956,35.83,16.816,-1.282814,34.973133,15.020989,1.738494,35.263167,20.28421,0.13096,35.034,18.966,-1.727,33.931,18.136,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.8233,33.505,22.392,NaN,NaN, NaN ,-5.6762,29.667,23.656,2.6353,26.939,24.48,0.28899,26.898,24.483,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,3.2468,28.23,23.249,NaN,NaN, NaN ,4.8632,35.182,21.963,2.582,36.308,19.266,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.14068,35.387,18.852,-1.7608,34.492,17.995,0.983012,34.352435,22.111774,NaN,NaN, NaN ,-2.7741,33.627,22.372,NaN,NaN, NaN ,-5.5749,29.54,23.611,2.728,26.916,24.476,0.38524,26.876,24.475,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,3.351,28.176,23.226,NaN,NaN, NaN ,4.8843,35.297,21.868,2.6483,36.442,19.169,NaN,NaN, NaN ,NaN,NaN, NaN ,1.835782,35.757498,20.089539,0.15902,35.731,18.745,-1.7922,34.991,17.876,NaN,NaN, NaN ,-0.61945,34.248,22.137,-2.7432,33.752,22.343,NaN,NaN, NaN ,-5.5187,29.479,23.565,2.8174,26.896,24.472,0.48138,26.854,24.469,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.6121,34.568,20.226,-1.18406,35.970367,16.524842
NaN,NaN, NaN ,NaN,NaN, NaN ,3.4607,28.187,23.241,NaN,NaN, NaN ,4.9212,35.387,21.75,2.7079,36.599,19.027,1.3916,37.072,16.575,-1.3932,37.357,15.097,NaN,NaN, NaN ,0.20254,36.081,18.645,-1.8048,35.455,17.764,NaN,NaN, NaN ,-0.57665,34.287,22.034,-2.7065,33.768,22.237,-1.614703,27.818305,23.955089,-5.4238,29.385,23.52,2.9137,26.88,24.467,0.5785,26.832,24.462,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.6073,34.808,20.089,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,3.5561,28.17,23.262,NaN,NaN, NaN ,4.966,35.431,21.601,2.7838,36.646,18.877,1.4828,37.2,16.448,-1.3527,37.903,15.11,1.952074,35.955452,19.793465,0.23725,36.387,18.532,-1.7983,35.904,17.673,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.7002,33.785,22.08,NaN,NaN, NaN ,-5.3956,29.341,23.468,3.0166,26.854,24.461,0.67354,26.819,24.455,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.5992,35.075,19.96,-1.078234,36.97414,16.489749
NaN,NaN, NaN ,NaN,NaN, NaN ,3.6601,28.171,23.252,NaN,NaN, NaN ,4.9972,35.496,21.45,2.8634,36.723,18.745,1.5189,37.709,16.363,NaN,NaN, NaN ,1.977521,36.306149,19.670535,0.27963,36.702,18.426,-1.7826,36.292,17.597,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.6482,33.827,21.894,NaN,NaN, NaN ,-5.2792,29.256,23.427,3.1108,26.839,24.457,0.77194,26.801,24.449,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.5788,35.33,19.835,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,3.7616,28.071,23.235,NaN,NaN, NaN ,5.0341,35.528,21.265,2.9429,36.834,18.615,1.621,37.853,16.238,NaN,NaN, NaN ,NaN,NaN, NaN ,0.34355,36.964,18.316,-1.7396,36.658,17.503,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.5801,33.944,21.698,NaN,NaN, NaN ,-5.1898,29.165,23.383,3.2125,26.824,24.451,0.87309,26.782,24.443,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.5566,35.602,19.708,-1.026913,37.901019,16.407412
