Le02R_X,Le02R_Y,Le02R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
20.834,24.359,10.911,17.197,23.863,12.772,15.027,22.893,12.774,13.927,21.849,12.503,14.739,22.643,9.7908,15.557,23.206,10.279,16.627,23.814,10.655,18.376,24.463,8.7466,17.229,24.048,7.7913,15.944,23.462,7.2506,19.431,24.171,4.6587,21.094,23.93,3.5284,19.983,22.881,14.06,17.824,23.815,11.665,22.129,24.515,6.9845,21.727,23.441,3.4297,21.768,22.364,0.76378,19.948,22.048,-1.8693,20.579,24.054,3.8821,19.716,23.233,1.9506,18.053,22.319,0.56168,18.544,24.026,5.9218,16.912,23.395,5.2587,NaN,NaN, NaN ,15.311,21.027,15.355,NaN,NaN, NaN ,19.884,21.849,15.229,17.777,21.031,15.343,23.904,23.266,6.915,18.812,23.359,13.222,19.835,24.51,9.6921,13.095614,20.988856,11.767987,14.044,22.227,9.1799,14.675,22.794,6.8327,17.035,23.047,2.7582,19.474,22.458,-0.42555
20.957,24.305,10.931,17.28,23.831,12.723,15.118,22.853,12.706,14.039,21.798,12.444,14.922,22.511,9.7101,15.722,23.088,10.208,16.772,23.735,10.593,18.56,24.354,8.7099,17.451,23.893,7.7353,16.187,23.296,7.169,19.734,24.002,4.6517,21.438,23.756,3.5752,20.029,22.913,14.073,17.924,23.77,11.62,22.46,24.174,7.0744,22.079,23.264,3.502,22.204,22.153,0.84976,20.477,21.81,-1.8371,20.91,23.891,3.9097,20.112,23.04,1.9649,18.492,22.117,0.53012,18.817,23.872,5.8918,17.248,23.174,5.1954,NaN,NaN, NaN ,15.342,21.053,15.354,NaN,NaN, NaN ,19.923,21.862,15.227,17.808,21.059,15.345,24.149,23.163,7.0508,18.882,23.347,13.206,19.991,24.435,9.6877,NaN,NaN, NaN ,14.239,22.099,9.0949,14.93,22.613,6.7306,17.413,22.835,2.6968,19.951,22.239,-0.4135
21.075,24.26,10.959,17.364,23.795,12.68,15.223,22.804,12.65,14.157,21.756,12.397,15.105,22.391,9.6507,15.886,22.979,10.152,16.922,23.667,10.544,18.745,24.246,8.6849,17.675,23.743,7.6939,16.435,23.115,7.1015,20.033,23.844,4.6596,21.776,23.58,3.6341,20.075,22.933,14.086,18.029,23.721,11.575,22.696,24.16,7.1442,22.421,23.101,3.5872,22.635,21.96,0.95499,20.995,21.573,-1.7825,21.235,23.732,3.9574,20.501,22.822,1.9771,18.927,21.899,0.51425,19.021,23.772,5.8773,17.538,22.927,5.14,15.366201,22.174112,4.694093,15.375,21.083,15.356,NaN,NaN, NaN ,19.955,21.887,15.222,17.838,21.082,15.347,24.383,23.057,7.1973,18.947,23.332,13.192,20.144,24.359,9.6932,NaN,NaN, NaN ,14.441,21.956,9.026,15.188,22.431,6.6476,17.781,22.622,2.6592,20.418,22.008,-0.37896
21.189,24.214,10.992,17.449,23.761,12.644,15.33,22.756,12.606,14.277,21.711,12.354,15.281,22.266,9.6027,16.047,22.866,10.108,17.065,23.576,10.509,18.93,24.148,8.6729,17.898,23.583,7.6692,16.678,22.945,7.0603,20.329,23.679,4.6862,22.104,23.429,3.7162,20.126,22.869,14.036,18.126,23.667,11.543,22.88,24.056,7.1947,22.752,22.942,3.6895,23.051,21.76,1.0782,21.508,21.338,-1.7039,21.545,23.529,4.0013,20.881,22.625,2.0266,19.353,21.686,0.53039,19.296,23.633,5.8783,17.829,22.82,5.1105,NaN,NaN, NaN ,15.416,21.124,15.36,NaN,NaN, NaN ,19.993,21.897,15.219,17.871,21.109,15.349,24.614,22.952,7.3561,19.016,23.323,13.181,20.294,24.286,9.703,NaN,NaN, NaN ,14.646,21.808,8.9684,15.448,22.237,6.5859,18.148,22.405,2.6426,20.878,21.79,-0.31925
21.299,24.174,11.031,17.532,23.725,12.613,15.442,22.704,12.572,14.387,21.669,12.32,15.461,22.145,9.5677,16.209,22.777,10.074,17.212,23.465,10.482,19.115,24.048,8.6762,18.122,23.436,7.6615,16.921,22.762,7.038,20.619,23.517,4.7262,22.427,23.263,3.8102,20.168,22.95,14.082,18.225,23.628,11.513,23.039,24.068,7.2998,23.074,22.791,3.8083,23.456,21.571,1.2219,21.996,21.119,-1.6022,21.854,23.369,4.0753,21.252,22.433,2.0941,19.776,21.474,0.57731,19.557,23.488,5.896,18.118,22.639,5.1073,16.128,21.562,4.6021,15.455,21.149,15.363,NaN,NaN, NaN ,20.027,21.919,15.215,17.905,21.137,15.352,24.836,22.876,7.5218,19.081,23.316,13.174,20.438,24.224,9.7238,13.564038,20.5691,11.642272,14.849,21.659,8.9303,15.709,22.041,6.5453,18.505,22.193,2.65,21.32,21.569,-0.23478
21.406,24.138,11.074,17.609,23.69,12.588,15.551,22.649,12.545,14.485,21.629,12.288,15.627,22.008,9.5451,16.365,22.676,10.058,17.37,23.384,10.47,19.292,23.932,8.6893,18.337,23.283,7.6704,17.166,22.578,7.0348,20.904,23.364,4.7856,22.734,23.114,3.9184,20.222,22.984,14.098,18.322,23.592,11.489,23.236,24,7.4125,23.388,22.661,3.9373,23.845,21.395,1.3832,22.474,20.9,-1.4785,22.157,23.225,4.1663,21.613,22.258,2.1903,20.185,21.239,0.6458,19.815,23.347,5.93,18.358,22.446,5.1184,NaN,NaN, NaN ,15.493,21.183,15.362,NaN,NaN, NaN ,20.067,21.933,15.213,17.941,21.161,15.355,25.055,22.814,7.6929,19.147,23.309,13.168,20.578,24.164,9.7506,NaN,NaN, NaN ,15.056,21.517,8.907,15.977,21.835,6.5284,18.857,21.969,2.6862,21.75,21.347,-0.12756
21.51,24.113,11.121,17.686,23.667,12.57,15.657,22.591,12.529,14.592,21.602,12.259,15.806,21.915,9.5327,16.522,22.58,10.048,17.515,23.28,10.474,19.469,23.826,8.7181,18.55,23.145,7.6894,17.403,22.405,7.0473,21.176,23.214,4.8578,23.033,22.974,4.0378,20.265,23.002,14.088,18.416,23.552,11.47,23.43,23.943,7.529,23.686,22.515,4.0844,24.22,21.223,1.5617,22.928,20.67,-1.3251,22.445,23.073,4.2706,21.96,22.05,2.2982,20.581,21.016,0.74121,20.051,23.177,5.9755,18.519,22.316,5.1485,16.759,21.102,4.6281,15.538,21.202,15.362,NaN,NaN, NaN ,20.107,21.94,15.213,17.976,21.194,15.359,25.259,22.767,7.8737,19.211,23.304,13.163,20.714,24.114,9.7828,NaN,NaN, NaN ,15.259,21.374,8.9022,16.242,21.635,6.5324,19.196,21.751,2.7407,22.165,21.119,0.00208
21.608,24.098,11.171,17.762,23.64,12.557,15.76,22.55,12.515,14.701,21.561,12.237,15.964,21.783,9.5377,16.682,22.484,10.052,17.666,23.219,10.478,19.64,23.727,8.7552,18.754,23.021,7.7236,17.627,22.245,7.0762,21.44,23.068,4.9496,23.322,22.834,4.1728,20.309,23.058,14.11,18.505,23.514,11.46,23.621,23.922,7.6457,23.978,22.403,4.2399,24.584,21.068,1.7552,23.363,20.451,-1.1551,22.719,22.923,4.3907,22.297,21.908,2.436,20.967,20.784,0.86003,20.292,23.035,6.0398,18.798,22.119,5.2038,NaN,NaN, NaN ,15.585,21.227,15.362,NaN,NaN, NaN ,20.145,21.97,15.208,18.011,21.226,15.363,25.456,22.738,8.0558,19.274,23.301,13.163,20.842,24.069,9.8237,NaN,NaN, NaN ,15.461,21.235,8.911,16.503,21.436,6.5556,19.528,21.526,2.8179,22.562,20.909,0.15251
21.7,24.081,11.222,17.835,23.615,12.545,15.858,22.505,12.504,14.814,21.527,12.224,16.124,21.678,9.5499,16.835,22.404,10.066,17.803,23.147,10.493,19.805,23.638,8.8028,18.952,22.892,7.7702,17.85,22.096,7.1177,21.696,22.921,5.0547,23.598,22.702,4.3211,20.354,23.056,14.093,18.594,23.493,11.453,23.803,23.846,7.7758,24.254,22.296,4.4059,24.935,20.918,1.967,23.784,20.233,-0.96077,22.981,22.764,4.5214,22.621,21.718,2.588,21.346,20.552,1.0042,20.525,22.898,6.1191,19.182,21.842,5.3716,NaN,NaN, NaN ,15.633,21.244,15.359,NaN,NaN, NaN ,20.189,21.991,15.21,18.05,21.258,15.365,25.643,22.711,8.2473,19.337,23.3,13.166,20.965,24.036,9.8693,NaN,NaN, NaN ,15.666,21.106,8.9283,16.756,21.241,6.5977,19.85,21.315,2.9187,22.949,20.698,0.32405
21.787,24.079,11.277,17.9,23.606,12.537,15.956,22.477,12.497,14.925,21.476,12.225,16.291,21.582,9.5703,16.972,22.304,10.086,17.921,23.081,10.513,19.96,23.557,8.8567,19.139,22.772,7.8287,18.063,21.963,7.1699,21.943,22.785,5.1721,23.861,22.587,4.4786,20.4,23.031,14.076,18.672,23.454,11.451,23.963,23.809,7.915,24.518,22.197,4.5843,25.272,20.777,2.1901,24.19,20.017,-0.74477,23.233,22.611,4.6675,22.936,21.545,2.7602,21.712,20.323,1.1662,20.777,22.717,6.2137,19.432,21.738,5.3588,NaN,NaN, NaN ,15.684,21.264,15.358,NaN,NaN, NaN ,20.229,22.013,15.208,18.09,21.287,15.369,25.822,22.712,8.4427,19.398,23.304,13.17,21.079,24.009,9.9185,NaN,NaN, NaN ,15.859,20.962,8.9587,17.003,21.056,6.6571,20.173,21.092,3.0456,23.322,20.496,0.51222
21.867,24.078,11.331,17.962,23.613,12.531,16.044,22.436,12.494,15.032,21.377,12.234,16.458,21.51,9.5976,17.114,22.231,10.115,18.036,23.024,10.534,20.105,23.479,8.9145,19.318,22.655,7.8957,18.273,21.825,7.2366,22.18,22.662,5.2977,24.114,22.481,4.6482,20.458,23.052,14.077,18.751,23.44,11.452,24.122,23.805,8.0335,24.771,22.097,4.7714,25.598,20.65,2.4319,24.588,19.807,-0.50673,23.479,22.496,4.8233,23.238,21.398,2.9407,22.063,20.114,1.3445,20.99,22.639,6.3109,19.819,21.482,5.5568,NaN,NaN, NaN ,15.741,21.283,15.353,NaN,NaN, NaN ,20.27,22.031,15.207,18.132,21.315,15.37,25.988,22.719,8.6432,19.458,23.308,13.176,21.186,23.99,9.9727,NaN,NaN, NaN ,16.044,20.829,9.0024,17.243,20.886,6.7279,20.489,20.872,3.186,23.685,20.299,0.72026
21.939,24.079,11.387,18.021,23.612,12.529,16.126,22.401,12.491,15.156,21.336,12.229,16.631,21.427,9.6279,17.254,22.177,10.143,18.147,23.01,10.55,20.24,23.43,8.973,19.493,22.563,7.9664,18.472,21.691,7.315,22.409,22.544,5.4341,24.356,22.388,4.8268,20.498,23.146,14.121,18.822,23.409,11.459,24.27,23.825,8.1755,25.011,22.032,4.9679,25.912,20.53,2.685,24.973,19.598,-0.25239,23.715,22.386,4.9906,23.528,21.231,3.1414,22.413,19.906,1.5441,21.188,22.536,6.4173,20.013,21.35,5.6531,NaN,NaN, NaN ,15.8,21.296,15.352,NaN,NaN, NaN ,20.314,22.043,15.206,18.174,21.344,15.374,26.142,22.766,8.8399,19.518,23.316,13.183,21.284,23.979,10.029,NaN,NaN, NaN ,16.234,20.862,9.0388,17.482,20.728,6.8079,20.784,20.673,3.3435,24.04,20.106,0.94873
22.006,24.088,11.443,18.083,23.611,12.527,16.212,22.395,12.489,15.248,21.35,12.245,16.781,21.3,9.6816,17.387,22.092,10.173,18.252,22.98,10.57,20.361,23.377,9.0342,19.665,22.489,8.0393,18.673,21.57,7.3953,22.627,22.442,5.5783,24.587,22.309,5.0112,20.553,23.138,14.105,18.892,23.398,11.467,24.404,23.856,8.319,25.246,21.969,5.1674,26.218,20.427,2.951,25.353,19.397,0.025325,23.94,22.287,5.1662,23.805,21.03,3.3584,NaN,NaN, NaN ,21.389,22.442,6.5296,20.172,21.279,5.682,18.31626,19.949651,5.095674,15.862,21.309,15.35,NaN,NaN, NaN ,20.353,22.061,15.203,18.219,21.373,15.377,26.283,22.82,9.0428,19.576,23.324,13.192,21.374,23.975,10.088,NaN,NaN, NaN ,16.407,20.745,9.0984,17.708,20.568,6.8954,21.063863,20.531675,3.487976,24.387,19.917,1.1918
22.066,24.106,11.497,18.139,23.599,12.529,16.294,22.374,12.49,15.359,21.264,12.273,16.926,21.185,9.7392,17.52,22.006,10.206,18.335,22.967,10.595,20.477,23.35,9.0926,19.821,22.41,8.1187,18.862,21.455,7.4865,22.836,22.351,5.7274,24.808,22.238,5.203,20.6,23.126,14.092,18.95,23.376,11.48,24.527,23.886,8.4646,25.468,21.923,5.3732,26.519,20.337,3.2311,25.727,19.209,0.32234,24.158,22.209,5.347,24.078,20.925,3.573,NaN,NaN, NaN ,21.573,22.359,6.6472,20.354,21.085,5.9181,18.633,19.785,5.2737,15.924,21.304,15.347,NaN,NaN, NaN ,20.396,22.097,15.203,18.265,21.401,15.379,26.412,22.89,9.2447,19.631,23.334,13.202,21.454,23.979,10.149,NaN,NaN, NaN ,NaN,NaN, NaN ,17.924,20.425,6.9899,NaN,NaN, NaN ,24.731,19.749,1.4523
22.119,24.132,11.549,18.192,23.602,12.531,16.366,22.346,12.496,15.474,21.183,12.266,17.09,21.123,9.8003,17.637,21.955,10.247,18.427,22.976,10.612,20.577,23.33,9.1493,19.963,22.328,8.1958,19.042,21.34,7.5817,23.036,22.261,5.8849,25.016,22.182,5.4009,20.656,23.121,14.083,19.006,23.36,11.495,24.637,23.906,8.5941,25.68,21.898,5.5882,26.801,20.258,3.5204,26.088,19.032,0.6348,24.365,22.151,5.5338,24.339,20.795,3.804,NaN,NaN, NaN ,21.761,22.284,6.7656,20.686,20.94,6.0367,18.889,19.642,5.4095,15.991,21.322,15.339,13.704,19.202,13.731,20.437,22.11,15.2,18.312,21.43,15.383,26.527,22.985,9.4456,19.683,23.345,13.211,21.526,23.989,10.209,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,25.063,19.587,1.7271
22.168,24.164,11.601,18.246,23.604,12.534,16.445,22.319,12.5,15.567,21.183,12.285,17.24,21.012,9.8623,17.755,22.054,10.276,18.501,22.962,10.631,20.664,23.326,9.2009,20.122,22.542,8.2461,19.22,21.236,7.6824,23.229,22.205,6.0431,25.216,22.142,5.6033,20.707,23.158,14.094,19.056,23.356,11.509,24.733,23.978,8.7335,25.883,21.894,5.8103,27.08,20.217,3.8202,26.453,18.863,0.96537,24.562,22.098,5.7245,24.598,20.709,4.0371,NaN,NaN, NaN ,21.929,22.226,6.8926,20.784,20.906,6.1561,19.157,19.371,5.5715,16.059,21.324,15.332,NaN,NaN, NaN ,20.488,22.145,15.201,18.362,21.458,15.386,26.629,23.097,9.6446,19.734,23.356,13.222,21.59,24.008,10.268,NaN,NaN, NaN ,16.898,20.438,9.287,NaN,NaN, NaN ,NaN,NaN, NaN ,25.389,19.436,2.0167
22.21,24.2,11.649,18.294,23.608,12.539,16.519,22.28,12.504,NaN,NaN,NaN,NaN,NaN,NaN,17.861,22.021,10.318,18.576,23.012,10.64,20.756,23.339,9.253,20.253,22.491,8.3221,19.385,21.102,7.7861,23.41,22.153,6.2039,25.406,22.109,5.8089,20.747,23.21,14.1,19.103,23.346,11.521,24.824,24.057,8.8734,26.066,21.878,6.027,27.345,20.177,4.1279,26.801,18.731,1.3105,24.748,22.069,5.9181,24.84,20.605,4.2817,NaN,NaN, NaN ,22.103,22.176,7.0179,20.967,20.809,6.2923,19.403,19.254,5.7198,16.129,21.327,15.327,NaN,NaN, NaN ,20.535,22.177,15.2,18.415,21.484,15.388,26.714,23.217,9.8389,19.783,23.375,13.23,21.645,24.04,10.328,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,25.706,19.306,2.3215
22.242,24.242,11.694,18.338,23.618,12.544,16.577,22.213,12.516,NaN,NaN,NaN,NaN,NaN,NaN,17.969,21.98,10.352,18.652,22.999,10.661,20.829,23.363,9.3067,20.377,22.466,8.3987,19.566,20.986,7.8987,23.59,22.124,6.3673,25.581,22.118,6.0108,20.785,23.142,14.049,19.145,23.351,11.535,24.899,24.115,8.9911,26.243,21.892,6.2491,27.601,20.166,4.4396,27.139,18.592,1.6735,24.92,22.045,6.11,25.088,20.583,4.5226,24.42,19.314,3.0307,22.27,22.122,7.1501,21.064,20.825,6.3488,19.652,19.157,5.8766,16.192,21.339,15.321,14.029,19.106,13.753,20.583,22.204,15.198,18.469,21.512,15.389,26.789,23.358,10.026,19.832,23.388,13.236,21.693,24.082,10.386,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.520083,20.076676,4.473627,26.021,19.181,2.6408
22.273,24.289,11.737,18.374,23.648,12.546,16.632,22.305,12.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.713,23.001,10.692,20.904,23.362,9.3627,20.496,22.47,8.4752,19.722,20.88,8.0099,23.742,22.127,6.524,25.751,22.119,6.2174,20.854,23.216,14.077,19.177,23.36,11.55,24.965,24.202,9.1187,26.406,21.926,6.4708,27.845,20.173,4.7554,27.475,18.484,2.0449,25.083,22.033,6.3026,25.323,20.547,4.7721,24.716,19.2,3.3293,22.411,22.128,7.2714,21.358,21.206,6.4295,NaN,NaN, NaN ,16.262,21.335,15.315,NaN,NaN, NaN ,20.634,22.223,15.195,18.525,21.544,15.391,26.851,23.516,10.208,19.88,23.41,13.243,21.734,24.129,10.44,NaN,NaN, NaN ,17.394,20.236,9.5303,18.977916,20.111151,7.49993,NaN,NaN, NaN ,26.373,19.508,2.9028
22.295,24.34,11.776,18.418,23.659,12.553,16.703,22.264,12.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.781,22.953,10.709,20.999,23.578,9.3993,NaN,NaN,NaN,19.893,21.296,8.0525,23.903,22.093,6.6888,25.911,22.134,6.4236,20.907,23.207,14.06,19.21,23.386,11.561,25.021,24.301,9.2425,26.561,21.97,6.6924,28.073,20.187,5.0696,27.79,18.405,2.4243,25.231,22.052,6.4967,NaN,NaN, NaN ,24.999,19.106,3.6431,NaN,NaN, NaN ,21.45,20.989,6.5951,NaN,NaN, NaN ,16.334,21.347,15.305,NaN,NaN, NaN ,20.685,22.248,15.189,18.582,21.568,15.391,26.899,23.682,10.381,19.927,23.436,13.247,21.765,24.183,10.494,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,26.659,19.429,3.2396
22.315,24.405,11.813,18.461,23.681,12.56,16.777,22.196,12.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.834,22.998,10.725,21.064,23.6,9.456,NaN,NaN,NaN,20.037,21.254,8.1654,24.055,22.043,6.8577,26.057,22.19,6.6232,20.966,23.242,14.065,19.238,23.416,11.574,25.068,24.408,9.3593,26.702,22.019,6.9045,28.285,20.224,5.3811,28.093,18.335,2.8206,25.368,22.093,6.6845,NaN,NaN, NaN ,25.266,19.035,3.955,NaN,NaN, NaN ,21.748,21.11,6.7154,NaN,NaN, NaN ,16.402,21.34,15.301,NaN,NaN, NaN ,20.744,22.257,15.185,18.64,21.593,15.391,26.935,23.854,10.548,19.973,23.463,13.25,21.792,24.252,10.546,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,23.235784,19.785429,5.141962,26.931,19.363,3.5822
22.328,24.472,11.848,18.502,23.691,12.571,16.836,22.238,12.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.889,23.019,10.747,21.125,23.632,9.5103,NaN,NaN,NaN,20.17,21.242,8.2877,NaN,NaN,NaN,26.218,22.51,6.7881,21.026,23.373,14.108,19.261,23.447,11.585,25.106,24.525,9.468,26.83,22.077,7.1169,28.477,20.276,5.69,28.373,18.299,3.2081,25.5,22.156,6.8699,25.982296,20.702179,5.465436,25.518,18.982,4.2727,NaN,NaN, NaN ,21.786,20.908,6.8881,NaN,NaN, NaN ,16.466,21.342,15.293,NaN,NaN, NaN ,20.798,22.295,15.177,18.697,21.611,15.387,26.957,24.032,10.704,20.019,23.489,13.252,21.812,24.327,10.594,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.18,19.283,3.9334
22.337,24.54,11.878,18.533,23.861,12.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.946,23.012,10.764,21.174,23.664,9.5762,NaN,NaN,NaN,20.297,21.213,8.4012,NaN,NaN,NaN,26.335,22.555,6.9844,21.081,23.367,14.085,19.307,23.455,11.597,25.133,24.651,9.5756,NaN,NaN, NaN ,28.661,20.353,5.9931,28.634,18.282,3.6025,25.679,22.497,7.0112,NaN,NaN, NaN ,25.754,18.963,4.5849,22.889,22.397,7.7408,21.939,20.887,7.0371,NaN,NaN, NaN ,16.539,21.354,15.293,NaN,NaN, NaN ,20.855,22.299,15.169,18.757,21.631,15.381,26.971,24.225,10.852,20.064,23.521,13.253,21.824,24.408,10.64,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,23.637615,19.704034,5.673412,27.415,19.295,4.2661
22.344,24.614,11.907,18.569,23.865,12.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.217,23.712,9.6377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.444,22.637,7.1724,21.139,23.42,14.093,19.33,23.226,11.634,25.153,24.787,9.6749,NaN,NaN, NaN ,28.827,20.451,6.2842,28.87,18.271,3.9956,25.782,22.566,7.1865,NaN,NaN, NaN ,25.972,18.92,4.9067,22.984,22.434,7.8639,22.079,20.91,7.1796,NaN,NaN, NaN ,16.604,21.358,15.29,NaN,NaN, NaN ,20.912,22.315,15.161,18.821,21.647,15.375,26.977,24.425,10.995,20.109,23.554,13.252,21.831,24.498,10.685,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.633,19.3,4.6086
22.346,24.7,11.932,18.604,23.89,12.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.256,23.787,9.6883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.535,22.736,7.3537,21.189,23.39,14.045,19.312,23.735,11.607,25.169,24.845,9.7767,27.149,22.397,7.6957,28.978,20.571,6.5692,29.085,18.27,4.3832,25.871,22.642,7.358,NaN,NaN, NaN ,26.166,18.945,5.2161,23.069,22.475,7.9894,22.207,20.905,7.3304,NaN,NaN, NaN ,16.669,21.351,15.282,NaN,NaN, NaN ,20.97,22.322,15.151,18.887,21.659,15.371,26.973,24.63,11.118,20.153,23.59,13.25,21.901,24.35,10.75,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.346,24.786,11.959,18.633,23.943,12.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.291,23.824,9.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.612,22.818,7.5275,21.236,23.374,14.02,19.318,23.801,11.622,25.147,24.823,9.882,NaN,NaN, NaN ,29.108,20.701,6.8406,29.263,18.256,4.765,25.948,22.729,7.52,NaN,NaN, NaN ,26.34,18.952,5.5376,23.143,22.539,8.1087,22.323,20.888,7.4894,21.307,18.974,7.2032,16.735,21.36,15.279,NaN,NaN, NaN ,21.034,22.359,15.147,18.954,21.673,15.366,26.961,24.843,11.236,20.196,23.627,13.248,21.823,24.772,10.769,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.342,24.885,11.983,18.662,23.98,12.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.317,23.874,9.8192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.676,22.907,7.6976,21.306,23.476,14.052,19.321,23.872,11.641,25.25,25.415,9.9139,NaN,NaN, NaN ,29.221,20.849,7.0999,29.507,18.665,5.0809,26.007,22.839,7.6743,NaN,NaN, NaN ,26.505,18.95,5.8377,23.203,22.605,8.2287,22.423,20.928,7.6343,21.451,18.927,7.387,16.8,21.365,15.282,NaN,NaN, NaN ,21.095,22.359,15.141,19.022,21.677,15.361,26.943,25.051,11.336,20.239,23.67,13.247,21.812,24.878,10.816,16.329778,19.343858,12.184917,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,28.162,19.335,5.6103
22.336,24.984,12.012,18.69,24.03,12.682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.338,23.966,9.8818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.364,23.509,14.049,19.32,23.947,11.664,25.156,25.467,10.005,27.389857,23.028512,8.139478,29.316,21.013,7.3421,29.653,18.736,5.4314,26.052,22.934,7.821,26.820664,21.098981,6.895313,26.641,18.955,6.1381,23.248,22.694,8.3408,22.508,21.01,7.7704,NaN,NaN, NaN ,16.857,21.356,15.272,NaN,NaN, NaN ,21.163,22.371,15.136,19.092,21.676,15.357,26.92,25.256,11.426,20.28,23.713,13.246,21.797,24.988,10.867,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
22.328,25.149,12.036,18.714,24.066,12.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.349,24.05,9.9503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.402,23.5,14.016,19.318,24.022,11.692,25.134,25.629,10.079,NaN,NaN, NaN ,29.39,21.178,7.5664,29.771,18.811,5.7724,NaN,NaN, NaN ,26.892269,21.097876,7.098026,NaN,NaN, NaN ,23.281,22.791,8.4506,22.573,21.067,7.9097,NaN,NaN, NaN ,16.92,21.357,15.268,NaN,NaN, NaN ,21.231,22.387,15.136,19.162,21.674,15.35,26.891,25.447,11.504,20.322,23.755,13.244,21.779,25.105,10.919,NaN,NaN, NaN ,NaN,NaN, NaN ,20.462837,19.830285,8.897196,NaN,NaN, NaN ,NaN,NaN, NaN 
