Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
8.4399,28.502,16.429,3.3682,28.116,15.078,7.0829,27.486,19.375,5.2623,28.45,16.523,10.663,27.668,13.34,10.923,26.348,9.7896,11.398,24.907,7.2581,10.448,24.839,4.1766,NaN,NaN, NaN ,9.2289,26.633,7.8567,8.1216,25.998,6.0347,7.3867,27.805,11.521,5.908,27.61,10.498,3.9061,27.486,9.644,NaN,NaN, NaN ,-1.5656,25.849,18.004,6.6519,26.594,20.444,4.534,26.096,20.176,6.1468,28.058,18.171,7.778282,28.524406,15.175889,0.10485,26.747,16.02,1.9119,27.533,13.739,3.2193,27.798,11.506,6.5189,27.07,7.9896,9.7208,25.704,5.4207
8.5265,28.483,16.52,3.4888,28.064,15.114,7.1517,27.527,19.391,5.3504,28.461,16.585,10.808,27.559,13.533,11.132,26.091,10.019,11.67,24.525,7.4739,10.747,24.421,4.4631,NaN,NaN, NaN ,9.4653,26.318,8.0686,8.4146,25.585,6.2847,7.5756,27.609,11.651,6.0125,27.527,10.576,4.1071,27.261,9.7238,NaN,NaN, NaN ,-1.4666,25.871,18.018,6.7173,26.66,20.466,4.596,26.172,20.206,6.2213,28.098,18.21,NaN,NaN, NaN ,0.22981,26.69,16.042,2.077,27.412,13.772,3.4029,27.62,11.558,6.7604,26.766,8.1361,10.008,25.297,5.6619
8.607,28.467,16.616,3.6066,28.019,15.159,7.2051,27.594,19.45,5.4305,28.479,16.599,10.952,27.458,13.739,11.33,25.846,10.31,11.886,24.238,7.8707,11.012,23.859,4.7979,NaN,NaN, NaN ,9.6969,26.009,8.3053,8.6293,25.259,6.4807,7.7477,27.471,11.808,NaN,NaN, NaN ,4.3076,27.017,9.8177,NaN,NaN, NaN ,-1.3719,25.854,18.031,6.779,26.723,20.492,4.656,26.248,20.233,6.2972,28.142,18.252,NaN,NaN, NaN ,0.34747,26.617,16.082,2.2322,27.304,13.817,3.5806,27.453,11.627,6.989,26.47,8.3001,10.272,24.872,5.9415
8.6884,28.463,16.714,3.7207,27.983,15.214,7.2855,27.673,19.498,5.5106,28.49,16.647,11.085,27.392,13.953,11.513,25.7,10.605,12.096,23.893,8.2351,11.298,23.48,5.1435,NaN,NaN, NaN ,9.9191,25.747,8.5476,8.8512,24.915,6.7198,7.9804,27.399,12.048,NaN,NaN, NaN ,4.5115,26.843,9.9298,NaN,NaN, NaN ,-1.3196,25.915,18.047,6.8408,26.788,20.517,4.7186,26.322,20.263,6.3696,28.192,18.298,NaN,NaN, NaN ,0.46492,26.575,16.123,2.3729,27.214,13.875,3.7648,27.265,11.719,7.2051,26.179,8.4914,10.527,24.488,6.2552
8.7602,28.467,16.816,3.8287,27.946,15.277,7.3608,27.749,19.542,5.5822,28.545,16.714,11.205,27.353,14.179,11.691,25.514,10.912,12.31,23.634,8.5962,11.56,23.247,5.49,NaN,NaN, NaN ,10.126,25.468,8.8366,9.1099,24.518,7.0346,8.0871,27.102,12.156,6.651365,26.748552,11.018857,4.683,26.623,10.063,NaN,NaN, NaN ,-1.2565,25.942,18.079,6.9042,26.858,20.544,4.7806,26.396,20.295,6.441,28.235,18.344,NaN,NaN, NaN ,0.57735,26.565,16.164,2.5095,27.117,13.947,3.9465,27.099,11.824,7.4191,25.9,8.705,10.76,24.091,6.5918
8.8309,28.489,16.921,3.9325,27.921,15.346,7.4306,27.779,19.566,5.6539,28.551,16.765,11.329,27.327,14.413,11.858,25.327,11.234,12.498,23.304,9.0202,11.809,23.059,5.884,NaN,NaN, NaN ,10.319,25.211,9.1466,9.3121,24.217,7.3362,8.2416,26.944,12.346,NaN,NaN, NaN ,4.863,26.396,10.204,NaN,NaN, NaN ,-1.1479,25.979,18.112,6.9709,26.926,20.572,4.8446,26.469,20.326,6.5107,28.287,18.39,8.290217,28.346711,15.687861,0.68151,26.557,16.213,2.6481,27.043,14.028,4.1171,26.952,11.946,7.6198,25.618,8.9338,10.986,23.686,6.9569
8.897,28.514,17.026,4.042,27.894,15.422,7.4855,27.828,19.578,5.7179,28.574,16.817,11.447,27.321,14.653,12.02,25.177,11.572,12.687,23.071,9.4379,12.042,22.657,6.3173,NaN,NaN, NaN ,10.513,24.927,9.4639,9.4629,24.191,7.6363,8.3916,26.841,12.563,NaN,NaN, NaN ,5.0334,26.206,10.381,NaN,NaN, NaN ,-1.0535,26.002,18.15,7.0392,26.984,20.6,4.912,26.552,20.363,6.5762,28.331,18.436,NaN,NaN, NaN ,0.78079,26.557,16.267,2.7847,26.958,14.12,4.2804,26.815,12.071,7.8188,25.359,9.1955,11.165,23.677,7.2983
8.959,28.547,17.134,4.1442,27.88,15.506,7.5586,27.921,19.634,5.7798,28.568,16.85,11.559,27.333,14.895,12.175,25.067,11.927,12.863,22.817,9.8841,12.264,22.253,6.8032,11.0215,25.567734,11.792829,10.695,24.741,9.814,9.6478,23.818,7.9984,8.5998,26.929,12.898,7.136173,26.265178,11.669709,5.2006,26.062,10.562,NaN,NaN, NaN ,-0.9277,26.002,18.183,7.1033,27.045,20.63,4.9783,26.62,20.396,6.6423,28.385,18.484,NaN,NaN, NaN ,0.87637,26.512,16.331,2.9162,26.893,14.218,4.4337,26.7,12.21,7.9997,25.102,9.4573,11.366,23.341,7.7137
9.016,28.592,17.24,4.2416,27.87,15.592,7.6383,27.955,19.649,5.8523,28.58,16.861,11.662,27.368,15.14,12.324,24.95,12.299,13.036,22.663,10.338,12.463,21.86,7.309,NaN,NaN, NaN ,10.866,24.489,10.187,9.8397,23.591,8.3719,8.6611,26.6,13.003,NaN,NaN, NaN ,5.3839,25.829,10.753,2.650199,26.87147,19.971044,-0.83241,26.015,18.218,7.1689,27.102,20.66,5.0468,26.689,20.434,6.7079,28.433,18.529,NaN,NaN, NaN ,0.92497,26.591,16.392,3.0405,26.847,14.318,4.5943,26.571,12.366,8.1434,25.188,9.7176,11.566,23.02,8.1637
9.0697,28.644,17.345,4.336,27.869,15.678,7.6958,28.045,19.698,5.9097,28.574,16.906,11.761,27.421,15.387,12.46,24.882,12.654,13.181,22.79,10.785,12.646,21.542,7.8477,11.226528,25.526108,12.421731,11.033,24.323,10.555,10.017,23.311,8.774,8.8106,26.544,13.248,NaN,NaN, NaN ,5.5498,25.581,10.969,2.712179,27.059664,20.002597,-0.81459,25.937,18.236,7.2316,27.16,20.688,5.1142,26.76,20.466,6.7735,28.477,18.572,NaN,NaN, NaN ,1.016,26.606,16.467,3.1632,26.821,14.419,4.7437,26.459,12.526,8.3176,25.011,10.026,11.751,22.767,8.6243
9.1183,28.704,17.449,4.4199,27.883,15.769,7.7672,28.074,19.703,5.9691,28.639,16.962,11.852,27.485,15.628,12.584,24.847,13.073,13.336,22.62,11.298,12.81,21.159,8.4266,NaN,NaN, NaN ,11.186,24.162,10.956,10.195,23.044,9.2256,8.8694,26.778,13.397,NaN,NaN, NaN ,5.6941,25.484,11.19,NaN,NaN, NaN ,-0.70884,26.127,18.311,7.2952,27.214,20.715,5.1846,26.83,20.504,6.8406,28.524,18.613,8.684224,28.475691,16.291177,1.1041,26.618,16.523,3.2081,26.834,14.526,4.8862,26.345,12.695,8.494,24.819,10.343,11.938,22.473,9.1078
9.1655,28.774,17.55,4.509,27.89,15.859,7.8449,28.148,19.764,6.0192,28.74,17.101,11.932,27.586,15.872,12.71,24.812,13.433,13.473,22.525,11.826,12.964,20.956,9.0065,NaN,NaN, NaN ,11.333,24.022,11.366,10.349,22.857,9.6402,8.9551,26.582,13.632,NaN,NaN, NaN ,5.8616,25.351,11.422,2.943125,27.029064,20.051261,-0.61342,26.153,18.351,7.3655,27.279,20.746,5.2556,26.901,20.537,6.9077,28.584,18.657,NaN,NaN, NaN ,1.1772,26.663,16.586,3.3167,26.808,14.641,5.0246,26.26,12.872,8.6584,24.614,10.684,12.103,22.21,9.6235
9.2082,28.849,17.646,4.5786,27.943,15.943,7.9159,28.143,19.779,6.0701,28.818,17.156,12.004,27.692,16.108,NaN,NaN, NaN ,13.635,22.372,12.32,13.102,20.843,9.5975,NaN,NaN, NaN ,NaN,NaN, NaN ,10.524,22.527,10.139,9.0923,26.674,13.891,NaN,NaN, NaN ,5.9786,25.442,11.633,NaN,NaN, NaN ,-0.51645,26.204,18.41,7.4328,27.339,20.771,5.3266,26.967,20.571,6.9813,28.633,18.694,NaN,NaN, NaN ,1.2562,26.712,16.638,3.4154,26.813,14.751,5.1672,26.04,13.065,8.8069,24.49,11.018,12.247,22.055,10.134
9.2487,28.936,17.741,4.6491,27.988,16.027,7.9791,28.213,19.804,6.1103,28.789,17.16,12.064,27.826,16.342,NaN,NaN, NaN ,13.754,22.362,12.861,13.243,20.694,10.252,NaN,NaN, NaN ,NaN,NaN, NaN ,10.668,22.366,10.603,9.1809,26.611,14.134,NaN,NaN, NaN ,6.1117,25.405,11.874,3.068373,27.180783,20.133255,-0.45435,26.316,18.487,7.5049,27.393,20.801,5.3978,27.031,20.599,7.0491,28.683,18.731,NaN,NaN, NaN ,1.3347,26.749,16.706,NaN,NaN, NaN ,5.2147,26.269,13.221,8.9551,24.346,11.377,12.391,21.851,10.68
9.2859,29.03,17.83,4.7162,28.048,16.111,8.0428,28.272,19.805,6.1562,28.882,17.213,12.123,27.96,16.568,13.035,24.926,14.56,13.87,22.335,13.389,13.36,20.199,10.864,NaN,NaN, NaN ,NaN,NaN, NaN ,10.803,22.225,11.067,9.2714,26.616,14.37,7.993963,25.680536,13.313304,6.2401,25.296,12.124,NaN,NaN, NaN ,-0.39976,26.382,18.534,7.5798,27.446,20.831,5.4707,27.088,20.631,7.1175,28.737,18.764,NaN,NaN, NaN ,1.4146,26.761,16.793,NaN,NaN, NaN ,5.327,26.214,13.41,9.0826,24.269,11.744,12.560865,21.616017,11.258693
9.3192,29.134,17.915,4.7485,28.107,16.189,8.1303,28.334,19.858,6.1911,28.989,17.304,12.174,28.102,16.785,13.101,24.955,14.969,13.98,22.328,13.902,13.502,20.25,11.609,NaN,NaN, NaN ,11.850675,23.477897,13.107313,10.942,22.035,11.555,9.3638,26.635,14.618,NaN,NaN, NaN ,6.3722,25.164,12.393,3.21688,27.284771,20.188275,-0.33919,26.468,18.586,7.6547,27.489,20.859,5.5444,27.15,20.661,7.1899,28.8,18.798,8.907136,28.919948,16.899707,1.4996,26.791,16.884,3.685,26.79,15.117,5.4348,26.187,13.603,9.2045,24.175,12.121,12.671609,21.548203,11.842066
9.3507,29.243,17.998,4.8087,28.147,16.269,8.2046,28.403,19.869,6.2233,29.146,17.369,12.216,28.268,16.997,13.173,25.035,15.328,14.06,22.405,14.441,13.643,19.809,12.363,NaN,NaN, NaN ,NaN,NaN, NaN ,11.072,21.885,12.068,9.4427,26.671,14.849,NaN,NaN, NaN ,6.5024,25.082,12.636,NaN,NaN, NaN ,-0.25221,26.572,18.653,7.7323,27.535,20.893,5.6173,27.206,20.687,7.261,28.87,18.83,NaN,NaN, NaN ,1.5814,26.829,16.977,NaN,NaN, NaN ,5.5413,26.135,13.803,9.3183,24.066,12.517,12.777311,21.416916,12.374809
9.3757,29.348,18.079,4.8631,28.221,16.346,8.2784,28.451,19.901,6.2634,29.174,17.372,12.244,28.476,17.196,NaN,NaN, NaN ,14.144,22.406,14.952,NaN,NaN, NaN ,12.046421,25.326211,15.083329,NaN,NaN, NaN ,11.171,21.902,12.545,9.5101,26.779,15.081,8.439595,24.085407,14.232778,6.6065,25.088,12.893,NaN,NaN, NaN ,-0.191,26.711,18.729,7.8167,27.568,20.923,5.6941,27.252,20.718,7.3305,28.925,18.853,NaN,NaN, NaN ,1.6554,26.893,17.077,NaN,NaN, NaN ,5.6474,26.107,14.006,9.4099,24.044,12.9,NaN,NaN, NaN 
9.4007,29.47,18.155,4.9146,28.284,16.426,8.3443,28.482,19.91,6.2939,29.25,17.409,12.275,28.647,17.389,NaN,NaN, NaN ,14.212,22.476,15.434,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.5643,26.857,15.314,NaN,NaN, NaN ,6.7132,25.11,13.132,3.448434,27.599698,20.316363,-0.11665,26.853,18.807,7.8899,27.615,20.954,5.7695,27.3,20.746,7.3994,29.005,18.883,NaN,NaN, NaN ,1.7232,26.948,17.178,3.9513,26.82,15.553,5.7496,26.06,14.211,9.4944,23.993,13.296,NaN,NaN, NaN 
9.4308,29.596,18.233,4.9665,28.327,16.514,8.444,28.522,19.929,6.3315,29.339,17.505,12.306,28.833,17.574,13.398,25.405,16.285,14.249,22.495,15.931,13.873,19.734,14.188,12.184347,25.648461,15.747558,NaN,NaN, NaN ,NaN,NaN, NaN ,9.6227,26.97,15.541,NaN,NaN, NaN ,6.8096,25.055,13.402,3.553302,27.630046,20.358755,-0.058277,26.995,18.865,7.9696,27.656,20.987,5.8484,27.345,20.775,7.4647,29.055,18.906,NaN,NaN, NaN ,1.8099,26.93,17.281,NaN,NaN, NaN ,5.8445,26.073,14.413,NaN,NaN, NaN ,NaN,NaN, NaN 
9.4577,29.72,18.307,5.0223,28.37,16.595,8.5153,28.573,19.964,6.3603,29.483,17.566,12.328,29.051,17.755,13.349017,25.371784,16.573619,14.262,22.728,16.38,NaN,NaN, NaN ,NaN,NaN, NaN ,12.173531,23.913912,15.141515,NaN,NaN, NaN ,9.6643,27.044,15.742,NaN,NaN, NaN ,6.8957,25.102,13.648,NaN,NaN, NaN ,-0.0976,27.047,18.866,8.05,27.688,21.024,5.9236,27.387,20.805,7.5342,29.123,18.932,9.009677,29.395987,17.51359,1.8801,27.031,17.38,NaN,NaN, NaN ,5.9372,26.091,14.619,NaN,NaN, NaN ,12.982493,21.480704,14.555999
9.474,29.819,18.386,5.074,28.439,16.687,8.5904,28.638,19.99,6.3896,29.539,17.626,12.355,29.239,17.926,NaN,NaN, NaN ,14.287,22.799,16.772,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7128,27.236,15.962,NaN,NaN, NaN ,6.9751,25.164,13.899,NaN,NaN, NaN ,-0.059238,27.171,18.907,8.1267,27.725,21.057,6.0046,27.426,20.838,7.6005,29.19,18.956,NaN,NaN, NaN ,1.9272,27.172,17.477,NaN,NaN, NaN ,6.028,26.153,14.826,9.6445,24.048,14.442,NaN,NaN, NaN 
9.4877,30.03,18.463,5.1316,28.5,16.77,8.6688,28.685,20.052,6.4246,29.697,17.696,12.373,29.465,18.094,NaN,NaN, NaN ,14.3,22.944,17.172,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,11.428,22.055,14.964,9.7481,27.391,16.164,NaN,NaN, NaN ,7.0608,25.208,14.139,NaN,NaN, NaN ,-0.051548,27.31,18.95,8.2046,27.753,21.092,6.0832,27.452,20.867,7.6696,29.263,18.985,NaN,NaN, NaN ,1.9695,27.324,17.572,NaN,NaN, NaN ,6.1081,26.233,15.035,NaN,NaN, NaN ,NaN,NaN, NaN 
9.5099,30.173,18.551,5.1868,28.577,16.868,8.7686,28.705,20.047,6.4468,29.653,17.776,12.393,29.703,18.257,13.30972,26.037815,17.343222,14.313,23.083,17.492,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7707,27.608,16.378,NaN,NaN, NaN ,7.1278,25.282,14.371,NaN,NaN, NaN ,-0.009824,27.453,18.99,8.2834,27.787,21.129,6.1573,27.496,20.897,7.7375,29.322,19.006,NaN,NaN, NaN ,2.0355,27.398,17.672,4.35092,26.783698,16.459207,6.1899,26.3,15.24,NaN,NaN, NaN ,NaN,NaN, NaN 
9.5331,30.332,18.652,5.2339,28.68,16.981,8.85,28.69,20.045,6.4848,29.656,17.874,12.41,29.941,18.421,13.348346,26.958049,17.527244,14.268,23.453,17.844,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7824,27.824,16.58,8.789006,26.245423,15.490224,7.1225,25.525,14.625,3.88856,27.859505,20.489617,0.033575,27.599,19.038,8.3624,27.813,21.166,6.2374,27.539,20.932,7.808,29.372,19.03,NaN,NaN, NaN ,2.1078,27.439,17.736,NaN,NaN, NaN ,6.2457,26.477,15.433,9.629645,24.570179,15.524998,NaN,NaN, NaN 
9.5497,30.495,18.766,5.28,28.811,17.092,8.9376,28.778,20.083,6.5234,29.651,17.971,12.423,30.203,18.575,NaN,NaN, NaN ,14.272,23.638,18.102,NaN,NaN, NaN ,NaN,NaN, NaN ,12.255118,24.879584,16.991236,NaN,NaN, NaN ,9.7896,28.028,16.781,NaN,NaN, NaN ,7.1591,25.671,14.832,NaN,NaN, NaN ,0.045279,27.771,19.082,8.4499,27.833,21.204,6.3125,27.576,20.966,7.8731,29.428,19.067,9.106901,30.419097,18.116222,2.1781,27.49,17.81,NaN,NaN, NaN ,6.2919,26.639,15.644,NaN,NaN, NaN ,NaN,NaN, NaN 
9.5763,30.611,18.872,5.3322,28.913,17.205,8.9786,28.844,20.129,6.5607,29.707,18.071,12.429,30.452,18.72,NaN,NaN, NaN ,14.229,24.076,18.353,13.607535,20.734705,17.461069,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7958,28.279,16.982,NaN,NaN, NaN ,7.1448,25.919,15.064,NaN,NaN, NaN ,0.082897,27.928,19.114,8.5301,27.847,21.239,6.3895,27.602,21,7.9434,29.472,19.1,NaN,NaN, NaN ,2.2192,27.642,17.884,NaN,NaN, NaN ,6.3528,26.757,15.82,9.483645,24.70122,16.1294,NaN,NaN, NaN 
NaN,NaN, NaN ,5.3882,29.001,17.329,9.0727,28.862,20.147,6.6029,29.786,18.167,12.44,30.666,18.866,NaN,NaN, NaN ,14.158,24.147,18.526,NaN,NaN, NaN ,12.185452,27.354972,17.586322,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7979,28.543,17.177,NaN,NaN, NaN ,7.1642,26.039,15.286,NaN,NaN, NaN ,0.098487,28.042,19.13,8.6146,27.877,21.28,6.4637,27.627,21.036,7.9965,29.491,19.116,NaN,NaN, NaN ,2.286,27.751,17.985,NaN,NaN, NaN ,6.3852,26.945,16.019,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.4266,29.2,17.449,9.1706,28.828,20.155,6.6276,29.946,18.263,12.46,30.93,19.023,NaN,NaN, NaN ,14.062,24.509,18.712,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.771,23.43,17.324,9.7899,28.8,17.357,NaN,NaN, NaN ,7.1506,26.308,15.467,NaN,NaN, NaN ,0.18592,28.312,19.215,8.7006,27.898,21.321,6.5422,27.655,21.074,8.0668,29.555,19.174,NaN,NaN, NaN ,2.3328,27.886,18.078,NaN,NaN, NaN ,6.4112,27.12,16.202,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.4716,29.362,17.593,9.2627,28.85,20.182,6.6539,30.087,18.364,12.453,31.199,19.161,NaN,NaN, NaN ,14.05,24.977,18.822,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.585,23.783,17.6,9.7689,29.055,17.554,NaN,NaN, NaN ,7.109,26.597,15.715,4.269108,28.178659,20.616302,0.19665,28.498,19.26,8.7844,27.912,21.364,6.62,27.68,21.113,8.1277,29.603,19.211,NaN,NaN, NaN ,2.3896,28.037,18.171,NaN,NaN, NaN ,6.4149,27.377,16.383,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.51,29.596,17.729,9.3457,28.917,20.201,6.6897,30.197,18.465,12.467,31.43,19.328,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.416,24.267,18.054,9.7509,29.265,17.739,NaN,NaN, NaN ,7.0592,26.773,15.957,NaN,NaN, NaN ,0.24876,28.706,19.307,8.8708,27.936,21.411,6.6956,27.703,21.15,8.225,29.776,19.323,9.189544,31.106928,18.859377,2.4398,28.22,18.256,4.70848,27.955418,17.32894,6.4085,27.648,16.555,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.5586,29.755,17.883,9.4503,28.892,20.228,6.7327,30.309,18.567,12.468,31.693,19.478,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.7233,29.581,17.889,NaN,NaN, NaN ,6.9533,27.385,16.163,NaN,NaN, NaN ,0.26957,28.808,19.322,8.9531,27.949,21.453,6.7706,27.72,21.19,8.2641,29.701,19.319,NaN,NaN, NaN ,2.4918,28.421,18.348,NaN,NaN, NaN ,6.3953,27.93,16.733,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.5957,29.934,18.051,9.5135,28.879,20.244,6.7829,30.415,18.663,12.47,31.951,19.616,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.23,24.875,18.415,9.6891,29.836,18.014,NaN,NaN, NaN ,6.8777,27.631,16.38,NaN,NaN, NaN ,0.38207,29.048,19.376,9.0431,27.966,21.499,6.8468,27.733,21.231,8.3927,29.913,19.46,NaN,NaN, NaN ,2.5466,28.603,18.442,NaN,NaN, NaN ,6.3797,28.146,16.942,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.6395,30.071,18.232,9.5861,28.913,20.275,6.8359,30.504,18.752,12.491,32.178,19.758,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.122,25.227,18.538,9.6439,30.155,18.167,NaN,NaN, NaN ,6.846,27.82,16.539,NaN,NaN, NaN ,0.39723,29.28,19.43,9.1269,27.985,21.546,6.9242,27.751,21.273,NaN,NaN, NaN ,NaN,NaN, NaN ,2.5964,28.782,18.531,4.768269,28.5906,17.795005,6.35,28.399,17.141,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.6718,30.271,18.403,9.6663,28.957,20.319,6.8905,30.584,18.839,12.496,32.425,19.894,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,10.111,25.433,18.671,9.6158,30.411,18.303,NaN,NaN, NaN ,6.74,28.186,16.731,4.570526,28.524448,20.808628,0.40841,29.523,19.477,9.2128,27.999,21.592,6.9989,27.768,21.317,NaN,NaN, NaN ,NaN,NaN, NaN ,2.6485,28.977,18.623,NaN,NaN, NaN ,6.3148,28.651,17.324,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.7053,30.434,18.589,9.7577,29.003,20.349,6.95,30.658,18.924,12.48,32.674,20.031,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.5827,30.712,18.435,NaN,NaN, NaN ,6.6697,28.487,16.858,NaN,NaN, NaN ,0.4505,29.528,19.455,9.3002,28.008,21.638,7.0713,27.788,21.361,NaN,NaN, NaN ,NaN,NaN, NaN ,2.6941,29.19,18.72,4.78321,28.966476,18.160778,6.2428,29.039,17.53,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.7353,30.594,18.769,9.8367,29.025,20.374,7.0113,30.738,19.006,12.495,32.929,20.158,NaN,NaN, NaN ,NaN,NaN, NaN ,12.393209,24.265702,18.681403,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.5574,30.995,18.548,NaN,NaN, NaN ,6.5672,28.778,17.092,NaN,NaN, NaN ,0.50968,29.741,19.491,9.3838,28.01,21.679,7.1455,27.805,21.404,NaN,NaN, NaN ,NaN,NaN, NaN ,2.7422,29.403,18.809,NaN,NaN, NaN ,6.1839,29.303,17.724,8.520304,27.947666,17.907488,11.336209,26.019364,19.029185
NaN,NaN, NaN ,5.7638,30.742,18.939,9.9417,29.135,20.452,7.0592,30.822,19.085,12.507,33.105,20.268,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.5225,31.245,18.642,NaN,NaN, NaN ,6.4702,29.057,17.284,NaN,NaN, NaN ,0.5735,30.175,19.628,9.4731,28.023,21.723,7.2191,27.822,21.448,NaN,NaN, NaN ,NaN,NaN, NaN ,2.787487,29.716192,18.896899,NaN,NaN, NaN ,6.1112,29.611,17.927,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.783,30.928,19.093,10.07,29.138,20.465,7.1149,30.875,19.179,12.535,33.298,20.352,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.4727,31.526,18.728,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.75524,30.341,19.701,9.5596,28.03,21.766,7.2902,27.839,21.493,NaN,NaN, NaN ,NaN,NaN, NaN ,2.842982,29.953147,18.994032,NaN,NaN, NaN ,6.046,29.881,18.126,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,5.7688,31.093,19.115,10.151,29.209,20.494,7.1652,30.857,19.253,12.559,33.391,20.433,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.4168,31.76,18.793,NaN,NaN, NaN ,NaN,NaN, NaN ,4.957697,28.695436,21.010757,0.77377,30.676,19.791,9.6414,28.063,21.803,7.3625,27.861,21.537,NaN,NaN, NaN ,NaN,NaN, NaN ,2.898342,30.17575,19.099578,NaN,NaN, NaN ,5.9839,30.158,18.332,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,10.255,29.15,20.478,7.25,30.958,19.401,12.621,33.426,20.474,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,9.3613,31.974,18.82,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.82892,30.867,19.83,9.7223,28.077,21.845,7.4358,27.88,21.577,NaN,NaN, NaN ,NaN,NaN, NaN ,2.969356,30.381568,19.200688,4.748059,30.437641,19.030552,5.923,30.463,18.526,NaN,NaN, NaN ,NaN,NaN, NaN 
