Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z
10.2043,27.83,15.4069,10.7943,28.1585,14.5534,10.9633,27.4453,15.6679,8.6407,27.0887,16.726,6.3523,26.5076,17.0174,4.8843,26.0441,16.9615,4.9888,28.0417,15.2748,6.0843,28.1057,15.4019,7.3226,28.2204,15.4168,8.4268,29.4016,13.3948,6.9439,29.6337,13.0758,5.4596,29.4614,13.0483,11.627,25.297,16.903,8.85,27.302,15.65,11.081,29.873,10.335,4.8506,31.6756,3.512,4.3354,30.8961,6.3582,7.3611,29.903,10.977,5.3467,29.814,11.078,3.3182,29.406,11.399,5.4383,25.078,17.9325,2.849,23.698,17.722,11.539,24.075,18.122,9.3391,23.443,18.285,3.4878,26.0599,16.5743,4.0207,28.0942,15.0374,3.9771,29.2274,13.0993,4.5208,30.6344,8.8089
10.2866,27.7585,15.3203,10.892,28.0706,14.478,11.0367,27.3904,15.6016,8.7004,27.0362,16.6309,6.4135,26.4486,16.9187,4.9479,25.9868,16.8712,5.0887,27.9209,15.1072,6.1796,28.0253,15.2655,7.4117,28.1253,15.2692,8.546,29.2912,13.2588,7.0732,29.5072,12.9086,5.5854,29.3292,12.8658,11.685,25.271,16.858,8.8891,27.185,15.609,11.255,29.698,10.235,5.1059,31.275,3.2525,4.5384,30.5787,6.1237,7.4991,29.661,10.792,5.5538,29.689,10.865,3.4564,29.287,11.196,5.4905,25.0438,17.8787,2.9605,23.621,17.645,11.583,24.124,18.092,9.4066,23.418,18.255,3.5447,26.0041,16.4959,4.1194,27.9646,14.8475,4.1004,29.067,12.8951,4.712,30.3519,8.5782
10.3705,27.6896,15.2368,10.9885,27.974,14.3984,11.118,27.3322,15.5374,8.7683,26.9822,16.5423,6.4731,26.3925,16.824,5.0184,25.9313,16.787,5.1876,27.8112,14.9476,6.2677,27.9282,15.1201,7.503,28.0357,15.1357,8.6715,29.1839,13.132,7.2039,29.3796,12.7487,5.7193,29.1646,12.6775,11.75,25.256,16.8,8.9888,27.232,15.507,11.39,29.543,10.103,5.3852,30.8772,2.9946,4.7866,30.2681,5.8857,7.6586,29.503,10.61,5.6974,29.396,10.647,3.6573,29.106,10.974,5.5455,25.0072,17.8318,3.0482,23.622,17.563,11.621,24.001,18.062,9.4667,23.403,18.237,3.6142,25.9475,16.3768,4.2249,27.8214,14.6516,4.2334,28.9304,12.6888,4.906,30.0769,8.3431
10.4573,27.6244,15.1536,11.0909,27.8909,14.3248,11.1991,27.2699,15.4767,8.8339,26.9257,16.4514,6.5368,26.3367,16.7285,5.0813,25.8742,16.6968,5.2838,27.6955,14.7851,6.36,27.8444,14.981,7.5972,27.9536,15.0035,8.7981,29.0811,13.0028,7.3293,29.2444,12.5816,5.8538,29.026,12.4958,11.822,25.222,16.787,9.0749,27.03,15.374,11.604,29.356,10.015,5.6835,30.479,2.7445,5.0266,30.0244,5.6455,7.8485,29.404,10.485,5.8532,29.266,10.491,3.8138,28.901,10.74,5.5964,24.9747,17.7849,3.1541,23.436,17.466,11.673,23.958,18.035,9.5193,23.389,18.213,3.7029,25.8386,16.2454,4.3337,27.6562,14.4421,4.3746,28.7393,12.4745,5.1094,29.8106,8.1136
10.543,27.5548,15.0715,11.1955,27.8083,14.249,11.2832,27.202,15.4174,8.8988,26.8705,16.3697,6.5991,26.2959,16.6491,5.1499,25.8074,16.5915,5.3801,27.5965,14.6306,6.4604,27.7325,14.8354,7.6929,27.8658,14.873,8.9285,28.9677,12.8674,7.4737,29.103,12.41,5.9963,28.8792,12.3088,11.818,25.139,16.754,9.1659,26.967,15.295,11.78,29.054,9.8896,6.0033,30.0799,2.5012,5.2997,29.6617,5.4158,8.0217,29.201,10.304,6.0536,29.071,10.277,3.9811,28.735,10.505,5.6482,24.9527,17.7402,3.1931,23.434,17.37,11.73,23.97,17.983,9.5593,23.337,18.179,3.8014,25.7343,16.0873,4.4625,27.5131,14.2421,4.5335,28.5545,12.2485,5.3323,29.5761,7.8924
10.6331,27.4859,14.9952,11.2971,27.7155,14.1738,11.3613,27.1366,15.3575,8.9645,26.8248,16.2878,6.6639,26.2523,16.5692,5.2206,25.7361,16.4846,5.4844,27.5097,14.4723,6.551,27.6298,14.6912,7.7924,27.7763,14.7423,9.0602,28.8316,12.7306,7.6191,28.9588,12.2387,6.1271,28.727,12.1184,11.873,25.113,16.727,9.233,26.957,15.222,11.977,28.9,9.8123,6.3327,29.6945,2.2698,5.582,29.3524,5.1823,8.1988,29.005,10.127,6.2133,28.886,10.104,4.1303,28.434,10.264,5.7002,24.9276,17.7025,3.3178,23.339,17.322,11.781,23.988,17.96,9.6148,23.354,18.161,3.9134,25.5727,15.9141,4.5943,27.348,14.0363,4.6931,28.3902,12.0277,5.5574,29.3134,7.6618
10.7207,27.4146,14.919,11.4027,27.6299,14.1093,11.4432,27.0736,15.3002,9.0317,26.7778,16.2096,6.7246,26.2149,16.4825,5.2918,25.673,16.3752,5.6054,27.4773,14.2891,6.6497,27.5319,14.5461,7.8937,27.712,14.6057,9.202,28.765,12.597,7.7639,28.8035,12.0715,6.2913,28.6494,11.9131,11.969,25.12,16.708,9.2983,26.885,15.151,12.141,28.656,9.6748,6.678,29.3166,2.0523,5.8741,29.0385,4.9525,8.3703,28.864,9.9722,6.414,28.603,9.8726,4.3492,28.314,10.032,5.7453,24.9144,17.6694,3.4007,23.275,17.265,11.832,23.962,17.946,9.6311,23.269,18.121,4.031,25.4559,15.7313,4.7303,27.2186,13.8453,4.8501,28.1858,11.8004,5.7903,29.0281,7.4303
10.8153,27.3429,14.8395,11.5079,27.5389,14.0417,11.5266,27.0112,15.2445,9.0954,26.7197,16.1219,6.7859,26.1824,16.3971,5.3652,25.6135,16.2676,5.6899,27.3448,14.1373,6.7492,27.4348,14.3946,7.9896,27.618,14.4951,9.3497,28.615,12.4651,7.906,28.6696,11.8972,6.4398,28.4872,11.7235,12.022,25.049,16.7,9.413,26.82,15.025,12.35,28.426,9.6143,7.0376,28.9269,1.8447,6.1757,28.7339,4.7308,8.5678,28.641,9.8329,6.5258,28.48,9.6637,4.5249,28.113,9.8091,5.7981,24.887,17.637,3.4913,23.195,17.204,11.852,23.896,17.908,9.7016,23.32,18.092,4.1572,25.2977,15.5872,4.8532,27.1183,13.6577,5.0108,28.033,11.5773,6.0435,28.7955,7.2094
10.905,27.2736,14.7682,11.6175,27.4568,13.9769,11.6108,26.9502,15.1881,9.1651,26.6746,16.0397,6.8475,26.1478,16.3076,5.4358,25.5538,16.1599,5.7898,27.1894,13.9445,6.8439,27.3279,14.242,8.092,27.4802,14.3565,9.4556,28.3841,12.3191,8.0503,28.5211,11.7258,6.5741,28.2739,11.5182,12.0599,25.1296,16.6283,9.4973,26.806,14.93,12.573,28.356,9.5728,7.4208,28.539,1.6432,6.4909,28.4181,4.5166,8.7585,28.467,9.635,6.791,28.409,9.4962,4.7154,27.889,9.5613,5.8476,24.8706,17.6075,3.5855,23.224,17.149,11.925,23.898,17.902,9.7084,23.254,18.062,4.2812,25.1997,15.4675,4.9714,26.9588,13.4527,5.1652,27.8511,11.3574,6.2999,28.5548,6.9952
10.9933,27.1993,14.6927,11.7253,27.3692,13.9139,11.6963,26.8894,15.133,9.2332,26.6218,15.9485,6.9124,26.1192,16.2179,5.5118,25.4959,16.0539,5.8957,27.0394,13.7655,6.9454,27.2218,14.0826,8.1844,27.3947,14.2303,9.5885,28.3149,12.1793,8.2044,28.3649,11.5576,6.7309,28.1066,11.3246,12.1145,25.0895,16.5973,9.6088,26.715,14.859,12.748,28.181,9.4973,7.8127,28.1678,1.4533,6.8149,28.0909,4.3084,8.9883,28.283,9.4926,6.9806,28.169,9.2735,4.914,27.714,9.3104,5.8987,24.856,17.5761,3.6526,23.146,17.088,11.945,23.788,17.841,9.7793,23.283,18.046,4.392,25.0785,15.3492,5.0881,26.8286,13.2486,5.3069,27.7202,11.1387,6.5628,28.3097,6.7828
11.0848,27.133,14.6218,11.8314,27.2913,13.8543,11.7768,26.8304,15.0777,9.2998,26.59,15.857,6.9811,26.0844,16.1277,5.5934,25.4374,15.9526,6.0215,26.8925,13.5816,7.0499,27.0972,13.9255,8.287,27.3064,14.098,9.737,28.1656,12.0479,8.355,28.2054,11.3937,6.895,27.9354,11.1266,12.148,25.0072,16.5504,9.6805,26.581,14.732,12.945,27.896,9.4135,8.2083,27.8213,1.2731,7.1455,27.7843,4.116,9.1698,28.05,9.3615,7.1951,27.952,9.0749,5.1438,27.528,9.0739,5.9522,24.856,17.5466,3.7343,23.148,17.053,12.007,23.852,17.817,9.8038,23.27,18.024,4.4803,25.0021,15.25,5.2087,26.6579,13.0526,5.4548,27.5741,10.9127,6.8444,28.0513,6.5735
11.1777,27.0488,14.5474,11.9427,27.2008,13.7935,11.8612,26.7667,15.0254,9.3671,26.5649,15.7779,7.0497,26.0495,16.0346,5.6688,25.3759,15.8514,6.1376,26.7587,13.4152,7.1549,26.9926,13.7812,8.3947,27.2034,13.9701,9.8764,28.0241,11.9169,8.514,28.0633,11.2359,7.0555,27.7757,10.9393,12.2033,24.998,16.5291,9.7684,26.524,14.636,13.173,27.857,9.3906,8.5998,27.4935,1.1089,7.489,27.4879,3.9293,9.3705,27.922,9.1992,7.4326,27.724,8.8722,5.3164,27.314,8.8488,6.0059,24.8546,17.5159,3.8326,23.045,17.013,12.069,23.74,17.781,9.867,23.277,18.011,4.5626,24.9156,15.1395,5.3237,26.5141,12.8805,5.611,27.3979,10.699,7.1161,27.8336,6.37
11.2702,26.9801,14.4786,12.0508,27.1023,13.7352,11.9447,26.7065,14.9727,9.4375,26.5463,15.7145,7.1257,26.0076,15.9413,5.751,25.3225,15.761,6.2628,26.5846,13.2546,7.2965,26.9164,13.6342,8.5024,27.0809,13.8496,10.0253,27.8857,11.8076,8.6727,27.8707,11.0809,7.2253,27.5769,10.7481,12.2585,24.9709,16.4983,9.878,26.524,14.61,13.34,27.641,9.3608,9.0517,27.0981,0.9488,7.8374,27.1946,3.7559,9.5859,27.688,9.0755,7.6543,27.509,8.6835,5.5443,27.141,8.5997,6.0572,24.857,17.4934,3.9133,23.071,16.99,12.11,23.747,17.735,9.9,23.27,17.974,4.6704,24.926,15.0436,5.4642,26.4113,12.7058,5.7861,27.3154,10.4893,7.4139,27.6856,6.1876
11.3601,26.9146,14.4134,12.1565,27.0196,13.6825,12.0267,26.6469,14.9229,9.5142,26.5096,15.646,7.2002,25.966,15.8525,5.8297,25.271,15.6685,6.4004,26.4342,13.1005,7.4085,26.7623,13.4952,8.6135,26.9634,13.7259,10.174,27.7369,11.6926,8.8365,27.6852,10.9371,7.4029,27.3833,10.5749,12.3095,24.9418,16.4679,9.9649,26.347,14.48,13.548,27.42,9.3166,9.498,26.7641,0.8135,8.2038,26.976,3.6245,9.808,27.497,8.9378,7.8616,27.367,8.526,5.7551,26.92,8.3904,6.1119,24.8619,17.463,4.0007,22.976,16.949,12.171,23.832,17.741,9.9566,23.268,17.989,4.7254,24.8737,14.9631,5.596,26.2547,12.5654,5.9758,27.0711,10.2888,7.7038,27.4379,5.9904
11.4534,26.8264,14.3435,12.2659,26.9307,13.6339,12.1091,26.5884,14.8747,9.5874,26.4647,15.5701,7.2768,25.9382,15.7629,5.9173,25.2182,15.5755,6.5332,26.2607,12.9556,7.5134,26.5449,13.3518,8.7335,26.8463,13.612,10.3234,27.6094,11.5939,9.0091,27.5426,10.8004,7.5817,27.1593,10.4033,12.3695,24.9352,16.4485,10.054,26.287,14.411,13.746,27.252,9.3179,9.9393,26.4395,0.6909,8.5276,26.577,3.4225,9.9823,27.332,8.8234,8.0882,27.15,8.3494,6.0222,26.725,8.1763,6.1678,24.8762,17.4347,4.0752,23.056,16.919,12.211,23.717,17.678,10.035,23.258,17.963,4.8047,24.7012,14.875,5.7119,26.0306,12.3998,6.1628,26.7636,10.0945,7.9686,27.1105,5.8185
11.5451,26.7542,14.2813,12.3742,26.8515,13.5854,12.1943,26.5282,14.8293,9.6593,26.4055,15.4851,7.3492,25.8929,15.6687,5.9998,25.1527,15.486,6.6763,26.0844,12.8218,7.6445,26.413,13.2341,8.8521,26.7335,13.505,10.4696,27.4467,11.5007,9.1757,27.339,10.672,7.7619,26.9176,10.254,12.4246,24.9141,16.4176,10.14,26.235,14.34,13.943,27.04,9.2732,10.3613,26.134,0.5821,8.8943,26.3325,3.3064,10.214,27.137,8.7192,8.3087,26.95,8.2064,6.2291,26.46,7.9865,6.2255,24.8914,17.4005,4.1807,23.043,16.912,12.261,23.792,17.683,10.038,23.182,17.892,4.9018,24.6446,14.7953,5.8549,25.8567,12.2507,6.3485,26.5228,9.9203,8.2559,26.854,5.6598
11.6375,26.6917,14.2262,12.4767,26.7623,13.5436,12.2798,26.4677,14.7849,9.7381,26.3488,15.4065,7.4218,25.8347,15.5786,6.0932,25.0797,15.4011,6.8273,25.9058,12.6997,7.7783,26.266,13.1241,8.9698,26.6261,13.4144,10.624,27.3207,11.4156,9.353,27.132,10.5553,7.9519,26.6931,10.1078,12.4799,24.895,16.3911,10.218,26.188,14.261,14.144,26.867,9.2702,10.7793,25.8552,0.4923,9.2234,25.987,3.1533,10.4,26.93,8.599,8.5102,26.667,8.0795,6.4481,26.216,7.8271,6.2806,24.8998,17.37,4.26,22.988,16.869,12.32,23.681,17.644,10.095,23.232,17.895,5.0109,24.5307,14.7148,6.0104,25.6997,12.1306,6.5537,26.2789,9.7638,8.5509,26.5842,5.5299
11.7293,26.6165,14.1719,12.5866,26.6783,13.5057,12.3586,26.4056,14.7415,9.8164,26.2839,15.3284,7.5067,25.7991,15.4968,6.1928,25.0175,15.3202,6.967,25.7385,12.5865,7.9134,26.1078,13.0158,9.0851,26.4915,13.3201,10.7819,27.1713,11.3321,9.5321,26.9537,10.4511,8.1452,26.4504,9.9888,12.5371,24.882,16.3666,10.33,26.063,14.188,14.355,26.686,9.2504,11.2667,25.5104,0.4342,9.5942,25.7628,3.0735,10.65,26.809,8.5391,8.7669,26.529,7.9562,6.6842,25.962,7.6497,6.341,24.9116,17.3316,4.3098,22.921,16.798,12.352,23.695,17.596,10.154,23.198,17.857,5.1277,24.4408,14.6458,6.1722,25.4962,12.0061,6.7508,26.0223,9.6198,8.8333,26.2921,5.4053
11.8247,26.5516,14.1223,12.6954,26.5954,13.4709,12.4459,26.3502,14.7039,9.8965,26.2252,15.2595,7.5881,25.7462,15.4174,6.2941,24.9474,15.2493,7.1069,25.577,12.4932,8.0481,25.9614,12.9267,9.2039,26.3936,13.2421,10.9258,27.0157,11.2676,9.7036,26.7562,10.3621,8.3322,26.2373,9.8876,12.597,24.8604,16.3381,10.398,25.95,14.124,14.537,26.508,9.2925,11.6896,25.2187,0.3887,9.9171,25.4022,2.9663,10.856,26.54,8.4724,8.9806,26.255,7.8453,6.917,25.743,7.5474,6.4037,24.9189,17.2915,4.4175,22.966,16.793,12.418,23.667,17.588,10.175,23.213,17.852,5.252,24.3357,14.5768,6.3185,25.3001,11.8958,6.9427,25.8096,9.4924,9.123,26.018,5.3089
11.9171,26.4852,14.0724,12.7998,26.5192,13.4383,12.528,26.2999,14.6734,9.9761,26.1635,15.194,7.6781,25.6973,15.3502,6.3944,24.8737,15.1866,7.2584,25.427,12.4128,8.1846,25.8216,12.8482,9.3257,26.2891,13.1704,11.0842,26.8751,11.2092,9.8822,26.5506,10.2934,8.527,25.9916,9.7864,12.6498,24.8331,16.3116,10.491,25.907,14.05,14.733,26.386,9.3535,12.0978,24.9247,0.3632,10.2707,25.1522,2.9084,11.047,26.361,8.393,9.2101,25.906,7.7442,7.1867,25.406,7.4031,6.4676,24.9136,17.2487,4.4771,22.934,16.711,12.459,23.787,17.575,10.223,23.171,17.811,5.3737,24.2608,14.5222,6.4813,25.1168,11.8053,7.1412,25.5644,9.3809,9.4097,25.7711,5.2249
12.0101,26.4244,14.0269,12.9027,26.4571,13.4165,12.6106,26.2539,14.6422,10.0539,26.1118,15.1357,7.7729,25.6237,15.285,6.5013,24.8009,15.123,7.399,25.2662,12.332,8.3143,25.69,12.7826,9.447,26.1757,13.108,11.2325,26.7472,11.1621,10.0625,26.3529,10.2308,8.7133,25.8003,9.7189,12.7013,24.8067,16.2814,10.607,25.831,14.021,14.912,26.202,9.3434,12.4766,24.6531,0.3553,10.618,24.8892,2.8791,11.274,26.095,8.3461,9.439,25.771,7.7298,7.4217,25.174,7.3186,6.5346,24.9286,17.2037,4.5365,22.956,16.655,12.53,23.695,17.533,10.286,23.282,17.812,5.4941,24.1266,14.4634,6.6461,24.9337,11.7283,7.3366,25.3219,9.296,9.6936,25.4942,5.1606
12.1013,26.365,13.9912,13.0081,26.3886,13.3954,12.6943,26.2132,14.6126,10.1337,26.0696,15.0875,7.8748,25.545,15.2231,6.6067,24.7352,15.069,7.5512,25.1023,12.2679,8.4403,25.5654,12.7231,9.575,26.0629,13.0534,11.3862,26.5882,11.1267,10.2407,26.1775,10.1903,8.9044,25.5714,9.6611,12.7582,24.7884,16.253,10.684,25.762,13.953,15.099,26.085,9.3741,12.8703,24.3428,0.3732,10.9349,24.5951,2.8564,11.47,25.882,8.3333,9.6647,25.523,7.6154,7.7096,24.9912,7.2187,6.6051,24.9173,17.1611,4.6031,22.886,16.591,12.56,23.667,17.509,10.313,23.257,17.795,5.6194,24.0311,14.4018,6.8117,24.7204,11.6635,7.5555,25.091,9.2229,9.9666,25.2111,5.1165
12.188,26.316,13.9619,13.1068,26.32,13.3812,12.7759,26.168,14.5872,10.2097,26.0106,15.0379,7.9785,25.4652,15.1752,6.7027,24.679,15.0201,7.6975,24.9688,12.2277,8.5734,25.4556,12.6767,9.6969,25.9586,13.0071,11.5405,26.4475,11.0992,10.4133,25.9807,10.1651,9.1011,25.3629,9.6207,12.8164,24.7811,16.2268,10.774,25.636,13.888,15.308,25.979,9.459,13.238,24.0492,0.4104,11.2512,24.3145,2.858,11.681,25.714,8.2964,9.8756,25.259,7.5968,7.9013,24.6976,7.1962,6.6695,24.9035,17.1137,4.6844,22.923,16.604,12.612,23.657,17.461,10.381,23.207,17.762,5.7329,23.9181,14.3571,6.9844,24.5306,11.6077,7.764,24.8256,9.1732,10.2339,24.9279,5.099
12.2745,26.2605,13.9296,13.2035,26.2618,13.3691,12.8529,26.1341,14.5687,10.2914,25.977,14.9983,8.0785,25.3983,15.135,6.7938,24.6197,14.972,7.8464,24.8418,12.1957,8.6992,25.3497,12.6364,9.8184,25.8431,12.9712,11.6868,26.319,11.084,10.5847,25.8232,10.1456,9.2851,25.1771,9.5981,12.8762,24.7642,16.2024,10.851,25.614,13.855,15.476,25.846,9.4961,13.5683,23.7788,0.4597,11.5529,24.0447,2.8735,11.877,25.58,8.3248,10.099,25.029,7.6067,8.1937,24.5153,7.1787,6.7404,24.8969,17.0718,4.7719,22.866,16.573,12.699,23.684,17.421,10.444,23.163,17.744,5.8568,23.8197,14.315,7.1576,24.3884,11.5768,7.9661,24.5958,9.1435,10.4909,24.6622,5.0924
12.3619,26.2174,13.9085,13.2951,26.2052,13.3563,12.9292,26.1004,14.5466,10.366,25.9428,14.9646,8.1755,25.3377,15.0928,6.8875,24.5645,14.9281,7.9858,24.7213,12.1632,8.8336,25.2377,12.6091,9.9446,25.7259,12.9445,11.8335,26.1896,11.0856,10.7456,25.666,10.1386,9.4648,24.9904,9.5845,12.9362,24.7545,16.1803,10.965,25.567,13.807,15.653,25.746,9.5529,13.9026,23.4897,0.5315,11.8455,23.7675,2.9077,12.068,25.284,8.3311,10.307,24.897,7.6237,8.4149,24.2244,7.1725,6.8084,24.8688,17.0266,4.8652,22.727,16.486,12.765,23.694,17.424,10.489,23.238,17.698,5.9659,23.723,14.2929,7.3186,24.2234,11.5548,8.1721,24.3598,9.1308,10.7382,24.3829,5.1133
12.4439,26.1695,13.8836,13.3862,26.1535,13.3509,13.0055,26.0602,14.5288,10.4391,25.9177,14.9328,8.2689,25.277,15.054,6.9848,24.5057,14.8889,8.1237,24.6163,12.1429,8.9562,25.1318,12.5889,10.0585,25.6313,12.9311,11.9714,26.0666,11.0873,10.9088,25.5299,10.1389,9.6394,24.8108,9.5863,12.9956,24.7311,16.1547,11.044,25.52,13.8,15.807,25.63,9.6081,14.2396,23.1699,0.626,12.1254,23.4752,2.9591,12.263,25.098,8.3601,10.523,24.579,7.6108,8.6501,23.9832,7.1916,6.8799,24.8518,16.9865,4.9452,22.709,16.462,12.78,23.614,17.384,10.556,23.22,17.702,6.0919,23.6103,14.2488,7.4768,24.0739,11.5336,8.3715,24.1596,9.1233,10.9929,24.1166,5.148
12.5239,26.1199,13.8657,13.4753,26.098,13.3494,13.0829,26.0266,14.5138,10.5111,25.8807,14.9016,8.3572,25.2438,15.0275,7.0871,24.4415,14.8586,8.2594,24.4861,12.125,9.0808,25.042,12.5751,10.1797,25.5622,12.9241,12.1074,25.9684,11.0995,11.0646,25.416,10.1503,9.8153,24.6574,9.5949,13.0584,24.7313,16.1323,11.121,25.494,13.772,15.974,25.601,9.6698,14.5502,22.868,0.7324,12.4041,23.1882,3.0294,12.45,24.918,8.3866,10.706,24.396,7.6428,8.8531,23.6881,7.1928,6.9458,24.8231,16.9451,4.9921,22.69,16.428,12.86,23.755,17.364,10.62,23.19,17.653,6.2044,23.5245,14.2323,7.6331,23.937,11.522,8.5573,23.9678,9.1347,11.2452,23.8685,5.1978
12.6049,26.0765,13.8515,13.5589,26.05,13.351,13.1578,25.9892,14.4997,10.5809,25.8663,14.8765,8.4399,25.1891,14.9933,7.1916,24.3601,14.8308,8.3915,24.3818,12.1179,9.2045,24.9357,12.5667,10.2914,25.4779,12.9121,12.2377,25.8541,11.1116,11.2201,25.2747,10.167,9.9845,24.5107,9.6062,13.1249,24.7247,16.1092,11.176,25.423,13.733,16.153,25.485,9.7624,14.8458,22.5765,0.8545,12.6746,22.9062,3.1181,12.62,24.791,8.4447,10.925,24.189,7.6775,9.0686,23.5091,7.261,7.0151,24.7844,16.9064,5.0928,22.586,16.365,12.924,23.718,17.359,10.661,23.287,17.659,6.3211,23.4425,14.2038,7.7778,23.7958,11.5164,8.7464,23.7923,9.1544,11.483,23.5953,5.2636
12.6798,26.0311,13.8386,13.6413,26.0136,13.3555,13.2286,25.9571,14.4862,10.6465,25.8408,14.8503,8.5207,25.1512,14.9686,7.2912,24.275,14.8091,8.5284,24.2788,12.1147,9.3255,24.8683,12.5663,10.3984,25.4181,12.9088,12.3636,25.7824,11.1412,11.3758,25.1819,10.1869,10.1432,24.3752,9.6257,13.1882,24.7179,16.0895,11.255,25.33,13.703,16.268,25.457,9.8434,15.1376,22.2952,0.9926,12.9442,22.6372,3.2291,12.813,24.626,8.4487,11.123,23.956,7.7226,9.2918,23.2748,7.2828,7.0814,24.7562,16.8697,5.1806,22.552,16.351,12.956,23.601,17.297,10.725,23.264,17.616,6.4302,23.3576,14.1918,7.9353,23.6892,11.5222,8.9279,23.6005,9.1839,11.7206,23.3534,5.3415
12.7521,25.9993,13.8304,13.7157,25.9724,13.362,13.2972,25.9335,14.4764,10.7174,25.8333,14.8302,8.5987,25.1107,14.9434,7.3932,24.2049,14.7932,8.6512,24.1553,12.119,9.4368,24.7898,12.5631,10.4861,25.3487,12.8961,12.4827,25.6921,11.1525,11.5247,25.0353,10.2161,10.308,24.241,9.6526,13.2456,24.7034,16.0668,11.333,25.316,13.722,16.415,25.358,9.9208,15.4253,22.0086,1.1459,13.2045,22.3625,3.3534,12.994,24.544,8.5045,11.307,23.833,7.7961,9.4825,23.0779,7.3554,7.1521,24.7243,16.8374,5.2491,22.526,16.326,13.026,23.693,17.312,10.797,23.268,17.624,6.5412,23.255,14.1673,8.0816,23.5733,11.5314,9.1071,23.4655,9.2102,11.9558,23.1136,5.4273
12.8209,25.9657,13.8241,13.789,25.9508,13.3718,13.3641,25.9104,14.4677,10.7833,25.8156,14.8091,8.6736,25.0751,14.9206,7.4945,24.154,14.7747,8.7813,24.0624,12.1285,9.545,24.7011,12.5607,10.5799,25.3024,12.8864,12.5924,25.6365,11.1705,11.667,24.9451,10.2521,10.4493,24.0986,9.691,13.3076,24.6977,16.0471,11.407,25.324,13.714,16.543,25.289,10.006,15.7132,21.7543,1.3162,13.4614,22.0978,3.4895,13.135,24.385,8.5592,11.488,23.71,7.8485,9.6898,22.9079,7.4194,7.2216,24.6887,16.8025,5.3444,22.427,16.259,13.078,23.618,17.253,10.834,23.297,17.624,6.6462,23.1587,14.1657,8.2191,23.4556,11.5385,9.2695,23.3161,9.2414,12.1765,22.8998,5.5339
12.8876,25.9374,13.8185,13.8567,25.9202,13.3802,13.4286,25.8986,14.4621,10.8472,25.8056,14.791,8.7468,25.0367,14.8965,7.5831,24.0953,14.7631,8.899,23.9783,12.1409,9.6498,24.6271,12.5648,10.6642,25.2682,12.8844,12.7078,25.5868,11.199,11.794,24.8309,10.2845,10.6042,23.9698,9.7286,13.3774,24.6952,16.0301,11.473,25.278,13.689,16.672,25.275,10.067,15.9909,21.4911,1.4912,13.7149,21.8565,3.6407,13.298,24.293,8.6496,11.664,23.514,7.8863,9.8805,22.7207,7.4762,7.2891,24.6593,16.7766,5.4617,22.433,16.277,13.149,23.638,17.224,10.93,23.279,17.564,6.7417,23.0564,14.1597,8.3483,23.3525,11.5522,9.4264,23.1783,9.2727,12.3909,22.6818,5.642
12.9483,25.9186,13.8157,13.9208,25.9017,13.3914,13.4934,25.8805,14.4563,10.9101,25.7883,14.7739,8.8182,25.0109,14.8799,7.6573,24.0281,14.7483,9.0093,23.9043,12.151,9.7508,24.5554,12.5707,10.7472,25.2523,12.8821,12.8058,25.5295,11.2268,11.9161,24.7353,10.3234,10.7522,23.87,9.7716,13.4444,24.682,16.0047,11.537,25.268,13.694,16.765,25.276,10.221,16.2659,21.2192,1.6824,13.9633,21.6188,3.7995,13.458,24.186,8.7209,11.817,23.415,7.9868,10.0614,22.5759,7.5562,7.3575,24.6238,16.7449,5.5185,22.313,16.217,13.218,23.578,17.186,10.982,23.296,17.576,6.8376,22.9771,14.1644,8.4726,23.2424,11.5655,9.5774,23.0516,9.3145,12.6042,22.4918,5.7468
