Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z
1.4647,33.4757,22.0257,1.8905,33.951,21.1492,2.209,33.0227,21.946,0.2444,32.5996,23.374,NaN,NaN,NaN,NaN,NaN,NaN,-3.3775,33.8914,23.1055,-2.2967,33.8521,23.0174,-1.1448,34.0009,22.8296,-0.2951,35.4983,20.9704,-1.6994,35.7915,21.0351,-3.1306,35.772,21.3615,3.0772,30.7912,22.4859,0.1605,33.0898,22.4718,1.8452,36.7448,17.7412,-5.4806,41.0589,14.186,-5.3758,39.5324,16.6535,-1.5298,36.9764,19.3511,-3.3726,37.0959,19.9786,-5.3695,36.9056,20.7311,-2.8387,30.5254,24.57,-5.4256,29.9289,25.5038,3.188,29.4685,23.8597,1.0401,28.8451,24.4045,-4.8236,32.0242,24.4077,-4.3759,34.091,23.1608,-4.5577,35.7552,21.7936,-4.5762,38.5459,18.6047
1.5098,33.3897,21.9157,1.9228,33.8317,21.0278,2.249,32.9558,21.8645,0.2806,32.5256,23.3151,NaN,NaN,NaN,NaN,NaN,NaN,-3.3922,33.7787,22.9242,-2.302,33.7588,22.8512,-1.1359,33.8847,22.6958,-0.288,35.4278,20.841,-1.6962,35.7493,20.9384,-3.139,35.7022,21.2166,3.1232,30.74,22.453,0.2082,33.0232,22.3994,1.8082,36.5948,17.554,-5.4644,40.9077,13.8964,-5.4,39.3914,16.4202,-1.5498,36.8573,19.1859,-3.3857,36.9974,19.8297,-5.3784,36.8563,20.6124,-2.783,30.4252,24.5027,-5.3852,29.8478,25.4451,3.2368,29.4279,23.8286,1.0919,28.8014,24.3697,-4.8102,31.928,24.2775,-4.3896,33.9771,22.9776,-4.569,35.6638,21.6372,-4.5963,38.4208,18.41
1.5366,33.3362,21.8332,1.9513,33.7571,20.9276,2.2913,32.8884,21.7844,0.3203,32.5151,23.2792,NaN,NaN,NaN,-3.3432,31.6294,24.2065,-3.3933,33.6573,22.7485,-2.291,33.6376,22.6788,-1.1246,33.8415,22.5899,-0.2778,35.3623,20.7256,-1.6827,35.691,20.8231,-3.1338,35.5999,21.0678,3.1701,30.6884,22.4189,0.2503,32.9438,22.3118,1.7853,36.4146,17.3643,-5.4474,40.7442,13.5808,-5.4219,39.189,16.157,-1.5659,36.7345,19.0215,-3.3985,36.8962,19.6796,-5.3771,36.7649,20.4737,-2.7316,30.3908,24.5153,-5.3451,29.7552,25.3779,3.2825,29.3763,23.7972,1.1406,28.7479,24.3334,-4.7827,31.813,24.154,-4.3829,33.8385,22.7873,-4.5723,35.5517,21.4815,-4.6171,38.276,18.2005
1.5752,33.2508,21.7342,1.9817,33.6668,20.8212,2.3298,32.8134,21.6997,0.3566,32.4736,23.2218,-1.8083,32.1294,24.03,-3.3018,31.5753,24.118,-3.3665,33.5239,22.5795,-2.2764,33.5576,22.5465,-1.0929,33.7657,22.4689,-0.2534,35.2923,20.6166,-1.6676,35.6283,20.7084,-3.124,35.54,20.958,3.2022,30.5704,22.3558,0.2883,32.9105,22.2738,1.7719,36.2862,17.2462,-5.4301,40.5258,13.2571,-5.4441,38.9994,15.8933,-1.5708,36.5843,18.8489,-3.4054,36.7566,19.5141,-5.3798,36.6521,20.3287,-2.6922,30.3143,24.4681,-5.3021,29.6576,25.2943,3.3665,29.245,23.751,1.1931,28.7075,24.2996,-4.7491,31.7038,24.0281,-4.3611,33.6838,22.5996,-4.5596,35.4343,21.3268,-4.6364,38.1043,17.9723
1.6094,33.1932,21.6523,2.0186,33.5788,20.7178,2.3736,32.7471,21.6275,0.399,32.387,23.1322,-1.7772,32.045,23.968,-3.2589,31.4678,24.0035,-3.3338,33.3987,22.4248,-2.2406,33.4684,22.4268,-1.0618,33.6833,22.3406,-0.2282,35.2042,20.4882,-1.6487,35.5794,20.6194,-3.0959,35.4655,20.8348,3.2717,30.382,22.313,0.3364,32.812,22.163,1.756,35.99,17.074,-5.4133,40.2658,12.9205,-5.4562,38.7622,15.6187,-1.5757,36.4362,18.6759,-3.407,36.6102,19.3394,-5.3768,36.5113,20.1647,-2.6504,30.2379,24.4148,-5.2659,29.5814,25.2278,3.3919,29.142,23.723,1.2401,28.6635,24.2652,-4.7113,31.5944,23.9055,-4.3272,33.5258,22.4151,-4.5377,35.2908,21.1648,-4.6527,37.9226,17.7361
1.6412,33.0995,21.5523,2.0516,33.5016,20.6167,2.4145,32.6842,21.5492,0.4315,32.3363,23.0586,-1.7625,31.8329,23.8044,-3.2187,31.4003,23.9105,-3.2797,33.299,22.2986,-2.1988,33.3983,22.33,-1.0191,33.6146,22.243,-0.1962,35.1028,20.3579,-1.6195,35.4965,20.4967,-3.0659,35.4057,20.7337,3.3207,30.369,22.295,0.3657,32.74,22.134,1.7666,35.736,16.886,-5.4017,39.9588,12.5765,-5.4612,38.517,15.3411,-1.5748,36.2614,18.4917,-3.4065,36.444,19.1561,-5.3673,36.3544,19.9908,-2.6277,30.2232,24.4211,-5.2259,29.4911,25.1414,3.4823,29.138,23.694,1.2874,28.6192,24.2312,-4.6688,31.4859,23.7843,-4.2758,33.3883,22.2512,-4.5026,35.1711,21.0177,-4.6704,37.718,17.4882
1.6808,33.0152,21.4518,2.0946,33.4111,20.5124,2.4614,32.5936,21.4616,0.466,32.2776,22.9863,-1.7223,31.7628,23.7047,-3.1702,31.3027,23.8132,-3.2248,33.2048,22.1957,-2.1531,33.3352,22.2445,-0.9752,33.5394,22.142,-0.1614,35.0165,20.2251,-1.5841,35.394,20.3611,-3.029,35.3174,20.6256,3.3659,30.309,22.256,0.3798,32.48,21.969,1.7495,35.587,16.705,-5.4036,39.5899,12.2242,-5.4597,38.2486,15.0584,-1.5668,36.0879,18.3054,-3.4007,36.2657,18.9654,-5.3573,36.1782,19.799,-2.5847,30.1655,24.378,-5.1851,29.426,25.0665,3.4971,29.057,23.666,1.3365,28.5758,24.1969,-4.6183,31.363,23.6606,-4.2176,33.2499,22.0974,-4.4614,35.0471,20.8667,-4.6782,37.4903,17.242
1.7311,32.9063,21.3293,2.1362,33.2873,20.4025,2.5006,32.5113,21.3773,0.506,32.2048,22.9079,-1.6838,31.6825,23.5961,-3.1337,31.226,23.7177,-3.1705,33.1237,22.1071,-2.1248,33.3605,22.207,-0.9357,33.4698,22.0434,-0.1329,34.9094,20.0874,-1.5529,35.291,20.2231,-2.9911,35.2011,20.4875,3.3943,30.248,22.204,0.4258,32.463,21.874,1.7642,35.527,16.554,-5.4078,39.1775,11.8799,-5.4485,37.9501,14.7684,-1.5524,35.9094,18.1147,-3.3909,36.0942,18.7682,-5.3468,35.9952,19.6058,-2.5457,30.0999,24.3304,-5.1404,29.3255,24.9747,3.5486,29.071,23.653,1.3838,28.5346,24.1636,-4.5711,31.2661,23.5432,-4.159,33.143,21.9595,-4.4243,34.9329,20.7285,-4.6782,37.2451,16.9864
1.776,32.8279,21.2261,2.1748,33.202,20.2951,2.5413,32.4298,21.2895,0.5476,32.1662,22.8436,-1.6532,31.5942,23.482,-3.094,31.1675,23.6379,-3.1214,33.0739,22.0409,-2.0713,33.3261,22.1332,-0.8991,33.4067,21.9393,-0.1023,34.7775,19.9364,-1.5243,35.1553,20.053,-2.9586,35.0689,20.3301,3.4365,30.259,22.215,0.4507,32.412,21.763,1.8032,35.326,16.363,-5.4083,38.7269,11.5552,-5.4333,37.6226,14.4783,-1.5289,35.7175,17.9203,-3.371,35.8901,18.5538,-5.3323,35.7768,19.3893,-2.4924,30.0472,24.268,-5.1002,29.2527,24.8934,3.5887,29.023,23.6,1.4307,28.4941,24.1323,-4.5258,31.1749,23.4303,-4.0997,33.0721,21.8464,-4.3945,34.7989,20.5739,-4.6665,36.9557,16.71
1.8028,32.7456,21.1331,2.2177,33.0872,20.1879,2.5787,32.3327,21.195,0.5846,32.1069,22.7616,-1.6083,31.5486,23.377,-3.0576,31.0904,23.5387,-3.0862,33.0636,21.9902,-2.031,33.2707,22.0527,-0.8541,33.324,21.8353,-0.0738,34.6441,19.7747,-1.5055,35.0212,19.8804,-2.9273,34.9426,20.1529,3.4851,30.204,22.151,0.5092,32.329,21.63,1.8301,35.086,16.176,-5.4044,38.258,11.2551,-5.4019,37.2749,14.193,-1.5235,35.5819,17.7542,-3.3444,35.6957,18.3361,-5.3075,35.5711,19.1633,-2.4542,30.019,24.23,-5.056,29.167,24.8023,3.6386,29.007,23.597,1.4774,28.4582,24.1023,-4.4828,31.0801,23.3138,-4.051,33.0158,21.7541,-4.3668,34.6758,20.4152,-4.6324,36.6595,16.4444
1.8428,32.645,21.0339,2.2605,32.9736,20.0807,2.6264,32.2492,21.1005,0.6084,31.9398,22.6123,-1.5738,31.4648,23.2734,-3.0177,31.0381,23.4619,-3.0604,33.0459,21.9245,-1.9909,33.2041,21.9573,-0.8215,33.2514,21.7191,-0.0386,34.492,19.6127,-1.4815,34.8633,19.6926,-2.8978,34.8034,19.9643,3.5382,30.141,22.122,0.5106,32.223,21.52,1.8619,35.018,16.062,-5.3791,37.7577,10.9575,-5.3591,36.9101,13.9129,-1.4938,35.4171,17.573,-3.3146,35.4962,18.1099,-5.2779,35.3636,18.9262,-2.4051,29.9813,24.1764,-5.0153,29.0858,24.7081,3.6831,28.959,23.541,1.524,28.4207,24.0728,-4.442,31.0132,23.2098,-4.013,32.9847,21.678,-4.3408,34.5393,20.228,-4.5927,36.3691,16.1856
1.8856,32.5578,20.9294,2.308,32.8676,19.9771,2.6742,32.1623,21.0216,0.6468,31.8918,22.5314,-1.536,31.3959,23.1811,-2.9876,31.0026,23.389,-3.0349,33.0483,21.8535,-1.9621,33.1513,21.8615,-0.7838,33.1605,21.5967,-0.0034,34.3431,19.4496,-1.4491,34.6965,19.4986,-2.8678,34.6592,19.7621,3.5841,30.097,22.086,0.589,32.133,21.435,1.9552,34.788,15.915,-5.3403,37.2729,10.6783,-5.3016,36.5372,13.6366,-1.4497,35.2207,17.3731,-3.2782,35.2801,17.8802,-5.2446,35.1413,18.6734,-2.3518,29.9353,24.1243,-4.975,29.0085,24.6133,3.6853,28.986,23.53,1.5702,28.3815,24.0412,-4.4013,30.9548,23.1147,-3.9812,32.9673,21.6094,-4.3091,34.3867,20.0304,-4.5492,36.0928,15.9253
1.9348,32.4689,20.8289,2.3653,32.7551,19.876,2.7272,32.0764,20.9374,0.6796,31.8335,22.4488,-1.4978,31.3597,23.1046,-2.9502,30.9506,23.3124,-3.0098,33.0241,21.7668,-1.9278,33.1013,21.7546,-0.7526,33.0892,21.469,0.0284,34.1784,19.2729,-1.4137,34.545,19.3065,-2.8361,34.4973,19.5564,3.6286,30.031,22.059,0.6607,32.073,21.378,2.0197,34.546,15.734,-5.2768,36.7695,10.3994,-5.2247,36.1637,13.3658,-1.3935,35.0093,17.1703,-3.234,35.057,17.6453,-5.2091,34.9144,18.4229,-2.3082,29.8893,24.0637,-4.9359,28.9301,24.5176,3.7482,28.896,23.473,1.6136,28.3419,24.0113,-4.3629,30.9217,23.0372,-3.9527,32.9421,21.5334,-4.277,34.2444,19.8284,-4.4925,35.8087,15.6679
1.9815,32.3858,20.7336,2.424,32.6497,19.776,2.7757,31.9964,20.8638,0.7168,31.7754,22.355,-1.4683,31.3282,23.0352,-2.9215,30.9005,23.2423,-2.9704,32.967,21.6528,-1.8982,33.031,21.6307,-0.7222,33.0086,21.3265,0.0718,34.0186,19.1058,-1.3746,34.3807,19.113,-2.7936,34.3224,19.3442,3.6569,29.933,22.025,0.6695,31.945,21.276,2.1154,34.277,15.565,-5.1862,36.2842,10.1288,-5.1344,35.7818,13.0969,-1.3322,34.7863,16.9671,-3.1768,34.8215,17.4094,-5.1599,34.6786,18.1656,-2.2669,29.8545,24.0033,-4.8866,28.8462,24.4141,3.7874,28.914,23.466,1.6577,28.3092,23.9828,-4.3348,30.8999,22.9808,-3.9367,32.911,21.4424,-4.2377,34.1017,19.6284,-4.42,35.5217,15.4109
2.0323,32.2991,20.6392,2.4814,32.537,19.6782,2.8252,31.9182,20.7913,0.7543,31.7129,22.2601,-1.4422,31.2935,22.9669,-2.8878,30.8636,23.1722,-2.9352,32.885,21.5089,-1.8643,32.9522,21.4879,-0.69,32.887,21.1762,0.1237,33.866,18.9375,-1.3243,34.2145,18.9258,-2.7474,34.1501,19.1363,3.6933,29.866,21.984,0.7152,31.84,21.163,2.2341,34.015,15.427,-5.0721,35.8122,9.8516,-5.0289,35.3978,12.8195,-1.231,34.436,16.765,-3.1115,34.593,17.1802,-5.1024,34.4486,17.9184,-2.2257,29.8321,23.9466,-4.8362,28.7581,24.3134,3.8422,28.833,23.423,1.7029,28.2745,23.9542,-4.3042,30.8917,22.9454,-3.9142,32.8716,21.3304,-4.1924,33.9726,19.4395,-4.3451,35.2295,15.1483
2.0822,32.2075,20.5389,2.542,32.4361,19.5876,2.8783,31.8403,20.7198,0.7883,31.6471,22.1614,-1.4079,31.2372,22.8832,-2.8535,30.8108,23.0914,-2.8944,32.781,21.3467,-1.8351,32.8303,21.3236,-0.6526,32.7697,21.0267,0.1783,33.6809,18.7755,-1.2678,34.0206,18.7274,-2.6928,33.9769,18.9264,3.7628,29.802,21.974,0.7757,31.738,21.066,2.3129,33.867,15.289,-4.9276,35.3469,9.5668,-4.9042,35.0093,12.5426,-1.1655,34.25,16.562,-3.0406,34.3502,16.951,-5.036,34.2095,17.6688,-2.1846,29.7956,23.8919,-4.7891,28.6901,24.2206,3.8664,28.802,23.421,1.744,28.2406,23.9256,-4.2819,30.8838,22.9146,-3.8898,32.822,21.1974,-4.1455,33.8507,19.2432,-4.2512,34.9234,14.8859
2.1382,32.1137,20.4451,2.6245,32.2975,19.479,2.9309,31.7678,20.6431,0.8241,31.5889,22.0681,-1.3776,31.1852,22.7906,-2.8192,30.7928,23.0243,-2.8533,32.6653,21.1735,-1.8015,32.7135,21.1585,-0.6119,32.6646,20.8766,0.2429,33.5353,18.6151,-1.2077,33.8478,18.5414,-2.6312,33.7799,18.7136,3.8074,29.792,21.942,0.8426,31.666,20.933,2.3926,33.611,15.167,-4.7546,34.888,9.2822,-4.7674,34.6364,12.2608,-1.0755,33.993,16.354,-2.9601,34.1084,16.7267,-4.9598,33.9593,17.4128,-2.15,29.7579,23.8401,-4.7392,28.6321,24.1348,3.9245,28.81,23.389,1.7881,28.208,23.8968,-4.2552,30.8649,22.8682,-3.862,32.7454,21.0442,-4.0983,33.7176,19.0387,-4.1447,34.6105,14.6245
2.1963,32.0226,20.3476,2.6934,32.2036,19.3932,2.9919,31.6855,20.5651,0.86,31.5218,21.9757,-1.3426,31.1366,22.7011,-2.7865,30.7309,22.9389,-2.8157,32.5183,20.9893,-1.759,32.5745,20.9886,-0.5651,32.5499,20.7365,0.3165,33.3814,18.4564,-1.1395,33.6468,18.3432,-2.5636,33.5999,18.502,3.8379,29.732,21.903,0.8775,31.502,20.872,2.5293,33.319,14.989,-4.5648,34.4526,9.0028,-4.6156,34.2682,11.9796,-0.9597,33.699,16.146,-2.8743,33.8761,16.5023,-4.8702,33.718,17.162,-2.1074,29.7309,23.7932,-4.6899,28.5626,24.0448,3.934,28.73,23.343,1.8299,28.1819,23.8707,-4.2253,30.8125,22.7928,-3.8244,32.6286,20.8714,-4.0492,33.5377,18.8141,-4.034,34.3048,14.3683
2.2571,31.9264,20.2517,2.7616,32.0863,19.3009,3.0495,31.6014,20.4879,0.9009,31.4505,21.8746,-1.3042,31.0744,22.6076,-2.7433,30.6342,22.8196,-2.7707,32.3681,20.8009,-1.7131,32.4382,20.8202,-0.507,32.4355,20.5858,0.3991,33.2224,18.297,-1.0663,33.4653,18.1558,-2.4946,33.3872,18.2858,3.8798,29.726,21.889,0.9306,31.486,20.769,2.6519,33.089,14.864,-4.3494,34.0204,8.7148,-4.4471,33.885,11.6934,-0.8695,33.534,15.999,-2.7753,33.6357,16.2749,-4.7807,33.48,16.9126,-2.0681,29.6955,23.7447,-4.6352,28.5115,23.9701,4.0048,28.649,23.32,1.8661,28.1541,23.8436,-4.1852,30.7323,22.6865,-3.7806,32.4801,20.6809,-3.9798,33.3363,18.5747,-3.9107,33.9882,14.1049
2.318,31.8299,20.1606,2.839,31.9763,19.2095,3.1138,31.5241,20.4155,0.9424,31.3653,21.7679,-1.2631,30.9983,22.5088,-2.7033,30.5472,22.6987,-2.7148,32.2069,20.6089,-1.6594,32.2882,20.6501,-0.4431,32.3157,20.4413,0.4787,33.0456,18.1524,-0.9864,33.2792,17.9675,-2.4229,33.185,18.0718,3.9245,29.641,21.834,0.9897,31.467,20.653,2.7795,32.763,14.756,-4.1045,33.603,8.435,-4.2625,33.5147,11.4082,-0.7696,33.258,15.764,-2.6709,33.4,16.0505,-4.6881,33.2481,16.6607,-2.0255,29.6741,23.6968,-4.5838,28.4475,23.8974,4.0123,28.641,23.284,1.9046,28.127,23.8169,-4.1438,30.6133,22.5308,-3.7249,32.309,20.4737,-3.8983,33.0962,18.3268,-3.7778,33.6721,13.8482
2.3855,31.735,20.0651,2.9171,31.8622,19.1238,3.174,31.4338,20.3404,0.9869,31.2991,21.6619,-1.2218,30.9306,22.4002,-2.6817,30.5172,22.6177,-2.6524,32.0347,20.4143,-1.6004,32.1432,20.4796,-0.3798,32.191,20.2885,0.5673,32.9099,17.9994,-0.8996,33.0861,17.7767,-2.3405,32.9708,17.8516,3.9515,29.648,21.829,1.048,31.328,20.524,2.8981,32.605,14.613,-3.8555,33.1919,8.1591,-4.0615,33.1556,11.1326,-0.6577,33.042,15.607,-2.559,33.1549,15.8221,-4.5754,33.011,16.4015,-1.9919,29.6448,23.6514,-4.5318,28.3886,23.8278,4.0421,28.609,23.256,1.9417,28.0994,23.7916,-4.0962,30.4641,22.3393,-3.6585,32.107,20.2516,-3.8103,32.8549,18.081,-3.6329,33.3616,13.5888
2.453,31.6346,19.9685,3,31.737,19.0344,3.2358,31.348,20.2676,1.0332,31.2554,21.576,-1.1874,30.8694,22.2905,-2.6395,30.4224,22.4729,-2.5881,31.8741,20.2185,-1.5371,32.021,20.3147,-0.3162,32.0797,20.1481,0.6561,32.7354,17.8348,-0.8114,32.8937,17.5904,-2.2493,32.7664,17.639,4.016,29.545,21.782,1.1192,31.203,20.442,3.0561,32.363,14.515,-3.5843,32.8079,7.8928,-3.8771,32.8107,10.8638,-0.5172,32.815,15.431,-2.4377,32.9216,15.5994,-4.4528,32.783,16.138,-1.9557,29.6331,23.6058,-4.4748,28.3467,23.7723,4.1154,28.571,23.233,1.9774,28.0789,23.7658,-4.0365,30.2758,22.1276,-3.585,31.8887,20.0203,-3.7233,32.6202,17.8356,-3.4781,33.0538,13.3375
2.519,31.5363,19.8836,3.078,31.6154,18.9503,3.2966,31.2667,20.1987,1.0841,31.2121,21.4924,-1.1468,30.8134,22.1812,-2.5918,30.3226,22.3373,-2.5252,31.7025,20.0191,-1.4751,31.8839,20.1416,-0.256,31.9758,20.0088,0.7496,32.5517,17.685,-0.7174,32.701,17.4009,-2.1559,32.5603,17.419,4.0489,29.514,21.751,1.1705,31.137,20.348,3.2098,32.133,14.393,-3.2974,32.4212,7.6297,-3.6435,32.4604,10.6028,-0.3883,32.558,15.212,-2.3164,32.6747,15.3766,-4.3463,32.5348,15.8851,-1.9195,29.6323,23.5638,-4.4218,28.2906,23.718,4.1295,28.525,23.207,2.0129,28.0613,23.7383,-3.963,30.0914,21.925,-3.5107,31.664,19.7745,-3.6331,32.4009,17.5931,-3.3066,32.7388,13.0844
2.591,31.4412,19.7932,3.1603,31.4872,18.8704,3.3642,31.1774,20.1259,1.1329,31.1488,21.4044,-1.1041,30.7369,22.0629,-2.5437,30.2212,22.2051,-2.482,31.5874,19.849,-1.4212,31.7531,19.9725,-0.1891,31.8656,19.861,0.8464,32.3611,17.5356,-0.6232,32.5191,17.2185,-2.1019,32.4716,17.2744,4.0895,29.564,21.735,1.2399,31.069,20.216,3.3553,31.829,14.301,-2.9941,32.0481,7.3682,-3.4148,32.1288,10.3508,-0.2532,32.304,15.02,-2.1775,32.4287,15.1529,-4.2283,32.2818,15.6285,-1.8806,29.6063,23.5177,-4.3676,28.2525,23.6656,4.1805,28.429,23.144,2.0479,28.0494,23.7133,-3.8828,29.9066,21.7423,-3.4326,31.4391,19.5292,-3.5372,32.1749,17.3494,-3.1262,32.4311,12.8355
2.6645,31.3422,19.7041,3.2486,31.3534,18.7846,3.4337,31.1013,20.0602,1.1772,31.0892,21.3105,-1.0601,30.677,21.9533,-2.4943,30.1264,22.0775,-2.441,31.4657,19.6759,-1.3663,31.6165,19.7975,-0.1287,31.7344,19.7132,0.9413,32.1874,17.393,-0.5182,32.3433,17.0379,-1.9991,32.2785,17.0701,4.1421,29.459,21.681,1.3245,30.86,20.122,3.5224,31.622,14.229,-2.6729,31.6645,7.1266,-3.1702,31.7603,10.1048,-0.1249,32.115,14.878,-2.0371,32.1834,14.9333,-4.0938,32.0375,15.3643,-1.8448,29.5949,23.4747,-4.3145,28.1965,23.6099,4.1989,28.574,23.125,2.0809,28.0328,23.6879,-3.7986,29.7369,21.5862,-3.3546,31.2122,19.2868,-3.4362,31.95,17.0994,-2.9327,32.132,12.5871
2.7372,31.2418,19.6168,3.3372,31.2372,18.7074,3.5058,31.0129,19.9912,1.2222,31.028,21.216,-1.0167,30.6142,21.8497,-2.4442,30.0389,21.9636,-2.3801,31.3082,19.4831,-1.3051,31.4792,19.6327,-0.0663,31.6134,19.5637,1.0424,32.0033,17.2494,-0.415,32.1492,16.8634,-1.8926,32.0673,16.8572,4.1635,29.351,21.668,1.3637,30.895,20.035,3.6917,31.346,14.152,-2.327,31.2728,6.892,-2.9148,31.4084,9.8677,0.0541,31.817,14.697,-1.8878,31.9314,14.7174,-3.9569,31.7894,15.1108,-1.8143,29.6151,23.4297,-4.2623,28.1444,23.5547,4.246,28.456,23.1,2.1157,28.0229,23.6621,-3.7156,29.5795,21.4503,-3.2695,30.9867,19.0602,-3.3335,31.7149,16.858,-2.7364,31.8361,12.343
2.813,31.1416,19.5334,3.4266,31.1118,18.6355,3.5738,30.9283,19.9275,1.268,30.9583,21.1209,-0.9725,30.5615,21.7448,-2.3977,29.9772,21.8605,-2.3038,31.1265,19.2949,-1.2382,31.3338,19.4671,0.0052,31.4827,19.4279,1.1537,31.8135,17.1074,-0.3023,31.9258,16.6801,-1.7816,31.8773,16.6534,4.2044,29.344,21.647,1.4449,30.77,19.95,3.8264,30.958,14.051,-1.9796,30.8929,6.6674,-2.6514,31.0755,9.6423,0.2176,31.64,14.539,-1.7322,31.6891,14.508,-3.8147,31.5468,14.8577,-1.7757,29.6075,23.3867,-4.2032,28.0926,23.4977,4.2685,28.495,23.084,2.1446,28.0036,23.6362,-3.6336,29.4524,21.3271,-3.1757,30.7684,18.8482,-3.2208,31.4834,16.6167,-2.5233,31.5418,12.1048
2.8895,31.0418,19.4535,3.5183,31.0061,18.5708,3.6409,30.8438,19.8621,1.3225,30.9063,21.0319,-0.9259,30.5065,21.646,-2.3502,29.9179,21.7568,-2.2228,30.9577,19.1228,-1.1623,31.1734,19.3092,0.0873,31.3154,19.2881,1.2609,31.6222,16.9771,-0.1788,31.7289,16.516,-1.6649,31.6845,16.4562,4.2594,29.433,21.627,1.5269,30.635,19.844,3.9885,30.774,14.001,-1.686,30.6565,6.5264,-2.3813,30.7292,9.421,0.3833,31.353,14.358,-1.5926,31.5233,14.3716,-3.6669,31.3048,14.6141,-1.7372,29.6042,23.3393,-4.1452,28.0404,23.4396,4.3324,28.427,23.053,2.178,27.9991,23.6101,-3.5641,29.3465,21.2175,-3.0763,30.557,18.6596,-3.099,31.2524,16.393,-2.2991,31.2429,11.8681
2.9664,30.9462,19.3769,3.6085,30.8854,18.5055,3.7138,30.7524,19.8019,1.3738,30.858,20.9452,-0.8789,30.4429,21.5458,-2.3043,29.8609,21.6575,-2.1334,30.7789,18.9582,-1.0759,31.0137,19.1587,0.1654,31.1625,19.1524,1.3801,31.4278,16.8529,-0.0607,31.5083,16.3568,-1.5414,31.4657,16.2626,4.2912,29.35,21.562,1.6069,30.51,19.742,4.1651,30.517,13.931,-1.3126,30.2438,6.3341,-2.1422,30.4977,9.2729,0.5468,31.026,14.214,-1.4161,31.2742,14.1913,-3.5078,31.069,14.3846,-1.6932,29.5916,23.2908,-4.0852,27.9979,23.3791,4.3513,28.476,23.019,2.2077,27.991,23.5816,-3.504,29.2541,21.1179,-2.977,30.3682,18.497,-2.9666,31.0211,16.1857,-2.1395,31.0595,11.6657
3.0467,30.8496,19.3003,3.7072,30.7511,18.4397,3.7827,30.6663,19.745,1.4312,30.8013,20.8547,-0.8276,30.3919,21.4451,-2.2556,29.8028,21.56,-2.0433,30.6033,18.8119,-0.9922,30.854,19.0191,0.2514,31.0101,19.0246,1.5061,31.2487,16.7361,0.0701,31.2849,16.2092,-1.4102,31.2427,16.087,4.3432,29.301,21.569,1.6526,30.404,19.648,4.3927,30.191,13.921,-0.9392,29.8269,6.1612,-1.8639,30.1972,9.0831,0.7258,30.869,14.1,-1.26,30.921,13.983,-3.3426,30.8292,14.16,-1.654,29.5773,23.2457,-4.0248,27.9559,23.3254,4.4073,28.409,22.949,2.2405,27.99,23.5566,-3.4495,29.1585,21.026,-2.8843,30.1806,18.3392,-2.8344,30.7792,15.9859,-1.9002,30.8004,11.5196
3.1252,30.7439,19.2259,3.8042,30.6367,18.3881,3.8563,30.5847,19.6893,1.4885,30.7382,20.763,-0.7763,30.3329,21.3471,-2.2002,29.7297,21.4576,-1.9477,30.423,18.6732,-0.9078,30.6728,18.8786,0.336,30.857,18.9068,1.6297,31.0628,16.6347,0.2078,31.1262,16.0881,-1.2713,30.9728,15.9137,4.3634,29.222,21.509,1.7518,30.375,19.599,4.5409,29.997,13.905,-0.5625,29.4166,6.0149,-1.5495,29.8221,8.9049,0.8945,30.58,13.936,-1.1023,30.65,13.851,-3.1649,30.5823,13.9521,-1.6089,29.5822,23.2,-3.9628,27.9215,23.2726,4.4405,28.436,22.954,2.272,27.9757,23.5284,-3.3895,29.0695,20.9332,-2.7914,30,18.1958,-2.6961,30.5263,15.7949,-1.6414,30.1627,11.1248
