Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
0.7172,27.1415,17.0464,1.5716,27.3145,16.9954,1.3944,27.0445,17.3981,-0.927,26.6528,17.4907,-3.0745,25.9105,17.4436,NaN,NaN,NaN,-2.4843,24.7708,15.7013,NaN,NaN,NaN,-1.2801,26.4155,15.9897,1.1602,26.626,15.5689,0.6878,25.6468,14.9444,-0.2325,24.7082,14.5155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8715,25.3527,18.5558,-0.8269,26.6033,16.6449,5.1456,27.3556,16.5976,NaN,NaN,NaN,7.0122,20.709,15.7269,NaN,NaN,NaN,NaN,NaN,NaN,2.4573,24.8291,14.8965,-0.2706,22.5825,13.1503,-4.2283,25.3216,18.674,-6.5919,23.5482,18.2191,1.5215,24.3149,19.7668,-0.5805,23.9817,19.73
0.7323,27.2255,17.159,1.5837,27.4441,17.1132,1.4261,27.1375,17.4778,-0.8608,26.7001,17.568,-3.019,26.0243,17.4863,NaN,NaN,NaN,-2.4211,24.9052,15.7846,NaN,NaN,NaN,-1.2415,26.543,16.0763,1.1853,26.818,15.6748,0.7215,25.8528,15.0386,-0.191,24.9258,14.6281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9472,25.3632,18.5459,-0.7809,26.6729,16.738,5.2651,26.9667,16.7947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.467,25.1191,15.0676,-0.2471,22.8382,13.3101,-4.1528,25.4013,18.6752,-6.6007,23.7695,18.2558,1.5912,24.3889,19.7845,-0.5119,23.9688,19.7017
0.7569,27.2815,17.2414,1.5991,27.5751,17.2358,1.47,27.1914,17.5495,-0.8001,26.7634,17.6532,-2.9611,26.1301,17.534,NaN,NaN,NaN,-2.3688,25.0504,15.8751,NaN,NaN,NaN,-1.2041,26.6625,16.1713,1.209,27.0038,15.7936,0.746,26.1013,15.1632,-0.1619,25.175,14.7694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0231,25.3872,18.5485,-0.7335,26.7358,16.8042,5.2001,27.6122,16.9206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6741,20.1045,14.6054,2.466,25.3551,15.2199,-0.2101,23.0804,13.4762,-4.0822,25.4805,18.6721,-6.5597,23.8769,18.2241,1.6443,24.3683,19.78,-0.4392,24.025,19.7028
0.756,27.3497,17.3122,1.6137,27.6826,17.3876,1.4769,26.8141,17.329,-0.7352,26.8265,17.726,-2.9015,26.2239,17.5846,NaN,NaN,NaN,-2.3144,25.2041,15.9592,-1.8606,25.9356,16.0685,-1.1664,26.7802,16.275,1.2269,27.1832,15.9198,0.7596,26.3394,15.2957,-0.1361,25.4052,14.8945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0987,25.4324,18.5532,-0.6955,26.8015,16.8842,5.1972,27.9579,17.0692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6334,20.5291,14.8595,2.4565,25.6688,15.3861,-0.2158,23.3813,13.6407,-4.0016,25.5475,18.672,-6.5057,23.9917,18.1725,1.7265,24.4398,19.7864,-0.3655,24.1303,19.7697
NaN,NaN,NaN,1.6092,27.7501,17.5299,NaN,NaN,NaN,-0.672,26.8556,17.7916,-2.832,26.3296,17.6481,NaN,NaN,NaN,NaN,NaN,NaN,-1.8253,26.0986,16.1581,-1.1314,26.9181,16.3924,1.2348,27.3841,16.0576,0.7705,26.5899,15.4285,-0.1218,25.6448,15.0246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1696,25.4478,18.5492,-0.6542,26.8704,16.9677,5.196,28.1923,17.2204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5178,20.9095,15.125,2.4657,25.8956,15.5543,-0.2196,23.6432,13.8077,-3.9187,25.6187,18.673,-6.4731,24.1006,18.1463,1.8292,24.4892,19.8217,-0.2779,24.0762,19.7489
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6068,26.896,17.8706,-2.7632,26.425,17.717,NaN,NaN,NaN,NaN,NaN,NaN,-1.7963,26.2911,16.249,-1.0938,27.0324,16.5055,1.2316,27.6297,16.198,0.7706,26.832,15.5721,-0.1168,25.8694,15.1696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2565,25.4872,18.549,-0.614,26.9397,17.0501,5.1934,28.4465,17.3728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4393,26.2308,15.7185,-0.235,23.8842,13.9474,-3.8327,25.6834,18.6761,-6.3899,24.3134,18.1696,1.8919,24.4737,19.8263,-0.2138,24.07,19.7601
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5377,26.9453,17.95,-2.6964,26.5171,17.782,NaN,NaN,NaN,NaN,NaN,NaN,-1.7628,26.4668,16.3615,-1.0622,27.1729,16.6248,1.2351,27.8445,16.3504,0.7669,27.0179,15.72,-0.1166,26.1053,15.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3467,25.4933,18.5465,-0.5583,27.0103,17.1328,5.1824,28.7106,17.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4418,26.5382,15.8827,-0.2821,24.2073,14.1155,-3.7258,25.5954,18.6952,-6.3732,24.4195,18.1795,2.0055,24.4567,19.8561,-0.1331,24.0979,19.7245
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4753,26.9921,18.0261,-2.6266,26.5824,17.8381,NaN,NaN,NaN,NaN,NaN,NaN,-1.734,26.6399,16.4758,-1.0026,27.2636,16.7574,1.219,28.068,16.5098,0.7546,27.2856,15.8754,-0.1352,26.3555,15.4689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4148,25.5312,18.546,-0.5044,27.0972,17.2135,5.1761,28.9788,17.6544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3648,26.8663,16.0217,-0.3269,24.5163,14.2633,-3.6089,25.364,18.7317,-6.3412,24.5957,18.1015,2.0565,24.3939,19.8346,-0.0919,24.0373,19.7494
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4069,27.015,18.0934,-2.5547,26.6389,17.9053,-3.8438,26.0136,17.6214,NaN,NaN,NaN,-1.7153,26.8313,16.5964,-0.9745,27.3889,16.8841,1.2023,28.3041,16.6676,0.7313,27.5253,16.0418,-0.1651,26.6233,15.6312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4955,25.5677,18.5455,-0.4873,27.1601,17.2766,5.1666,29.2398,17.7923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3366,27.0634,16.163,-0.3879,24.8212,14.4192,-3.5641,25.7299,18.7134,-6.2505,24.7374,18.1447,2.1528,24.527,19.8692,-0.024,24.0058,19.7444
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3377,27.0213,18.1638,-2.4688,26.7166,18.0057,-3.7959,26.1602,17.6871,NaN,NaN,NaN,-1.6688,26.9716,16.7283,-0.9537,27.5261,17.0135,1.1994,28.4786,16.7913,0.6961,27.7961,16.2066,-0.2105,26.9121,15.8057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5594,25.5871,18.5378,-0.4406,27.1999,17.3423,5.1725,29.4574,17.9224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2658,27.3738,16.2965,-0.4793,25.1659,14.5761,-3.4664,25.8106,18.7167,-6.1883,24.9123,18.1667,2.2331,24.5058,19.8701,0.0569,24.14,19.7797
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2485,27.0885,18.252,-2.3907,26.7916,18.0982,-3.7325,26.2922,17.7695,NaN,NaN,NaN,-1.6581,27.1688,16.8613,-0.9386,27.6548,17.1342,NaN,NaN,NaN,0.6602,28.0444,16.3826,-0.2572,27.1812,15.9984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.665,25.6106,18.547,-0.442,27.2301,17.442,5.1587,29.6365,18.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2427,27.6791,16.3933,-0.5622,25.463,14.7448,-3.3867,25.8306,18.7432,-6.2202,25.0195,18.168,2.3295,24.4629,19.8407,0.1258,24.0982,19.7924
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1857,27.0828,18.3083,-2.3198,26.8493,18.1731,-3.6714,26.4036,17.8499,NaN,NaN,NaN,-1.6463,27.3539,16.9991,-0.9232,27.7443,17.2668,NaN,NaN,NaN,0.6113,28.2886,16.566,-0.2998,27.4027,16.1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7469,25.6558,18.5615,-0.3748,27.3252,17.5453,5.1681,29.8367,18.1373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1774,27.9412,16.5535,-0.6673,25.8034,14.9078,-3.3108,25.9083,18.7579,-6.1191,25.1479,18.1833,2.4196,24.5171,19.8465,0.1922,24.0793,19.7711
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1121,27.1057,18.3798,-2.2466,26.9087,18.2601,-3.605,26.5074,17.9294,-2.2477,27.0137,16.9545,-1.6404,27.5482,17.1454,-0.908,27.9056,17.4431,NaN,NaN,NaN,0.5795,28.485,16.7299,-0.351,27.6496,16.3953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8398,25.6241,18.5289,-0.2518,27.4045,17.6298,5.1178,30.2162,18.2425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1175,28.3221,16.6623,-0.7751,26.0807,15.0801,-3.2703,26.0365,18.7699,-6.074,25.1955,18.1186,2.4742,24.4841,19.8698,0.2913,24.0899,19.7628
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0397,27.1264,18.4396,-2.1795,26.9606,18.3435,-3.5439,26.6091,18.0089,NaN,NaN,NaN,-1.6502,27.7166,17.2764,-0.8975,28.0484,17.6091,1.1133,29.1601,17.5892,NaN,NaN,NaN,-0.415,27.9325,16.5975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9748,25.5936,18.4819,-0.1984,27.4791,17.7143,5.1488,30.2958,18.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0446,28.5326,16.7608,-0.8876,26.3903,15.2561,-3.1817,26.1125,18.7988,-6.0264,25.4531,18.1774,2.5228,24.4288,19.8689,0.3603,24.0978,19.7622
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0319,27.1382,18.4799,-2.1127,27.0275,18.4345,-3.4832,26.7246,18.0957,-2.2874,27.4808,17.2625,-1.6509,27.8826,17.4466,-0.8892,28.1821,17.7815,1.1037,29.2484,17.7517,NaN,NaN,NaN,-0.4612,28.1662,16.8045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0482,25.6031,18.499,-0.1672,27.5002,17.8052,5.1577,30.5061,18.3918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0162,28.7646,16.8479,-0.9983,26.6969,15.4474,-3.1184,26.1629,18.8137,-6.0119,25.5154,18.1899,2.66,24.5146,19.9026,0.4374,24.1713,19.8108
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0543,27.0604,18.51,-3.4227,26.812,18.1737,-2.3041,27.6741,17.3967,-1.6491,28.072,17.6274,-0.8758,28.3001,17.944,1.1308,29.3353,17.9409,NaN,NaN,NaN,-0.5066,28.3536,16.9493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1464,25.6483,18.521,-0.0962,27.5496,17.8977,5.1835,30.6405,18.4341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1097,27.025,15.6226,-3.0427,26.1701,18.7949,-5.9735,25.8057,18.2566,2.7223,24.5188,19.8936,0.4827,24.1983,19.8013
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9733,27.1431,18.5868,-3.3713,26.9156,18.2544,-2.3498,27.881,17.5438,-1.6549,28.2504,17.8078,NaN,NaN,NaN,NaN,NaN,NaN,0.4401,29.344,17.5887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1776,25.7188,18.5624,-0.0621,27.6833,18.0121,5.1915,30.9186,18.4829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.196,27.4299,15.803,-3.0066,26.0028,18.8769,-5.9701,25.8534,18.2467,2.7973,24.5144,19.8887,0.5415,24.1041,19.792
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9023,27.2007,18.6611,-3.321,27.0144,18.3357,-2.3589,28.1526,17.7357,-1.641,28.408,18.0212,NaN,NaN,NaN,NaN,NaN,NaN,0.4148,29.5189,17.793,-0.5876,28.7909,17.4469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2107,25.8749,18.6188,0.0195,27.7415,18.1281,5.275,31.0345,18.5024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3099,27.742,15.9089,-2.8562,26.2078,18.8471,-5.9282,26.0216,18.2395,2.883,24.5687,19.9319,0.6586,24.1518,19.8188
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8382,27.286,18.7516,-3.2744,27.1371,18.4319,-2.3553,28.373,17.9432,-1.6372,28.5603,18.2123,NaN,NaN,NaN,NaN,NaN,NaN,0.4019,29.7032,18.0211,-0.5879,28.9692,17.6376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3209,25.8525,18.646,0.09,27.7205,18.1834,5.28,31.2315,18.5323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3835,28.0369,16.0537,-2.7961,26.2335,18.8623,-5.8589,26.1401,18.267,2.9573,24.4739,19.9161,0.7017,24.1327,19.8007
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7769,27.3271,18.8083,NaN,NaN,NaN,-2.3637,28.565,18.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6183,29.2371,17.8415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4341,25.9079,18.7052,0.1624,27.7353,18.2578,5.3006,31.384,18.5499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5112,28.4388,16.1595,-2.7879,26.1024,18.9065,-5.7923,26.2722,18.312,2.9892,24.5661,19.9552,0.7629,24.1083,19.7883
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.723,27.3834,18.8434,NaN,NaN,NaN,-2.3583,28.744,18.3296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4022,29.9935,18.4171,-0.638,29.4321,17.9992,3.1571,31.5508,15.6823,NaN,NaN,NaN,NaN,NaN,NaN,3.5045,25.8511,18.6507,0.2955,27.8798,18.3726,5.3268,31.5585,18.5367,3.7304,31.6941,15.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.638,30.5225,17.5337,-1.598,28.7985,16.2781,-2.7313,26.1311,18.9166,-5.7802,26.399,18.3607,3.0807,24.5622,19.945,0.8604,24.1511,19.8375
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3323,28.9359,18.5597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6421,29.6584,18.1779,3.059,31.9346,15.7436,NaN,NaN,NaN,NaN,NaN,NaN,3.5635,25.8394,18.6773,0.3982,27.9982,18.4858,5.348,31.7241,18.5114,3.6302,32.1023,15.3077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6398,30.6645,17.6163,-1.6723,29.0892,16.4291,-2.5896,26.2751,18.8851,-5.6308,26.3411,18.429,3.1711,24.5672,19.9487,0.9063,24.1113,19.8184
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6381,29.9299,18.3651,2.9772,32.3226,15.8128,NaN,NaN,NaN,NaN,NaN,NaN,3.6191,25.8095,18.6694,0.3981,28.1245,18.5678,5.3694,31.9317,18.4884,3.5311,32.5611,15.3627,NaN,NaN,NaN,3.0052,27.7997,12.9455,NaN,NaN,NaN,1.6109,30.9886,17.754,-1.7652,29.5324,16.6201,-2.52,26.2723,18.8935,-5.5787,26.3677,18.4269,3.2304,24.4829,19.9781,0.9569,24.232,19.8572
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9267,32.6887,15.8706,NaN,NaN,NaN,NaN,NaN,NaN,3.6957,25.7967,18.6639,NaN,NaN,NaN,5.388,32.0993,18.4439,3.4596,32.9266,15.4138,NaN,NaN,NaN,2.6454,28.3383,12.5597,NaN,NaN,NaN,1.6365,31.2572,17.8189,-1.9293,29.8271,16.8093,-2.4647,26.2898,18.8974,-5.5435,26.379,18.4195,3.2842,24.5098,19.9745,1.0366,24.1314,19.8671
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9032,33.0854,15.9129,NaN,NaN,NaN,NaN,NaN,NaN,3.7488,25.741,18.6358,NaN,NaN,NaN,5.4159,32.3061,18.4071,3.4011,33.213,15.3913,NaN,NaN,NaN,2.2601,28.9877,12.1816,NaN,NaN,NaN,1.5837,31.4134,17.8603,-2.0064,30.1484,16.947,-2.3872,26.3009,18.8906,-5.4745,26.4077,18.4584,3.3679,24.4574,19.9493,1.1185,24.2041,19.8934
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6012,30.551,18.8293,2.8869,33.4038,15.9383,2.3321,31.9891,14.3275,NaN,NaN,NaN,3.8281,25.8372,18.7063,NaN,NaN,NaN,5.438,32.4578,18.319,3.3614,33.6472,15.4239,3.225,32.5462,13.1186,1.8383,29.7242,11.807,0.5663,30.1428,14.1006,1.6295,31.8538,18.0092,-2.0263,30.355,17.0786,-2.3048,26.0556,18.9087,-5.452,26.4429,18.4809,3.4297,24.6157,20.0216,1.177,24.1863,19.8591
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5888,30.7164,18.9229,2.8557,33.6561,15.9488,2.1483,32.4578,14.2258,NaN,NaN,NaN,3.8846,25.845,18.7322,NaN,NaN,NaN,5.4582,32.6593,18.2696,3.3406,33.9887,15.4269,2.9885,33.0074,13.0038,1.4246,30.4601,11.4852,0.3523,30.456,14.0018,1.6079,32.0032,17.9674,-2.1141,30.8397,17.3014,-2.3291,26.1265,18.9128,-5.3847,26.4882,18.5317,3.5061,24.5572,20.0062,1.2139,24.0793,19.8801
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8652,33.9996,15.9322,1.9852,33.035,14.1285,2.5163,33.2936,13.4459,3.9509,25.8354,18.7227,NaN,NaN,NaN,5.4694,32.7787,18.1475,3.3542,34.2767,15.4231,2.8217,33.4566,12.8912,1.0209,31.231,11.2144,0.0955,31.0453,13.8904,1.5581,32.0455,17.96,-2.1953,31.0899,17.4751,-2.1693,26.288,18.8569,-5.3279,26.4126,18.5221,3.5505,24.4511,20.0109,1.2671,24.1125,19.8954
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8647,34.2606,15.884,1.8439,33.4786,14.0419,2.3598,33.7638,13.3458,4.0293,25.7793,18.6916,NaN,NaN,NaN,5.4955,32.9087,18.0353,3.3615,34.5995,15.4045,2.6111,34.184,12.7785,0.6375,32.0521,10.9929,-0.1568,31.6863,13.7721,1.6368,32.2755,17.9284,-2.2447,31.3042,17.6022,-2.109,26.2609,18.8533,-5.2593,26.4196,18.599,3.6244,24.5773,20.0179,1.3621,24.1114,19.882
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.873,34.5088,15.8138,1.7127,33.8885,13.9583,2.2176,34.2164,13.25,4.0895,25.7299,18.6784,NaN,NaN,NaN,5.5064,33.1373,17.9416,3.3717,34.877,15.3689,2.4971,34.3348,12.6087,0.2757,32.8546,10.838,-0.3742,32.2856,13.6717,1.6337,32.4847,17.9347,-2.2873,31.5547,17.7284,-2.1375,26.0681,18.8992,-5.2175,26.3656,18.5824,3.6781,24.5721,20.0315,1.4294,24.1974,19.913
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8896,34.7142,15.7217,1.6094,34.3044,13.8609,2.0893,34.6498,13.1551,4.1665,25.7736,18.7188,1.3624,28.6249,18.6818,5.5059,33.2004,17.7854,3.3295,34.9675,15.2384,2.415,35.0495,12.5587,-0.0645,33.8985,10.7216,-0.583,32.8428,13.5481,1.6334,32.5815,17.8008,-2.276,31.8137,17.753,-2.0149,26.2566,18.864,-5.1864,26.3882,18.6366,3.7507,24.5888,20.048,1.4951,24.1652,19.9078
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9016,34.9019,15.5969,1.5207,34.7148,13.7645,2.0062,35.0641,13.0644,4.2345,25.7978,18.7291,1.4856,28.7247,18.6261,5.4558,33.161,17.6588,3.3853,35.2213,15.1212,2.2969,35.1311,12.4236,-0.3247,34.6409,10.6874,-0.7567,33.2997,13.4412,1.6653,32.8044,17.7876,-2.3433,31.9605,17.7465,-1.9609,26.3153,18.8706,-5.0972,26.314,18.6109,3.7941,24.5668,20.0596,1.5529,24.188,19.9105
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9172,35.082,15.4672,1.4542,35.0846,13.6661,1.9486,35.4277,12.9603,4.3142,25.7848,18.7449,1.5523,28.7811,18.605,5.4951,33.4489,17.4949,3.4514,35.4031,14.984,2.276,35.7849,12.2897,-0.5146,35.3671,10.704,-0.9291,33.9058,13.3354,1.5719,32.9172,17.6409,-2.3045,32.2737,17.7729,-1.8589,26.2453,18.8702,-5.1162,26.2807,18.668,3.8694,24.5639,20.0328,1.6436,24.1641,19.9111
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.974,31.6488,18.6815,NaN,NaN,NaN,2.9297,35.2402,15.3124,1.4066,35.4456,13.5638,1.9156,35.7509,12.8507,4.3673,25.7879,18.7537,1.6214,28.8497,18.5473,5.4907,33.532,17.3124,3.4304,35.4332,14.7768,2.2301,36.1015,12.2593,-0.6329,36.0981,10.7417,-1.0565,34.4121,13.2425,1.5943,33.1755,17.5639,-2.3337,32.3439,17.5947,-1.8695,26.268,18.8577,-5.0335,26.2071,18.6572,3.9157,24.5708,20.0683,1.7074,24.2008,19.9209
