Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn04R_X,Sn04R_Y,Sn04R_Z
24.185,24.6402,9.0411,25.0154,24.9511,8.7661,24.9026,24.5575,9.3564,NaN,NaN,NaN,25.6891,23.1168,10.3275,22.7611,24.0285,8.8142,28.3355,25.8371,6.8544,29.7109,23.0444,4.794,31.3167,20.785,4.0386,31.0397,17.9077,2.652,28.4499,23.0444,4.8825,28.7978,20.8867,4.1022,28.1797,18.2802,3.67,25.8359,23.1822,5.6602,24.7948,21.6094,5.1441,23.5682,19.8133,4.9557,21.1325,21.2294,11.9676,19.6621,21.9919,11.3065,18.1545,19.6939,11.1289,25.62361,21.923405,11.592179,23.553373,21.247113,11.884386,26.9759,24.8566,6.0384
24.2002,24.7253,9.1056,25.0184,25.0473,8.8245,24.9274,24.6407,9.3917,NaN,NaN,NaN,25.749,23.1609,10.3009,22.7764,24.0869,8.8629,28.3002,26.0902,6.9197,29.63,23.3363,4.7948,31.244,21.1137,4.0732,30.9429,18.1643,2.8057,28.3547,23.2483,4.9277,28.7259,21.1776,4.1953,28.1027,18.5147,3.8473,25.799,23.4349,5.7428,24.7509,21.8645,5.2401,23.5277,20.0446,5.0615,21.1967,21.234,11.9391,19.7455,22.201,11.2819,18.1793,19.7668,11.1181,25.697174,21.941493,11.570872,23.622653,21.24743,11.85357,26.9259,25.102,6.1206
24.2209,24.8021,9.1667,25.0277,25.1524,8.8935,24.9563,24.7239,9.4266,NaN,NaN,NaN,25.8155,23.2124,10.2763,22.8001,24.1458,8.9134,28.2566,26.3379,6.9809,29.5356,23.6259,4.7967,31.1469,21.4088,4.0817,30.8139,18.4298,2.9287,28.2567,23.5301,4.9803,28.6283,21.429,4.2883,28.0097,18.7587,4.0136,25.7462,23.7061,5.8359,24.6947,22.1207,5.3308,23.4866,20.3089,5.1528,21.2586,21.2554,11.9147,19.7852,22.1011,11.2871,18.2007,19.8294,11.1092,25.774083,21.941273,11.538123,23.70473,21.254303,11.826417,26.8707,25.3576,6.2062
24.2416,24.8541,9.2191,25.0357,25.2437,8.9539,24.9924,24.783,9.4573,NaN,NaN,NaN,25.887,23.2602,10.2436,22.8212,24.1989,8.9636,28.2097,26.5976,7.0436,29.4215,23.9633,4.7771,31.016,21.7259,4.0627,30.6697,18.7014,3.0282,28.1471,23.7969,5.0225,28.5125,21.7193,4.3546,27.8893,19.0103,4.1664,25.6806,23.9523,5.9263,24.6333,22.3962,5.4252,23.427,20.5657,5.2496,21.3245,21.2641,11.8918,19.8679,22.2989,11.2653,18.2193,19.8905,11.1078,25.853572,21.9778,11.523808,23.780406,21.263308,11.798179,26.8065,25.6037,6.296
24.2622,24.8963,9.2663,25.0513,25.3339,9.0126,25.029,24.8386,9.4806,NaN,NaN,NaN,25.9505,23.2769,10.2225,22.8437,24.1204,9.0292,28.1596,26.854,7.1078,29.2872,24.2705,4.7563,30.8763,22.0433,4.0265,30.4984,18.999,3.0938,28.0216,24.1201,5.0552,28.396,21.7828,4.4189,27.7675,19.2924,4.3021,25.6136,24.2071,6.0296,24.5551,22.6445,5.5233,23.3283,20.6104,5.3777,21.3871,21.2764,11.8674,19.9335,22.3392,11.2582,18.2394,19.9657,11.0944,25.9278,21.978917,11.495162,23.854972,21.273871,11.772391,26.7349,25.8585,6.389
24.2915,24.935,9.3037,25.0722,25.4224,9.0705,25.0703,24.8904,9.5042,NaN,NaN,NaN,26.0066,23.2975,10.1944,22.8725,24.1925,9.0772,28.1076,27.0983,7.1689,29.124,24.6178,4.7136,30.7012,22.348,3.9755,30.3009,19.3141,3.1286,27.876,24.4152,5.0854,NaN,NaN,NaN,27.6308,19.5574,4.4154,25.5344,24.4587,6.1203,24.4713,22.9211,5.6189,23.2452,20.8838,5.4784,21.4519,21.282,11.8416,19.9797,22.2136,11.2704,18.2637,20.051,11.0945,26.002909,22.00207,11.470252,23.928304,21.268092,11.74634,26.6611,26.1117,6.4815
24.3404,25.0263,9.3687,25.0957,25.5056,9.122,25.0991,24.92,9.5134,NaN,NaN,NaN,26.0811,23.3328,10.1733,22.9056,24.2486,9.1263,28.0467,27.3551,7.2239,28.9431,24.9153,4.6751,30.5086,22.6643,3.9176,30.0918,19.6779,3.1252,27.7106,24.7603,5.1001,NaN,NaN,NaN,27.4432,19.8581,4.5096,25.4545,24.7279,6.2217,24.3716,23.1951,5.7165,23.154,21.1425,5.5737,21.5209,21.2926,11.8148,20.0472,22.254,11.2665,18.2815,20.1188,11.094,26.086628,22.022631,11.449819,24.00646,21.284259,11.718657,26.5834,26.3764,6.5741
24.3696,25.0794,9.4184,25.1236,25.583,9.1721,25.1624,24.924,9.5346,NaN,NaN,NaN,26.1444,23.3551,10.1488,22.9464,24.3095,9.1751,27.9818,27.6062,7.2758,NaN,NaN,NaN,30.2917,22.8684,3.8576,29.8355,20.007,3.0785,27.5337,25.0779,5.1111,NaN,NaN,NaN,NaN,NaN,NaN,25.3568,24.9907,6.3151,24.2701,23.4706,5.8142,23.052,21.3874,5.669,21.5818,21.304,11.7927,20.1125,22.289,11.263,18.2992,20.2077,11.0903,26.160523,22.000605,11.422121,24.078807,21.271156,11.697055,26.4972,26.6167,6.6657
24.405,25.107,9.4547,25.151,25.6403,9.2202,NaN,NaN,NaN,NaN,NaN,NaN,26.2174,23.3851,10.1258,22.9878,24.395,9.2167,27.9123,27.8528,7.3257,NaN,NaN,NaN,NaN,NaN,NaN,29.5714,20.3719,3.0093,27.3381,25.3693,5.1249,NaN,NaN,NaN,27.1417,20.4392,4.6267,25.2631,25.2567,6.4102,24.153,23.7202,5.9137,22.9364,21.653,5.7688,21.6443,21.314,11.7689,20.1796,22.3234,11.2577,18.3166,20.2966,11.0879,26.235723,22.025034,11.406529,24.157768,21.272501,11.671264,26.406,26.877,6.7609
24.4521,25.1841,9.5026,25.1781,25.7215,9.2613,NaN,NaN,NaN,NaN,NaN,NaN,26.2904,23.4242,10.11,23.0233,24.4488,9.2532,27.8444,28.0688,7.3697,NaN,NaN,NaN,NaN,NaN,NaN,29.2828,20.7036,2.9201,27.1242,25.673,5.1398,NaN,NaN,NaN,NaN,NaN,NaN,25.1492,25.5069,6.5027,24.0319,23.9995,6.0145,22.8141,21.9207,5.8776,21.7137,21.3302,11.7426,20.2473,22.3619,11.2537,18.3346,20.3815,11.0979,26.316712,22.04222,11.391991,24.230188,21.273672,11.644927,26.3155,27.1207,6.8503
24.498,25.2337,9.5437,25.2115,25.8009,9.2975,NaN,NaN,NaN,NaN,NaN,NaN,26.3496,23.4412,10.089,23.0608,24.5168,9.3256,27.7737,28.3074,7.3967,NaN,NaN,NaN,NaN,NaN,NaN,28.9714,21.0814,2.8007,26.9027,25.9555,5.1508,NaN,NaN,NaN,NaN,NaN,NaN,25.0382,25.7642,6.5936,23.9089,24.268,6.1099,22.6887,22.1827,5.9701,21.7764,21.3315,11.7202,20.3154,22.3937,11.2505,18.3585,20.474,11.1043,26.395023,22.046126,11.363501,24.312359,21.280194,11.620598,26.2129,27.3457,6.9398
24.5347,25.2672,9.5692,25.2452,25.8813,9.3407,NaN,NaN,NaN,NaN,NaN,NaN,26.4192,23.4372,10.0667,23.1134,24.5904,9.4069,27.7024,28.5275,7.4336,NaN,NaN,NaN,NaN,NaN,NaN,28.6346,21.3999,2.6752,26.6753,26.2597,5.178,NaN,NaN,NaN,NaN,NaN,NaN,24.9215,26.0285,6.6874,23.7747,24.5254,6.2122,22.5465,22.4191,6.0779,21.8382,21.334,11.6901,20.3845,22.4319,11.2477,18.3753,20.5532,11.1026,26.472781,22.053901,11.343959,24.387,21.269101,11.596152,26.1156,27.589,7.0246
24.5822,25.2943,9.6032,25.2768,25.9622,9.3913,NaN,NaN,NaN,NaN,NaN,NaN,26.4885,23.4726,10.0507,23.1664,24.6842,9.4761,27.6258,28.7267,7.4711,NaN,NaN,NaN,NaN,NaN,NaN,28.272,21.8381,2.5107,26.4335,26.502,5.2003,NaN,NaN,NaN,NaN,NaN,NaN,24.8029,26.2839,6.7739,23.6354,24.783,6.316,22.4239,22.6505,6.1754,21.9061,21.3436,11.6627,20.4586,22.4665,11.2445,18.3946,20.6373,11.109,26.547543,22.049381,11.320763,24.468284,21.272945,11.577187,26.0157,27.8179,7.0977
NaN,NaN,NaN,25.3167,26.0451,9.4444,NaN,NaN,NaN,NaN,NaN,NaN,26.5591,23.4721,10.0244,23.2186,24.758,9.5456,27.5484,28.9165,7.5078,NaN,NaN,NaN,NaN,NaN,NaN,27.8937,22.1763,2.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6734,26.5299,6.8605,23.495,25.0335,6.4164,22.2859,22.9143,6.2945,21.9718,21.3336,11.6345,20.5297,22.4912,11.2415,18.4207,20.721,11.1195,26.63566,22.056805,11.298908,24.545808,21.271262,11.552689,25.9136,28.0246,7.1701
NaN,NaN,NaN,25.3682,26.1398,9.4865,NaN,NaN,NaN,NaN,NaN,NaN,26.6319,23.4915,9.9964,23.2713,24.8347,9.6136,27.4702,29.1234,7.5241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5444,26.7569,6.9466,23.3459,25.2773,6.5241,22.1378,23.1402,6.3994,22.0425,21.3478,11.6062,20.601,22.5201,11.2375,18.4503,20.8108,11.134,26.710823,22.071028,11.283807,24.61985,21.265293,11.526208,25.8188,28.2202,7.2359
NaN,NaN,NaN,25.4201,26.2291,9.5288,NaN,NaN,NaN,NaN,NaN,NaN,26.699,23.4969,9.9823,23.3264,24.9067,9.6802,27.3544,29.0596,7.5565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.41,26.9987,7.0298,23.1986,25.522,6.6247,22.0017,23.373,6.5123,22.1122,21.3377,11.5756,20.6749,22.5472,11.2352,18.4764,20.8812,11.1463,26.779659,22.071824,11.265869,24.694895,21.254926,11.506683,25.7142,28.4273,7.3127
NaN,NaN,NaN,25.4719,26.3172,9.5658,NaN,NaN,NaN,NaN,NaN,NaN,26.763,23.5048,9.9673,23.3834,24.9921,9.7426,27.272,29.2445,7.5434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.2817,27.2366,7.1102,23.0479,25.7542,6.7322,21.853,23.6072,6.6204,22.1786,21.3299,11.5484,20.7481,22.5714,11.2332,18.5067,20.9689,11.1652,26.868301,22.075858,11.25669,24.774091,21.265654,11.487259,25.6117,28.6261,7.3915
NaN,NaN,NaN,25.5228,26.387,9.5904,NaN,NaN,NaN,NaN,NaN,NaN,26.82,23.5193,9.9419,23.4445,25.069,9.8087,27.2065,29.4184,7.5351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.1506,27.4558,7.1879,22.905,26.0095,6.832,21.7077,23.8407,6.7333,22.2549,21.3286,11.5174,20.8249,22.5861,11.2286,18.5357,21.045,11.183,26.940739,22.085134,11.237814,24.85013,21.257744,11.466928,25.5189,28.8042,7.4492
NaN,NaN,NaN,25.574,26.4688,9.615,NaN,NaN,NaN,NaN,NaN,NaN,26.882,23.5412,9.9308,23.5056,25.1279,9.8637,27.1312,29.5717,7.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9697,28.3756,5.2979,NaN,NaN,NaN,NaN,NaN,NaN,23.9631,27.4,7.2898,22.7552,26.2445,6.9294,21.5657,24.0691,6.8308,22.3257,21.3137,11.4892,20.9009,22.6104,11.2181,18.5724,21.1177,11.207,27.010566,22.080673,11.22249,24.924608,21.249144,11.44452,25.3878,28.7837,7.5245
NaN,NaN,NaN,25.6267,26.5228,9.6218,NaN,NaN,NaN,NaN,NaN,NaN,26.942,23.5485,9.9124,23.5753,25.1978,9.9047,27.0578,29.7072,7.4699,25.5186,29.0973,4.26,NaN,NaN,NaN,NaN,NaN,NaN,24.7448,28.7014,5.2942,NaN,NaN,NaN,NaN,NaN,NaN,23.8376,27.6217,7.3421,22.6026,26.4667,7.0248,21.4173,24.2985,6.9218,22.3992,21.2974,11.4587,20.9765,22.626,11.2087,18.607,21.1853,11.2259,27.077248,22.103023,11.210146,25.005395,21.259936,11.426429,25.2997,28.9607,7.5592
NaN,NaN,NaN,25.6847,26.575,9.6026,NaN,NaN,NaN,NaN,NaN,NaN,26.9997,23.5544,9.8898,23.6423,25.2229,9.926,26.9894,29.8431,7.4257,25.2749,29.4747,4.2173,NaN,NaN,NaN,NaN,NaN,NaN,24.5233,28.988,5.2969,NaN,NaN,NaN,NaN,NaN,NaN,23.7221,27.8431,7.4141,22.3995,26.3653,7.1508,21.2603,24.5303,7.0124,22.4732,21.2805,11.4321,21.0529,22.6337,11.1972,18.6473,21.2565,11.2507,27.14979,22.097097,11.184424,25.072298,21.232524,11.399458,25.2152,29.1236,7.5801
NaN,NaN,NaN,25.7427,26.6322,9.5831,25.9682,25.7445,9.917,NaN,NaN,NaN,27.0703,23.5543,9.8736,23.709,25.2544,9.9359,26.9276,29.9573,7.3673,24.9598,29.379,4.2545,NaN,NaN,NaN,NaN,NaN,NaN,24.3129,29.2408,5.3047,NaN,NaN,NaN,NaN,NaN,NaN,23.6107,28.0587,7.4714,22.2593,26.6481,7.2266,21.1028,24.7624,7.0899,22.5448,21.2742,11.4034,21.1248,22.633,11.183,18.6871,21.3128,11.275,27.221205,22.103137,11.167945,25.146637,21.235229,11.387566,25.143,29.2835,7.5866
NaN,NaN,NaN,25.7977,26.6951,9.5427,26.0496,25.7953,9.9451,NaN,NaN,NaN,27.1392,23.5563,9.8547,23.7672,25.2707,9.9315,26.8676,30.0771,7.2859,24.7447,29.6497,4.2382,24.7556,28.7713,1.7698,NaN,NaN,NaN,24.0689,29.2172,5.3383,NaN,NaN,NaN,NaN,NaN,NaN,23.5026,28.2462,7.5131,22.1102,26.8744,7.294,20.9748,24.9064,7.1413,22.6218,21.268,11.3733,21.1958,22.6248,11.173,18.7285,21.3619,11.2987,27.278457,22.11668,11.167178,25.22312,21.226734,11.361282,25.072,29.428,7.5824
NaN,NaN,NaN,25.8522,26.7365,9.4827,26.1291,25.7536,9.8802,NaN,NaN,NaN,27.202,23.5699,9.8484,23.8326,25.314,9.9139,26.7977,30.1648,7.1945,24.5613,29.9143,4.2143,24.2064,28.6441,1.7587,22.7185,26.7065,0.6046,23.9015,29.4816,5.3268,NaN,NaN,NaN,NaN,NaN,NaN,23.3995,28.4055,7.5349,21.9692,27.0899,7.3491,20.8072,25.1401,7.2115,22.691,21.2482,11.3498,21.2599,22.6048,11.1588,18.767,21.3969,11.3212,27.359285,22.144492,11.146192,25.298735,21.237507,11.340721,25.0019,29.5642,7.5614
25.3192,25.9313,9.8048,25.8926,26.7437,9.4059,26.1891,25.8442,9.8748,NaN,NaN,NaN,27.2665,23.5795,9.8274,23.9091,25.3234,9.8815,26.7374,30.247,7.1029,24.3998,30.1481,4.172,23.795,29.0605,1.6785,22.1169,27.2804,0.522,23.7461,29.73,5.2938,NaN,NaN,NaN,NaN,NaN,NaN,23.3018,28.5858,7.5411,21.8298,27.3067,7.3883,20.6428,25.3767,7.2657,22.7626,21.2311,11.3161,21.3286,22.5843,11.1424,18.8112,21.43,11.3436,27.422167,22.144348,11.132324,25.373413,21.236596,11.316103,24.9403,29.6801,7.5221
25.4029,26.0096,9.7891,25.9308,26.7609,9.3209,26.2573,25.8792,9.839,NaN,NaN,NaN,27.3304,23.5904,9.8174,23.9762,25.3485,9.8289,26.6738,30.3121,6.9881,24.2616,30.3464,4.1076,23.4018,29.4337,1.5931,21.5165,27.8418,0.4716,23.6173,29.9737,5.2525,22.6764,29.1151,3.7998,NaN,NaN,NaN,23.207,28.7285,7.5215,21.6939,27.5091,7.4009,20.4649,25.6278,7.313,22.8343,21.2195,11.2899,21.39,22.5683,11.1291,18.8517,21.4619,11.3586,27.482426,22.163944,11.116336,25.443404,21.233231,11.297015,24.8804,29.7932,7.4593
25.4566,26.003,9.7033,25.9737,26.7954,9.2415,26.3228,25.9352,9.8053,NaN,NaN,NaN,27.3946,23.5962,9.7962,24.0484,25.3857,9.7714,26.6132,30.3607,6.8649,24.1441,30.5031,4.0256,23.0628,29.7889,1.524,20.9208,28.4498,0.4602,23.497,30.1648,5.1842,22.3966,29.409,3.7524,21.0836,27.2162,3.2798,23.1192,28.8638,7.4771,21.5614,27.7099,7.3872,20.2759,25.8823,7.3427,22.912,21.215,11.2532,21.4399,22.5265,11.1125,18.9062,21.4453,11.3755,27.555332,22.178476,11.099246,25.514556,21.236526,11.274051,24.8231,29.8828,7.3741
25.4934,26.0841,9.6449,26.0156,26.8151,9.1506,26.3874,25.9723,9.7651,NaN,NaN,NaN,27.4647,23.6072,9.7831,24.1145,25.4149,9.7089,26.5579,30.3934,6.7236,24.0363,30.6404,3.9325,22.7685,30.1005,1.4473,20.2173,28.3483,0.5882,23.3895,30.3394,5.1043,22.0741,29.3127,3.7498,20.6842,27.5879,3.1907,23.0428,28.9946,7.4028,21.4363,27.8845,7.3515,20.0594,26.1653,7.3585,22.9797,21.1996,11.2237,21.4978,22.4916,11.0902,18.9374,21.4269,11.3834,27.616378,22.197751,11.084656,25.586968,21.237693,11.256017,24.7649,29.956,7.2691
25.5331,26.0985,9.5699,26.058,26.838,9.0576,26.4498,26.0117,9.7212,NaN,NaN,NaN,27.529,23.6324,9.7682,24.1836,25.4455,9.6417,26.5057,30.4154,6.5701,23.9273,30.7428,3.8275,22.5178,30.3786,1.3707,19.7288,29.0337,0.6022,23.3023,30.4851,5.0118,21.8562,29.5761,3.6785,20.3082,27.9747,3.1143,22.9636,29.0835,7.2996,21.3134,28.0461,7.2811,19.7902,26.5305,7.3568,23.0474,21.1861,11.1949,21.5511,22.4566,11.0635,18.9828,21.4293,11.3881,27.692034,22.227247,11.077577,25.656299,21.245471,11.232231,24.7134,30.0192,7.1447
25.5878,26.1113,9.4991,26.0935,26.8525,8.9621,26.5016,26.0177,9.6618,NaN,NaN,NaN,27.5918,23.638,9.7439,24.2489,25.4837,9.5879,26.4482,30.4147,6.3979,23.8293,30.8278,3.7115,22.2947,30.6148,1.2939,19.3234,29.7238,0.5864,23.2159,30.5876,4.8925,21.6585,29.8155,3.5946,19.9479,28.3831,3.023,22.8898,29.1484,7.1664,21.2011,28.1966,7.1811,19.5484,26.846,7.3299,23.1175,21.1759,11.1606,21.5943,22.3919,11.022,19.0378,21.4077,11.4153,27.753745,22.253227,11.059746,25.723885,21.256662,11.214749,24.6574,30.055,6.9928
25.6298,26.1149,9.4169,26.1708,26.9644,8.9114,26.5667,26.0647,9.6143,NaN,NaN,NaN,27.6576,23.663,9.7352,24.306,25.4908,9.5234,26.3999,30.4054,6.2159,23.7401,30.9037,3.5865,22.1019,30.834,1.2075,19.0369,30.3569,0.5112,23.1452,30.6631,4.759,21.4898,30.0385,3.498,19.6198,28.754,2.9433,22.8202,29.1934,7.003,21.0792,28.3425,7.0672,19.3369,27.115,7.2787,23.191,21.1653,11.1324,21.6622,22.3907,11.0093,19.0959,21.4098,11.4388,27.822368,22.275332,11.044396,25.799919,21.276518,11.191579,24.6091,30.068,6.8264
25.6789,26.0598,9.3104,26.1894,26.9118,8.7907,26.6596,26.1958,9.6272,NaN,NaN,NaN,27.7098,23.6793,9.7201,24.3635,25.4983,9.4605,26.3562,30.3773,6.0245,23.6462,30.943,3.4302,21.9525,31.0279,1.1073,18.8785,30.9549,0.3923,23.0805,30.7062,4.6039,21.3378,30.2287,3.3881,19.3242,29.1513,2.8786,22.7551,29.2178,6.8204,20.9733,28.459,6.9404,19.1468,27.3778,7.2226,23.2629,21.1513,11.1027,21.7171,22.3646,10.9811,19.1421,21.3468,11.4459,27.884482,22.284734,11.023421,25.863058,21.278181,11.168099,24.5593,30.062,6.638
25.7286,26.1318,9.2585,26.2294,26.9088,8.6812,26.7307,26.2777,9.5965,NaN,NaN,NaN,27.771,23.7151,9.7005,24.4232,25.4992,9.4017,26.3107,30.3173,5.8095,23.5727,30.9775,3.2653,21.8341,31.1981,0.9833,18.7945,31.1831,0.2451,23.0279,30.7162,4.4346,21.2075,30.4102,3.2614,19.0619,29.5853,2.7978,22.6882,29.2121,6.6236,20.8797,28.5638,6.7913,19.0011,27.5848,7.1494,23.3332,21.1493,11.0782,21.771,22.3344,10.96,19.1912,21.2296,11.4577,27.945739,22.307011,11.006148,25.932624,21.298288,11.153947,24.5136,30.0515,6.4387
25.778,26.1391,9.1768,26.277,26.9317,8.5743,26.6367,25.8978,9.2488,NaN,NaN,NaN,27.8269,23.7248,9.6825,24.4753,25.5024,9.3513,26.259,30.2447,5.5945,23.5144,30.983,3.0772,21.7581,31.3335,0.8345,18.6804,31.6564,0.1698,22.9771,30.6949,4.2375,21.1003,30.5814,3.1105,18.8573,29.9689,2.6953,22.6352,29.2248,6.4352,20.7969,28.624,6.6346,18.8874,27.7407,7.0518,23.4031,21.1442,11.0499,21.8693,22.3607,10.9469,19.2716,21.2286,11.4583,28.002615,22.3357,10.996756,25.998607,21.311847,11.124575,24.4647,30.0195,6.2342
25.8194,26.0559,9.0574,26.3141,26.9215,8.4597,26.6753,25.8644,9.1524,NaN,NaN,NaN,27.8852,23.7225,9.6574,24.5263,25.5063,9.307,26.2088,30.1568,5.3745,23.4808,30.9761,2.867,21.7224,31.4512,0.6542,18.6333,32.1145,0.0998,22.9449,30.6751,4.0152,21.0291,30.731,2.9367,18.7251,30.3232,2.5972,22.5806,29.2119,6.2434,20.7315,28.6816,6.4782,18.8034,27.8414,6.9381,23.4728,21.1469,11.0248,21.9171,22.3223,10.9197,19.3327,21.1467,11.4637,28.064971,22.371948,10.974264,26.062017,21.317651,11.101155,24.4194,29.9844,6.0334
25.8895,26.1915,9.0365,26.3501,26.8729,8.3319,26.75,25.9294,9.1256,NaN,NaN,NaN,27.9423,23.7302,9.627,24.5829,25.5254,9.2646,26.1629,30.0591,5.1709,23.4647,30.9402,2.636,21.708,31.5276,0.4579,18.6528,32.3968,-0.0573,22.9259,30.6475,3.7858,20.988,30.826,2.7409,18.6553,30.6159,2.4797,22.5344,29.1966,6.0588,20.6703,28.6967,6.3116,18.7358,27.9135,6.8024,23.5358,21.1307,10.996,21.9284,22.2317,10.8795,19.4049,21.1102,11.4588,28.117387,22.38882,10.958846,26.11883,21.325598,11.075803,24.379,29.9176,5.8167
25.9246,26.1751,8.9476,26.3886,26.8516,8.2236,26.7792,25.9,9.0189,NaN,NaN,NaN,27.9797,23.7349,9.6012,24.637,25.529,9.2081,26.1293,29.9678,4.9563,23.4623,30.8986,2.4082,21.7173,31.5526,0.2359,18.712,32.5134,-0.2855,22.9103,30.6048,3.5507,20.9794,30.8952,2.5234,18.6358,30.8464,2.2977,22.4929,29.1652,5.8641,20.6215,28.7064,6.134,18.6789,27.9631,6.6433,23.6049,21.1331,10.9715,21.9803,22.2038,10.8529,19.4764,21.0639,11.4501,28.169022,22.416502,10.947778,26.185656,21.339361,11.055827,24.357,29.8248,5.6156
25.9693,26.1812,8.8672,26.4318,26.827,8.1102,26.8055,25.8726,8.9398,NaN,NaN,NaN,28.0299,23.7638,9.5826,24.6973,25.5607,9.1569,26.1149,29.8426,4.7315,23.4735,30.8327,2.1729,21.7561,31.5352,0.0026,18.7886,32.559,-0.5648,22.9031,30.5578,3.3176,20.9916,30.9302,2.2973,18.65,30.9892,2.0575,22.4661,29.1203,5.66,20.5805,28.6961,5.9431,18.63,28.0022,6.4543,23.6752,21.1252,10.94,22.0372,22.1778,10.8245,19.5383,20.9989,11.4323,28.223753,22.449649,10.92818,26.2489,21.352871,11.036859,24.3468,29.7599,5.4096
26.0375,26.2082,8.7906,26.4772,26.8023,8.0029,26.8847,25.9167,8.8758,NaN,NaN,NaN,28.0759,23.7879,9.5671,24.7507,25.5786,9.0953,26.1042,29.7313,4.5279,23.5062,30.7431,1.9334,21.813,31.4745,-0.2472,18.882,32.5502,-0.8398,22.923,30.5075,3.0865,21.0237,30.9285,2.0544,18.6874,31.0353,1.7921,22.4473,29.0777,5.4497,20.5551,28.6821,5.725,18.5894,28.0443,6.2257,23.7351,21.134,10.9144,22.0937,22.1471,10.7903,19.6102,20.9573,11.4059,28.268665,22.471255,10.911535,26.299302,21.369242,11.012502,24.3432,29.6852,5.1983
26.0885,26.2089,8.7023,26.5272,26.7878,7.9007,26.9339,25.9187,8.8051,NaN,NaN,NaN,28.124,23.8176,9.549,24.8078,25.5968,9.0326,26.1136,29.6161,4.3296,23.553,30.6261,1.6905,21.8921,31.3577,-0.5086,19.0006,32.7222,-1.174,22.9552,30.4366,2.8519,21.077,30.9027,1.8117,18.7457,31.0478,1.5183,22.4388,29.0197,5.2325,20.5435,28.6625,5.4928,18.5614,28.0463,5.9736,23.7993,21.1351,10.8829,22.1482,22.1307,10.7594,19.6692,20.8687,11.3691,28.309852,22.491113,10.893484,26.347997,21.38629,10.989102,24.3509,29.5904,4.9908
26.1414,26.22,8.6183,26.5811,26.7732,7.7975,26.9868,25.9166,8.7304,NaN,NaN,NaN,28.1707,23.8251,9.5318,24.8604,25.5866,8.958,26.1556,29.6554,4.1076,23.6203,30.4886,1.4544,21.9928,31.2217,-0.7757,19.1313,32.5951,-1.4801,23.0044,30.3665,2.6296,21.1484,30.8439,1.563,18.82,30.9871,1.2252,22.4515,28.9509,5.016,20.5474,28.6047,5.249,18.5552,28.002,5.7081,23.8628,21.1475,10.8588,22.2101,22.1261,10.7256,19.7419,20.8621,11.3111,28.352567,22.520435,10.878839,26.407097,21.412139,10.966375,24.3669,29.4417,4.7907
26.1907,26.221,8.5289,26.6349,26.7494,7.6968,27.04,25.9277,8.6588,NaN,NaN,NaN,28.2172,23.8502,9.509,24.9176,25.6051,8.8799,26.1981,29.5276,3.9179,23.6993,30.3061,1.2108,22.1179,31.0232,-1.0425,19.2742,32.491,-1.8235,23.0714,30.2816,2.408,21.2321,30.7327,1.2982,18.913,30.8448,0.9119,22.4865,28.8866,4.8101,20.5716,28.5475,5.0285,18.5717,27.9292,5.4502,23.921,21.1488,10.8286,22.2615,22.1045,10.6864,19.8091,20.8187,11.2451,28.393163,22.545647,10.857786,26.460602,21.446839,10.948277,24.4113,29.3415,4.5916
