Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn04R_X,Sn04R_Y,Sn04R_Z
1.1012,24.0341,14.5105,2.013,23.7374,14.1742,1.6479,24.1561,15.114,4.369212,19.146775,9.025132,1.6931,23.4233,16.6605,-0.3924,23.6078,14.4857,4.8482,21.7577,11.6922,4.9768,18.5434,9.2755,5.3141,16.1119,7.6216,3.9107,14.5328,5.0759,3.8224,19.1481,9.203,3.233,17.6585,7.6984,1.7414,16.2531,6.4982,1.5519,20.7242,10.2811,-0.1513,20.0263,9.5776,-2.1168,19.245,9.1969,-3.0671,22.719,18.5014,-4.3373,23.5453,17.7484,-6.1578,21.3821,17.6504,NaN,NaN,NaN,NaN,NaN,NaN,3.3017,21.5422,10.8086
1.123,23.997,14.5431,2.0622,23.7775,14.223,1.7056,24.1196,15.1086,NaN,NaN,NaN,1.7459,23.4483,16.6556,-0.3503,23.6182,14.5082,4.976,21.8305,11.8653,5.1759,18.5414,9.5469,5.5932,16.1347,7.9892,4.2286,14.1938,5.5528,4.0183,19.1212,9.4402,3.4721,17.5553,7.9945,2.0162,16.0513,6.835,1.7147,20.6743,10.4439,0.0309,19.9188,9.744,-1.9136,19.0774,9.3654,-2.9995,22.7289,18.4861,-4.2821,23.5701,17.7399,-6.094,21.3968,17.6558,NaN,NaN,NaN,NaN,NaN,NaN,3.4429,21.5396,10.9643
1.1666,24.0158,14.5693,2.1081,23.8153,14.2684,1.754,24.1527,15.1288,NaN,NaN,NaN,1.8012,23.4744,16.6462,-0.3095,23.6219,14.5249,5.0985,21.9113,12.0363,5.3744,18.5681,9.8298,5.8583,16.0561,8.4052,NaN,NaN,NaN,4.2035,19.1055,9.6856,3.7125,17.4489,8.3024,2.2867,15.8963,7.1714,1.8684,20.6304,10.6078,0.2154,19.8298,9.9131,-1.7147,18.9421,9.5371,-2.9371,22.747,18.4712,-4.2187,23.5747,17.7313,-6.0324,21.4225,17.656,1.504064,22.645098,17.894735,-0.657462,22.438179,18.316485,3.5753,21.5665,11.1232
1.21,24.032,14.5976,2.1525,23.849,14.3126,1.7973,24.1795,15.1417,NaN,NaN,NaN,1.8619,23.4874,16.6312,-0.2703,23.6426,14.5462,5.2156,21.9996,12.2019,5.5674,18.6042,10.1072,6.1021,16.0049,8.7785,NaN,NaN,NaN,4.3825,19.1162,9.9244,3.9439,17.382,8.6094,2.5516,15.7754,7.5131,2.0231,20.6152,10.7755,0.3995,19.7677,10.0881,-1.5207,18.842,9.7079,-2.8735,22.7718,18.4588,-4.1537,23.5953,17.7256,-5.9747,21.4627,17.6606,1.55817,22.672173,17.878095,-0.60085,22.458334,18.295371,3.7068,21.5807,11.2793
1.255,24.0633,14.6251,2.1972,23.8953,14.3577,1.841,24.2147,15.1579,NaN,NaN,NaN,1.917,23.5031,16.6172,-0.2336,23.6658,14.5617,5.3229,22.1168,12.3661,5.7565,18.654,10.3928,6.3543,16.0222,9.159,NaN,NaN,NaN,4.5638,19.1479,10.1669,4.1647,17.3452,8.9129,2.8148,15.6221,7.8717,2.168,20.6151,10.9412,0.533,19.5632,10.274,-1.3246,18.7062,9.8848,-2.8138,22.7765,18.4462,-4.097,23.6262,17.7172,-5.9202,21.4951,17.6562,1.616261,22.700775,17.865317,-0.538762,22.47574,18.286344,3.7994,21.524,11.4462
1.2963,24.0949,14.648,2.2367,23.9492,14.399,1.8828,24.2494,15.1715,NaN,NaN,NaN,1.9799,23.533,16.6055,-0.1961,23.6893,14.5714,5.4077,22.1027,12.5374,5.9432,18.7592,10.6396,6.5829,16.0484,9.5242,NaN,NaN,NaN,4.7346,19.2072,10.4051,4.3872,17.3098,9.2079,3.063,15.5607,8.2269,2.2736,20.5066,11.1175,0.7078,19.543,10.4486,-1.1364,18.641,10.0662,-2.7514,22.8028,18.4321,-4.04,23.6569,17.7106,-5.8666,21.5239,17.6472,1.684946,22.714525,17.846436,-0.478881,22.521161,18.279339,3.9254,21.6097,11.597
1.3326,24.1408,14.6746,2.2718,23.9976,14.4316,1.9223,24.2804,15.1774,NaN,NaN,NaN,2.0411,23.5502,16.5896,-0.158,23.7224,14.5861,5.502,22.2312,12.6864,6.1036,18.7954,10.9175,6.8188,16.0061,9.9233,NaN,NaN,NaN,4.8997,19.2862,10.6354,4.6086,17.2804,9.5237,3.3134,15.5034,8.5814,2.4134,20.5463,11.2793,0.8663,19.5348,10.6137,-0.9612,18.4522,10.2563,-2.6883,22.8194,18.4205,-3.9792,23.6743,17.7026,-5.8169,21.5647,17.6392,1.744518,22.737848,17.836854,-0.4112,22.534183,18.261466,4.042,21.6919,11.743
1.3642,24.1751,14.6901,2.3086,24.0621,14.4657,1.9617,24.3246,15.1871,NaN,NaN,NaN,2.1009,23.579,16.5727,-0.1216,23.7625,14.5934,5.5922,22.3943,12.8305,6.2763,19.0154,11.1999,7.0457,16.1681,10.2938,NaN,NaN,NaN,5.0543,19.3638,10.8696,4.7962,17.4137,9.8112,3.539,15.5226,8.9236,2.5478,20.6106,11.4375,1.0238,19.525,10.786,-0.7804,18.4412,10.4324,-2.627,22.8339,18.4084,-3.909,23.7124,17.6953,-5.7672,21.6171,17.6345,1.809002,22.747343,17.813573,-0.34538,22.540504,18.249937,4.1432,21.7852,11.8849
1.4007,24.239,14.7102,2.335,24.1071,14.4944,2.0014,24.3744,15.1939,NaN,NaN,NaN,2.1651,23.5987,16.5579,-0.0917,23.8039,14.5998,5.6752,22.5591,12.9639,6.4244,19.1342,11.4511,7.2649,16.3514,10.6415,NaN,NaN,NaN,5.1995,19.4688,11.0921,4.9933,17.4153,10.119,3.7725,15.4947,9.2798,2.6702,20.6844,11.5923,1.1792,19.558,10.9506,-0.6055,18.3896,10.6073,-2.5653,22.8544,18.3962,-3.8447,23.7318,17.6854,-5.7197,21.6701,17.6279,1.86822,22.755191,17.79829,-0.280829,22.534462,18.226675,4.2434,21.8975,12.0217
1.4213,24.2381,14.7275,2.349,24.1507,14.5234,2.0355,24.4224,15.1984,NaN,NaN,NaN,2.2289,23.6187,16.5419,-0.06,23.8561,14.6036,5.7505,22.7294,13.0856,6.5678,19.2699,11.6779,7.4402,16.42,10.9831,NaN,NaN,NaN,5.3413,19.5951,11.3048,5.1794,17.4541,10.4192,3.9891,15.4738,9.6314,2.7829,20.7673,11.7396,1.3221,19.5986,11.1067,-0.4348,18.3766,10.7796,-2.504,22.8668,18.3833,-3.7836,23.759,17.6759,-5.6734,21.7141,17.6162,1.94439,22.780774,17.789017,-0.213357,22.559564,18.217021,4.336,22.0253,12.1509
1.4604,24.2861,14.7483,2.3759,24.2127,14.5469,2.076,24.4805,15.199,NaN,NaN,NaN,2.2957,23.6357,16.5215,-0.0278,23.9072,14.6088,5.8134,22.9331,13.2038,6.6952,19.4133,11.8912,7.6354,16.6308,11.3281,NaN,NaN,NaN,5.469,19.7348,11.5238,5.3595,17.5831,10.6909,4.1796,15.5844,9.9584,2.8971,20.8571,11.8802,1.457,19.6313,11.2662,-0.2731,18.3951,10.9493,-2.4451,22.8815,18.3755,-3.7241,23.8045,17.6717,-5.631,21.7612,17.6028,2.00688,22.786627,17.769703,-0.152296,22.579644,18.209297,4.4194,22.1842,12.2731
1.4785,24.3636,14.7613,2.4005,24.3124,14.5692,2.0842,24.448,15.2099,NaN,NaN,NaN,2.3596,23.6532,16.5013,-0.0339,23.9689,14.619,5.8743,23.1093,13.3087,6.818,19.5563,12.1109,7.7969,16.7607,11.6393,NaN,NaN,NaN,5.5934,19.9444,11.7268,5.516,17.7208,10.9742,4.4052,15.6595,10.2128,3.0019,20.9436,12.0218,1.5883,19.7148,11.4198,-0.1217,18.4164,11.108,-2.385,22.891,18.3619,-3.6543,23.83,17.6631,-5.5916,21.8193,17.593,2.067824,22.788844,17.747073,-0.08303,22.561976,18.182757,4.4992,22.3161,12.3875
1.5071,24.4252,14.7792,2.4259,24.3998,14.5911,2.1173,24.5234,15.2193,NaN,NaN,NaN,2.4276,23.6818,16.4806,-0.0044,24.0278,14.6246,5.9268,23.3305,13.4098,6.9256,19.7478,12.2931,7.9483,16.9654,11.9541,NaN,NaN,NaN,5.7041,20.1242,11.9324,5.6668,17.8559,11.2382,4.6032,15.732,10.5404,3.0949,21.0964,12.1506,1.7005,19.8211,11.5653,0.0305,18.4832,11.2676,-2.3236,22.8988,18.3511,-3.5887,23.8558,17.6557,-5.5533,21.8809,17.5812,2.143546,22.801184,17.72986,-0.018331,22.557079,18.164439,4.5705,22.4752,12.4956
1.5238,24.4232,14.805,2.4504,24.5046,14.6133,2.1516,24.5964,15.2268,NaN,NaN,NaN,2.489,23.6995,16.456,0.0234,24.1034,14.6376,5.9732,23.5473,13.4933,7.0268,19.9325,12.4779,8.0922,17.2381,12.2362,NaN,NaN,NaN,5.8097,20.3206,12.1169,5.8185,18.0664,11.5043,NaN,NaN,NaN,3.1763,21.2269,12.2806,1.8064,19.9389,11.6998,0.161,18.5571,11.4171,-2.2608,22.9195,18.3401,-3.5383,23.9193,17.6456,-5.5167,21.9463,17.5713,2.211938,22.812344,17.718943,0.050388,22.557018,18.152814,4.6315,22.6553,12.5972
1.5466,24.4767,14.8317,2.4756,24.5967,14.6371,2.1836,24.6511,15.2329,NaN,NaN,NaN,2.5543,23.716,16.4332,0.0473,24.1842,14.6513,6.0154,23.7679,13.5804,7.1081,20.1546,12.6343,8.2293,17.4587,12.5273,NaN,NaN,NaN,5.8799,20.4722,12.2821,6.0172,18.5307,11.8445,4.8598,15.9339,11.1781,3.2546,21.3879,12.3988,1.9057,20.0294,11.8377,0.2876,18.6468,11.562,-2.1992,22.9277,18.3294,-3.4505,23.9242,17.6356,-5.4817,22.0122,17.5628,2.278829,22.792093,17.699233,0.124679,22.564196,18.138532,4.6895,22.8394,12.6925
1.5717,24.5956,14.8523,2.4959,24.7087,14.6603,2.2138,24.7244,15.2454,NaN,NaN,NaN,2.6243,23.7321,16.4109,0.0734,24.2324,14.6658,6.0469,24.0003,13.6571,7.1848,20.3507,12.7855,8.298,17.7855,12.7745,NaN,NaN,NaN,5.9412,20.6796,12.4319,6.105,18.7463,12.0144,4.9666,16.1859,11.4825,3.3227,21.5517,12.5107,1.9951,20.187,11.9638,0.4031,18.7335,11.7112,-2.139,22.9373,18.316,-3.3989,23.9915,17.6433,-5.4453,22.076,17.5556,2.355372,22.794763,17.675244,0.198071,22.53623,18.104397,4.7397,23.0182,12.7824
1.5867,24.6283,14.8873,2.5193,24.8241,14.6898,2.2447,24.7997,15.2612,NaN,NaN,NaN,2.6902,23.7557,16.3878,0.1042,24.2988,14.6976,6.0835,24.2187,13.7284,7.2463,20.5863,12.9084,8.4059,17.9706,12.9828,NaN,NaN,NaN,6.0067,20.9094,12.5853,6.146,18.8675,12.1238,5.09,16.3097,11.7685,3.3842,21.7482,12.6195,2.0743,20.3539,12.0907,0.5043,18.8932,11.8444,-2.076,22.9371,18.303,-3.3271,24.0218,17.632,-5.4075,22.1492,17.5466,2.424806,22.812399,17.660499,0.261951,22.540822,18.095686,4.7794,23.2169,12.8705
1.6077,24.7346,14.9183,2.5416,24.9489,14.7247,2.2762,24.8696,15.2751,NaN,NaN,NaN,2.757,23.7515,16.3594,0.1292,24.3916,14.7196,6.1078,24.4515,13.7962,7.2985,20.8337,13.0127,8.482,18.1995,13.1628,NaN,NaN,NaN,6.0459,21.1655,12.7035,6.1958,18.9647,12.2936,5.1267,16.6268,12.0342,3.4376,21.9018,12.7262,2.1382,20.5118,12.205,0.6019,19.0609,11.981,-2.0106,22.9479,18.2914,-3.2533,24.0424,17.6247,-5.3718,22.2251,17.537,2.504258,22.796208,17.6331,0.335925,22.55497,18.085907,4.8102,23.4408,12.9549
1.6459,24.9708,14.9485,2.5578,25.0623,14.7629,2.3103,24.9498,15.2938,NaN,NaN,NaN,2.8254,23.7608,16.3365,0.1605,24.4249,14.7512,6.124,24.6792,13.8582,7.3354,21.0807,13.0865,8.521,18.4527,13.3266,NaN,NaN,NaN,6.0734,21.3365,12.8068,6.2758,19.2975,12.5591,5.1961,16.8471,12.3125,3.474,22.1394,12.8232,2.1941,20.7334,12.3227,0.6788,19.2284,12.1126,-1.951,22.9484,18.2769,-3.1844,24.0862,17.6122,-5.3358,22.2955,17.5253,2.563395,22.756875,17.608554,0.400251,22.520554,18.049962,4.8415,23.654,13.0386
1.6661,25.0438,14.9914,2.5781,25.1733,14.8108,2.3425,25.0223,15.3079,NaN,NaN,NaN,2.8873,23.7774,16.3133,0.1885,24.4867,14.7856,6.1434,24.9195,13.933,7.3645,21.3185,13.1401,8.576,18.7149,13.473,NaN,NaN,NaN,6.1397,21.4389,12.9114,6.3161,19.584,12.7471,5.2141,16.9553,12.5885,3.5098,22.3928,12.9198,2.2182,21.0041,12.4353,0.7433,19.4378,12.2397,-1.8894,22.9511,18.2624,-3.1115,24.1134,17.6035,-5.2992,22.3643,17.516,2.640067,22.779603,17.60396,0.471849,22.510145,18.038442,4.856,23.9084,13.1233
1.6966,25.1239,15.0393,2.5949,25.2734,14.8671,2.3748,25.0508,15.3325,NaN,NaN,NaN,2.9522,23.7914,16.2905,0.2203,24.548,14.821,6.1628,25.1591,14.0054,NaN,NaN,NaN,8.6353,19.0984,13.5506,NaN,NaN,NaN,6.1523,21.9483,12.9597,6.3154,19.7736,12.8663,5.2437,17.231,12.8325,3.5321,22.5953,13.0166,2.2134,21.3621,12.5398,0.778,19.6273,12.3662,-1.8241,22.9633,18.25,-3.0441,24.1492,17.575,-5.2586,22.4415,17.5069,2.717126,22.763852,17.579884,0.551353,22.507645,18.023504,4.8671,24.1442,13.2039
1.7113,25.2442,15.0811,2.6134,25.3758,14.9363,2.412,25.2734,15.3596,NaN,NaN,NaN,3.0207,23.8002,16.2674,0.2538,24.5991,14.8593,6.1619,25.3912,14.0589,NaN,NaN,NaN,8.6171,19.1883,13.6315,NaN,NaN,NaN,6.1559,22.0807,13.0312,NaN,NaN,NaN,5.2281,17.5282,13.0473,3.5509,22.8245,13.1108,2.2256,21.6413,12.6485,0.8083,19.841,12.4852,-1.7612,22.966,18.2308,-2.9593,24.172,17.5859,-5.218,22.5126,17.4979,2.79432,22.749612,17.551162,0.617375,22.472849,17.990291,4.8737,24.399,13.2875
1.7432,25.3403,15.1541,2.6319,25.46,15.0033,2.4472,25.1569,15.4237,NaN,NaN,NaN,3.0902,23.8134,16.2506,0.2862,24.6712,14.9067,6.1711,25.5999,14.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1424,22.4469,13.055,NaN,NaN,NaN,5.2097,17.7978,13.2343,3.5513,23.1073,13.2035,2.2301,21.8886,12.7541,0.8216,20.0705,12.5991,-1.6966,22.9708,18.2148,-2.8827,24.1993,17.5767,-5.1764,22.5875,17.49,2.870662,22.739221,17.54037,0.688327,22.458942,17.979822,4.8656,24.6522,13.3718
1.7723,25.3196,15.2395,2.6593,25.5359,15.0759,2.4867,25.1668,15.4672,NaN,NaN,NaN,3.1584,23.8038,16.2212,0.326,24.7143,14.9481,6.179,25.8828,14.2011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1438,18.1188,13.426,3.5373,23.3698,13.2865,2.221,22.1743,12.8587,0.8203,20.3127,12.7165,-1.6352,22.9651,18.1974,-2.8045,24.4199,17.5582,-5.1334,22.661,17.4812,2.949326,22.726466,17.516373,0.754332,22.456417,17.968756,4.8507,24.8912,13.4672
1.8231,25.4442,15.2856,2.692,25.6262,15.1555,2.5328,25.1623,15.5107,NaN,NaN,NaN,3.2252,23.8169,16.2073,0.364,24.7647,14.993,6.1872,26.116,14.2686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0986,18.4218,13.5809,3.5225,23.6272,13.3697,2.1995,22.4477,12.9589,0.811,20.5658,12.8307,-1.567,22.9627,18.1777,-2.7119,24.3951,17.5561,-5.0903,22.7375,17.4732,3.018087,22.703657,17.503292,0.830636,22.426012,17.93373,4.8315,25.1833,13.5605
1.8308,25.5507,15.3467,2.713,25.723,15.2407,2.5994,25.2124,15.5512,NaN,NaN,NaN,3.2998,23.8398,16.1859,0.4091,24.8076,15.0401,6.1853,26.3711,14.3347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0428,18.7329,13.6833,3.5024,23.9138,13.451,2.1736,22.7353,13.052,0.7889,20.8315,12.9448,-1.4989,22.9616,18.1606,-2.6458,24.2852,17.5617,-5.042,22.8177,17.4686,3.088982,22.6845,17.484051,0.902691,22.410157,17.923731,4.7961,25.4635,13.6498
1.9314,25.7574,15.4086,2.7332,25.7769,15.3194,2.6552,25.2374,15.5863,NaN,NaN,NaN,3.3746,23.8421,16.1614,0.4549,24.8806,15.0871,6.1831,26.6351,14.4072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9823,19.0368,13.7632,3.4662,24.1951,13.5295,2.132,23.0225,13.1484,0.7381,21.1623,13.0419,-1.435,22.9666,18.1409,-2.5634,24.3029,17.5613,-4.9896,22.8989,17.4657,3.17111,22.679911,17.466105,0.97733,22.391783,17.898526,4.7665,25.7121,13.7342
NaN,NaN,NaN,2.7659,25.851,15.3985,NaN,NaN,NaN,NaN,NaN,NaN,3.4485,23.8515,16.1418,0.5036,24.9312,15.1373,6.1948,26.8251,14.4852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8806,19.5194,13.8086,3.4346,24.4549,13.6023,2.1004,23.2475,13.2395,0.6984,21.4317,13.151,-1.3691,22.963,18.1233,-2.4825,24.3171,17.5608,-4.9396,22.9633,17.4573,3.260327,22.66378,17.446671,1.045223,22.358828,17.875868,4.7333,25.9604,13.8192
NaN,NaN,NaN,2.8039,25.9062,15.481,NaN,NaN,NaN,NaN,NaN,NaN,3.521,23.8692,16.1242,0.549,24.998,15.1889,6.1996,27.0442,14.5418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3956,24.7554,13.6747,2.0453,23.5487,13.3242,0.6443,21.699,13.2472,-1.305,22.9462,18.1019,-2.4018,24.3369,17.5633,-4.8893,23.0325,17.4514,3.328457,22.656264,17.44187,1.121381,22.36161,17.866553,4.7024,26.2052,13.9006
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5916,23.8945,16.1023,0.5965,25.0465,15.241,6.2023,27.2861,14.6047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3538,25.0414,13.7416,1.9906,23.7767,13.4085,0.5883,21.9534,13.3431,-1.2386,22.9291,18.0819,-2.3134,24.3413,17.5706,-4.8361,23.1069,17.4532,3.398507,22.639399,17.410061,1.198504,22.316711,17.833308,4.6703,26.4675,13.977
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6776,23.8923,16.0772,0.6469,25.1042,15.2913,6.1902,27.4586,14.6565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.298,25.3041,13.7992,1.926,24.039,13.483,0.5306,22.217,13.4371,-1.1718,22.9302,18.0599,-2.23,24.3551,17.5717,-4.7837,23.1766,17.4536,3.474369,22.653359,17.376099,1.28497,22.354329,17.845971,4.6421,26.7112,14.0523
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7594,23.9131,16.0624,0.6985,25.1678,15.3389,6.197,27.6338,14.7353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2386,25.588,13.8573,1.8635,24.31,13.5555,0.4684,22.4962,13.5283,-1.0987,22.9204,18.0394,-2.1487,24.3697,17.5813,-4.7268,23.2608,17.4627,3.603692,22.606017,17.378393,1.357043,22.340413,17.83566,4.602,26.9531,14.1362
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8305,23.9194,16.0435,0.7749,25.2492,15.3924,6.2042,27.8587,14.8242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1688,25.8764,13.9235,1.7952,24.5652,13.6204,0.4167,22.7796,13.6053,-1.0331,22.905,18.023,-2.0621,24.3876,17.5841,-4.6658,23.3227,17.4712,3.647405,22.579663,17.367313,1.416306,22.228796,17.774746,4.5593,27.1775,14.2165
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9086,23.9283,16.0242,0.8122,25.3482,15.4503,6.1834,28.0119,14.8753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0932,26.1187,13.9833,1.7232,24.8207,13.6803,0.3693,23.0176,13.6688,-0.9606,22.8788,18.0008,-1.9835,24.3911,17.5823,-4.6093,23.3801,17.4702,3.71836,22.54555,17.350253,1.498013,22.216795,17.763296,4.5273,27.3755,14.2752
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.976,23.9354,16.0132,0.8741,25.412,15.5223,6.1741,28.2119,14.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0289,26.3801,14.0485,1.6537,25.0735,13.7296,0.3157,23.2827,13.7157,-0.8874,22.8538,17.9817,-1.9033,24.3935,17.5817,-4.5457,23.4361,17.4818,3.802802,22.539563,17.344192,1.568736,22.19273,17.749171,4.5101,27.5694,14.3116
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0484,23.9373,15.9941,0.9402,25.4668,15.6089,6.1613,28.3403,14.9502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9573,26.6583,14.1169,1.5863,25.3334,13.7576,0.254,23.5647,13.756,-0.8224,22.8258,17.9599,-1.8251,24.3932,17.5787,-4.4885,23.5019,17.5027,3.878203,22.51923,17.327913,1.642495,22.158432,17.722201,4.4815,27.7724,14.3883
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1156,23.9235,15.9783,1,25.5187,15.6859,6.1645,28.5083,14.9802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8822,26.9202,14.1853,1.5185,25.56,13.8176,0.1837,23.8501,13.7861,-0.7508,22.8127,17.9381,-1.7475,24.3886,17.576,-4.4259,23.5409,17.5121,3.950218,22.491987,17.306803,1.721752,22.129141,17.708835,4.3856,27.9776,14.6174
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1869,23.9257,15.9662,1.0641,25.5715,15.757,6.1624,28.6348,14.9956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8145,27.1055,14.2416,1.4268,25.844,13.8749,0.0991,24.1356,13.807,-0.6772,22.7766,17.9176,-1.6679,24.3775,17.5718,-4.3628,23.6032,17.5408,4.033359,22.479701,17.289175,1.78714,22.119488,17.69515,4.3658,28.2454,14.6719
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2536,23.9248,15.9515,1.1236,25.6208,15.8343,6.1579,28.7699,15.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7577,27.3269,14.3096,1.3338,26.1198,13.9439,0.0056,24.4215,13.8213,-0.6075,22.7563,17.895,-1.5896,24.3684,17.5646,-4.3042,23.6309,17.5536,4.101354,22.454174,17.281671,1.871559,22.078161,17.665842,4.3441,28.4109,14.7251
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.313,23.9036,15.9354,1.1896,25.6515,15.9089,6.191,28.9699,15.0101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6939,27.5491,14.4025,1.2531,26.399,13.9912,-0.0989,24.726,13.8279,-0.5361,22.7237,17.8742,-1.5162,24.358,17.558,-4.2409,23.6711,17.5796,4.179818,22.432393,17.255379,1.940112,22.061651,17.654124,4.3208,28.5799,14.8084
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3807,23.8898,15.917,1.2584,25.6815,15.9749,6.1823,29.0848,15.0124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7478,28.2295,12.7537,NaN,NaN,NaN,NaN,NaN,NaN,2.6451,27.7687,14.4808,1.1634,26.686,14.0486,-0.2193,25.031,13.8346,-0.4642,22.6926,17.8509,-1.4392,24.3468,17.5446,-4.1766,23.6989,17.6015,4.249535,22.379665,17.238922,2.018928,22.041093,17.637758,4.3052,28.7494,14.8703
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4347,23.8782,15.9055,1.3314,25.685,16.0413,6.1791,29.1985,15.0039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6111,28.5512,12.8007,NaN,NaN,NaN,NaN,NaN,NaN,2.6062,27.9837,14.5591,1.069,26.8082,14.1199,-0.3495,25.349,13.8422,-0.3932,22.6593,17.8278,-1.3685,24.3337,17.5355,-4.1198,23.7277,17.6293,4.325371,22.379129,17.227867,2.091129,21.999576,17.610054,4.2953,28.8416,14.9398
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.504,23.8707,15.8944,1.3974,25.6895,16.1038,6.1694,29.3208,14.9936,4.3613,29.071,11.8626,NaN,NaN,NaN,NaN,NaN,NaN,3.483,28.8397,12.8657,NaN,NaN,NaN,NaN,NaN,NaN,2.5766,28.2121,14.6348,0.9863,27.1748,14.1681,-0.4851,25.6691,13.858,-0.324,22.6326,17.805,-1.3078,24.306,17.5284,-4.0606,23.7407,17.6527,4.39757,22.364065,17.218408,2.167045,21.973526,17.595805,4.2979,29.0874,14.9815
