shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
3.314,28.162,23.1534,NaN,NaN,NaN,4.9287,35.1334,21.8201,2.575,36.6906,19.245,1.3739,37.2292,16.7934,-1.4006,36.7231,15.0271,-1.8746,34.9247,17.8029,NaN,NaN,NaN,-0.6366,34.3014,22.1595,-2.7928,33.7523,22.3026,-2.7657,29.2614,23.5398,-5.5906,29.5394,23.5115,2.7908,26.9192,24.4306,0.46106,26.889864,24.448931
3.4348,28.1336,23.1602,NaN,NaN,NaN,4.9319,35.304,21.7278,2.6522,36.8494,19.087,1.4585,37.5161,16.5948,-1.4063,37.405,15.0722,-1.8942,35.4683,17.6929,NaN,NaN,NaN,-0.5889,34.365,22.0675,-2.7869,33.7789,22.2338,-2.6798,29.2448,23.5294,-5.4942,29.5129,23.4865,2.8782,26.907,24.4311,0.555845,26.866755,24.446731
3.5456,28.0913,23.1582,NaN,NaN,NaN,4.9842,35.2848,21.5651,2.7197,36.8413,18.8974,1.4593,37.2921,16.3834,-1.3605,37.9515,15.0814,-1.8973,35.9675,17.5979,NaN,NaN,NaN,NaN,NaN,NaN,-2.749,33.7039,22.0605,-2.586,29.1774,23.5217,-5.4414,29.387,23.4313,2.9857,26.8903,24.4209,0.649397,26.851092,24.429947
3.6363,28.0763,23.1535,NaN,NaN,NaN,5.0217,35.4072,21.432,2.784,36.9174,18.7387,1.5876,38.1779,16.3581,-1.2806,38.3479,15.0471,-1.8751,36.4023,17.5207,NaN,NaN,NaN,NaN,NaN,NaN,-2.6781,33.7003,21.9042,-2.4878,29.0984,23.5162,-5.3338,29.3419,23.3886,3.0845,26.8767,24.42,0.75412,26.819158,24.421619
3.7341,28.0569,23.153,NaN,NaN,NaN,5.07,35.4751,21.2438,2.8689,37.0674,18.5968,1.6027,38.0578,16.1872,-1.1873,38.7069,14.9649,-1.8381,36.7437,17.4328,NaN,NaN,NaN,NaN,NaN,NaN,-2.5915,33.9314,21.7412,-2.4005,29.0342,23.4984,-5.2407,29.2566,23.3244,3.1782,26.8693,24.4195,0.854182,26.810668,24.419155
3.8341,28.024,23.1513,NaN,NaN,NaN,5.0925,35.5117,21.0503,2.9368,37.1456,18.4393,1.7071,38.5103,16.1247,-1.0795,39.023,14.8631,-1.7809,37.0523,17.3183,NaN,NaN,NaN,NaN,NaN,NaN,-2.6704,34.0976,21.6236,-2.3153,29.0106,23.4896,-5.1268,29.099,23.2867,3.2842,26.8461,24.4101,0.954775,26.812107,24.412853
3.9182,28.1417,23.263,NaN,NaN,NaN,5.1514,35.5154,20.8241,3.0169,37.2212,18.2618,1.8255,38.6626,16.0428,-0.959,39.3002,14.7439,-1.7096,37.3738,17.1822,NaN,NaN,NaN,NaN,NaN,NaN,-2.5987,33.7977,21.2909,-2.2228,28.9762,23.4645,-5.0515,29.0225,23.2673,3.379,26.8507,24.4113,1.057775,26.784278,24.406508
4.0328,28.0306,23.165,NaN,NaN,NaN,5.1891,35.519,20.6241,3.0879,37.193,18.1001,1.9449,38.9419,15.9065,-0.8214,39.5675,14.6202,-1.6175,37.6404,17.0312,NaN,NaN,NaN,NaN,NaN,NaN,-2.6239,34.2473,21.0334,-2.1192,28.9164,23.4482,-4.9566,28.9364,23.2442,3.4723,26.8244,24.4073,1.159293,26.775721,24.400655
4.1203,28.0756,23.2074,NaN,NaN,NaN,5.2063,35.4718,20.4332,3.1926,37.3944,17.8796,2.0727,38.952,15.8203,-0.6779,39.8163,14.4951,-1.531,37.9337,16.9269,NaN,NaN,NaN,NaN,NaN,NaN,-2.5969,34.4177,20.8178,-2.0186,28.8702,23.4269,-4.8361,28.8718,23.225,3.5826,26.8138,24.4047,1.263362,26.752913,24.396152
4.2041,28.033,23.1843,NaN,NaN,NaN,5.2374,35.4478,20.2487,3.2635,37.4304,17.6806,2.1619,39.0428,15.5902,-0.5273,40.0215,14.3641,-1.4363,38.2265,16.8357,NaN,NaN,NaN,NaN,NaN,NaN,-2.571,34.6366,20.6477,NaN,NaN,NaN,-4.7447,28.7273,23.1629,3.6854,26.8108,24.401,1.367071,26.729217,24.385902
4.3055,27.9804,23.1605,NaN,NaN,NaN,5.2877,35.3758,20.0236,3.3888,37.2923,17.4538,2.3261,38.515,15.2466,-0.3688,40.1875,14.219,-1.3364,38.426,16.7107,1.4093,35.1489,20.3505,-0.3711,34.9846,20.3236,-2.5273,34.8149,20.4574,NaN,NaN,NaN,-4.6282,28.6288,23.1645,3.7894,26.8044,24.403,1.466885,26.726284,24.386503
4.3991,28.0024,23.178,NaN,NaN,NaN,5.3377,35.3145,19.8082,3.4746,37.2428,17.2203,2.3768,38.8216,15.0182,-0.1899,40.3356,14.0605,-1.2013,38.5422,16.5281,1.5101,35.0831,20.1527,-0.3381,35.121,20.124,-2.4974,34.9982,20.2898,-1.7557,28.7398,23.3448,-4.5703,28.5369,23.13,3.8854,26.7852,24.4028,1.57099,26.694874,24.382613
4.493,27.9602,23.1617,NaN,NaN,NaN,5.3862,35.2339,19.5914,3.5737,37.1901,16.98,2.5288,38.6556,14.8673,0.0284,40.4405,13.8782,-1.0723,38.6213,16.3215,1.5635,35.1584,19.9585,-0.2271,35.1041,19.8871,-2.45,35.139,20.1309,-1.6695,28.7143,23.3276,-4.4759,28.4511,23.1071,3.9793,26.7943,24.4059,1.673282,26.676751,24.375523
4.6016,28.0142,23.1922,NaN,NaN,NaN,5.453,35.1279,19.3605,3.6665,37.1186,16.7255,2.6697,38.991,14.7317,0.2495,40.5173,13.6744,-0.9369,38.6434,16.0708,1.6659,35.0658,19.6664,-0.1801,35.1683,19.6813,-2.3829,35.2005,19.9537,-1.5405,28.708,23.3259,-4.4025,28.3157,23.0897,4.0796,26.7846,24.4017,1.777332,26.661113,24.370597
4.6956,27.9196,23.1458,NaN,NaN,NaN,5.5212,35.0514,19.1371,3.769,36.9237,16.4426,2.7291,39.0152,14.3738,0.4818,40.5461,13.4302,-0.7921,38.5685,15.7812,1.767,34.964,19.4635,-0.1163,35.1372,19.4857,-2.3049,35.2081,19.7434,-1.5395,28.5322,23.2877,-4.3338,28.2073,23.0504,4.1725,26.7819,24.4053,1.878474,26.650402,24.371431
4.7941,27.9062,23.154,2.2436,30.9022,22.2536,5.5895,34.9397,18.9191,3.8814,36.8036,16.183,2.8958,38.6161,13.9581,0.7108,40.4945,13.1507,-0.6491,38.5378,15.4951,1.6713,34.9253,19.2845,-0.0264,35.1367,19.2737,-2.2256,35.1946,19.5238,-1.3729,28.5995,23.3402,-4.2372,28.0965,23.0088,4.275,26.7923,24.4049,1.974487,26.641359,24.36326
4.8607,27.9075,23.1417,2.376,30.9159,22.193,5.674,34.8124,18.6908,3.978,36.6118,15.9021,3.0304,38.2389,13.7068,0.9227,40.371,12.8359,-0.5026,38.4433,15.199,1.8428,34.8456,19.0786,0.0667,35.0556,19.0388,-2.1485,35.122,19.3023,-1.27,28.6031,23.3601,-4.1626,28.0208,22.9896,4.3743,26.7804,24.4003,2.075608,26.633077,24.361958
4.98,28.1048,23.2866,2.4505,30.8473,22.153,5.7397,34.438,18.5084,4.1115,36.4327,15.6379,3.1799,38.3787,13.5829,1.1248,40.1761,12.4967,-0.3608,38.3687,14.9006,1.9565,34.9001,18.8366,0.1548,34.9513,18.8122,-2.0525,35.0452,19.0657,-1.2086,28.5063,23.3167,-4.0224,27.8625,22.9501,4.4628,26.7775,24.398,2.182237,26.626613,24.366085
5.0648,27.9205,23.1739,2.5037,30.5724,22.1215,5.8631,34.5078,18.2452,4.2345,36.2092,15.3706,3.3826,37.5234,12.9945,1.2984,39.9298,12.1298,-0.2101,38.1954,14.5862,1.9959,34.6866,18.5808,0.2524,34.8654,18.5669,-1.9383,34.9772,18.8294,-1.0872,28.5611,23.3358,-3.9178,27.783,22.9692,4.5553,26.7818,24.4021,2.284647,26.631622,24.361915
5.1389,27.9746,23.2216,2.654,30.7195,22.0346,5.978,34.4884,18.012,4.37,36.0174,15.091,3.5063,37.2949,12.8394,1.462,39.6314,11.7638,-0.0566,37.988,14.2733,2.2127,34.5341,18.3308,0.3703,34.7613,18.3423,-1.8325,34.88,18.6035,-1.0892,28.4032,23.2744,-3.842,27.7666,22.9482,4.6527,26.7828,24.4008,2.378198,26.615436,24.3598
5.2595,27.9108,23.1738,2.6977,31.0169,22.0691,6.0747,33.9287,17.8507,4.5145,35.7617,14.849,3.7332,37.301,12.591,1.6097,39.2587,11.3653,0.0833,37.7651,13.9546,2.2828,34.3239,18.1475,0.4823,34.6386,18.1334,-1.7011,34.8027,18.3712,-0.934,28.4233,23.3107,-3.6976,27.582,22.9306,4.7516,26.7897,24.3948,2.473109,26.61902,24.354675
5.3454,27.8844,23.1568,2.9497,30.6952,21.7364,6.1905,34.1456,17.6213,4.6546,35.4882,14.5927,3.9581,36.7153,12.341,1.754,38.8348,10.94,0.2376,37.4777,13.6254,2.3308,34.3448,17.9915,0.6321,34.6021,17.8906,-1.5787,34.6385,18.1712,-0.8421,28.3225,23.2684,-3.5987,27.6135,22.9446,4.8497,26.8003,24.3886,2.577784,26.630041,24.353757
5.4422,27.9161,23.1643,3.0394,30.6382,21.6359,6.338,33.9276,17.4093,4.8023,35.2344,14.3562,3.9144,36.4526,11.9008,1.8911,38.3984,10.538,0.3952,37.19,13.2972,2.5913,34.0424,17.7414,0.7524,34.3817,17.7175,-1.4581,34.5525,18.004,-0.768,28.3985,23.2601,-3.492,27.5088,22.945,4.9484,26.8054,24.3897,2.675031,26.635728,24.35591
5.5448,27.9066,23.1579,3.113,30.6306,21.6515,6.4632,33.7452,17.2369,4.9604,34.9456,14.1173,4.0939,35.9953,11.6444,2.0294,37.9597,10.1658,0.5556,36.8669,12.9611,2.6593,33.818,17.5554,0.8777,34.2323,17.5309,-1.3209,34.4573,17.837,-0.714,28.4128,23.2116,-3.4476,27.6045,22.9619,5.046,26.8291,24.3893,2.777075,26.641965,24.357522
5.6425,27.9066,23.1558,3.2229,30.6018,21.5951,6.6018,33.5413,17.0562,5.1126,34.6691,13.9041,4.2593,35.9735,11.4013,2.1782,37.5092,9.8226,0.7225,36.5461,12.6413,2.7746,33.846,17.3716,1.0093,34.0961,17.3545,-1.1901,34.6278,17.8513,-0.6192,28.3888,23.2095,-3.3215,27.4901,22.9586,5.136,26.8536,24.3875,2.88262,26.647842,24.352491
5.7296,27.937,23.1552,3.3415,30.5511,21.5229,6.743,33.339,16.8916,5.2694,34.3774,13.6911,4.5198,35.3197,11.1715,2.3408,37.0337,9.4982,0.8815,36.1754,12.3381,2.9335,33.6246,17.1703,1.1713,33.9092,17.1445,-1.0182,34.1231,17.3957,-0.5329,28.4063,23.2196,-3.2406,27.3629,22.9427,5.232,26.8632,24.3857,2.988172,26.653712,24.347457
5.8256,27.9348,23.1542,3.4419,30.4959,21.4418,6.896,33.1089,16.7308,5.4323,34.0478,13.4783,4.5754,34.8231,10.8605,2.5192,36.5331,9.1779,1.0512,35.7884,12.0448,3.1222,33.3813,17.0014,1.3194,33.7221,16.9366,-0.8581,33.9443,17.154,-0.4327,28.3858,23.2368,-3.1481,27.3621,22.9367,5.3347,26.8951,24.3901,3.094975,26.651804,24.342717
5.9283,27.9547,23.1661,3.5598,30.4476,21.3619,7.0457,32.8912,16.5777,5.5975,33.712,13.2951,4.7456,34.5237,10.637,2.7127,36.0419,8.8733,1.232,35.3412,11.7519,3.2441,33.1638,16.8147,1.4913,33.5558,16.7341,-0.707,33.7568,16.9418,-0.3377,28.3867,23.2561,-3.0563,27.3757,22.954,5.4466,26.9301,24.3866,3.201255,26.671142,24.340791
6.0234,27.9808,23.1749,3.6695,30.4005,21.29,7.2035,32.6608,16.4442,5.7809,33.361,13.1229,5.0542,33.97,10.4832,2.9175,35.5637,8.5941,1.4067,34.9438,11.4977,3.3599,33.0557,16.6501,1.6404,33.3296,16.534,-0.56,33.5665,16.7244,-0.2574,28.4056,23.2813,-2.9673,27.2924,22.973,5.5411,26.9577,24.3891,3.298849,26.697842,24.348535
6.1264,27.9966,23.1688,3.7803,30.3672,21.2147,7.3585,32.4454,16.3224,5.9758,32.988,12.9664,5.1782,33.4965,10.2573,3.1377,35.0697,8.331,1.6001,34.4953,11.236,3.5616,32.7902,16.457,1.7933,33.0902,16.3329,-0.4195,33.3651,16.4984,-0.1724,28.4268,23.3077,-2.8534,27.3274,22.9869,5.6359,26.9816,24.3854,3.406215,26.705468,24.342907
6.2216,28.0353,23.1787,3.892,30.3138,21.1425,7.5239,32.2073,16.2143,6.147,32.663,12.8072,5.3693,33.2574,10.0907,3.3475,34.5739,8.0888,1.7998,34.0719,11.0043,3.7554,32.4827,16.2898,1.9579,32.8437,16.1242,-0.2562,33.1213,16.2611,-0.0791,28.4335,23.3395,-2.7275,27.192,22.9894,5.7412,27.0233,24.3878,3.517035,26.751237,24.349921
6.3096,28.0603,23.1846,4.0026,30.2654,21.0823,7.6856,31.9638,16.1153,6.3559,32.2828,12.6773,5.5907,32.6666,9.9165,3.5809,34.0625,7.8711,2.0098,33.6618,10.7882,3.9188,32.2366,16.1313,2.1258,32.6191,15.9298,-0.0906,32.8651,16.0344,0.0097,28.4506,23.3777,-2.6441,27.3112,23.0398,5.8419,27.0757,24.3925,3.619913,26.783774,24.35249
6.4203,28.0924,23.1917,4.1179,30.1976,21.0164,7.8536,31.7216,16.0352,6.5524,31.9494,12.5702,5.8819,31.9775,9.7931,3.8206,33.5393,7.6691,2.2363,33.2389,10.5798,4.0381,32.0927,15.9744,2.2897,32.3798,15.7574,0.0606,32.6422,15.8404,0.1016,28.4862,23.4108,-2.5731,27.3451,23.0562,5.942,27.1007,24.3902,3.723588,26.805372,24.359852
6.5267,28.1307,23.1941,4.2333,30.1482,20.9537,8.0235,31.4907,15.96,6.775,31.5588,12.46,6.104,31.5965,9.6661,4.0846,32.9905,7.4778,2.4849,32.8306,10.3817,4.219,31.8117,15.8306,2.4887,32.103,15.5735,0.2396,32.422,15.6258,0.183,28.5455,23.4421,-2.5062,27.3373,23.0733,6.0443,27.1492,24.3957,3.824484,26.81828,24.360023
6.6209,28.1542,23.2034,4.3431,30.088,20.8988,8.1862,31.1471,15.922,6.9813,31.2071,12.3825,6.315,31.3921,9.5507,4.3571,32.4462,7.3015,2.7381,32.3891,10.1866,4.3546,31.6284,15.7189,2.6375,31.8723,15.4272,0.4211,32.1517,15.4241,0.2765,28.5908,23.474,-2.4075,27.4251,23.1026,6.1478,27.2012,24.4012,3.937035,26.856988,24.367065
6.791,28.1799,23.1985,4.4508,30.0189,20.857,8.3546,30.8947,15.8767,7.1969,30.8634,12.3174,6.5915,30.7674,9.4997,4.6501,31.8781,7.1506,2.9972,31.9646,10.0042,4.6292,31.4553,15.6244,2.8101,31.6495,15.2608,0.5951,31.9832,15.2914,0.3905,28.5678,23.5083,-2.2086,27.4054,23.1786,6.24,27.2429,24.4083,4.041177,26.907476,24.373485
6.8257,28.2288,23.2206,4.5769,29.9763,20.8025,8.5277,30.6593,15.8479,7.4262,30.3253,12.1601,NaN,NaN,NaN,4.9466,31.3245,7.0214,3.2764,31.503,9.8377,4.709,31.1501,15.4761,3.0089,31.409,15.1256,0.8001,31.6664,15.0516,0.472,28.6687,23.5316,-2.1463,27.5243,23.2303,6.3455,27.2925,24.4158,4.135647,26.942043,24.381843
6.9288,28.259,23.2318,4.6801,29.9253,20.7676,8.706,30.4134,15.8324,7.6725,29.5793,11.9129,NaN,NaN,NaN,5.2625,30.7509,6.9241,3.5558,31.0607,9.6936,4.8549,30.6881,15.3211,3.205,31.0899,14.9905,0.9545,31.3657,14.8668,0.5734,28.7176,23.5598,-2.0533,27.4821,23.2484,6.4535,27.3464,24.4153,4.24565,26.973696,24.386194
7.0171,28.3104,23.2481,4.7882,29.8741,20.7387,8.8742,30.1866,15.8367,7.9519,29.8321,12.3052,NaN,NaN,NaN,5.5916,30.1811,6.8697,3.8489,30.6079,9.5721,5.065,30.6901,15.3245,3.4026,30.8444,14.8659,1.149,31.1104,14.7238,0.6874,28.7085,23.5905,-1.9889,27.4529,23.1658,6.55,27.3877,24.4202,4.34583,27.027751,24.399903
7.1205,28.3618,23.2561,4.9007,29.834,20.716,9.0496,29.9459,15.8672,8.1266,29.4671,12.3253,NaN,NaN,NaN,5.9163,29.6221,6.8384,4.1404,30.1524,9.4837,5.2016,30.4711,15.2734,3.5821,30.5936,14.7562,1.3819,30.8089,14.557,0.7863,28.7287,23.608,-1.9478,27.5498,23.2247,6.6463,27.4378,24.4369,4.448636,27.060854,24.409955
7.2304,28.3872,23.2678,5.0104,29.7979,20.6972,9.2294,29.7273,15.9052,8.4578,29.5015,12.4963,NaN,NaN,NaN,6.261,29.0266,6.8384,4.4388,29.6929,9.4205,5.3936,30.1149,15.1948,3.7959,30.2899,14.6762,1.5578,30.491,14.4251,0.8722,28.84,23.626,-1.814,27.4633,23.2164,6.7501,27.5008,24.4463,4.548484,27.103307,24.424055
7.3219,28.4475,23.2855,5.1198,29.7601,20.686,9.4046,29.4975,15.9684,8.6058,29.1205,12.4645,NaN,NaN,NaN,6.5775,28.4819,6.8692,4.7167,29.2613,9.3987,5.605,29.9524,15.1719,3.9833,30.0107,14.6206,1.7443,30.2042,14.3228,0.992,28.7858,23.6377,-1.7253,27.5479,23.2689,6.8489,27.543,24.4481,4.650736,27.156963,24.434571
7.4114,28.488,23.3025,5.2365,29.7033,20.6794,9.582,29.2799,16.0411,8.9479,28.7308,12.5577,8.6545,27.7817,9.7734,6.9166,27.8771,6.9416,5.019,28.7863,9.4041,5.9881,29.7489,15.2311,4.1462,29.879,14.5736,1.9566,29.8986,14.2377,1.0763,28.8967,23.6398,-1.587,27.5738,23.3025,6.9448,27.5922,24.4613,4.75648,27.209245,24.452325
7.5161,28.5311,23.3157,5.3419,29.6826,20.6828,9.7648,29.0786,16.1349,9.2069,28.3645,12.5486,8.9267,27.3649,9.9339,7.2298,27.3506,7.0542,5.3474,28.2351,9.4499,6.0426,29.4546,15.1843,4.4023,29.4731,14.566,2.159,29.6269,14.1891,1.1697,28.9387,23.6435,-1.4638,27.6157,23.3178,7.0475,27.6316,24.4669,4.858089,27.249218,24.462734
7.6162,28.5904,23.3289,5.4491,29.6295,20.6878,9.9537,28.862,16.2455,9.4065,27.8708,12.8193,9.1822,26.8182,10.1185,7.556,26.7536,7.2107,5.5696,27.8935,9.5164,6.2527,29.162,15.2485,4.6073,29.1668,14.5801,2.3926,29.2883,14.1632,1.2826,28.9433,23.6404,-1.345,27.6372,23.3279,7.1544,27.6899,24.4753,4.959417,27.310907,24.481841
7.7289,28.6264,23.3447,5.5646,29.598,20.7051,10.1293,28.681,16.3728,9.5936,27.3588,12.9147,9.4065,26.6023,10.3207,7.7782,26.526,7.3594,5.8521,27.4524,9.6238,6.3855,28.8308,15.3068,4.8197,28.8447,14.6216,2.5855,28.9914,14.1642,1.3891,28.9611,23.6385,-1.2456,27.6883,23.3237,7.2552,27.7558,24.4867,5.064161,27.343946,24.491343
7.8103,28.6914,23.367,5.6754,29.5732,20.7161,10.3013,28.5107,16.5208,9.9258,27.4681,12.9519,9.7409,26.2618,10.5886,NaN,NaN,NaN,6.165,26.9141,9.7636,6.6291,28.5808,15.3771,4.9951,28.5848,14.6776,2.8083,28.6867,14.1871,1.4888,28.9803,23.6418,-1.129,27.6213,23.3217,7.3601,27.7834,24.4941,5.168342,27.394026,24.51445
7.9272,28.7216,23.3788,5.7678,29.5562,20.7448,10.4806,28.3569,16.6846,NaN,NaN,NaN,9.9824,25.4702,10.7866,NaN,NaN,NaN,6.4283,26.5128,9.9382,6.8063,28.4018,15.5028,5.245,28.4136,14.81,3.0079,28.4265,14.2233,1.5912,28.993,23.6425,-1.0229,27.7261,23.3315,7.4581,27.8347,24.5056,5.264874,27.455927,24.529794
